company_id,industry
17973173,Software Development
19368,Banking
2692259,Government Administration
7262,Beverage Manufacturing
254088,Computer and Network Security
9945,Higher Education
25039398,Government Relations Services
57926371,Investment Management
9652,Machinery Manufacturing
74708,Semiconductor Manufacturing
66728626,Food and Beverage Services
42594,Biotechnology Research
144414,Non-profit Organizations
90573720,Construction
2639534,Staffing and Recruiting
97661,Staffing and Recruiting
8058,Staffing and Recruiting
7451,"Technology, Information and Internet"
162486,Hospitals and Health Care
1076320,IT Services and IT Consulting
78605725,Mental Health Care
5273669,Business Consulting and Services
18123850,Retail
5706805,Hospitals and Health Care
11486116,IT Services and IT Consulting
394226,Business Consulting and Services
1482371,Oil and Gas
10622205,Hospitals and Health Care
18317,Machinery Manufacturing
90662302,Software Development
97208606,IT Services and IT Consulting
2810305,Oil and Gas
15349895,Law Practice
3311723,Book and Periodical Publishing
82836866,Financial Services
40663928,Manufacturing
27299,Wholesale Building Materials
40757,Staffing and Recruiting
99058106,Hospitals and Health Care
149193,Hospitals and Health Care
917707,Insurance
2804770,Software Development
3545834,Medical Equipment Manufacturing
35540004,Staffing and Recruiting
37841649,Construction
80500000,Real Estate
2586579,Staffing and Recruiting
2716085,Software Development
66726048,Staffing and Recruiting
86170,Consumer Services
40897081,Retail Apparel and Fashion
35608038,Staffing and Recruiting
1567908,Individual and Family Services
1457149,Utilities
3627510,Biotechnology Research
90714183,"Technology, Information and Internet"
1160424,Oil and Gas
18336126,Farming
69894262,Wellness and Fitness Services
21607,Medical Equipment Manufacturing
52818,Non-profit Organizations
716317,Defense and Space Manufacturing
10786800,Staffing and Recruiting
869524,Law Enforcement
96150451,Business Consulting and Services
334460,Pharmaceutical Manufacturing
7360,Software Development
27025038,Accounting
9812,IT Services and IT Consulting
1047203,Construction
2475568,E-Learning Providers
71049830,Software Development
28171732,Mental Health Care
471220,Food and Beverage Services
51699510,Food and Beverage Services
165337,Higher Education
40875232,Staffing and Recruiting
93616144,Higher Education
79985328,Mental Health Care
3281893,Aviation and Aerospace Component Manufacturing
1113121,Facilities Services
316370,Hospitals and Health Care
44039,Accounting
76384697,Business Consulting and Services
15643168,Wellness and Fitness Services
76126558,Financial Services
163068,Retail
19171010,Software Development
8923,Book and Periodical Publishing
102362,Insurance
18034573,Wellness and Fitness Services
61421,Primary and Secondary Education
55279,Libraries
26304031,Personal Care Product Manufacturing
5153912,Leasing Non-residential Real Estate
73959,"Appliances, Electrical, and Electronics Manufacturing"
77159,Staffing and Recruiting
61235,Non-profit Organizations
2581389,Market Research
3742270,Staffing and Recruiting
22307995,Oil and Gas
3545690,Retail Office Equipment
1817645,Real Estate
98640203,Advertising Services
19175,Paper and Forest Product Manufacturing
90696736,Human Resources Services
28167452,Construction
5047,Industrial Machinery Manufacturing
683144,Financial Services
35431930,Real Estate
76422708,Utilities
856261,Staffing and Recruiting
4530445,Higher Education
3530004,Non-profit Organizations
86960997,Medical Equipment Manufacturing
88634456,Staffing and Recruiting
96248855,Software Development
3071863,Staffing and Recruiting
69909,Telecommunications
27103815,Financial Services
103453650,Restaurants
87771639,Hospitality
1842330,Non-profit Organizations
130095,Hospitals and Health Care
6622341,Software Development
94243278,Industrial Machinery Manufacturing
4394,Insurance
14984,Food and Beverage Services
2959380,Staffing and Recruiting
28398376,Hospitals and Health Care
67507,Staffing and Recruiting
80078228,Advertising Services
15418050,Real Estate
165833,Manufacturing
17966039,Hospitals and Health Care
52708,Retail Apparel and Fashion
202294,Construction
83207,Hospitality
1096167,Printing Services
166147,Gambling Facilities and Casinos
91406040,Financial Services
3571946,Photography
824370,Construction
3216326,Higher Education
744748,Architecture and Planning
1104193,Government Administration
15241,Food and Beverage Services
77724572,Biotechnology Research
2760138,Computer and Network Security
64885256,Banking
71220701,Real Estate
75078786,Staffing and Recruiting
10456,Machinery Manufacturing
287061,Advertising Services
14805325,Staffing and Recruiting
894315,Security and Investigations
13795,Spectator Sports
93343342,Food and Beverage Manufacturing
79950,Staffing and Recruiting
79627005,Hospitals and Health Care
299669,Business Consulting and Services
538735,Non-profit Organizations
718195,Law Practice
18124973,Advertising Services
23552,Manufacturing
5913,Utilities
497649,Construction
5322,IT Services and IT Consulting
25030011,IT Services and IT Consulting
1050601,Hospitals and Health Care
1379912,Individual and Family Services
10243,Civil Engineering
82538261,Business Consulting and Services
30291,Construction
2957445,Travel Arrangements
149934,Real Estate
3316635,Law Practice
98709618,IT Services and IT Consulting
11232689,IT Services and IT Consulting
5347749,Real Estate
111803,Construction
668211,Staffing and Recruiting
11173457,IT Services and IT Consulting
40586,Business Consulting and Services
20826,Non-profit Organizations
18071214,Manufacturing
3223465,Architecture and Planning
20344,IT Services and IT Consulting
90052,Advertising Services
305697,Mental Health Care
30541,Advertising Services
87465,Insurance
35563211,Non-profit Organizations
77003201,Hospitals and Health Care
10646311,Advertising Services
216716,Staffing and Recruiting
10195773,Industrial Machinery Manufacturing
14296,Packaging and Containers Manufacturing
35486746,Human Resources Services
24015,Pharmaceutical Manufacturing
508154,Hospitals and Health Care
112768,Biotechnology Research
116575,Staffing and Recruiting
71123075,Government Administration
434828,Insurance
3047,Mining
63589585,Construction
225538,Business Consulting and Services
3327877,Medical Equipment Manufacturing
100912459,Business Consulting and Services
303602,Paper and Forest Product Manufacturing
623444,Public Relations and Communications Services
11716822,IT Services and IT Consulting
14821224,Investment Management
4816126,Utilities
49779,Motor Vehicle Manufacturing
3877442,Law Practice
1598367,Aviation and Aerospace Component Manufacturing
7581439,Real Estate
945733,Industrial Machinery Manufacturing
8794,Real Estate
6385405,Software Development
436898,Automation Machinery Manufacturing
5127650,Telecommunications
9596847,Retail
40639,Motor Vehicle Manufacturing
68332861,Software Development
949762,Advertising Services
90987,Industrial Machinery Manufacturing
99683904,Retail
33188204,IT Services and IT Consulting
35444225,Research Services
23081,Software Development
101331233,Human Resources Services
829341,Wholesale
68901545,Hospitals and Health Care
10008489,Hospitals and Health Care
15179318,Hospitality
34333,Food and Beverage Services
9216906,Business Consulting and Services
1407502,Facilities Services
19022927,Hospitals and Health Care
321712,IT Services and IT Consulting
3599281,Software Development
211166,Banking
128519,Construction
865825,Higher Education
101848242,Truck Transportation
4536627,Motor Vehicle Manufacturing
664795,IT Services and IT Consulting
33183378,IT Services and IT Consulting
35583934,Consumer Services
649629,Human Resources Services
71644541,Hospitals and Health Care
43010,IT Services and IT Consulting
117893,Medical Equipment Manufacturing
89878006,Civic and Social Organizations
21250,Industrial Machinery Manufacturing
80556122,Chemical Manufacturing
11061951,Civil Engineering
76259801,Staffing and Recruiting
18546454,Real Estate
669768,Computer and Network Security
1724775,Oil and Gas
5998788,Construction
1262,Financial Services
54644544,Construction
165949,Retail
300828,Hospitals and Health Care
10416900,Food and Beverage Services
41513,Software Development
68008281,Packaging and Containers Manufacturing
69870965,Hospitals and Health Care
18942093,Pharmaceutical Manufacturing
91575734,IT Services and IT Consulting
5312630,Hospitals and Health Care
80093592,Truck Transportation
37235,Motor Vehicle Manufacturing
71974097,Higher Education
166531,Hospitals and Health Care
101706281,Retail
35342,Software Development
21041,Biotechnology Research
78334,Hospitals and Health Care
1230595,Mental Health Care
287821,Defense and Space Manufacturing
9488240,Gambling Facilities and Casinos
52656367,Hospitality
837106,Non-profit Organizations
62571,Wholesale
88309,Defense and Space Manufacturing
8619,Food and Beverage Manufacturing
2673675,Financial Services
42696271,Insurance
74582,Construction
77616740,Financial Services
79836060,Hospitals and Health Care
7109453,Staffing and Recruiting
26482,Biotechnology Research
45091,Chemical Manufacturing
1995,Software Development
100542465,Truck Transportation
211152,Food and Beverage Manufacturing
44384,Higher Education
13993704,Architecture and Planning
1440067,Travel Arrangements
163042,Education Administration Programs
52392,IT Services and IT Consulting
82851148,Construction
1162260,Computer Games
74316032,Biotechnology Research
13819,Manufacturing
64897202,Food and Beverage Services
5025769,Beverage Manufacturing
3131,Food and Beverage Services
1052686,Renewable Energy Semiconductor Manufacturing
69158025,Architecture and Planning
127119,IT Services and IT Consulting
4034136,Consumer Services
408953,Motor Vehicle Manufacturing
1258341,Education Administration Programs
7270305,Accounting
3787302,Staffing and Recruiting
7962296,Financial Services
64630421,Hospitals and Health Care
66603392,Professional Training and Coaching
265314,Software Development
573871,Environmental Services
10214,Printing Services
96043296,Staffing and Recruiting
80552324,Travel Arrangements
51701526,Financial Services
11046264,Travel Arrangements
53846,Advertising Services
98835983,IT Services and IT Consulting
163920,Media Production
404782,Wellness and Fitness Services
3696072,Retail
100767138,Staffing and Recruiting
1086745,Business Consulting and Services
1813115,Wholesale Building Materials
99529323,Advertising Services
10475495,Staffing and Recruiting
80817816,Manufacturing
50913,Insurance
4027798,Hospitals and Health Care
2192,Oil and Gas
89787386,Telecommunications
107854,Machinery Manufacturing
100381616,Oil and Gas
2584492,Hospitals and Health Care
27154679,Financial Services
65849622,Higher Education
13073186,Human Resources Services
2849478,Hospitals and Health Care
52194565,Mental Health Care
18211624,Aviation and Aerospace Component Manufacturing
37063,Retail Luxury Goods and Jewelry
13728,Software Development
1984409,Non-profit Organizations
2749627,IT Services and IT Consulting
1259,IT Services and IT Consulting
2584729,Executive Offices
18130848,Travel Arrangements
6872,Government Administration
166361,Education Administration Programs
15651,Wellness and Fitness Services
1633419,Non-profit Organizations
2390229,Hospitals and Health Care
72044568,Consumer Services
96240859,Hospitals and Health Care
121248,Financial Services
928766,Accounting
80872942,Staffing and Recruiting
4505,Book and Periodical Publishing
27093235,Individual and Family Services
72559323,E-Learning Providers
99125322,Advertising Services
30599911,Staffing and Recruiting
97439111,Consumer Services
99854858,IT Services and IT Consulting
1017807,Non-profit Organizations
86475,Civil Engineering
33243270,Industrial Machinery Manufacturing
35696619,Hospitals and Health Care
276872,Staffing and Recruiting
219477,Financial Services
71668100,Defense and Space Manufacturing
446503,Printing Services
412695,Utilities
24540,Staffing and Recruiting
3356842,Real Estate
100639983,Non-profit Organizations
15938312,Medical Practices
2367127,Staffing and Recruiting
2695414,"Transportation, Logistics, Supply Chain and Storage"
64908948,Hospitals and Health Care
1137591,Security and Investigations
101103741,IT Services and IT Consulting
11233523,Non-profit Organizations
2740813,IT Services and IT Consulting
2774458,Real Estate
829179,Primary and Secondary Education
15741,Computer and Network Security
696534,IT Services and IT Consulting
91530215,Advertising Services
206226,Defense and Space Manufacturing
27185258,Entertainment Providers
10255,Motor Vehicle Manufacturing
37210,Pharmaceutical Manufacturing
3148517,Higher Education
64875843,Motor Vehicle Manufacturing
19146,Hospitals and Health Care
164223,Investment Banking
39362,Non-profit Organizations
63274671,Education Administration Programs
55586288,Government Administration
18291531,Software Development
564194,Machinery Manufacturing
3646465,Aviation and Aerospace Component Manufacturing
69354,Individual and Family Services
3579935,Environmental Services
10779476,Mental Health Care
9900162,Consumer Services
106481,Software Development
80380,Staffing and Recruiting
3559341,Software Development
1011518,"Appliances, Electrical, and Electronics Manufacturing"
12189,Political Organizations
17726,Banking
10016505,Education Administration Programs
18957022,Public Relations and Communications Services
5574,"Appliances, Electrical, and Electronics Manufacturing"
91389649,Hospitals and Health Care
245238,IT Services and IT Consulting
1503525,Staffing and Recruiting
719778,Research Services
1901874,Public Relations and Communications Services
3558550,Hospitality
42314957,Construction
4017860,Performing Arts
55362,Architecture and Planning
4530832,Financial Services
15178582,"Appliances, Electrical, and Electronics Manufacturing"
826942,Hospitals and Health Care
103486,Staffing and Recruiting
268072,Machinery Manufacturing
54350802,Biotechnology Research
26586,Insurance
9432864,Truck Transportation
3936609,Hospitals and Health Care
13476,Biotechnology Research
3797960,Advertising Services
3103320,Wellness and Fitness Services
162230,Non-profit Organizations
636711,"Technology, Information and Internet"
96249024,Hospitals and Health Care
42297395,Manufacturing
250774,IT Services and IT Consulting
64663567,Non-profit Organizations
51709794,Financial Services
97201940,Retail
98480258,Real Estate
2055246,Insurance
165006,Software Development
164171,Financial Services
72717,Hospitals and Health Care
138430,Retail
101704709,Real Estate
1519367,Spectator Sports
7099,Truck Transportation
920424,Higher Education
1373835,Higher Education
74765851,Law Practice
10469462,Software Development
100295983,Advertising Services
69935980,"Museums, Historical Sites, and Zoos"
163263,Advertising Services
865764,Media Production
6866,Biotechnology Research
4819790,Banking
8914,Truck Transportation
98795534,Software Development
1292798,Real Estate
3783876,Utilities
22243,Industrial Machinery Manufacturing
2747538,IT Services and IT Consulting
74544009,Computer Games
16075064,Hospitals and Health Care
8281,Retail Apparel and Fashion
1295214,International Trade and Development
967395,Financial Services
8134064,Real Estate
286115,Insurance
19349,Environmental Services
35472496,Computers and Electronics Manufacturing
62373,Construction
654145,Manufacturing
91156986,IT Services and IT Consulting
3312170,Construction
514223,Machinery Manufacturing
1138369,Real Estate
15241130,Manufacturing
165279,Higher Education
20356748,Staffing and Recruiting
1469134,Truck Transportation
1283753,Real Estate
2115036,Staffing and Recruiting
153343,Retail Apparel and Fashion
596689,Staffing and Recruiting
12894901,Law Practice
10701943,Biotechnology Research
2285988,Entertainment Providers
9453499,Hospitals and Health Care
7577544,Biotechnology Research
6624905,Retail Apparel and Fashion
82533073,Food and Beverage Services
14631,Banking
75700,Staffing and Recruiting
462164,Non-profit Organizations
89722268,Consumer Services
162564,Computer Hardware Manufacturing
2429568,Non-profit Organizations
3772163,Truck Transportation
85823,Software Development
65112497,Software Development
7955004,Renewable Energy Semiconductor Manufacturing
16259671,Construction
119272,Construction
3715593,Hospitality
94263556,Hospitals and Health Care
10871941,Telecommunications
1161603,Food and Beverage Manufacturing
35651379,Software Development
58932157,Medical Practices
80973639,Mental Health Care
82780518,Retail
2802262,Utilities
11181770,Graphic Design
445168,Industrial Machinery Manufacturing
103454653,Mental Health Care
37199811,Higher Education
20489,Retail Luxury Goods and Jewelry
37590,Law Practice
78290955,Staffing and Recruiting
2250414,Hospitals and Health Care
7066262,Motor Vehicle Manufacturing
2928166,Non-profit Organizations
40931973,Advertising Services
90440540,"Technology, Information and Internet"
11001218,Financial Services
22817478,Manufacturing
3749939,Software Development
1380865,Hospitals and Health Care
61854,Non-profit Organizations
65226,Public Safety
98418726,Mental Health Care
68284294,IT Services and IT Consulting
1402825,Law Practice
3356706,Wellness and Fitness Services
776750,Financial Services
166541,Education Administration Programs
11238451,Food and Beverage Services
911430,Financial Services
110240,Hospitality
43952,Retail
82482450,Advertising Services
15166226,Mental Health Care
11824033,Insurance
2284,Online Audio and Video Media
74930,Law Practice
76719753,Advertising Services
130269,Design Services
6367,Manufacturing
99449491,Software Development
76108912,Medical Equipment Manufacturing
2198025,Financial Services
40740990,Industrial Machinery Manufacturing
47274,Hospitals and Health Care
3157708,Gambling Facilities and Casinos
35510404,Machinery Manufacturing
403034,Advertising Services
162749,Freight and Package Transportation
162315,Advertising Services
6700,IT Services and IT Consulting
14819,Primary and Secondary Education
10188483,Hospitals and Health Care
3532968,"Appliances, Electrical, and Electronics Manufacturing"
97460,Environmental Services
75530431,Hospitals and Health Care
163535,Mining
47212,Manufacturing
64540983,Food and Beverage Services
12082,Hospitals and Health Care
97204318,Government Administration
114256,Manufacturing
3684109,Hospitals and Health Care
2530559,Non-profit Organizations
61841,Personal Care Product Manufacturing
243764,Hospitals and Health Care
113467,Wholesale Building Materials
18521397,Financial Services
1052946,E-Learning Providers
36845961,Business Consulting and Services
726144,IT Services and IT Consulting
10653685,Financial Services
10256755,"Appliances, Electrical, and Electronics Manufacturing"
500589,Oil and Gas
97051,Hospitality
100761917,Advertising Services
2396645,Education Administration Programs
19137257,Design Services
3969108,Staffing and Recruiting
426253,Software Development
94211558,Staffing and Recruiting
2596575,Education Administration Programs
2370198,Construction
2779429,Hospitals and Health Care
103452829,Insurance
966527,E-Learning Providers
7945686,Hospitals and Health Care
223964,Packaging and Containers Manufacturing
9408755,Software Development
3954657,Software Development
6587396,Renewable Energy Semiconductor Manufacturing
29335510,Pharmaceutical Manufacturing
1122347,Non-profit Organizations
94845461,Financial Services
2019502,Primary and Secondary Education
1309361,Software Development
164888,Food and Beverage Manufacturing
6339,IT Services and IT Consulting
62237,Real Estate
78817059,Professional Training and Coaching
13338268,Human Resources Services
97021703,Hospitals and Health Care
86901902,Staffing and Recruiting
11543141,Hospitals and Health Care
28537542,Law Practice
2302094,Oil and Gas
1652504,Government Administration
2821582,Facilities Services
266461,IT Services and IT Consulting
165069,Advertising Services
139348,Staffing and Recruiting
41147,Banking
60014,Government Administration
28182184,Financial Services
81933917,Government Administration
103455555,Retail
5703,Manufacturing
213743,IT Services and IT Consulting
33203683,Wellness and Fitness Services
95849,Software Development
1204008,E-Learning Providers
70976168,Financial Services
64379,Staffing and Recruiting
4451,Pharmaceutical Manufacturing
479569,Insurance
3523317,Higher Education
77052821,Telecommunications
28613987,Staffing and Recruiting
35505505,Business Consulting and Services
422158,Motor Vehicle Manufacturing
497718,Civil Engineering
65873034,Retail Luxury Goods and Jewelry
10543593,Hospitals and Health Care
6766,Hospitals and Health Care
103456466,Software Development
1654,Higher Education
18098,Utilities
10309844,Accounting
208544,Advertising Services
63110101,Medical Practices
18748116,Hospitals and Health Care
3965520,Financial Services
1056356,Pharmaceutical Manufacturing
73963099,Financial Services
41693688,Airlines and Aviation
51626838,Software Development
103023,Law Practice
162961,Utilities
2701213,Advertising Services
17909917,Events Services
71145765,IT Services and IT Consulting
100906286,Wellness and Fitness Services
93389372,Machinery Manufacturing
102904,Truck Transportation
30772606,Software Development
18044933,Primary and Secondary Education
94138,Banking
74718032,Food and Beverage Manufacturing
26630,Software Development
3283052,Software Development
1247000,Facilities Services
3218383,Computer and Network Security
64675167,Advertising Services
10776370,Advertising Services
6390,Software Development
96652808,Hospitals and Health Care
594302,Business Consulting and Services
11169,Oil and Gas
68173802,Business Consulting and Services
354793,Textile Manufacturing
4034752,Oil and Gas
3772528,Software Development
3816067,Individual and Family Services
57281,Real Estate
818691,"Transportation, Logistics, Supply Chain and Storage"
166821,Hospitals and Health Care
100085,Construction
38146,Higher Education
63730,IT Services and IT Consulting
1697050,Hospitals and Health Care
2490606,IT Services and IT Consulting
1697124,Public Safety
2954357,Higher Education
5178974,Computer and Network Security
4062,Motor Vehicle Manufacturing
3523,Higher Education
1982316,Food and Beverage Services
2381271,Hospitals and Health Care
332596,"Appliances, Electrical, and Electronics Manufacturing"
1107900,Staffing and Recruiting
2552597,Staffing and Recruiting
249216,Staffing and Recruiting
65589148,Biotechnology Research
101090125,Advertising Services
70534,Hospitals and Health Care
17998756,Industrial Machinery Manufacturing
5515,Higher Education
5270559,Government Administration
201257,Retail
4692,Telecommunications
15139,Oil and Gas
8968,Financial Services
392449,IT Services and IT Consulting
3127143,Banking
60332019,Veterinary Services
11516753,Machinery Manufacturing
3766239,Research Services
1888269,Law Practice
1844107,Consumer Services
100826652,Telecommunications
3734741,Venture Capital and Private Equity Principals
2883827,Hospitals and Health Care
262802,Telecommunications
10699418,"Appliances, Electrical, and Electronics Manufacturing"
2303165,Medical Equipment Manufacturing
12987574,Hospitals and Health Care
16240930,Manufacturing
52874,Automation Machinery Manufacturing
225521,Non-profit Organizations
69605821,Financial Services
52177012,Construction
6999404,Real Estate
49125,Food and Beverage Manufacturing
776461,Fundraising
1597768,"Appliances, Electrical, and Electronics Manufacturing"
3288269,Mining
36020846,Hospitals and Health Care
166153,Furniture and Home Furnishings Manufacturing
28734,Manufacturing
80187919,Hospitals and Health Care
166423,Newspaper Publishing
101683870,Business Consulting and Services
113885,Medical Equipment Manufacturing
222423,Construction
6205,IT Services and IT Consulting
3476726,Hospitals and Health Care
11275,Furniture and Home Furnishings Manufacturing
10904622,Education Administration Programs
1253,Computers and Electronics Manufacturing
6819511,Higher Education
84108929,Financial Services
99332316,Software Development
92790106,Government Administration
579052,Wellness and Fitness Services
6537,Software Development
1122021,Telecommunications
91899,Banking
164401,International Trade and Development
3601427,Environmental Services
72516576,Biotechnology Research
165964,Financial Services
96481333,Hospitals and Health Care
435210,Software Development
2616019,Software Development
52194597,Non-profit Organizations
165536,Biotechnology Research
16770,Higher Education
117611,Financial Services
929568,Construction
8825932,Hospitality
119184,Construction
311743,Non-profit Organizations
1102833,Oil and Gas
10274378,Retail
98433839,"Technology, Information and Internet"
18748996,Higher Education
4839873,Medical Equipment Manufacturing
91454829,Furniture and Home Furnishings Manufacturing
7537,Insurance
1045378,Accounting
327332,Government Administration
11031022,Wholesale Building Materials
51637195,Insurance
3280182,Software Development
58523992,Wellness and Fitness Services
35481872,Human Resources Services
288385,IT Services and IT Consulting
9486195,Travel Arrangements
74683362,Software Development
36406,Non-profit Organizations
98134558,Staffing and Recruiting
56138,Advertising Services
98766864,Staffing and Recruiting
1133049,Software Development
59069652,Motor Vehicle Manufacturing
74141934,Software Development
2225282,Computer and Network Security
3066550,Advertising Services
2507852,Computer Games
80587,IT Services and IT Consulting
3593693,Hospitality
18008857,Professional Training and Coaching
27207794,Business Consulting and Services
1109109,Facilities Services
9437589,Truck Transportation
74301659,Education Administration Programs
1551516,Personal Care Product Manufacturing
1144632,Software Development
1953058,Hospitals and Health Care
67295129,Insurance
23314,Religious Institutions
74578,Motor Vehicle Manufacturing
99302646,Real Estate
17404,Software Development
68987107,Financial Services
21469,"Appliances, Electrical, and Electronics Manufacturing"
10355208,Medical Practices
538090,Construction
6376081,Software Development
77882065,Human Resources Services
98836446,Higher Education
4817322,Renewable Energy Semiconductor Manufacturing
1328643,Staffing and Recruiting
99311584,Software Development
72164278,Defense and Space Manufacturing
18393016,Medical Equipment Manufacturing
18060442,Business Consulting and Services
67601,"Transportation, Logistics, Supply Chain and Storage"
2292971,Software Development
98506192,Human Resources Services
1005649,Musicians
82789959,Truck Transportation
2662595,Law Practice
1059609,Software Development
65137,Financial Services
166753,Industrial Machinery Manufacturing
4985352,IT Services and IT Consulting
21130,Construction
6630554,Staffing and Recruiting
10908865,Online Audio and Video Media
9575,Insurance
2546692,Outsourcing and Offshoring Consulting
52502300,Legal Services
419443,Advertising Services
2956211,Security and Investigations
293659,Biotechnology Research
74892872,Non-profit Organizations
76953,Utilities
103141837,Business Consulting and Services
12903828,Wholesale Building Materials
10416987,Staffing and Recruiting
4721,IT Services and IT Consulting
18459156,Software Development
1236567,Retail
893928,Construction
91097593,Retail Apparel and Fashion
5821433,Renewable Energy Semiconductor Manufacturing
17946721,Biotechnology Research
165426,Software Development
736377,Construction
472706,Mental Health Care
65907467,Hospitals and Health Care
2980821,Hospitals and Health Care
19163,Utilities
163453,Advertising Services
63108241,Government Administration
22520,Design Services
1090796,Renewable Energy Semiconductor Manufacturing
59201698,Individual and Family Services
166079,Truck Transportation
42806383,Business Consulting and Services
86077586,Banking
988887,Insurance
8616268,Staffing and Recruiting
58195,IT Services and IT Consulting
103375758,Professional Training and Coaching
147825,Machinery Manufacturing
68017,Machinery Manufacturing
109004,Non-profit Organizations
89817646,Real Estate
49544,Retail Apparel and Fashion
125999,Software Development
4017953,Chemical Manufacturing
7506,Food and Beverage Manufacturing
2467378,Automation Machinery Manufacturing
82369890,Construction
1523656,Software Development
63171,Real Estate
12658339,Medical Equipment Manufacturing
82349521,Real Estate
9319142,Software Development
1506726,Wholesale
16148252,Industrial Machinery Manufacturing
16530,Food and Beverage Services
20330166,Farming
30746164,IT Services and IT Consulting
862962,Environmental Services
27717,Government Administration
64780188,Financial Services
27243090,Financial Services
1411183,Consumer Services
163328,International Trade and Development
3991822,Software Development
5061783,Furniture and Home Furnishings Manufacturing
632721,IT Services and IT Consulting
391992,Education Administration Programs
18278699,Software Development
2738312,Staffing and Recruiting
33231183,Staffing and Recruiting
4293163,"Transportation, Logistics, Supply Chain and Storage"
18406970,Insurance
77222,Real Estate
307079,Advertising Services
21313,Higher Education
3857972,Computers and Electronics Manufacturing
31410927,Hospitals and Health Care
104413,Spectator Sports
58137442,Spectator Sports
6598131,Software Development
33271967,Real Estate
80080418,Photography
3270028,Staffing and Recruiting
15968066,Furniture and Home Furnishings Manufacturing
449845,IT Services and IT Consulting
163075,Government Administration
65375,Civil Engineering
3514329,Construction
76561,Real Estate
224782,Construction
11033020,Spectator Sports
1045324,Non-profit Organizations
99258,Retail Apparel and Fashion
2456776,Hospitals and Health Care
7127,Manufacturing
62187035,Medical Practices
214286,Staffing and Recruiting
721068,Individual and Family Services
79983206,Financial Services
26483081,Hospitality
16260472,Truck Transportation
16995,Industrial Machinery Manufacturing
2412796,Law Practice
91409934,Oil and Gas
1072347,Retail
20720,Higher Education
98804258,Design Services
7597285,Real Estate
165246,Machinery Manufacturing
1340717,Hospitals and Health Care
22944,IT Services and IT Consulting
17967951,Architecture and Planning
28160195,Staffing and Recruiting
89923802,Financial Services
418469,Hospitals and Health Care
1844624,Medical Equipment Manufacturing
36164287,Food and Beverage Manufacturing
35469130,Telecommunications
9242014,Mining
1845876,Oil and Gas
1360279,Real Estate
77657790,Civil Engineering
166576,Defense and Space Manufacturing
10107087,Mental Health Care
7632582,Musicians
81313523,Spectator Sports
96217861,Hospitals and Health Care
86113138,Retail
3625996,Construction
35208,IT Services and IT Consulting
35703702,Professional Training and Coaching
362246,Accounting
395901,IT Services and IT Consulting
167907,Computer Games
15264509,Construction
1055583,Public Relations and Communications Services
26823,Staffing and Recruiting
2234995,Financial Services
5385380,Software Development
1511193,Financial Services
21984,Accounting
757831,Online Audio and Video Media
2377435,Staffing and Recruiting
77122915,Hospitals and Health Care
74895580,IT Services and IT Consulting
96623891,Software Development
16216073,Environmental Services
2768963,Hospitality
74906914,Staffing and Recruiting
5005961,Government Administration
1660010,Restaurants
45796,Non-profit Organizations
22612,Insurance
9291107,Travel Arrangements
580089,Civil Engineering
18599183,Insurance
81479342,Hospitality
97198164,Mental Health Care
2457172,Software Development
56655623,Spectator Sports
19106080,Software Development
156806,Oil and Gas
165648,Semiconductor Manufacturing
98851977,IT Services and IT Consulting
2939816,Research Services
13753142,E-Learning Providers
29905,Software Development
25019,Insurance
2767555,Food and Beverage Services
18841108,Government Administration
20792,Higher Education
6636995,Oil and Gas
93843,Civil Engineering
12893069,Outsourcing and Offshoring Consulting
19131883,Government Administration
114566,Staffing and Recruiting
79462541,Hospitals and Health Care
28626279,Restaurants
26479,Software Development
69583181,Wellness and Fitness Services
89505205,Staffing and Recruiting
1325886,Aviation and Aerospace Component Manufacturing
164024,Public Relations and Communications Services
61583,Packaging and Containers Manufacturing
5318,Financial Services
18957510,Financial Services
11064723,Real Estate
89803052,Hospitals and Health Care
331887,Utilities
6416328,Insurance
3657999,Farming
22614,Education Administration Programs
93640548,Construction
92950,Software Development
6651250,Retail Apparel and Fashion
98998221,Construction
28779,Hospitals and Health Care
3042905,Insurance
4811525,Financial Services
16170674,Hospitals and Health Care
33441141,Education Administration Programs
4920,Law Practice
89903869,Architecture and Planning
743757,Pharmaceutical Manufacturing
21366,Law Practice
7455,Retail
10536403,Staffing and Recruiting
701377,Higher Education
2441823,Online Audio and Video Media
2886570,Motor Vehicle Manufacturing
115136,Utilities
5553132,Machinery Manufacturing
55881723,Furniture and Home Furnishings Manufacturing
90663,Manufacturing
9133914,Construction
2671492,Renewable Energy Semiconductor Manufacturing
7099540,Manufacturing
1814987,Higher Education
18085589,Government Administration
6791218,IT Services and IT Consulting
2931,Semiconductor Manufacturing
162322,Defense and Space Manufacturing
414015,Insurance
18280200,Defense and Space Manufacturing
164936,Non-profit Organizations
103928,Machinery Manufacturing
19207362,Biotechnology Research
485573,Real Estate
96118667,Consumer Services
81558292,Wellness and Fitness Services
42737,Real Estate
828046,Retail
253964,Wellness and Fitness Services
68428,Accounting
67539665,Software Development
59554323,Medical Practices
917641,Food and Beverage Services
2394593,Wellness and Fitness Services
539067,Hospitals and Health Care
3271606,Software Development
69506361,Mental Health Care
2339560,Events Services
69044356,Computers and Electronics Manufacturing
9433443,Biotechnology Research
10148930,Civic and Social Organizations
1145681,Accounting
30148,Individual and Family Services
840919,Law Practice
10225354,Real Estate
