VARIABLE,VARIABLE_NAME,SERIES_ID,MEASURE,UNIT,FREQUENCY,MEASUREMENT_TYPE,SOURCE,GEO_NAME,COUNTERPARTY_GEO_NAME
"BIS,WS_CBS_PUB,1.0,Q.B.ES.4B.F.I.A.U.TO1.A.TR","Domestic banks from Spain - Consolidated International claims in All currencies with residents of Turkey (Immediate counterparty basis), All sectors (Break in stocks, All instruments, Up to and including 1 year","BIS,WS_CBS_PUB,1.0",International claims,USD,Quarterly,Other data collection period,,Spain,Turkey
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.G.EUR.A.5J.A.5A.A.PF.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of French Polynesia, All sectors (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,French Polynesia
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.A.TO1.A.5J.A.5A.U.MO.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Macau, Unallocated by sector (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Macau
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.USD.A.5J.A.5A.C.IS.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Iceland, Non-financial corporations (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), US dollar, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Iceland
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.TO3.A.5J.A.5A.B.TH.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Thailand, Banks, total (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Thailand
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.A.TO1.A.5J.A.CA.A.VG.N","Canada - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of British Virgin Islands, All sectors (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Canada,British Virgin Islands
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.EUR.A.5J.A.5A.N.MA.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Morocco, Non-banks, total (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Morocco
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.A.JPY.A.5J.A.5A.H.HK.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Hong Kong, Households and NPISHs (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), Yen, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Hong Kong
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.A.TO1.A.5J.A.5A.B.2S.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Residual former Yugoslavia, Banks, total (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Residual former Yugoslavia
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.TO3.A.5J.A.5A.I.IN.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of India, Banks, related offices (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,India
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.UN9.A.5J.A.5A.F.KR.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of South Korea, Non-bank financial institutions (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,South Korea
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.A.TO1.A.5J.A.5A.H.SA.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Saudi Arabia, Households and NPISHs (Break in stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Saudi Arabia
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.TO1.A.5J.A.TW.A.CF.N","Taiwan - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Central African Republic, All sectors (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Taiwan,Central African Republic
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.U.TO1.A.5J.A.5A.H.LA.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Laos, Households and NPISHs (FX and break adjusted change (BIS calculated), Unallocated by instrument in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Laos
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.B.TO1.A.5J.A.5A.X.CG.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Congo [Republic], Residual by sector (Amounts outstanding / Stocks, Credit (loans & debt securities) in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Congo [Republic]
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.USD.A.5J.A.5A.H.CO.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Colombia, Households and NPISHs (Break in stocks, All instruments in All currencies (=D+F+U), US dollar, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Colombia
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.TO3.A.5J.A.5A.N.BS.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Bahamas, Non-banks, total (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Bahamas
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.TO1.A.5J.S.NL.A.5J.N","Netherlands - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), All sectors (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, Foreign subsidiaries","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Netherlands,All countries (total)
"BIS,WS_CBS_PUB,1.0,Q.B.5A.4R.U.W.A.A.TO1.A.2B","Domestic banks(4B), excl. domestic positions from All reporting countries - Consolidated Guarantees extended in All currencies with residents of Residual developing Europe (Guarantor basis), All sectors (Break in stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Guarantees extended,USD,Quarterly,Other data collection period,,All reporting countries,Residual developing Europe
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.TO1.A.5J.A.5A.G.BT.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Bhutan, General government (Break in stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Bhutan
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.G.USD.A.5J.A.5A.C.VE.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Venezuela, Non-financial corporations (Break in stocks, Loans and deposits in All currencies (=D+F+U), US dollar, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Venezuela
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.TO1.A.5J.A.AU.A.JM.N","Australia - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Jamaica, All sectors (Break in stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Australia,Jamaica
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.B.TO1.A.5J.A.5A.A.FM.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Federated States of Micronesia, All sectors (FX and break adjusted change (BIS calculated), Credit (loans & debt securities) in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Federated States of Micronesia
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.TO1.A.5J.A.US.A.UG.N","United States - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Uganda, All sectors (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,United States,Uganda
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.TO1.A.5J.A.CH.A.BZ.N","Switzerland - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Belize, All sectors (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Switzerland,Belize
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.TO1.A.5J.A.5A.A.4T.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Emerging market and developing economies, All sectors (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Emerging market and developing economies
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.G.GBP.A.5J.A.5A.F.IT.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Italy, Non-bank financial institutions (Break in stocks, Loans and deposits in All currencies (=D+F+U), Pound (sterling), All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Italy
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.TO1.A.5J.A.5A.G.NP.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Nepal, General government (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Nepal
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.TO1.A.5J.A.JE.B.5J.U","Jersey - Unallocated Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of All countries (total), Banks, total (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Jersey,All countries (total)
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.TO1.A.5J.A.GG.A.LK.N","Guernsey - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Sri Lanka, All sectors (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Guernsey,Sri Lanka
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.UN9.A.5J.A.5A.X.GM.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Gambia, Residual by sector (Break in stocks, All instruments in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Gambia
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.A.USD.A.5J.A.5A.G.NI.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Nicaragua, General government (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), US dollar, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Nicaragua
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.G.EUR.A.5J.A.5A.H.KM.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Comoros, Households and NPISHs (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Comoros
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.TO3.A.5J.A.5A.X.5R.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Developed countries, Residual by sector (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Developed countries
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.B.TO1.A.5J.A.5A.G.5M.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Unallocated location, General government (Break in stocks, Credit (loans & debt securities) in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Unallocated location
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.A.TO1.A.5J.A.SE.N.BF.N","Sweden - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Burkina Faso, Non-banks, total (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Sweden,Burkina Faso
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.CHF.A.5J.A.5A.I.JE.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Jersey, Banks, related offices (Break in stocks, All instruments in All currencies (=D+F+U), Swiss franc, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Jersey
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.UN9.U.5J.A.5A.A.2B.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Residual developing Europe, All sectors (Amounts outstanding / Stocks, Loans and deposits in Unclassified currency, Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Residual developing Europe
"BIS,WS_CBS_PUB,1.0,Q.B.IT.4B.U.C.A.A.TO1.R.LV","Domestic banks from Italy - Consolidated Total claims in All currencies with residents of Latvia (Guarantor basis), Non-bank private sector (Break in stocks, All instruments, Total (all maturities)","BIS,WS_CBS_PUB,1.0",Total claims,USD,Quarterly,Other data collection period,,Italy,Latvia
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.TO1.A.5J.A.5A.U.AL.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Albania, Unallocated by sector (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Albania
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.TO1.A.5J.A.DK.A.TR.N","Denmark - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Turkey, All sectors (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Denmark,Turkey
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.B.TO1.A.5J.A.5A.G.VG.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of British Virgin Islands, General government (Annual growth (BIS calculated), Credit (loans & debt securities) in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,British Virgin Islands
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.A.TO1.A.5J.A.NL.A.IL.N","Netherlands - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Israel, All sectors (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Netherlands,Israel
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.A.TO1.A.5J.A.JP.A.MM.N","Japan - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Myanmar, All sectors (Annual growth (BIS calculated), All instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Japan,Myanmar
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.UN9.A.5J.A.5A.I.AE.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of United Arab Emirates, Banks, related offices (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,United Arab Emirates
"BIS,WS_LBS_D_PUB,1.0,Q.S.C.A.TO3.A.5J.A.5A.H.ID.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Indonesia, Households and NPISHs (Amounts outstanding / Stocks, All instruments in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Indonesia
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.G.TO1.A.5J.A.IT.N.MA.N","Italy - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Morocco, Non-banks, total (Break in stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Italy,Morocco
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.EUR.A.5J.A.5A.I.2O.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Residual developing Asia and Pacific, Banks, related offices (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Residual developing Asia and Pacific
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.D.TO1.A.5J.A.5A.U.5K.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of European developed countries, Unallocated by sector (Break in stocks, Debt securities in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,European developed countries
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.TO1.A.5J.A.5A.G.HU.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Hungary, General government (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Hungary
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.G.TO1.A.5J.A.AU.A.MV.N","Australia - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Maldives, All sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Australia,Maldives
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.G.UN9.U.5J.A.5A.A.CH.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Switzerland, All sectors (Annual growth (BIS calculated), Loans and deposits in Unclassified currency, Unallocated currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Switzerland
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.A.TO3.A.5J.A.5A.A.PU.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of U.S. Miscellaneous Pacific Islands, All sectors (FX and break adjusted change (BIS calculated), All instruments in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,U.S. Miscellaneous Pacific Islands
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.U.TO1.A.5J.A.5A.K.SB.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Solomon Islands, Unallocated non-financial sectors (Amounts outstanding / Stocks, Unallocated by instrument in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Solomon Islands
"BIS,WS_LBS_D_PUB,1.0,Q.S.L.G.TO3.A.5J.A.5A.G.BO.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Bolivia, General government (Amounts outstanding / Stocks, Loans and deposits in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Bolivia
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.G.TO3.A.5J.A.5A.C.LT.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Lithuania, Non-financial corporations (Break in stocks, Loans and deposits in All currencies (=D+F+U), All currencies excl. core, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Lithuania
"BIS,WS_LBS_D_PUB,1.0,Q.B.C.I.TO1.A.5J.A.5A.P.BI.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Burundi, Non-financial sectors (Break in stocks, Derivatives and Other instruments in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,Burundi
"BIS,WS_LBS_D_PUB,1.0,Q.G.C.G.TO1.A.5J.A.GG.A.PT.N","Guernsey - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of Portugal, All sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,Guernsey,Portugal
"BIS,WS_LBS_D_PUB,1.0,Q.G.L.G.TO1.A.5J.A.LU.A.RU.N","Luxembourg - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Russia, All sectors (Annual growth (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,Luxembourg,Russia
"BIS,WS_LBS_D_PUB,1.0,Q.B.L.A.USD.A.5J.A.5A.X.2R.N","All reporting countries - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Residual developed countries, Residual by sector (Break in stocks, All instruments in All currencies (=D+F+U), US dollar, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,All reporting countries,Residual developed countries
"BIS,WS_LBS_D_PUB,1.0,Q.F.C.G.EUR.A.5J.A.5A.P.KP.N","All reporting countries - Cross-border Total claims of banks with headquarters in All countries (total) vis-a-vis residents of North Korea, Non-financial sectors (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), Euro, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total claims,USD,Quarterly,,,All reporting countries,North Korea
"BIS,WS_LBS_D_PUB,1.0,Q.F.L.G.TO1.A.5J.A.FR.A.LR.N","France - Cross-border Total liabilities of banks with headquarters in All countries (total) vis-a-vis residents of Liberia, All sectors (FX and break adjusted change (BIS calculated), Loans and deposits in All currencies (=D+F+U), All currencies, All reporting banks/institutions (domestic, foreign, consortium and unclassified)","BIS,WS_LBS_D_PUB,1.0",Total liabilities,USD,Quarterly,,,France,Liberia
