EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
226718,Shooting Permit,06/09/2015 06:00:00 AM,06/09/2015 09:00:00 PM,06/02/2015 07:13:05 PM,"Mayor's Office of Film, Theatre & Broadcasting","10 AVENUE between WEST   17 STREET and WEST   18 STREET,  WEST   17 STREET between 9 AVENUE and 10 AVENUE",Manhattan,4,10,Film,Feature,United States of America,10011
49057,Theater Load in and Load Outs,03/15/2012 06:00:00 AM,04/15/2012 11:30:00 PM,03/09/2012 10:47:54 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,18,Theater,Theater,United States of America,"10019, 10036"
70391,Shooting Permit,09/07/2012 07:00:00 AM,09/07/2012 11:00:00 PM,08/23/2012 04:26:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
193755,Shooting Permit,12/13/2014 07:00:00 AM,12/13/2014 07:00:00 PM,12/10/2014 10:08:21 AM,"Mayor's Office of Film, Theatre & Broadcasting",NORTH MOORE STREET between HUDSON STREET and VARICK STREET,Manhattan,1,1,Still Photography,Not Applicable,United States of America,10013
172879,Shooting Permit,07/24/2014 09:00:00 AM,07/24/2014 11:00:00 PM,07/22/2014 10:20:35 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   29 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,"10, 14",Film,Feature,United States of America,10001
198684,Shooting Permit,01/22/2015 09:00:00 PM,01/23/2015 03:00:00 AM,01/16/2015 01:36:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","BORINQUEN PLACE between SOUTH    2 STREET and HOOPER STREET,  SOUTH    2 STREET between BORINQUEN PLACE and HOOPER STREET,  SOUTH    2 STREET between KEAP STREET and HOOPER STREET,  KEAP STREET between SOUTH    2 STREET and BORINQUEN PLACE,  HOOPER STREET between SOUTH    1 STREET and SOUTH    3 STREET",Brooklyn,1,90,Television,Episodic series,United States of America,11211
106779,Shooting Permit,06/10/2013 06:00:00 AM,06/10/2013 10:00:00 PM,06/07/2013 02:11:13 PM,"Mayor's Office of Film, Theatre & Broadcasting",NORTH    6 STREET between KENT AVENUE and WYTHE AVENUE,Brooklyn,1,94,Commercial,Commercial,United States of America,11249
126805,Shooting Permit,10/25/2013 08:00:00 AM,10/25/2013 11:00:00 PM,10/23/2013 03:53:35 PM,"Mayor's Office of Film, Theatre & Broadcasting",BEACH 132ND ST between ROCKAWAY BEACH BOULEVARD and DEAD END,Queens,"14, 84",100,Commercial,Promo,United States of America,11694
242826,Shooting Permit,09/02/2015 06:00:00 AM,09/02/2015 10:00:00 PM,08/27/2015 04:07:35 PM,"Mayor's Office of Film, Theatre & Broadcasting","PARK PLACE between 6 AVENUE and 7 AVENUE,  RUGBY ROAD between DORCHESTER ROAD and DITMAS AVENUE,  DORCHESTER ROAD between ARGYLE ROAD and MARLBOROUGH ROAD",Brooklyn,"14, 6","70, 78",Commercial,Commercial,United States of America,"11217, 11226"
328506,Shooting Permit,01/25/2017 03:00:00 PM,01/26/2017 05:30:00 AM,01/18/2017 03:29:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","MEEKER AVENUE between SKILLMAN AVENUE and JACKSON STREET,  MEEKER AVENUE between JACKSON STREET and LEONARD STREET,  WITHERS ST between MEEKER AVE and UNION AVE,  WITHERS ST between MEEKER AVE and LEONARD ST,  LORIMER ST between MEEKER AVE and SKILLMAN AVE,  JACKSON STREET between MEEKER AVENUE and LORIMER STREET,  JACKSON STREET between LORIMER STREET and LEONARD STREET,  MEEKER AVE between LORIMER ST and LEONARD ST,  HAVEMEYER STREET between NORTH    8 STREET and NORTH    9 STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11211
61965,Shooting Permit,06/15/2012 07:00:00 AM,06/15/2012 11:00:00 PM,06/12/2012 11:48:04 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   18 STREET between DORCHESTER ROAD and DITMAS AVENUE,  DITMAS AVENUE between EAST   17 STREET and EAST   19 STREET,  DITMAS AVENUE between EAST   17 STREET and EAST   18 STREET,  DITMAS AVENUE between EAST   18 STREET and EAST   19 STREET,  EAST   18 STREET between DITMAS AVENUE and NEWKIRK AVENUE,  EAST   17 STREET between DITMAS AVENUE and DORCHESTER ROAD,  DORCHESTER ROAD between EAST   18 STREET and EAST   19 STREET,  EAST   19 STREET between DORCHESTER ROAD and DITMAS AVENUE,  EAST   19 STREET between DITMAS AVENUE and DORCHESTER ROAD,  EAST   21 STREET between DORCHESTER ROAD and DITMAS AVENUE,  DITMAS AVENUE between OCEAN AVENUE and EAST   22 STREET,  EAST   21 STREET between FOSTER AVENUE and NEWKIRK AVENUE",Brooklyn,14,70,Television,Cable-episodic,United States of America,11226
159140,Shooting Permit,05/16/2014 07:00:00 AM,05/16/2014 08:00:00 PM,05/13/2014 01:12:49 PM,"Mayor's Office of Film, Theatre & Broadcasting",NORTH    6 STREET between WYTHE AVENUE and BERRY STREET,Brooklyn,1,94,Still Photography,Not Applicable,United States of America,"11211, 11222, 11249"
77891,Shooting Permit,11/16/2012 12:00:00 PM,11/17/2012 03:00:00 AM,11/15/2012 03:14:49 PM,"Mayor's Office of Film, Theatre & Broadcasting","PEARL STREET between PINE STREET and WALL STREET,  WALL STREET between PEARL STREET and WATER STREET,  WILLIAM STREET between PINE STREET and CEDAR STREET,  CEDAR STREET between WILLIAM STREET and PEARL STREET,  WALL STREET between PEARL STREET and HANOVER STREET,  HANOVER STREET between WALL STREET and EXCHANGE PLACE,  WILLIAM STREET between WALL STREET and EXCHANGE PLACE,  WALL STREET between WILLIAM STREET and HANOVER STREET,  LIBERTY STREET between WILLIAM STREET and NASSAU STREET,  WILLIAM STREET between CEDAR STREET and LIBERTY STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10004, 10005"
175400,Shooting Permit,08/14/2014 08:00:00 AM,08/14/2014 11:00:00 PM,08/05/2014 02:26:12 PM,"Mayor's Office of Film, Theatre & Broadcasting",EIGHTH AVENUE between WEST   41 STREET and WEST   42 STREET,Manhattan,"4, 5",14,WEB,Not Applicable,United States of America,10036
102328,Rigging Permit,05/20/2013 06:00:00 AM,05/20/2013 08:00:00 PM,05/15/2013 05:59:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   43 STREET between 8 AVENUE and 9 AVENUE,  WEST   43 STREET between 8 AVENUE and 9 AVENUE",Manhattan,4,14,Film,Feature,United States of America,10036
314970,Shooting Permit,10/25/2016 06:00:00 AM,10/25/2016 11:59:00 PM,10/19/2016 11:00:54 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  WADSWORTH AVENUE between WEST  175 STREET and WEST  176 STREET,  BROADWAY between WEST  175 STREET and WEST  177 STREET",Manhattan,12,33,Commercial,Commercial,United States of America,10033
514218,Shooting Permit,11/07/2019 06:00:00 AM,11/07/2019 10:00:00 PM,11/01/2019 12:43:49 PM,"Mayor's Office of Film, Theatre & Broadcasting",83 STREET between COOPER AVENUE and DORAN AVENUE,Queens,5,104,Television,Episodic series,United States of America,11385
78169,Shooting Permit,11/26/2012 06:00:00 AM,11/26/2012 08:00:00 PM,11/19/2012 11:51:11 AM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between NORMAN AVENUE and GREENPOINT AVENUE,  MONITOR STREET between NORMAN AVENUE and GREENPOINT AVENUE,  GRAND STREET between BEDFORD AVENUE and KENT AVENUE,  WYTHE AVENUE between NORTH    4 STREET and METROPOLITAN AVENUE,  NORTH    3 STREET between KENT AVENUE and BERRY STREET,  NORTH    1 STREET between BERRY STREET and BEDFORD AVENUE,  BERRY STREET between NORTH    1 STREET and GRAND STREET",Brooklyn,1,"90, 94",Television,Episodic series,United States of America,"11222, 11249"
58093,Shooting Permit,05/18/2012 08:00:00 AM,05/18/2012 11:00:00 PM,05/15/2012 12:07:09 PM,"Mayor's Office of Film, Theatre & Broadcasting","FRONT STREET between GOLD STREET and HUDSON AVENUE,  HUDSON AVENUE between FRONT STREET and WATER STREET",Brooklyn,2,84,Television,Cable-episodic,United States of America,11201
216282,Shooting Permit,04/22/2015 12:00:00 PM,04/23/2015 02:00:00 AM,04/21/2015 01:14:25 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   64 STREET between PARK AVENUE and MADISON AVENUE,  PARK AVENUE between EAST   62 STREET and EAST   66 STREET,  PARK AVENUE between EAST   63 STREET and EAST   64 STREET,  EAST   64 STREET between PARK AVENUE and LEXINGTON AVENUE",Manhattan,8,19,Television,Episodic series,United States of America,10065
446109,Theater Load in and Load Outs,11/09/2018 12:01:00 AM,11/10/2018 06:00:00 AM,10/16/2018 03:27:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
123578,Theater Load in and Load Outs,10/24/2013 12:01:00 AM,10/24/2013 11:59:00 PM,09/25/2013 03:09:09 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   55 STREET between 11 AVENUE and 12 AVENUE,Manhattan,4,18,Theater,Theater,United States of America,10019
170069,Shooting Permit,07/09/2014 06:30:00 AM,07/09/2014 10:00:00 PM,07/07/2014 11:09:13 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   73 STREET between 2 AVENUE and 1 AVENUE,  EAST   73 STREET between 1 AVENUE and YORK AVENUE,  EAST   72 STREET between 2 AVENUE and YORK AVENUE,  YORK AVENUE between EAST   72 STREET and EAST   71 STREET",Manhattan,8,19,Television,Cable-episodic,United States of America,10021
222062,Shooting Permit,05/17/2015 06:00:00 AM,05/17/2015 08:00:00 PM,05/13/2015 02:10:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","WILLIAM STREET between PINE STREET and WALL STREET,  EXCHANGE PLACE between BROAD STREET and HANOVER STREET,  PINE STREET between WILLIAM STREET and NASSAU STREET,  WEST   13 STREET between 7 AVENUE and GREENWICH AVENUE,  GREENWICH AVENUE between 8 AVENUE and WEST   12 STREET",Manhattan,"1, 2","1, 6",Commercial,Commercial,United States of America,"10005, 10011, 10014"
44225,Shooting Permit,01/12/2012 07:00:00 AM,01/19/2012 01:00:00 AM,01/12/2012 01:57:32 PM,"Mayor's Office of Film, Theatre & Broadcasting","34 AVENUE between 205 STREET and 203 STREET,  34 AVENUE between 203 STREET and 202 STREET,  35th ave between CLEARVIEW EXPRESSWAY SR SB and 201st st,  203 STREET between 34 AVENUE and 35 AVENUE,  204 STREET between 34 AVENUE and 33 AVENUE,  204 STREET between 34 AVENUE and 35 AVENUE",Queens,11,111,Television,Episodic series,United States of America,11361
130801,Theater Load in and Load Outs,11/25/2013 12:01:00 AM,11/26/2013 06:00:00 AM,11/19/2013 02:31:29 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
68143,Shooting Permit,08/09/2012 07:00:00 AM,08/09/2012 08:00:00 PM,08/03/2012 07:13:23 AM,"Mayor's Office of Film, Theatre & Broadcasting","12 STREET between 8 AVENUE and PROSPECT PARK WEST,  8 AVENUE between 11 STREET and 13 STREET",Brooklyn,6,78,Commercial,Commercial,United States of America,11215
256381,Shooting Permit,12/02/2015 03:00:00 PM,12/03/2015 07:00:00 AM,11/25/2015 04:16:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","PROSPECT PARK SOUTHWEST between TERRACE PLACE and VANDERBILT STREET,  SEELEY STREET between TEMPLE COURT and 18 STREET,  SEELEY STREET between 18 STREET and 19 STREET",Brooklyn,"55, 7","72, 78",Television,Pilot,United States of America,11218
179431,Shooting Permit,09/08/2014 06:00:00 AM,09/08/2014 10:00:00 PM,09/02/2014 11:55:20 AM,"Mayor's Office of Film, Theatre & Broadcasting","UNDERHILL AVENUE between STERLING PLACE and ST JOHNS PLACE,  PARK PLACE between VANDERBILT AVENUE and UNDERHILL AVENUE,  PROSPECT PLACE between VANDERBILT AVENUE and UNDERHILL AVENUE,  VANDERBILT AVENUE between STERLING PLACE and DEAN STREET,  VANDERBILT AVENUE between PARK PLACE and DEAN STREET",Brooklyn,8,"77, 78",Television,Made for TV/mini-series,United States of America,11238
244509,Shooting Permit,09/15/2015 07:00:00 AM,09/15/2015 09:00:00 PM,09/09/2015 12:05:44 PM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS PLAZA S between 21 ST and 23 ST,  22 ST between QUEENS PLAZA S and 43 AVE",Queens,2,108,Television,Episodic series,United States of America,11101
85932,Theater Load in and Load Outs,02/07/2013 12:01:00 AM,02/07/2013 11:59:00 PM,02/05/2013 11:59:49 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   55 STREET between 11 AVENUE and 12 AVENUE,Manhattan,4,18,Theater,Theater,United States of America,10019
77491,Shooting Permit,11/13/2012 10:00:00 AM,11/13/2012 11:59:00 PM,11/13/2012 08:30:20 AM,"Mayor's Office of Film, Theatre & Broadcasting","34 AVENUE between 35 STREET and 36 STREET,  35 STREET between 35 AVENUE and 34 AVENUE",Queens,1,114,Television,Cable-episodic,United States of America,11106
123187,Shooting Permit,09/25/2013 06:00:00 AM,09/25/2013 10:00:00 PM,09/23/2013 09:14:55 AM,"Mayor's Office of Film, Theatre & Broadcasting","MURRAY STREET between GREENWICH STREET and CHURCH STREET,  WEST BROADWAY between WARREN STREET and MURRAY STREET,  CHURCH STREET between MURRAY STREET and PARK PLACE",Manhattan,1,1,Television,Episodic series,United States of America,10007
194135,Shooting Permit,12/18/2014 10:00:00 AM,12/19/2014 02:00:00 AM,12/12/2014 01:19:21 PM,"Mayor's Office of Film, Theatre & Broadcasting",WOODHAVEN BOULEVARD between FOREST PARK DRIVE and MYRTLE AVENUE,Queens,"5, 6, 82, 9","102, 104, 75",Television,Made for TV/mini-series,United States of America,"11375, 11385, 11415, 11421"
148131,Shooting Permit,03/26/2014 11:00:00 AM,03/26/2014 08:00:00 PM,03/24/2014 09:38:54 AM,"Mayor's Office of Film, Theatre & Broadcasting","ATLANTIC AVENUE between HICKS STREET and CLINTON STREET,  ATLANTIC AVENUE between CLINTON STREET and COURT STREET,  STATE STREET between HENRY STREET and CLINTON STREET,  SIDNEY PLACE between STATE STREET and JORALEMON STREET",Brooklyn,"2, 6","76, 84",Television,Pilot,United States of America,11201
194008,Shooting Permit,12/16/2014 06:00:00 AM,12/16/2014 10:00:00 PM,12/11/2014 03:02:00 PM,"Mayor's Office of Film, Theatre & Broadcasting","ASTORIA BOULEVARD between 23 STREET and 29 STREET,  ASTORIA BOULEVARD between CRESCENT STREET and 28 STREET,  CRESCENT STREET between ASTORIA BOULEVARD and NEWTOWN AVENUE,  102 STREET between 23 AVENUE and 24 AVENUE,  DITMARS BOULEVARD between 102 STREET and 27 AVENUE",Queens,"1, 3","114, 115",Television,Episodic series,United States of America,"11102, 11369"
449224,DCAS Prep/Shoot/Wrap Permit,11/09/2018 07:00:00 AM,11/17/2018 04:00:00 AM,11/06/2018 09:25:22 PM,"Mayor's Office of Film, Theatre & Broadcasting",GRAND CONCOURSE between EAST  161 STREET and EAST  153 STREET,Bronx,4,44,Television,Cable-episodic,United States of America,10451
222893,Shooting Permit,05/19/2015 07:00:00 AM,05/20/2015 01:00:00 AM,05/17/2015 11:21:02 AM,"Mayor's Office of Film, Theatre & Broadcasting","HULL AVENUE between HYLAN BOULEVARD and HUSSON STREET,  JEFFERSON AVENUE between HYLAN BOULEVARD and HUSSON STREET,  STOBE AVENUE between HYLAN BOULEVARD and ZOE STREET",Staten Island,2,122,Film,Feature,United States of America,10306
246543,Shooting Permit,09/24/2015 08:00:00 AM,09/25/2015 12:00:00 AM,09/22/2015 04:11:30 PM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 21 STREET and 23 STREET,  23rd St between 43 AVENUE and Queens Plaza South,  22nd St between 43rd Ave and 44th Ave",Queens,2,108,Television,Episodic series,United States of America,11101
46500,Theater Load in and Load Outs,02/17/2012 12:01:00 AM,02/18/2012 06:00:00 AM,02/13/2012 12:49:11 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   54 STREET and WEST   55 STREET",Manhattan,4,18,Theater,Theater,United States of America,10019
112300,Shooting Permit,07/12/2013 06:00:00 AM,07/12/2013 10:00:00 PM,07/10/2013 12:56:41 PM,"Mayor's Office of Film, Theatre & Broadcasting","10 AVENUE between WEST   26 STREET and WEST   28 STREET,  WEST   27 STREET between 10 AVENUE and 11 AVENUE,  WEST   26 STREET between 10 AVENUE and 11 AVENUE",Manhattan,4,10,Film,Feature,United States of America,10001
69612,Shooting Permit,08/22/2012 07:00:00 AM,08/22/2012 09:00:00 PM,08/16/2012 01:01:53 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE STREET between BOGART STREET and WATERBURY STREET,  MESEROLE STREET between BOGART STREET and MORGAN AVENUE,  MESEROLE STREET between WATERBURY STREET and BUSHWICK PLACE,  BOGART STREET between MESEROLE STREET and STAGG STREET,  WATERBURY STREET between MESEROLE STREET and SCHOLES STREET,  WATERBURY STREET between SCHOLES STREET and STAGG STREET,  SCHOLES STREET between WATERBURY STREET and BOGART STREET,  STAGG STREET between WATERBURY STREET and BUSHWICK AVENUE,  WATERBURY STREET between STAGG STREET and TEN EYCK STREET,  KINGSLAND AVENUE between NORMAN AVENUE and GREENPOINT AVENUE,  MONITOR STREET between NORMAN AVENUE and GREENPOINT AVENUE,  WATERBURY STREET between STAGG STREET and TEN EYCK STREET",Brooklyn,1,"90, 94",Television,Episodic series,United States of America,"11206, 11222"
148536,Shooting Permit,03/31/2014 07:00:00 AM,03/31/2014 09:00:00 PM,03/25/2014 01:41:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","BOND STREET between LAFAYETTE STREET and BOWERY,  LAFAYETTE STREET between BOND STREET and GREAT JONES STREET,  LAFAYETTE STREET between BOND STREET and JONES ALLEY,  LAFAYETTE STREET between JONES ALLEY and BLEECKER STREET,  BOWERY between GREAT JONES STREET and BOND STREET",Manhattan,"2, 3",9,Television,Pilot,United States of America,"10003, 10012"
71010,Shooting Permit,09/07/2012 08:00:00 AM,09/08/2012 03:00:00 AM,08/30/2012 02:46:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between BORDEN AVENUE and VAN DAM STREET,  34TH STREET between STARR AVENUE and VAN DAM STREET",Queens,2,108,Television,Episodic series,United States of America,11101
153263,Shooting Permit,05/10/2014 08:00:00 AM,05/10/2014 11:00:00 PM,04/16/2014 02:37:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   28 STREET between AVENUE U and GRAVESEND NECK ROAD,  EAST   27 STREET between AVENUE U and GRAVESEND NECK ROAD,  AVENUE U between EAST   27 STREET and EAST   28 STREET",Brooklyn,15,61,Television,Reality,United States of America,11229
150983,Shooting Permit,04/11/2014 06:00:00 AM,04/11/2014 10:00:00 PM,04/07/2014 04:35:57 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST 17TH STREET between RUTHERFORD PLACE and 3RD AVE,  EAST 17TH STREET between 2ND AVE and 3RD AVE,  RUTHERFORD PLACE between EAST 17TH STREET and EAST 16TH STREET",Manhattan,6,13,Still Photography,Not Applicable,United States of America,10003
230907,Shooting Permit,06/25/2015 06:00:00 AM,06/25/2015 09:00:00 PM,06/22/2015 10:20:22 AM,"Mayor's Office of Film, Theatre & Broadcasting",MONITOR STREET between NORMAN AVENUE and GREENPOINT AVENUE,Brooklyn,"1, 2","108, 94",Television,Episodic series,United States of America,"11101, 11222"
168335,Rigging Permit,06/27/2014 07:00:00 PM,06/28/2014 06:00:00 AM,06/25/2014 03:30:33 PM,"Mayor's Office of Film, Theatre & Broadcasting","CENTRAL PARK WEST between COLUMBUS CIRCLE and WEST   64 STREET,  COLUMBUS CIRCLE between CENTRAL PARK SOUTH and CENTRAL PARK WEST",Manhattan,"4, 64, 7","18, 20, 22",Film,Feature,United States of America,"10019, 10023"
141360,DCAS Prep/Shoot/Wrap Permit,02/12/2014 07:00:00 AM,02/12/2014 10:00:00 PM,02/10/2014 10:37:18 AM,"Mayor's Office of Film, Theatre & Broadcasting","DUANE STREET between WEST BROADWAY and CHURCH STREET,  CHURCH STREET between CHAMBERS STREET and DUANE STREET,  READE STREET between BROADWAY and CHURCH STREET,  BROADWAY between CHAMBERS STREET and READE STREET,  READE STREET between BROADWAY and ELK STREET,  CHAMBERS STREET between BROADWAY and ELK STREET,  CENTRE ST between CHAMBERS STREET and PARK ROW,  LAFAYETTE STREET between READE STREET and DUANE STREET,  WORTH STREET between BROADWAY and LAFAYETTE STREET",Manhattan,1,"1, 5",Television,Episodic series,United States of America,"10007, 10013"
515572,Rigging Permit,11/10/2019 03:00:00 PM,11/10/2019 06:00:00 PM,11/07/2019 11:00:30 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
75562,Shooting Permit,10/22/2012 07:00:00 AM,10/22/2012 07:00:00 PM,10/19/2012 01:05:10 PM,"Mayor's Office of Film, Theatre & Broadcasting",BEDFORD AVENUE between NORTH    5 STREET and NORTH    6 STREET,Brooklyn,1,94,Film,Feature,United States of America,"11211, 11249"
65839,Shooting Permit,07/18/2012 06:00:00 AM,07/18/2012 10:00:00 PM,07/15/2012 02:25:39 PM,"Mayor's Office of Film, Theatre & Broadcasting",COLUMBUS AVENUE between WEST   75 STREET and WEST   73 STREET,Manhattan,"64, 7","20, 22",Still Photography,Not Applicable,United States of America,10023
140986,Shooting Permit,02/10/2014 08:00:00 AM,02/11/2014 12:00:00 AM,02/06/2014 09:17:57 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   38 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST   38 STREET and EAST   39 STREET,  PARK AVENUE between EAST   38 STREET and EAST   37 STREET",Manhattan,6,17,Film,Feature,United States of America,10016
111052,Shooting Permit,07/03/2013 10:00:00 AM,07/04/2013 01:00:00 AM,07/01/2013 03:15:00 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   25 STREET between 6 AVENUE and BROADWAY,  BROADWAY between EAST   23 STREET and EAST   22 STREET,  5 AVENUE between EAST   21 STREET and EAST   23 STREET,  EAST   22 STREET between 5 AVENUE and BROADWAY,  WEST   25 STREET between 6 AVENUE and BROADWAY,  6 AVENUE between WEST   23 STREET and WEST   24 STREET,  WEST   24 STREET between 6 AVENUE and BROADWAY",Manhattan,"4, 5",13,Film,Not Applicable,United States of America,10010
512185,Theater Load in and Load Outs,11/11/2019 12:01:00 AM,11/14/2019 06:00:00 AM,10/14/2019 01:03:44 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   27 STREET between 10 AVENUE and 11 AVENUE,Manhattan,4,10,Theater,Theater,United States of America,10001
515764,Shooting Permit,11/11/2019 07:00:00 AM,11/11/2019 08:00:00 PM,11/08/2019 09:03:27 AM,"Mayor's Office of Film, Theatre & Broadcasting",AVENUE T between WEST    4 STREET and VAN SICKLEN STREET,Brooklyn,11,62,Film,Feature,United States of America,11223
68486,Shooting Permit,08/11/2012 06:00:00 AM,08/11/2012 10:00:00 PM,08/07/2012 11:52:03 AM,"Mayor's Office of Film, Theatre & Broadcasting","UNION STREET between HOYT STREET and BOND STREET,  PRESIDENT STREET between HOYT STREET and BOND STREET",Brooklyn,6,76,Television,Children,United States of America,11231
47749,Shooting Permit,03/01/2012 06:00:00 AM,03/01/2012 08:00:00 PM,02/27/2012 05:02:43 PM,"Mayor's Office of Film, Theatre & Broadcasting",CLARKSON STREET between WASHINGTON STREET and WEST SIDE HIGHWAY,Manhattan,2,6,Television,Pilot,United States of America,10014
128867,Shooting Permit,11/18/2013 05:00:00 AM,11/20/2013 08:00:00 AM,11/08/2013 08:34:54 AM,"Mayor's Office of Film, Theatre & Broadcasting","CENTRAL PARK WEST between WEST   81 STREET and WEST   77 STREET,  COLUMBUS AVENUE between WEST   81 STREET and WEST   77 STREET",Manhattan,"64, 7","20, 22",Television,Special/Awards Show,United States of America,10024
447938,Shooting Permit,11/09/2018 08:00:00 AM,11/10/2018 01:00:00 AM,10/31/2018 01:44:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","KISSEL AVENUE between SNUG HARBOR ROAD and WALES PLACE,  SNUG HARBOR ROAD between KISSEL AVENUE and RICHMOND TERRACE,  TYSEN STREET between RICHMOND TERRACE and FILLMORE STREET,  FILLMORE STREET between TYSEN STREET and SNUG HARBOR CENTER BOUNDARY",Staten Island,1,120,Television,Episodic series,United States of America,"10301, 10310"
167231,Shooting Permit,06/22/2014 09:00:00 AM,06/23/2014 03:00:00 AM,06/19/2014 02:51:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","PRINCE STREET between MULBERRY STREET and MOTT STREET,  22 STREET between 5 AVENUE and 6 AVENUE",Manhattan,"2, 7","5, 72",Film,Feature,United States of America,"10012, 11215"
43899,Shooting Permit,01/13/2012 02:00:00 PM,01/14/2012 03:00:00 AM,01/08/2012 09:02:04 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST STREET between MILTON STREET and NOBLE STREET,Brooklyn,1,94,Film,Not Applicable,United States of America,11222
449139,Shooting Permit,11/09/2018 06:00:00 AM,11/09/2018 11:00:00 PM,11/06/2018 02:33:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  CENTER BOULEVARD between 5 STREET and 47 AVENUE,  48 AVENUE between VERNON BOULEVARD and 5 STREET,  46 AVENUE between CENTER BOULEVARD and 5 STREET",Brooklyn,"1, 2","108, 94",Television,Episodic series,United States of America,"11101, 11109, 11222"
139643,Shooting Permit,01/30/2014 08:00:00 AM,01/30/2014 11:00:00 PM,01/27/2014 04:20:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   63 STREET between 5 AVENUE and MADISON AVENUE,  EAST   63 STREET between MADISON AVENUE and PARK AVENUE,  EAST   64 STREET between 5 AVENUE and PARK AVENUE,  EAST   65 STREET between 5 AVENUE and PARK AVENUE,  MADISON AVENUE between EAST   64 STREET and EAST   66 STREET,  PARK AVENUE between EAST   64 STREET and EAST   65 STREET",Manhattan,8,19,Television,Episodic series,United States of America,10065
70622,Shooting Permit,08/30/2012 07:00:00 AM,08/30/2012 07:00:00 PM,08/27/2012 02:01:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","COMMERCE STREET between RICHARDS STREET and VANBRUNT STREET,  BEARD STREET between CONOVER STREET and VAN BRUNT STREET",Brooklyn,6,76,Commercial,Promo,United States of America,11231
