Car_name,Num_of_reviews,General_rate,Comfort,Interior design,Performance,Value for the money,Exterior styling,Reliability,Year,Brand,Model
2020     Lexus     GX 460.,22.0,4.9,5.0,4.9,4.9,4.8,5.0,5.0,2020,Lexus,GX 460.
2020     Lexus     ES 350.,54.0,4.9,4.9,4.8,4.9,4.8,4.9,4.9,2020,Lexus,ES 350.
2020     Lexus     RX 450hL.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Lexus,RX 450hL.
2020     Lexus     UX 250h.,11.0,4.9,4.9,4.8,5.0,4.9,5.0,5.0,2020,Lexus,UX 250h.
2020     Lexus     NX 300.,38.0,4.8,4.8,4.8,4.8,4.7,4.8,4.9,2020,Lexus,NX 300.
2020     Lexus     LX 570.,4.0,4.4,4.5,4.2,4.8,4.2,4.0,4.8,2020,Lexus,LX 570.
2020     Lexus     UX 200.,6.0,4.1,4.0,3.7,3.7,4.2,4.7,4.7,2020,Lexus,UX 200.
2020     Lexus     RC 300.,,,,,,,,,2020,Lexus,RC 300.
2020     Lexus     IS 300.,3.0,4.8,5.0,4.7,4.7,4.7,5.0,5.0,2020,Lexus,IS 300.
2020     Lexus     RX 350L.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Lexus,RX 350L.
2020     Lexus     RX 350.,76.0,4.8,4.9,4.8,4.8,4.7,4.8,4.9,2020,Lexus,RX 350.
2020     Lexus     IS 350.,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Lexus,IS 350.
2020     Lexus     NX 300h.,18.0,4.8,4.9,4.7,4.7,4.8,4.7,4.9,2020,Lexus,NX 300h.
2020     Lexus     LS 500.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Lexus,LS 500.
2020     Lexus     GS 350.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2020,Lexus,GS 350.
2020     Lexus     ES 300h.,8.0,4.8,5.0,4.8,4.8,4.5,4.9,5.0,2020,Lexus,ES 300h.
2020     Lexus     GS F.,,,,,,,,,2020,Lexus,GS F.
2020     Lexus     RC 350.,5.0,4.8,5.0,4.8,4.8,4.4,5.0,5.0,2020,Lexus,RC 350.
2020     Lexus     RC F.,2.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,2020,Lexus,RC F.
2020     Lexus     RX 450h.,9.0,4.6,4.8,4.4,4.6,4.6,4.6,4.5,2020,Lexus,RX 450h.
2020     Lexus     LC 500.,2.0,4.9,5.0,5.0,5.0,4.0,5.0,5.0,2020,Lexus,LC 500.
2019     Lexus     NX 300.,75.0,4.7,4.8,4.7,4.6,4.5,4.8,4.7,2019,Lexus,NX 300.
2019     Lexus     LX 570.,8.0,4.8,4.9,4.9,4.8,4.5,4.8,5.0,2019,Lexus,LX 570.
2019     Lexus     RX 450h.,20.0,4.8,4.8,4.8,4.8,4.6,4.8,4.8,2019,Lexus,RX 450h.
2019     Lexus     RX 350L.,14.0,4.9,5.0,4.8,4.9,4.8,4.8,4.9,2019,Lexus,RX 350L.
2019     Lexus     RX 350.,102.0,4.8,4.8,4.8,4.8,4.6,4.9,4.8,2019,Lexus,RX 350.
2019     Lexus     LC 500.,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2019,Lexus,LC 500.
2019     Lexus     ES 350.,124.0,4.6,4.7,4.6,4.6,4.4,4.7,4.6,2019,Lexus,ES 350.
2019     Lexus     IS 300.,12.0,4.9,5.0,4.8,4.8,4.9,5.0,5.0,2019,Lexus,IS 300.
2019     Lexus     GS 350.,7.0,4.8,4.9,4.9,4.9,4.6,4.7,5.0,2019,Lexus,GS 350.
2019     Lexus     LS 500.,9.0,3.8,3.9,3.9,3.7,3.7,3.9,4.0,2019,Lexus,LS 500.
2019     Lexus     RC F.,5.0,4.5,3.8,4.8,4.8,4.0,4.8,5.0,2019,Lexus,RC F.
2019     Lexus     GX 460.,24.0,4.7,4.8,4.6,4.6,4.5,4.6,4.8,2019,Lexus,GX 460.
2019     Lexus     RX 450hL.,8.0,4.2,4.4,4.2,4.4,3.8,4.1,4.5,2019,Lexus,RX 450hL.
2019     Lexus     ES 300h.,15.0,4.8,4.9,4.9,4.7,4.5,4.9,5.0,2019,Lexus,ES 300h.
2019     Lexus     UX 200.,4.0,4.6,5.0,4.8,4.2,4.5,4.5,5.0,2019,Lexus,UX 200.
2019     Lexus     RC 350.,12.0,4.9,4.9,4.8,4.9,4.8,4.9,5.0,2019,Lexus,RC 350.
2019     Lexus     UX 250h.,29.0,4.5,4.6,4.4,4.5,4.4,4.6,4.7,2019,Lexus,UX 250h.
2019     Lexus     RC 300.,4.0,4.9,5.0,5.0,4.5,4.8,5.0,4.8,2019,Lexus,RC 300.
2019     Lexus     IS 350.,3.0,4.9,5.0,5.0,4.7,4.7,5.0,5.0,2019,Lexus,IS 350.
2019     Lexus     NX 300h.,19.0,4.7,4.7,4.6,4.8,4.6,4.7,4.8,2019,Lexus,NX 300h.
2018     Lexus     ES 300h.,13.0,4.8,5.0,4.8,4.7,4.6,4.6,4.9,2018,Lexus,ES 300h.
2018     Lexus     RX 350.,91.0,4.8,4.8,4.9,4.8,4.6,4.8,4.8,2018,Lexus,RX 350.
2018     Lexus     GX 460.,37.0,4.6,4.8,4.5,4.5,4.5,4.6,4.9,2018,Lexus,GX 460.
2018     Lexus     RX 350L.,31.0,4.6,4.7,4.7,4.5,4.5,4.6,4.6,2018,Lexus,RX 350L.
2018     Lexus     ES 350.,59.0,4.9,4.9,4.9,4.8,4.8,4.9,4.9,2018,Lexus,ES 350.
2018     Lexus     LC 500.,32.0,4.9,4.9,5.0,4.9,4.9,5.0,5.0,2018,Lexus,LC 500.
2018     Lexus     IS 350.,10.0,4.3,4.2,4.2,4.4,4.1,4.5,4.8,2018,Lexus,IS 350.
2018     Lexus     IS 300.,26.0,4.8,4.8,4.7,4.7,4.5,4.9,4.8,2018,Lexus,IS 300.
2018     Lexus     LS 500.,34.0,4.6,4.5,4.8,4.6,4.4,4.9,4.7,2018,Lexus,LS 500.
2018     Lexus     LC 500h.,,,,,,,,,2018,Lexus,LC 500h.
2018     Lexus     NX 300.,92.0,4.9,4.9,4.8,4.8,4.8,4.9,4.9,2018,Lexus,NX 300.
2018     Lexus     RC 300.,5.0,4.8,4.8,5.0,5.0,3.8,5.0,5.0,2018,Lexus,RC 300.
2018     Lexus     LX 570.,14.0,4.8,4.9,4.9,4.9,4.6,4.9,4.9,2018,Lexus,LX 570.
2018     Lexus     GS 350.,19.0,4.9,5.0,5.0,4.9,4.7,4.9,4.9,2018,Lexus,GS 350.
2018     Lexus     RC 350.,5.0,4.9,5.0,4.8,4.8,4.8,5.0,5.0,2018,Lexus,RC 350.
2018     Lexus     RX 450h.,18.0,4.8,4.8,4.8,4.9,4.6,4.9,4.8,2018,Lexus,RX 450h.
2018     Lexus     RX 450hL.,10.0,4.7,4.9,4.5,4.8,4.4,4.6,5.0,2018,Lexus,RX 450hL.
2018     Lexus     NX 300h.,8.0,5.0,5.0,5.0,4.8,5.0,5.0,5.0,2018,Lexus,NX 300h.
2017     Lexus     RX 350.,265.0,4.7,4.8,4.7,4.6,4.5,4.7,4.8,2017,Lexus,RX 350.
2017     Lexus     ES 350.,103.0,4.7,4.7,4.7,4.7,4.5,4.7,4.8,2017,Lexus,ES 350.
2017     Lexus     LX 570.,20.0,4.5,4.6,4.7,4.3,4.2,4.6,4.8,2017,Lexus,LX 570.
2017     Lexus     RC 200t.,5.0,4.8,4.6,5.0,5.0,4.4,4.8,5.0,2017,Lexus,RC 200t.
2017     Lexus     IS 350.,6.0,4.6,4.7,4.7,4.3,4.3,4.8,4.8,2017,Lexus,IS 350.
2017     Lexus     IS 200t.,28.0,4.7,4.7,4.6,4.6,4.5,4.8,4.7,2017,Lexus,IS 200t.
2017     Lexus     GX 460.,39.0,4.3,4.6,4.2,4.3,4.1,4.4,4.7,2017,Lexus,GX 460.
2017     Lexus     RC 300.,6.0,4.5,4.3,4.5,4.5,4.2,4.7,5.0,2017,Lexus,RC 300.
2017     Lexus     RC 350.,14.0,4.8,4.6,4.9,4.7,4.6,5.0,4.9,2017,Lexus,RC 350.
2017     Lexus     NX 200t.,117.0,4.8,4.8,4.7,4.7,4.6,4.8,4.9,2017,Lexus,NX 200t.
2017     Lexus     RX 450h.,33.0,4.8,4.9,4.8,4.7,4.6,4.8,4.9,2017,Lexus,RX 450h.
2017     Lexus     LS 460.,21.0,4.8,4.9,4.7,4.7,4.5,4.9,4.7,2017,Lexus,LS 460.
2017     Lexus     RC F.,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2017,Lexus,RC F.
2017     Lexus     GS 350.,18.0,4.9,4.9,5.0,4.9,4.8,4.9,4.9,2017,Lexus,GS 350.
2017     Lexus     NX 300h.,3.0,4.7,5.0,5.0,4.0,4.0,5.0,5.0,2017,Lexus,NX 300h.
2017     Lexus     ES 300h.,17.0,4.8,4.9,4.7,4.6,4.7,4.7,4.9,2017,Lexus,ES 300h.
2017     Lexus     CT 200h.,9.0,4.8,4.8,4.7,4.8,5.0,4.7,5.0,2017,Lexus,CT 200h.
2017     Lexus     IS 300.,13.0,4.9,4.8,4.7,4.8,4.8,5.0,5.0,2017,Lexus,IS 300.
2017     Lexus     GS 200t.,5.0,4.8,5.0,4.6,4.6,4.6,4.8,5.0,2017,Lexus,GS 200t.
2016     Lexus     RC 200t.,13.0,4.9,4.8,4.8,4.9,4.9,4.9,5.0,2016,Lexus,RC 200t.
2016     Lexus     GS 350.,20.0,4.8,4.8,4.6,4.6,4.6,4.9,5.0,2016,Lexus,GS 350.
2016     Lexus     ES 350.,83.0,4.9,4.9,4.9,4.9,4.8,4.8,4.9,2016,Lexus,ES 350.
2016     Lexus     GS F.,10.0,4.8,4.8,4.6,4.9,4.8,4.7,5.0,2016,Lexus,GS F.
2016     Lexus     GX 460.,26.0,4.5,4.7,4.5,4.5,4.3,4.7,4.5,2016,Lexus,GX 460.
2016     Lexus     RC 350.,4.0,4.7,4.8,4.5,4.5,4.8,4.8,4.8,2016,Lexus,RC 350.
2016     Lexus     IS 350.,9.0,4.6,4.4,4.7,4.6,4.3,4.7,4.8,2016,Lexus,IS 350.
2016     Lexus     IS 300.,18.0,4.8,4.8,4.7,4.9,4.6,4.9,4.8,2016,Lexus,IS 300.
2016     Lexus     CT 200h.,14.0,4.2,4.0,3.9,4.1,4.1,4.4,4.8,2016,Lexus,CT 200h.
2016     Lexus     LX 570.,10.0,4.6,4.8,4.8,4.3,4.2,4.5,4.9,2016,Lexus,LX 570.
2016     Lexus     RX 350.,120.0,4.5,4.6,4.6,4.2,4.2,4.6,4.5,2016,Lexus,RX 350.
2016     Lexus     ES 300h.,16.0,4.8,4.8,4.9,4.6,4.4,4.8,5.0,2016,Lexus,ES 300h.
2016     Lexus     NX 200t.,66.0,4.9,4.9,4.8,4.9,4.7,4.9,5.0,2016,Lexus,NX 200t.
2016     Lexus     LS 460.,13.0,4.9,5.0,4.8,4.7,4.8,4.8,4.9,2016,Lexus,LS 460.
2016     Lexus     IS 200t.,30.0,4.8,4.8,4.8,4.6,4.7,4.8,4.9,2016,Lexus,IS 200t.
2016     Lexus     RX 450h.,22.0,4.9,4.9,4.9,4.9,4.9,5.0,5.0,2016,Lexus,RX 450h.
2016     Lexus     RC 300.,7.0,4.5,4.3,4.6,4.1,4.6,4.9,4.4,2016,Lexus,RC 300.
2016     Lexus     GS 200t.,6.0,4.9,5.0,5.0,4.2,4.8,5.0,5.0,2016,Lexus,GS 200t.
2016     Lexus     NX 300h.,2.0,4.6,5.0,5.0,4.5,4.0,5.0,4.5,2016,Lexus,NX 300h.
2015     Lexus     RC F.,16.0,4.9,4.8,4.8,5.0,4.8,4.9,5.0,2015,Lexus,RC F.
2015     Lexus     GS 350.,60.0,4.7,4.8,4.8,4.6,4.6,4.8,4.9,2015,Lexus,GS 350.
2015     Lexus     RC 350.,88.0,4.9,4.9,4.9,4.9,4.9,5.0,5.0,2015,Lexus,RC 350.
2015     Lexus     LX 570.,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2015,Lexus,LX 570.
2015     Lexus     NX 200t.,73.0,4.6,4.6,4.6,4.4,4.3,4.8,4.6,2015,Lexus,NX 200t.
2015     Lexus     GX 460.,28.0,4.8,4.9,4.8,4.5,4.6,4.8,5.0,2015,Lexus,GX 460.
2015     Lexus     LS 460.,18.0,4.8,4.9,4.8,4.7,4.6,4.8,4.9,2015,Lexus,LS 460.
2015     Lexus     RX 350.,183.0,4.7,4.8,4.6,4.7,4.6,4.7,4.9,2015,Lexus,RX 350.
2015     Lexus     ES 350.,77.0,4.8,4.9,4.8,4.7,4.8,4.7,4.9,2015,Lexus,ES 350.
2015     Lexus     CT 200h.,31.0,4.6,4.5,4.4,4.4,4.6,4.7,4.8,2015,Lexus,CT 200h.
2015     Lexus     IS 250.,69.0,4.7,4.8,4.7,4.6,4.6,4.8,4.8,2015,Lexus,IS 250.
2015     Lexus     RX 450h.,26.0,4.9,5.0,4.8,4.8,4.8,4.8,5.0,2015,Lexus,RX 450h.
2015     Lexus     IS 350.,23.0,4.9,4.7,4.8,4.9,4.7,5.0,5.0,2015,Lexus,IS 350.
2015     Lexus     IS 250C.,6.0,4.7,4.7,4.8,4.3,4.7,4.7,5.0,2015,Lexus,IS 250C.
2015     Lexus     NX 300h.,7.0,4.6,4.9,4.7,4.4,3.7,4.9,4.9,2015,Lexus,NX 300h.
2015     Lexus     ES 300h.,22.0,4.7,4.8,4.9,4.3,4.5,4.7,4.8,2015,Lexus,ES 300h.
2015     Lexus     IS 350C.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2015,Lexus,IS 350C.
2014     Lexus     GX 460.,37.0,4.6,4.7,4.6,4.4,4.4,4.6,4.6,2014,Lexus,GX 460.
2014     Lexus     ES 350.,76.0,4.6,4.6,4.4,4.7,4.5,4.5,4.8,2014,Lexus,ES 350.
2014     Lexus     LS 460.,33.0,4.9,5.0,4.9,4.8,4.8,4.9,5.0,2014,Lexus,LS 460.
2014     Lexus     IS 350.,25.0,4.8,4.8,4.6,4.9,4.6,4.9,5.0,2014,Lexus,IS 350.
2014     Lexus     RX 350.,61.0,4.7,4.8,4.7,4.7,4.5,4.7,4.7,2014,Lexus,RX 350.
2014     Lexus     CT 200h.,25.0,4.5,4.4,4.5,4.4,4.4,4.6,4.6,2014,Lexus,CT 200h.
2014     Lexus     IS 250.,70.0,4.7,4.7,4.7,4.4,4.5,4.8,4.9,2014,Lexus,IS 250.
2014     Lexus     GS 350.,43.0,4.7,4.8,4.8,4.6,4.6,4.6,4.9,2014,Lexus,GS 350.
2014     Lexus     IS 250C.,9.0,4.9,5.0,4.9,4.6,4.8,5.0,4.9,2014,Lexus,IS 250C.
2014     Lexus     LX 570.,3.0,5.0,5.0,5.0,5.0,4.7,5.0,5.0,2014,Lexus,LX 570.
2014     Lexus     ES 300h.,31.0,4.6,4.6,4.6,4.5,4.2,4.7,4.7,2014,Lexus,ES 300h.
2014     Lexus     IS 350C.,5.0,4.5,4.6,4.0,4.8,4.2,4.6,4.4,2014,Lexus,IS 350C.
2014     Lexus     RX 450h.,10.0,4.6,4.9,4.7,4.4,4.2,4.8,4.5,2014,Lexus,RX 450h.
2013     Lexus     LS 460.,27.0,4.8,4.9,4.9,4.7,4.8,4.8,4.9,2013,Lexus,LS 460.
2013     Lexus     GS 350.,81.0,4.7,4.8,4.8,4.7,4.5,4.7,4.9,2013,Lexus,GS 350.
2013     Lexus     LX 570.,16.0,4.8,4.9,4.8,4.5,4.6,4.8,5.0,2013,Lexus,LX 570.
2013     Lexus     CT 200h.,48.0,4.7,4.6,4.6,4.4,4.8,4.8,5.0,2013,Lexus,CT 200h.
2013     Lexus     RX 350.,118.0,4.7,4.7,4.7,4.6,4.5,4.8,4.8,2013,Lexus,RX 350.
2013     Lexus     ES 300h.,72.0,4.7,4.8,4.7,4.6,4.5,4.7,4.8,2013,Lexus,ES 300h.
2013     Lexus     GX 460.,17.0,4.4,4.7,4.6,4.2,4.2,4.4,4.5,2013,Lexus,GX 460.
2013     Lexus     ES 350.,99.0,4.7,4.8,4.6,4.7,4.5,4.6,4.8,2013,Lexus,ES 350.
2013     Lexus     IS 250.,16.0,4.8,4.9,4.7,4.8,4.3,4.9,4.8,2013,Lexus,IS 250.
2013     Lexus     IS 350.,2.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,2013,Lexus,IS 350.
2013     Lexus     RX 450h.,31.0,4.7,4.9,4.6,4.7,4.2,4.7,4.8,2013,Lexus,RX 450h.
2013     Lexus     IS 250C.,4.0,4.8,4.7,5.0,4.2,4.5,4.8,5.0,2013,Lexus,IS 250C.
2012     Lexus     IS 250.,31.0,4.8,4.6,4.8,4.6,4.8,4.7,5.0,2012,Lexus,IS 250.
2012     Lexus     LS 460.,23.0,4.5,4.7,4.3,4.6,4.2,4.6,4.7,2012,Lexus,LS 460.
2012     Lexus     CT 200h.,45.0,4.7,4.5,4.6,4.5,4.7,4.8,5.0,2012,Lexus,CT 200h.
2012     Lexus     RX 350.,73.0,4.8,4.8,4.8,4.8,4.7,4.7,4.9,2012,Lexus,RX 350.
2012     Lexus     IS 250C.,6.0,4.9,4.7,5.0,5.0,4.7,4.8,5.0,2012,Lexus,IS 250C.
2012     Lexus     GX 460.,20.0,4.7,4.8,4.8,4.6,4.4,4.8,4.9,2012,Lexus,GX 460.
2012     Lexus     ES 350.,45.0,4.8,4.9,4.7,4.7,4.8,4.6,4.9,2012,Lexus,ES 350.
2012     Lexus     IS 350.,5.0,4.8,4.6,4.6,4.8,4.8,5.0,4.8,2012,Lexus,IS 350.
2012     Lexus     IS 350C.,7.0,4.7,4.4,4.6,4.7,4.6,4.7,5.0,2012,Lexus,IS 350C.
2012     Lexus     HS 250h.,5.0,4.9,5.0,4.8,4.6,5.0,4.8,5.0,2012,Lexus,HS 250h.
2012     Lexus     RX 450h.,15.0,4.6,4.7,4.5,4.5,4.0,4.6,4.9,2012,Lexus,RX 450h.
2023     Lincoln     Aviator.,,,,,,,,,2023,Lincoln,Aviator.
2023     Lincoln     Navigator.,,,,,,,,,2023,Lincoln,Navigator.
2023     Lincoln     Navigator L.,,,,,,,,,2023,Lincoln,Navigator L.
2023     Lincoln     Corsair.,,,,,,,,,2023,Lincoln,Corsair.
2023     Lincoln     Nautilus.,,,,,,,,,2023,Lincoln,Nautilus.
2022     Lincoln     Nautilus.,2.0,4.5,5.0,5.0,4.0,4.0,5.0,4.5,2022,Lincoln,Nautilus.
2022     Lincoln     Navigator.,,,,,,,,,2022,Lincoln,Navigator.
2022     Lincoln     Navigator L.,,,,,,,,,2022,Lincoln,Navigator L.
2022     Lincoln     Aviator.,4.0,3.4,4.2,4.0,2.8,2.2,4.2,3.0,2022,Lincoln,Aviator.
2022     Lincoln     Corsair.,6.0,4.7,5.0,4.8,4.3,4.5,5.0,4.3,2022,Lincoln,Corsair.
2021     Lincoln     Nautilus.,7.0,5.0,5.0,5.0,5.0,4.9,5.0,5.0,2021,Lincoln,Nautilus.
2021     Lincoln     Aviator.,15.0,4.4,4.6,4.5,4.5,4.0,4.7,4.2,2021,Lincoln,Aviator.
2021     Lincoln     Corsair.,9.0,4.8,4.9,4.7,4.9,4.9,5.0,4.9,2021,Lincoln,Corsair.
2021     Lincoln     Navigator L.,,,,,,,,,2021,Lincoln,Navigator L.
2021     Lincoln     Navigator.,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021,Lincoln,Navigator.
2020     Lincoln     Navigator.,8.0,4.7,4.9,4.9,4.6,4.4,4.8,4.4,2020,Lincoln,Navigator.
2020     Lincoln     Aviator.,88.0,4.0,4.4,4.4,4.1,3.5,4.5,3.5,2020,Lincoln,Aviator.
2020     Lincoln     Corsair.,51.0,4.6,4.7,4.7,4.4,4.4,4.7,4.4,2020,Lincoln,Corsair.
2020     Lincoln     Continental.,8.0,4.9,5.0,4.9,4.9,4.9,4.9,5.0,2020,Lincoln,Continental.
2020     Lincoln     Nautilus.,40.0,4.8,4.9,4.8,4.8,4.7,4.9,4.8,2020,Lincoln,Nautilus.
2020     Lincoln     Navigator L.,2.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,2020,Lincoln,Navigator L.
2020     Lincoln     MKZ Hybrid.,2.0,4.8,5.0,5.0,4.5,4.5,5.0,5.0,2020,Lincoln,MKZ Hybrid.
2020     Lincoln     MKZ.,13.0,4.8,4.8,4.8,4.8,4.8,4.9,4.8,2020,Lincoln,MKZ.
2019     Lincoln     Nautilus.,103.0,4.7,4.9,4.6,4.6,4.4,4.9,4.7,2019,Lincoln,Nautilus.
2019     Lincoln     Navigator L.,6.0,4.5,4.8,4.8,4.3,4.2,4.8,4.3,2019,Lincoln,Navigator L.
2019     Lincoln     Navigator.,10.0,4.8,4.7,4.8,5.0,4.7,4.9,4.9,2019,Lincoln,Navigator.
2019     Lincoln     MKZ.,32.0,4.9,5.0,4.9,4.9,4.9,4.9,5.0,2019,Lincoln,MKZ.
2019     Lincoln     MKT.,8.0,4.7,5.0,4.9,4.5,4.4,5.0,4.5,2019,Lincoln,MKT.
2019     Lincoln     MKC.,73.0,4.7,4.8,4.8,4.7,4.6,4.9,4.8,2019,Lincoln,MKC.
2019     Lincoln     MKZ Hybrid.,8.0,5.0,4.9,5.0,4.9,5.0,4.9,5.0,2019,Lincoln,MKZ Hybrid.
2019     Lincoln     Continental.,14.0,4.6,4.6,4.5,4.6,4.5,4.9,4.4,2019,Lincoln,Continental.
2018     Lincoln     MKZ Hybrid.,7.0,5.0,5.0,5.0,4.9,5.0,5.0,5.0,2018,Lincoln,MKZ Hybrid.
2018     Lincoln     Navigator.,26.0,4.5,4.9,4.8,4.4,4.0,4.8,4.2,2018,Lincoln,Navigator.
2018     Lincoln     MKC.,47.0,4.8,4.9,4.9,4.7,4.6,4.9,4.8,2018,Lincoln,MKC.
2018     Lincoln     Navigator L.,9.0,4.9,5.0,5.0,5.0,4.4,5.0,5.0,2018,Lincoln,Navigator L.
2018     Lincoln     MKZ.,45.0,4.9,4.8,4.8,5.0,4.7,4.9,4.9,2018,Lincoln,MKZ.
2018     Lincoln     MKX.,71.0,4.7,4.8,4.7,4.7,4.4,4.8,4.7,2018,Lincoln,MKX.
2018     Lincoln     Continental.,21.0,4.8,4.9,4.8,4.8,4.5,4.8,4.8,2018,Lincoln,Continental.
2018     Lincoln     MKT.,5.0,4.9,5.0,4.8,5.0,4.8,4.8,5.0,2018,Lincoln,MKT.
2017     Lincoln     Navigator.,16.0,4.9,5.0,4.9,5.0,4.9,5.0,4.9,2017,Lincoln,Navigator.
2017     Lincoln     MKC.,135.0,4.8,4.8,4.7,4.8,4.7,4.9,4.7,2017,Lincoln,MKC.
2017     Lincoln     MKT.,10.0,4.6,4.6,4.7,4.7,4.1,4.6,5.0,2017,Lincoln,MKT.
2017     Lincoln     Continental.,100.0,4.8,4.9,4.8,4.7,4.6,4.8,4.7,2017,Lincoln,Continental.
2017     Lincoln     MKX.,81.0,4.8,4.8,4.8,4.8,4.7,4.8,4.8,2017,Lincoln,MKX.
2017     Lincoln     MKZ.,152.0,4.8,4.9,4.8,4.8,4.7,4.8,4.8,2017,Lincoln,MKZ.
2017     Lincoln     MKZ Hybrid.,28.0,4.9,4.9,4.9,4.5,4.8,5.0,5.0,2017,Lincoln,MKZ Hybrid.
2017     Lincoln     Navigator L.,3.0,5.0,5.0,4.7,5.0,5.0,5.0,5.0,2017,Lincoln,Navigator L.
2016     Lincoln     MKX.,101.0,4.6,4.7,4.6,4.7,4.4,4.7,4.6,2016,Lincoln,MKX.
2016     Lincoln     MKS.,9.0,4.9,5.0,4.9,5.0,4.8,4.9,5.0,2016,Lincoln,MKS.
2016     Lincoln     MKC.,53.0,4.7,4.9,4.8,4.7,4.5,4.9,4.7,2016,Lincoln,MKC.
2016     Lincoln     MKZ.,66.0,4.8,4.9,4.8,4.7,4.8,4.9,4.8,2016,Lincoln,MKZ.
2016     Lincoln     Navigator L.,22.0,4.8,4.9,4.6,4.9,4.7,4.5,4.8,2016,Lincoln,Navigator L.
2016     Lincoln     Navigator.,14.0,4.8,4.9,4.6,4.9,4.6,4.6,4.8,2016,Lincoln,Navigator.
2016     Lincoln     MKZ Hybrid.,24.0,4.8,5.0,4.8,4.5,4.8,4.8,4.9,2016,Lincoln,MKZ Hybrid.
2016     Lincoln     MKT.,6.0,4.8,5.0,4.7,4.7,4.5,4.8,5.0,2016,Lincoln,MKT.
2015     Lincoln     Navigator.,23.0,4.7,4.9,4.7,4.7,4.7,4.8,4.8,2015,Lincoln,Navigator.
2015     Lincoln     MKC.,102.0,4.7,4.7,4.6,4.6,4.6,4.8,4.7,2015,Lincoln,MKC.
2015     Lincoln     MKX.,29.0,4.9,5.0,4.9,4.8,4.9,4.9,4.9,2015,Lincoln,MKX.
2015     Lincoln     MKZ.,57.0,4.8,4.8,4.8,4.7,4.8,4.9,4.9,2015,Lincoln,MKZ.
2015     Lincoln     MKS.,20.0,4.7,4.7,4.7,4.6,4.6,4.7,4.8,2015,Lincoln,MKS.
2015     Lincoln     MKZ Hybrid.,47.0,4.7,4.8,4.6,4.5,4.6,4.9,4.8,2015,Lincoln,MKZ Hybrid.
2015     Lincoln     MKT.,10.0,4.6,4.8,4.4,4.6,4.4,4.6,4.6,2015,Lincoln,MKT.
2014     Lincoln     MKZ Hybrid.,49.0,4.5,4.7,4.6,4.3,4.4,4.8,4.4,2014,Lincoln,MKZ Hybrid.
2014     Lincoln     MKZ.,68.0,4.7,4.6,4.7,4.6,4.5,4.8,4.6,2014,Lincoln,MKZ.
2014     Lincoln     MKT.,18.0,4.5,4.8,4.6,4.8,4.3,4.6,4.2,2014,Lincoln,MKT.
2014     Lincoln     MKS.,48.0,4.6,4.7,4.6,4.7,4.5,4.6,4.6,2014,Lincoln,MKS.
2014     Lincoln     MKX.,44.0,4.7,4.8,4.7,4.8,4.6,4.6,4.8,2014,Lincoln,MKX.
2014     Lincoln     Navigator.,8.0,4.9,5.0,4.8,4.8,4.8,5.0,4.9,2014,Lincoln,Navigator.
2013     Lincoln     MKS.,57.0,4.5,4.6,4.5,4.5,4.4,4.4,4.4,2013,Lincoln,MKS.
2013     Lincoln     MKZ.,60.0,4.6,4.7,4.7,4.5,4.4,4.8,4.5,2013,Lincoln,MKZ.
2013     Lincoln     MKX.,56.0,4.7,4.8,4.6,4.6,4.6,4.7,4.7,2013,Lincoln,MKX.
2013     Lincoln     Navigator.,20.0,4.8,4.8,4.8,4.8,4.4,4.8,4.9,2013,Lincoln,Navigator.
2013     Lincoln     MKT.,34.0,4.6,4.6,4.6,4.7,4.6,4.4,4.7,2013,Lincoln,MKT.
2012     Lincoln     MKT.,12.0,4.6,4.5,4.4,4.9,4.6,4.8,4.7,2012,Lincoln,MKT.
2012     Lincoln     MKX.,24.0,4.7,4.8,4.7,4.7,4.7,4.9,4.8,2012,Lincoln,MKX.
2012     Lincoln     Navigator.,8.0,4.4,4.9,4.3,4.5,4.1,4.4,4.4,2012,Lincoln,Navigator.
2012     Lincoln     MKZ.,47.0,4.5,4.5,4.3,4.5,4.4,4.5,4.6,2012,Lincoln,MKZ.
2012     Lincoln     MKS.,15.0,4.9,5.0,4.9,4.9,4.8,4.9,4.9,2012,Lincoln,MKS.
2012     Lincoln     MKZ Hybrid.,30.0,4.6,4.8,4.7,4.3,4.6,4.7,4.6,2012,Lincoln,MKZ Hybrid.
2023     Mazda     CX-9.,,,,,,,,,2023,Mazda,CX-9.
2023     Mazda     CX-30.,,,,,,,,,2023,Mazda,CX-30.
2023     Mazda     MX-5 Miata.,,,,,,,,,2023,Mazda,MX-5 Miata.
2023     Mazda     CX-5.,,,,,,,,,2023,Mazda,CX-5.
