district,stop_time,is_arrested,fine_grained_location,stop_date,county_name,out_of_state,search_type,id,driver_race_raw,driver_race,police_department,stop_outcome,driver_age,stop_duration,search_conducted,state,county_fips,search_type_raw,driver_age_raw,contraband_found,driver_gender,violation_raw,violation,drugs_related_stop,location_raw
Zone X3,07:10,False,,2006-02-07,,False,,RI-2006-06590,W,White,200,Citation,20.0,16-30 Min,False,RI,,,1986.0,False,M,Speeding,Speeding,False,Zone X3
Zone K2,09:05,False,,2005-12-22,,True,,RI-2005-12907,W,White,900,Citation,31.0,0-15 Min,False,RI,,,1974.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,23:30,False,,2006-03-26,,False,,RI-2006-14098,W,White,300,Citation,27.0,0-15 Min,False,RI,,,1979.0,False,M,Speeding,Speeding,False,Zone K3
Zone X3,15:20,False,,2006-02-17,,False,,RI-2006-08086,W,White,200,Citation,26.0,0-15 Min,False,RI,,,1980.0,False,F,Speeding,Speeding,False,Zone X3
Zone K3,10:50,False,,2006-01-04,,False,,RI-2006-00466,W,White,300,Citation,23.0,0-15 Min,False,RI,,,1983.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone K3
Zone K2,08:43,False,,2005-11-08,,False,,RI-2005-06193,W,White,900,Citation,23.0,0-15 Min,False,RI,,,1982.0,False,F,Other Traffic Violation,Moving violation,False,Zone K2
Zone X4,02:50,False,,2005-10-01,,False,,RI-2005-00186,W,White,500,Citation,23.0,0-15 Min,False,RI,,,1982.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,17:45,False,,2006-05-07,,False,,RI-2006-20957,W,White,300,N/D,59.0,0-15 Min,False,RI,,,1947.0,False,F,Equipment/Inspection Violation,Equipment,False,Zone K3
Zone X4,00:15,False,,2006-02-06,,False,,RI-2006-06407,I,Asian,500,Citation,42.0,0-15 Min,False,RI,,,1964.0,False,F,Speeding,Speeding,False,Zone X4
Zone K3,22:10,False,,2005-12-17,,True,,RI-2005-12244,W,White,300,Citation,57.0,0-15 Min,False,RI,,,1948.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,10:15,False,,2006-01-26,,False,,RI-2006-04541,W,White,900,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,F,Speeding,Speeding,False,Zone K2
Zone K3,07:30,False,,2005-10-06,,True,,RI-2005-00927,W,White,300,Citation,45.0,0-15 Min,False,RI,,,1960.0,False,F,Speeding,Speeding,False,Zone K3
Zone K3,09:45,False,,2006-01-22,,False,,RI-2006-03958,W,White,300,Citation,21.0,0-15 Min,False,RI,,,1985.0,False,M,Speeding,Speeding,False,Zone K3
Zone K1,14:45,False,,2006-01-29,,True,,RI-2006-05275,W,White,600,Citation,28.0,0-15 Min,False,RI,,,1978.0,False,M,Speeding,Speeding,False,Zone K1
Zone K3,12:15,False,,2005-10-09,,True,,RI-2005-01438,W,White,300,Citation,24.0,0-15 Min,False,RI,,,1981.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,18:36,False,,2006-04-05,,False,,RI-2006-15761,W,White,900,Warning,48.0,0-15 Min,False,RI,,,1958.0,False,F,Other Traffic Violation,Moving violation,False,Zone K2
Zone K3,21:24,True,,2005-10-19,,False,Incident to Arrest,RI-2005-02692,W,White,300,Arrest Driver,42.0,30+ Min,True,RI,,Incident to Arrest,1963.0,False,M,Speeding,Speeding,False,Zone K3
Zone K3,08:35,False,,2006-03-29,,False,,RI-2006-14443,W,White,300,Citation,19.0,0-15 Min,False,RI,,,1987.0,False,M,Speeding,Speeding,False,Zone K3
Zone X3,15:30,False,,2006-01-23,,True,,RI-2006-04130,W,White,200,Citation,27.0,0-15 Min,False,RI,,,1979.0,False,M,Speeding,Speeding,False,Zone X3
Zone X1,09:25,False,,2006-02-04,,False,,RI-2006-06159,W,White,0,Citation,38.0,0-15 Min,False,RI,,,1968.0,False,M,Speeding,Speeding,False,Zone X1
Zone K2,00:43,False,,2006-02-25,,False,,RI-2006-09199,W,White,300,Citation,19.0,0-15 Min,False,RI,,,1987.0,False,M,Speeding,Speeding,False,Zone K2
Zone K1,18:15,False,,2006-01-01,,False,,RI-2006-00088,W,White,600,Citation,44.0,0-15 Min,False,RI,,,1962.0,False,F,Speeding,Speeding,False,Zone K1
Zone K2,23:40,False,,2005-11-03,,False,,RI-2005-05221,W,White,900,Citation,36.0,0-15 Min,False,RI,,,1969.0,False,M,Other Traffic Violation,Moving violation,False,Zone K2
Zone X3,10:50,False,,2006-06-11,,True,,RI-2006-26639,W,White,200,Citation,29.0,0-15 Min,False,RI,,,1977.0,False,M,Speeding,Speeding,False,Zone X3
Zone X4,14:40,False,,2006-01-24,,False,,RI-2006-04272,B,Black,500,No Action,24.0,16-30 Min,False,RI,,,1982.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K2,09:05,False,,2006-02-10,,True,,RI-2006-07122,B,Black,900,Citation,49.0,0-15 Min,False,RI,,,1957.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,00:15,False,,2006-05-18,,False,,RI-2006-22160,W,White,300,Citation,21.0,0-15 Min,False,RI,,,1985.0,False,M,Speeding,Speeding,False,Zone K3
Zone K1,13:20,False,,2006-04-03,,False,,RI-2006-15323,W,White,600,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,M,Speeding,Speeding,False,Zone K1
Zone K3,08:15,False,,2006-01-01,,False,,RI-2006-00032,W,White,300,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,M,Speeding,Speeding,False,Zone K3
Zone X3,11:55,False,,2006-01-22,,True,,RI-2006-04015,W,White,200,Citation,38.0,0-15 Min,False,RI,,,1968.0,False,F,Speeding,Speeding,False,Zone X3
Zone X4,12:40,False,,2006-01-07,,True,,RI-2006-00980,W,White,500,Citation,44.0,0-15 Min,False,RI,,,1962.0,False,M,Speeding,Speeding,False,Zone X4
Zone X4,12:30,False,,2006-04-04,,False,,RI-2006-15506,W,White,500,Citation,30.0,0-15 Min,False,RI,,,1976.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K1,12:50,False,,2005-11-09,,True,,RI-2005-06433,W,White,600,Citation,32.0,0-15 Min,False,RI,,,1973.0,False,M,Speeding,Speeding,False,Zone K1
Zone K1,23:45,False,,2006-06-09,,False,,RI-2006-26371,B,Black,600,Citation,45.0,0-15 Min,False,RI,,,1961.0,False,M,Speeding,Speeding,False,Zone K1
Zone K2,02:05,False,,2005-10-07,,False,,RI-2005-01068,W,White,900,Citation,31.0,0-15 Min,False,RI,,,1974.0,False,F,Speeding,Speeding,False,Zone K2
Zone X3,09:10,False,,2005-12-17,,True,,RI-2005-12147,W,White,200,Citation,31.0,0-15 Min,False,RI,,,1974.0,False,M,Speeding,Speeding,False,Zone X3
Zone X4,00:43,,,2006-05-27,,,,RI-2006-23823,,,500,,,,False,RI,,,,False,,,,False,Zone X4
Zone K2,23:00,False,,2006-04-09,,False,,RI-2006-16423,B,Black,900,Citation,40.0,0-15 Min,False,RI,,,1966.0,False,F,Speeding,Speeding,False,Zone K2
Zone K1,11:59,False,,2006-02-21,,False,,RI-2006-08726,W,White,600,Citation,44.0,0-15 Min,False,RI,,,1962.0,False,F,Speeding,Speeding,False,Zone K1
Zone K3,22:30,False,,2006-04-17,,True,,RI-2006-17681,W,White,300,Citation,24.0,0-15 Min,False,RI,,,1982.0,False,F,Speeding,Speeding,False,Zone K3
Zone K2,10:45,False,,2005-11-17,,False,,RI-2005-07717,W,White,900,Citation,61.0,0-15 Min,False,RI,,,1944.0,False,M,Other Traffic Violation,Moving violation,False,Zone K2
Zone K2,16:30,False,,2006-01-18,,True,Protective Frisk,RI-2006-03225,W,White,900,Citation,27.0,0-15 Min,True,RI,,Terry Frisk,1979.0,False,M,Speeding,Speeding,False,Zone K2
Zone K1,14:40,False,,2005-11-19,,True,,RI-2005-08079,W,White,600,Citation,18.0,0-15 Min,False,RI,,,1987.0,False,F,Speeding,Speeding,False,Zone K1
Zone K3,02:45,False,,2005-10-01,,True,,RI-2005-00185,W,White,300,Citation,44.0,0-15 Min,False,RI,,,1961.0,False,M,Other Traffic Violation,Moving violation,False,Zone K3
Zone X4,11:05,False,,2005-11-06,,False,,RI-2005-05860,W,White,500,Citation,35.0,0-15 Min,False,RI,,,1970.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,11:35,False,,2005-10-28,,False,"Incident to Arrest,Inventory",RI-2005-04044,W,White,300,Citation,40.0,30+ Min,True,RI,,"Incident to Arrest,Inventory/Tow",1965.0,True,M,Registration Violation,Registration/plates,False,Zone K3
Zone X4,00:30,,,2006-01-10,,,,RI-2006-01542,,,500,,,,False,RI,,,,False,,,,False,Zone X4
Zone K2,04:15,False,,2005-10-20,,False,,RI-2005-02735,W,White,900,Citation,24.0,16-30 Min,False,RI,,,1981.0,False,M,Other Traffic Violation,Moving violation,False,Zone K2
Zone K3,18:00,False,,2006-01-09,,True,,RI-2006-01487,W,White,300,Citation,38.0,0-15 Min,False,RI,,,1968.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,09:48,False,,2006-05-13,,False,,RI-2006-21618,W,White,900,Citation,25.0,0-15 Min,False,RI,,,1981.0,False,M,Speeding,Speeding,False,Zone K2
Zone X3,14:00,False,,2005-11-06,,False,,RI-2005-05908,W,White,200,Citation,28.0,0-15 Min,False,RI,,,1977.0,False,M,Other Traffic Violation,Moving violation,False,Zone X3
Zone X4,18:45,False,,2006-04-24,,False,,RI-2006-18809,W,White,500,Citation,23.0,0-15 Min,False,RI,,,1983.0,False,F,Other Traffic Violation,Moving violation,False,Zone X4
Zone X4,11:02,False,,2006-01-21,,True,,RI-2006-03755,W,White,500,Citation,26.0,0-15 Min,False,RI,,,1980.0,False,M,Speeding,Speeding,False,Zone X4
Zone K2,16:00,False,,2006-02-01,,False,,RI-2006-05712,W,White,502,N/D,24.0,0-15 Min,False,RI,,,1982.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone K2
Zone K3,14:05,False,,2006-05-23,,False,,RI-2006-23177,W,White,300,Citation,63.0,0-15 Min,False,RI,,,1943.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,14:42,False,,2006-03-30,,False,,RI-2006-14652,W,White,203,Citation,33.0,16-30 Min,False,RI,,,1973.0,False,M,Other Traffic Violation,Moving violation,False,Zone K2
Zone K2,14:10,False,,2006-03-27,,False,,RI-2006-14195,I,Asian,900,Citation,27.0,0-15 Min,False,RI,,,1979.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,18:30,False,,2006-01-12,,False,,RI-2006-02138,B,Black,300,Citation,37.0,0-15 Min,False,RI,,,1969.0,False,M,Speeding,Speeding,False,Zone K3
Zone K1,17:25,False,,2005-11-10,,False,,RI-2005-06586,W,White,600,Citation,22.0,0-15 Min,False,RI,,,1983.0,False,M,Other Traffic Violation,Moving violation,False,Zone K1
Zone K2,09:10,False,,2005-12-02,,False,,RI-2005-10056,W,White,900,Citation,27.0,0-15 Min,False,RI,,,1978.0,False,M,Speeding,Speeding,False,Zone K2
Zone X4,00:02,False,,2005-10-01,,False,,RI-2005-00169,W,White,500,Citation,17.0,0-15 Min,False,RI,,,1988.0,False,M,Speeding,Speeding,False,Zone X4
Zone K1,16:30,False,,2006-05-21,,True,,RI-2006-22905,W,White,600,Citation,29.0,0-15 Min,False,RI,,,1977.0,False,M,Speeding,Speeding,False,Zone K1
Zone X4,15:00,False,,2006-01-21,,True,,RI-2006-03801,I,Asian,500,Citation,42.0,0-15 Min,False,RI,,,1964.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K2,07:32,True,,2006-04-25,,False,Incident to Arrest,RI-2006-18879,W,White,000,Arrest Driver,33.0,30+ Min,True,RI,,Incident to Arrest,1973.0,False,M,Other Traffic Violation,Moving violation,False,Zone K2
Zone K3,10:25,False,,2006-02-02,,True,,RI-2006-05863,W,White,300,Citation,37.0,0-15 Min,False,RI,,,1969.0,False,M,Speeding,Speeding,False,Zone K3
Zone K1,23:00,False,,2005-12-09,,True,,RI-2005-11111,W,White,600,Citation,24.0,0-15 Min,False,RI,,,1981.0,False,M,Speeding,Speeding,False,Zone K1
Zone K3,15:47,False,,2006-03-07,,False,,RI-2006-10761,W,White,300,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,M,Other Traffic Violation,Moving violation,False,Zone K3
Zone K3,08:46,False,,2006-01-25,,True,,RI-2006-04378,W,White,300,Citation,19.0,0-15 Min,False,RI,,,1987.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,01:30,False,,2005-11-11,,False,,RI-2005-06660,W,White,900,Citation,19.0,0-15 Min,False,RI,,,1986.0,False,F,Speeding,Speeding,False,Zone K2
Zone K1,00:45,False,,2006-04-09,,False,,RI-2006-16204,W,White,600,Citation,23.0,0-15 Min,False,RI,,,1983.0,False,M,Registration Violation,Registration/plates,False,Zone K1
Zone X4,01:32,False,,2005-10-19,,False,,RI-2005-02593,W,White,500,Citation,20.0,0-15 Min,False,RI,,,1985.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,09:00,False,,2006-05-10,,True,,RI-2006-21258,W,White,300,Citation,45.0,0-15 Min,False,RI,,,1961.0,False,M,Speeding,Speeding,False,Zone K3
Zone K3,02:00,False,,2005-12-20,,True,,RI-2005-12561,W,White,300,Citation,53.0,0-15 Min,False,RI,,,1952.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,12:00,False,,2005-10-23,,False,,RI-2005-03327,W,White,900,Citation,23.0,0-15 Min,False,RI,,,1982.0,False,F,Speeding,Speeding,False,Zone K2
Zone X3,11:30,False,,2006-01-10,,False,,RI-2006-01648,W,White,200,Citation,26.0,0-15 Min,False,RI,,,1980.0,False,F,Speeding,Speeding,False,Zone X3
Zone X3,07:50,False,,2005-10-17,,True,,RI-2005-02293,W,White,200,Citation,62.0,0-15 Min,False,RI,,,1943.0,False,M,Other Traffic Violation,Moving violation,False,Zone X3
Zone K3,06:35,False,,2005-11-16,,False,,RI-2005-07513,W,White,300,Citation,36.0,0-15 Min,False,RI,,,1969.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,11:35,False,,2005-11-16,,True,,RI-2005-07567,W,White,900,Citation,17.0,0-15 Min,False,RI,,,1988.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,07:22,False,,2006-04-11,,False,,RI-2006-16723,H,Hispanic,300,Citation,35.0,0-15 Min,False,RI,,,1971.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,14:30,False,,2006-01-14,,False,,RI-2006-02432,W,White,900,Citation,53.0,0-15 Min,False,RI,,,1953.0,False,M,Speeding,Speeding,False,Zone K2
Zone K2,13:44,False,,2005-11-04,,True,,RI-2005-05371,W,White,900,Citation,43.0,0-15 Min,False,RI,,,1962.0,False,M,Speeding,Speeding,False,Zone K2
Zone K2,23:59,False,,2006-01-14,,False,,RI-2006-02486,W,White,900,Citation,40.0,0-15 Min,False,RI,,,1966.0,False,M,Speeding,Speeding,False,Zone K2
Zone X3,10:21,False,,2006-02-25,,False,,RI-2006-09240,W,White,200,Citation,36.0,0-15 Min,False,RI,,,1970.0,False,F,Speeding,Speeding,False,Zone X3
Zone K2,14:50,False,,2006-02-27,,False,,RI-2006-09619,W,White,900,Citation,47.0,0-15 Min,False,RI,,,1959.0,False,M,Speeding,Speeding,False,Zone K2
Zone X4,12:50,False,,2005-11-05,,False,,RI-2005-05674,W,White,500,Citation,25.0,16-30 Min,False,RI,,,1980.0,False,F,Speeding,Speeding,False,Zone X4
Zone K2,14:34,False,,2006-05-10,,True,,RI-2006-21302,W,White,900,Citation,28.0,0-15 Min,False,RI,,,1978.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,12:05,False,,2005-12-22,,False,,RI-2005-12929,W,White,300,Citation,51.0,16-30 Min,False,RI,,,1954.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,13:25,False,,2006-05-21,,True,,RI-2006-22870,W,White,900,Citation,23.0,0-15 Min,False,RI,,,1983.0,False,F,Speeding,Speeding,False,Zone K2
Zone X3,14:01,,,2006-03-23,,,,RI-2006-13628,,,200,,,,False,RI,,,,False,,,,False,Zone X3
Zone K3,08:45,False,,2006-03-04,,False,,RI-2006-10188,W,White,300,N/D,28.0,0-15 Min,False,RI,,,1978.0,False,F,Equipment/Inspection Violation,Equipment,False,Zone K3
Zone X4,07:30,False,,2005-10-24,,False,,RI-2005-03492,W,White,500,Citation,56.0,0-15 Min,False,RI,,,1949.0,False,F,Other Traffic Violation,Moving violation,False,Zone X4
Zone K3,21:41,False,,2006-03-12,,False,,RI-2006-11655,B,Black,300,Citation,21.0,0-15 Min,False,RI,,,1985.0,False,M,Other Traffic Violation,Moving violation,False,Zone K3
Zone K3,15:00,False,,2005-10-23,,False,,RI-2005-03372,W,White,300,Citation,56.0,0-15 Min,False,RI,,,1949.0,False,M,Speeding,Speeding,False,Zone K3
Zone X1,11:30,False,,2006-05-21,,True,,RI-2006-22833,W,White,000,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,M,Speeding,Speeding,False,Zone X1
Zone K3,22:50,False,,2006-02-15,,True,,RI-2006-07850,W,White,300,Citation,36.0,0-15 Min,False,RI,,,1970.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,23:45,False,,2006-05-08,,True,,RI-2006-21097,W,White,500,Citation,,0-15 Min,False,RI,,,2006.0,False,M,Speeding,Speeding,False,Zone X4
Zone X3,10:35,False,,2006-01-06,,False,,RI-2006-00768,W,White,200,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,F,Speeding,Speeding,False,Zone X3
Zone X4,07:25,False,,2006-02-26,,True,,RI-2006-09353,W,White,500,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,07:47,False,,2006-04-18,,True,,RI-2006-17722,W,White,300,Citation,30.0,16-30 Min,False,RI,,,1976.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,11:05,False,,2006-04-21,,True,,RI-2006-18221,W,White,500,Citation,23.0,0-15 Min,False,RI,,,1983.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,19:00,False,,2006-01-12,,False,,RI-2006-02142,W,White,300,Citation,23.0,0-15 Min,False,RI,,,1983.0,False,F,Speeding,Speeding,False,Zone K3
Zone K1,09:15,False,,2005-11-26,,False,,RI-2005-09021,W,White,600,Citation,43.0,0-15 Min,False,RI,,,1962.0,False,F,Other Traffic Violation,Moving violation,False,Zone K1
Zone K2,11:30,False,,2005-11-25,,False,,RI-2005-08836,W,White,900,Citation,56.0,0-15 Min,False,RI,,,1949.0,False,M,Speeding,Speeding,False,Zone K2
Zone K2,22:50,False,,2006-01-20,,False,,RI-2006-03614,W,White,900,Citation,22.0,0-15 Min,False,RI,,,1984.0,False,F,Speeding,Speeding,False,Zone K2
Zone K2,08:50,False,,2005-11-27,,True,,RI-2005-09223,W,White,900,Citation,27.0,0-15 Min,False,RI,,,1978.0,False,M,Speeding,Speeding,False,Zone K2
Zone X4,22:55,False,,2006-03-25,,False,,RI-2006-13970,B,Black,500,Citation,24.0,0-15 Min,False,RI,,,1982.0,False,M,Speeding,Speeding,False,Zone X4
Zone K2,18:25,False,,2005-11-15,,True,,RI-2005-07444,I,Asian,900,Citation,41.0,0-15 Min,False,RI,,,1964.0,False,M,Speeding,Speeding,False,Zone K2
Zone K1,07:50,False,,2005-10-05,,False,,RI-2005-00786,W,White,600,Citation,27.0,0-15 Min,False,RI,,,1978.0,False,M,Speeding,Speeding,False,Zone K1
Zone K3,11:30,True,,2006-04-04,,False,Incident to Arrest,RI-2006-15487,W,White,300,Arrest Driver,20.0,16-30 Min,True,RI,,Incident to Arrest,1986.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone K3
Zone X4,02:35,True,,2005-10-24,,False,,RI-2005-03470,B,Black,500,Arrest Driver,33.0,0-15 Min,False,RI,,,1972.0,False,M,Other Traffic Violation,Moving violation,False,Zone X4
Zone K3,00:04,False,,2006-05-30,,True,,RI-2006-24547,B,Black,300,Citation,37.0,0-15 Min,False,RI,,,1969.0,False,M,Equipment/Inspection Violation,Equipment,False,Zone K3
Zone K1,10:30,False,,2006-01-29,,True,,RI-2006-05201,W,White,600,Citation,36.0,0-15 Min,False,RI,,,1970.0,False,F,Speeding,Speeding,False,Zone K1
Zone X4,05:40,,,2006-06-07,,,,RI-2006-25956,,,500,,,,False,RI,,,,False,,,,False,Zone X4
Zone K1,14:20,False,,2006-01-20,,False,,RI-2006-03544,W,White,600,Citation,18.0,0-15 Min,False,RI,,,1988.0,False,M,Speeding,Speeding,False,Zone K1
Zone X4,23:30,False,,2006-02-20,,True,,RI-2006-08621,B,Black,500,Citation,19.0,0-15 Min,False,RI,,,1987.0,False,M,Suspicious Person,Other,False,Zone X4
Zone K1,20:14,False,,2006-04-08,,False,,RI-2006-16167,W,White,600,Citation,38.0,0-15 Min,False,RI,,,1968.0,False,M,Speeding,Speeding,False,Zone K1
Zone K2,13:10,False,,2006-06-10,,False,,RI-2006-26429,W,White,900,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,F,Speeding,Speeding,False,Zone K2
Zone K3,19:40,False,,2005-10-17,,True,,RI-2005-02352,I,Asian,300,Citation,50.0,16-30 Min,False,RI,,,1955.0,False,M,Speeding,Speeding,False,Zone K3
Zone X4,11:15,False,,2006-04-20,,False,,RI-2006-18053,W,White,500,Citation,40.0,0-15 Min,False,RI,,,1966.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,14:00,False,,2006-05-29,,False,,RI-2006-24444,W,White,300,Citation,20.0,0-15 Min,False,RI,,,1986.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,23:24,False,,2006-03-18,,False,,RI-2006-12634,W,White,900,Citation,17.0,0-15 Min,False,RI,,,1989.0,False,M,Speeding,Speeding,False,Zone K2
Zone K3,09:20,False,,2006-04-20,,True,,RI-2006-18027,W,White,300,Citation,32.0,0-15 Min,False,RI,,,1974.0,False,M,Speeding,Speeding,False,Zone K3
Zone K3,16:30,False,,2006-01-08,,False,,RI-2006-01217,W,White,300,Citation,20.0,16-30 Min,False,RI,,,1986.0,False,F,Speeding,Speeding,False,Zone K3
Zone K2,23:45,False,,2006-04-19,,False,,RI-2006-17977,B,Black,900,Warning,26.0,0-15 Min,False,RI,,,1980.0,False,M,Registration Violation,Registration/plates,False,Zone K2
Zone K3,16:35,False,,2005-11-05,,False,,RI-2005-05737,W,White,300,Citation,26.0,16-30 Min,False,RI,,,1979.0,False,M,Speeding,Speeding,False,Zone K3
Zone K3,23:55,False,,2005-11-24,,True,,RI-2005-08731,W,White,300,Citation,25.0,0-15 Min,False,RI,,,1980.0,False,M,Speeding,Speeding,False,Zone K3
Zone X3,08:10,False,,2006-02-02,,True,,RI-2006-05811,W,White,200,Citation,37.0,0-15 Min,False,RI,,,1969.0,False,M,Speeding,Speeding,False,Zone X3
Zone K3,09:50,False,,2006-03-10,,False,,RI-2006-11198,H,Hispanic,300,Citation,31.0,16-30 Min,False,RI,,,1975.0,False,M,Speeding,Speeding,False,Zone K3
Zone K2,02:43,,,2006-02-01,,,,RI-2006-05664,,,900,,,,False,RI,,,,False,,,,False,Zone K2
Zone K1,07:50,False,,2005-11-10,,False,,RI-2005-06524,W,White,600,Citation,36.0,0-15 Min,False,RI,,,1969.0,False,M,Speeding,Speeding,False,Zone K1
Zone K3,23:00,False,,2006-02-27,,False,,RI-2006-09665,B,Black,300,Citation,18.0,16-30 Min,False,RI,,,1988.0,False,M,Speeding,Speeding,False,Zone K3
Zone X3,17:10,False,,2005-12-27,,True,,RI-2005-13417,W,White,200,Citation,33.0,0-15 Min,False,RI,,,1972.0,False,F,Speeding,Speeding,False,Zone X3
Zone X4,12:10,False,,2006-01-31,,True,,RI-2006-05609,W,White,500,Citation,41.0,0-15 Min,False,RI,,,1965.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,11:05,False,,2005-11-14,,True,,RI-2005-07255,W,White,300,Citation,48.0,0-15 Min,False,RI,,,1957.0,False,M,Speeding,Speeding,False,Zone K3
Zone K3,19:20,False,,2006-05-06,,True,,RI-2006-20848,W,White,300,Citation,21.0,16-30 Min,False,RI,,,1985.0,False,M,Speeding,Speeding,False,Zone K3
Zone X3,01:55,False,,2006-03-28,,False,,RI-2006-14258,B,Black,200,Citation,60.0,0-15 Min,False,RI,,,1946.0,False,M,Other Traffic Violation,Moving violation,False,Zone X3
Zone X4,18:30,False,,2006-03-18,,False,,RI-2006-12598,W,White,500,Citation,39.0,0-15 Min,False,RI,,,1967.0,False,F,Other Traffic Violation,Moving violation,False,Zone X4
Zone X4,16:25,False,,2005-10-29,,True,,RI-2005-04335,W,White,500,Citation,53.0,0-15 Min,False,RI,,,1952.0,False,M,Speeding,Speeding,False,Zone X4
Zone X4,11:25,,,2006-05-08,,,,RI-2006-21034,,,500,,,,False,RI,,,,False,,,,False,Zone X4
Zone K3,06:30,False,,2006-05-25,,False,,RI-2006-23400,W,White,300,Citation,24.0,0-15 Min,False,RI,,,1982.0,False,F,Speeding,Speeding,False,Zone K3
Zone K1,13:52,False,,2006-06-01,,True,,RI-2006-25037,W,White,600,Citation,32.0,0-15 Min,False,RI,,,1974.0,False,M,Speeding,Speeding,False,Zone K1
Zone X4,23:10,,,2006-03-07,,,,RI-2006-10792,,,500,,,,False,RI,,,,False,,,,False,Zone X4
Zone K3,07:50,False,,2006-03-14,,False,,RI-2006-11893,W,White,300,Citation,44.0,0-15 Min,False,RI,,,1962.0,False,M,Speeding,Speeding,False,Zone K3
Zone K1,21:30,False,,2006-02-13,,False,,RI-2006-07449,W,White,600,Citation,45.0,0-15 Min,False,RI,,,1961.0,False,F,Speeding,Speeding,False,Zone K1
Zone X3,20:35,False,,2005-12-16,,False,,RI-2005-12052,W,White,200,Citation,24.0,0-15 Min,False,RI,,,1981.0,False,M,Speeding,Speeding,False,Zone X3
Zone K1,15:30,False,,2006-06-01,,False,,RI-2006-25051,W,White,600,Citation,46.0,0-15 Min,False,RI,,,1960.0,False,F,Speeding,Speeding,False,Zone K1
Zone K1,16:00,False,,2006-03-15,,True,,RI-2006-12128,W,White,600,Citation,42.0,0-15 Min,False,RI,,,1964.0,False,M,Speeding,Speeding,False,Zone K1
Zone X4,08:25,False,,2005-11-17,,False,,RI-2005-07691,W,White,500,Citation,50.0,0-15 Min,False,RI,,,1955.0,False,F,Other Traffic Violation,Moving violation,False,Zone X4
Zone K2,23:10,False,,2005-12-10,,True,,RI-2005-11222,W,White,900,Citation,40.0,0-15 Min,False,RI,,,1965.0,False,F,Equipment/Inspection Violation,Equipment,False,Zone K2
Zone X4,20:30,False,,2005-10-17,,True,,RI-2005-02360,W,White,500,Citation,41.0,0-15 Min,False,RI,,,1964.0,False,M,Speeding,Speeding,False,Zone X4
Zone K3,07:00,False,,2006-02-22,,False,,RI-2006-08822,W,White,300,Citation,24.0,0-15 Min,False,RI,,,1982.0,False,M,Speeding,Speeding,False,Zone K3
Zone K3,22:56,False,,2006-06-08,,True,,RI-2006-26183,W,White,300,Citation,19.0,0-15 Min,False,RI,,,1987.0,False,F,Speeding,Speeding,False,Zone K3
Zone K2,10:10,False,,2005-12-31,,True,,RI-2005-13971,W,White,900,Citation,27.0,0-15 Min,False,RI,,,1978.0,False,F,Speeding,Speeding,False,Zone K2
Zone K2,08:40,False,,2006-03-05,,False,,RI-2006-10337,W,White,900,Citation,54.0,0-15 Min,False,RI,,,1952.0,False,M,Speeding,Speeding,False,Zone K2
Zone K2,07:39,False,,2006-04-20,,True,,RI-2006-18007,W,White,203,Citation,36.0,16-30 Min,False,RI,,,1970.0,False,M,Other Traffic Violation,Moving violation,False,Zone K2
