police_department,contraband_found,driver_gender,fine_grained_location,is_arrested,county_fips,driver_age,stop_duration,drugs_related_stop,stop_time,id,stop_outcome,driver_age_raw,violation_raw,state,driver_race_raw,search_conducted,driver_race,violation,location_raw,search_type,county_name,stop_date,search_type_raw,district,out_of_state
900,False,M,,False,,19.0,0-15 Min,False,01:35,RI-2006-08297,Citation,1987.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-02-19,,Zone K2,True
500,False,M,,False,,27.0,0-15 Min,False,12:00,RI-2005-10963,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-12-08,,Zone X4,True
0,False,M,,False,,64.0,0-15 Min,False,23:05,RI-2006-14548,Citation,1942.0,Speeding,RI,W,False,White,Speeding,Zone X1,,,2006-03-29,,Zone X1,False
600,False,M,,False,,20.0,16-30 Min,False,11:35,RI-2006-02059,Citation,1986.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K1,,,2006-01-12,,Zone K1,False
300,False,M,,False,,28.0,0-15 Min,False,01:59,RI-2006-14719,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-03-31,,Zone K3,True
300,False,M,,False,,21.0,0-15 Min,False,03:15,RI-2005-09631,Citation,1984.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-29,,Zone K3,True
200,False,M,,False,,22.0,0-15 Min,False,16:25,RI-2006-09886,Citation,1984.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-03-01,,Zone X3,False
200,False,F,,False,,37.0,0-15 Min,False,15:52,RI-2006-20816,Citation,1969.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-05-06,,Zone X3,True
500,False,F,,False,,23.0,16-30 Min,False,13:30,RI-2005-02787,Citation,1982.0,Equipment/Inspection Violation,RI,B,False,Black,Equipment,Zone X4,,,2005-10-20,,Zone X4,False
300,False,M,,False,,28.0,0-15 Min,False,14:17,RI-2006-18767,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-24,,Zone K3,False
900,False,F,,False,,17.0,0-15 Min,False,10:30,RI-2006-07716,Citation,1989.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-02-15,,Zone K2,False
300,False,M,,False,,38.0,0-15 Min,False,23:52,RI-2006-03124,Citation,1968.0,Speeding,RI,I,False,Asian,Speeding,Zone K3,,,2006-01-17,,Zone K3,True
600,False,M,,False,,36.0,0-15 Min,False,21:50,RI-2006-12483,Citation,1970.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-03-17,,Zone K1,False
900,False,M,,False,,25.0,0-15 Min,False,10:35,RI-2005-12349,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2005-12-18,,Zone K2,True
200,False,M,,False,,49.0,0-15 Min,False,08:55,RI-2006-03454,Citation,1957.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X3,,,2006-01-20,,Zone X3,False
500,False,M,,False,,34.0,0-15 Min,False,09:00,RI-2005-09225,Citation,1971.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-11-27,,Zone X4,True
300,False,M,,False,,23.0,0-15 Min,False,06:45,RI-2006-22336,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-19,,Zone K3,False
500,False,M,,False,,30.0,16-30 Min,False,12:18,RI-2005-09517,Citation,1975.0,Other Traffic Violation,RI,H,False,Hispanic,Moving violation,Zone X4,,,2005-11-28,,Zone X4,False
300,False,M,,False,,38.0,0-15 Min,False,07:45,RI-2006-03152,Citation,1968.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-01-18,,Zone K3,False
300,False,F,,False,,27.0,0-15 Min,False,13:30,RI-2006-23983,Citation,1979.0,Speeding,RI,I,False,Asian,Speeding,Zone K3,,,2006-05-27,,Zone K3,True
300,False,M,,False,,38.0,0-15 Min,False,17:25,RI-2006-13661,Citation,1968.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K3,,,2006-03-23,,Zone K3,False
300,False,M,,False,,24.0,16-30 Min,False,18:15,RI-2006-21329,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-10,,Zone K3,False
900,False,F,,False,,22.0,0-15 Min,False,09:25,RI-2006-18398,Citation,1984.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-04-22,,Zone K2,False
500,False,M,,False,,,0-15 Min,False,15:43,RI-2006-07568,Warning,0.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X3,,,2006-02-14,,Zone X3,False
600,False,M,,False,,46.0,0-15 Min,False,09:15,RI-2006-02005,Citation,1960.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K1,,,2006-01-12,,Zone K1,False
000,False,,,,,,,False,10:30,RI-2006-26114,,,,RI,,False,,,Zone X1,,,2006-06-08,,Zone X1,
300,False,M,,False,,55.0,0-15 Min,False,23:45,RI-2006-05315,Citation,1951.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-01-29,,Zone K3,False
500,False,M,,False,,18.0,0-15 Min,False,22:40,RI-2006-16073,Citation,1988.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-07,,Zone X4,False
300,False,F,,False,,21.0,0-15 Min,False,23:15,RI-2006-05096,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-01-28,,Zone K3,False
300,False,F,,False,,36.0,0-15 Min,False,09:51,RI-2005-08017,Citation,1969.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-19,,Zone K3,True
204,False,M,,False,,27.0,0-15 Min,False,10:00,RI-2006-09379,N/D,1979.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2006-02-26,,Zone K2,False
900,False,M,,False,,57.0,0-15 Min,False,17:45,RI-2005-06117,Citation,1948.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K2,,,2005-11-07,,Zone K2,False
300,False,F,,False,,39.0,0-15 Min,False,01:05,RI-2006-18151,Citation,1967.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-21,,Zone K3,False
500,False,,,,,,,False,23:25,RI-2005-07932,,,,RI,,False,,,Zone X4,,,2005-11-18,,Zone X4,
600,False,M,,False,,19.0,0-15 Min,False,14:40,RI-2006-24901,Citation,1987.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K1,,,2006-05-31,,Zone K1,False
500,False,M,,False,,36.0,0-15 Min,False,08:05,RI-2006-10967,Citation,1970.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-03-09,,Zone X4,False
900,False,M,,False,,42.0,0-15 Min,False,14:45,RI-2006-25996,Citation,1964.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-06-07,,Zone K2,False
600,False,M,,False,,25.0,0-15 Min,False,01:20,RI-2005-09837,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2005-12-01,,Zone K1,False
300,False,M,,False,,23.0,0-15 Min,False,08:55,RI-2006-07247,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-02-11,,Zone K3,True
0,False,M,,False,,45.0,0-15 Min,False,07:40,RI-2006-10623,Citation,1961.0,Speeding,RI,I,False,Asian,Speeding,Zone X1,,,2006-03-07,,Zone X1,True
900,False,F,,False,,56.0,16-30 Min,False,01:50,RI-2006-18681,Citation,1950.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-04-24,,Zone K2,True
300,False,F,,False,,62.0,0-15 Min,False,18:02,RI-2006-11091,Citation,1944.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-03-09,,Zone K3,False
300,False,M,,False,,29.0,16-30 Min,False,06:30,RI-2006-21933,Citation,1977.0,Speeding,RI,B,False,Black,Speeding,Zone K3,,,2006-05-16,,Zone K3,True
200,False,M,,False,,29.0,0-15 Min,False,15:15,RI-2006-14201,Citation,1977.0,Speeding,RI,H,False,Hispanic,Speeding,Zone X3,,,2006-03-27,,Zone X3,False
300,False,F,,False,,27.0,0-15 Min,False,16:40,RI-2006-20834,Citation,1979.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-06,,Zone K3,True
300,False,M,,False,,,16-30 Min,False,07:45,RI-2005-00928,No Action,0.0,Motorist Assist/Courtesy,RI,W,False,White,Other,Zone K3,,,2005-10-06,,Zone K3,
600,False,M,,False,,37.0,0-15 Min,False,09:35,RI-2005-03103,Citation,1968.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2005-10-22,,Zone K1,False
900,False,F,,False,,21.0,0-15 Min,False,22:50,RI-2006-26030,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-06-07,,Zone K2,False
200,False,F,,False,,59.0,0-15 Min,False,08:57,RI-2006-20379,Citation,1947.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-05-04,,Zone X3,False
502,False,M,,False,,41.0,16-30 Min,False,10:00,RI-2006-13053,Citation,1965.0,Speeding,RI,H,False,Hispanic,Speeding,Zone K2,,,2006-03-21,,Zone K2,True
300,False,M,,False,,37.0,0-15 Min,False,18:35,RI-2006-22610,Citation,1969.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-20,,Zone K3,True
500,False,M,,False,,31.0,0-15 Min,False,18:09,RI-2006-18808,Citation,1975.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-24,,Zone X4,False
600,False,M,,False,,24.0,0-15 Min,False,07:00,RI-2006-07111,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-02-10,,Zone K1,False
600,False,M,,False,,27.0,0-15 Min,False,16:45,RI-2005-08624,Citation,1978.0,Speeding,RI,B,False,Black,Speeding,Zone K1,,,2005-11-23,,Zone K1,True
500,False,M,,False,,20.0,0-15 Min,False,09:35,RI-2006-02258,Citation,1986.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-01-13,,Zone X4,True
300,True,M,,False,,24.0,30+ Min,False,17:00,RI-2005-01007,Citation,1981.0,Speeding,RI,W,True,White,Speeding,Zone K3,"Incident to Arrest,Inventory",,2005-10-06,"Incident to Arrest,Inventory/Tow",Zone K3,False
500,False,M,,False,,46.0,0-15 Min,False,01:35,RI-2006-12830,Citation,1960.0,Registration Violation,RI,W,False,White,Registration/plates,Zone X4,,,2006-03-20,,Zone X4,False
500,False,M,,False,,48.0,0-15 Min,False,11:50,RI-2006-22376,Citation,1958.0,Speeding,RI,B,False,Black,Speeding,Zone X4,,,2006-05-19,,Zone X4,False
500,False,M,,False,,37.0,0-15 Min,False,13:10,RI-2006-05010,Citation,1969.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-01-28,,Zone X4,False
900,False,M,,False,,25.0,16-30 Min,False,00:29,RI-2006-25525,Citation,1981.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-06-05,,Zone K2,True
300,False,F,,False,,19.0,0-15 Min,False,10:34,RI-2006-08335,Citation,1987.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-02-19,,Zone K3,True
300,False,M,,False,,54.0,0-15 Min,False,09:16,RI-2006-26840,Citation,1952.0,Speeding,RI,B,False,Black,Speeding,Zone K3,,,2006-06-12,,Zone K3,False
500,False,F,,False,,30.0,0-15 Min,False,18:50,RI-2005-13831,No Action,1975.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-12-30,,Zone X4,False
200,False,M,,False,,56.0,0-15 Min,False,16:41,RI-2005-02994,Citation,1949.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2005-10-21,,Zone X3,True
300,False,M,,False,,47.0,0-15 Min,False,17:00,RI-2005-12038,Citation,1958.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-12-16,,Zone K3,True
300,False,M,,False,,25.0,0-15 Min,False,08:50,RI-2006-16254,Citation,1981.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-09,,Zone K3,False
300,False,F,,False,,52.0,0-15 Min,False,10:10,RI-2006-22784,Citation,1954.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-21,,Zone K3,False
300,False,F,,False,,33.0,0-15 Min,False,22:30,RI-2005-03432,Citation,1972.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K3,,,2005-10-23,,Zone K3,False
300,False,M,,False,,42.0,0-15 Min,False,13:25,RI-2006-00794,Warning,1964.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K3,,,2006-01-06,,Zone K3,False
500,False,F,,False,,39.0,16-30 Min,False,10:35,RI-2006-18047,Citation,1967.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-20,,Zone X4,True
900,False,M,,False,,56.0,0-15 Min,False,09:50,RI-2005-08016,Citation,1949.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K2,,,2005-11-19,,Zone K2,False
600,False,M,,False,,43.0,0-15 Min,False,01:15,RI-2005-11413,Citation,1962.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2005-12-12,,Zone K1,True
600,False,F,,False,,23.0,0-15 Min,False,08:37,RI-2006-05156,Citation,1983.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-01-29,,Zone K1,True
0,False,F,,False,,40.0,0-15 Min,False,11:45,RI-2005-11334,Citation,1965.0,Speeding,RI,W,False,White,Speeding,Zone X1,,,2005-12-11,,Zone X1,False
300,False,M,,False,,35.0,0-15 Min,False,11:45,RI-2005-08839,Citation,1970.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-25,,Zone K3,False
500,False,M,,False,,28.0,0-15 Min,False,07:00,RI-2006-04669,N/D,1978.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone X4,,,2006-01-27,,Zone X4,False
000,False,M,,False,,44.0,0-15 Min,False,08:53,RI-2006-23148,Citation,1962.0,Speeding,RI,W,False,White,Speeding,Zone X1,,,2006-05-23,,Zone X1,False
300,False,M,,False,,25.0,0-15 Min,False,18:35,RI-2005-11819,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-12-14,,Zone K3,True
500,False,M,,False,,43.0,0-15 Min,False,02:45,RI-2006-24106,Citation,1963.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2006-05-28,,Zone X4,False
900,False,M,,False,,51.0,0-15 Min,False,22:40,RI-2005-02698,Citation,1954.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2005-10-19,,Zone K2,False
300,False,M,,False,,40.0,0-15 Min,False,09:35,RI-2006-00039,Citation,1966.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-01-01,,Zone K3,False
900,False,M,,False,,32.0,0-15 Min,False,08:20,RI-2005-05067,Citation,1973.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone K2,,,2005-11-03,,Zone K2,False
300,False,M,,False,,21.0,0-15 Min,False,00:00,RI-2005-00142,Citation,1984.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-09-30,,Zone K3,True
600,False,M,,False,,27.0,0-15 Min,False,16:30,RI-2006-07912,Citation,1979.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-02-16,,Zone K1,False
300,False,M,,False,,25.0,16-30 Min,False,08:00,RI-2005-04789,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-11-01,,Zone K3,False
200,False,M,,False,,18.0,0-15 Min,False,18:15,RI-2006-17038,Citation,1988.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X3,,,2006-04-13,,Zone X3,False
300,False,M,,False,,38.0,0-15 Min,False,16:24,RI-2006-04295,Citation,1968.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-01-24,,Zone K3,False
500,False,M,,False,,19.0,0-15 Min,False,07:15,RI-2006-04672,Citation,1987.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-01-27,,Zone X4,True
200,False,F,,True,,23.0,16-30 Min,False,12:19,RI-2006-18598,Arrest Passenger,1983.0,Registration Violation,RI,W,False,White,Registration/plates,Zone X3,,,2006-04-23,,Zone X3,False
900,False,M,,False,,35.0,0-15 Min,False,06:50,RI-2005-07682,Citation,1970.0,Speeding,RI,H,False,Hispanic,Speeding,Zone K2,,,2005-11-17,,Zone K2,False
200,False,M,,False,,27.0,0-15 Min,False,15:20,RI-2006-11069,Citation,1979.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-03-09,,Zone X3,True
600,False,M,,False,,66.0,0-15 Min,False,11:36,RI-2006-06926,Citation,1940.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-02-09,,Zone K1,False
300,False,F,,False,,43.0,0-15 Min,False,08:20,RI-2006-07119,N/D,1963.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone K3,,,2006-02-10,,Zone K3,False
900,False,M,,False,,41.0,0-15 Min,False,08:45,RI-2006-04687,Citation,1965.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-27,,Zone K2,False
600,False,F,,False,,32.0,0-15 Min,False,23:10,RI-2006-15162,Citation,1974.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-04-02,,Zone K1,False
200,False,M,,False,,20.0,16-30 Min,False,23:10,RI-2005-12074,Citation,1985.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X3,,,2005-12-16,,Zone X3,False
500,False,M,,False,,37.0,0-15 Min,False,04:20,RI-2006-04893,Citation,1969.0,Registration Violation,RI,W,False,White,Registration/plates,Zone X4,,,2006-01-28,,Zone X4,False
500,False,M,,False,,34.0,0-15 Min,False,17:40,RI-2006-14206,Citation,1972.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-03-27,,Zone X4,False
200,False,M,,False,,18.0,0-15 Min,False,15:45,RI-2006-09170,Citation,1988.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-02-24,,Zone X3,False
500,False,M,,False,,35.0,0-15 Min,False,23:10,RI-2006-10793,Citation,1971.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-03-07,,Zone X4,False
300,False,F,,False,,35.0,0-15 Min,False,19:20,RI-2006-21066,Citation,1971.0,Speeding,RI,I,False,Asian,Speeding,Zone K3,,,2006-05-08,,Zone K3,True
200,False,M,,False,,20.0,16-30 Min,False,10:27,RI-2005-00381,Citation,1985.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2005-10-02,,Zone X3,True
500,False,F,,False,,38.0,0-15 Min,False,03:00,RI-2005-05511,Citation,1967.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone X4,,,2005-11-05,,Zone X4,False
900,False,F,,False,,53.0,0-15 Min,False,09:15,RI-2006-01119,Citation,1953.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-08,,Zone K2,False
200,False,M,,False,,20.0,16-30 Min,False,03:30,RI-2006-12677,Citation,1986.0,Equipment/Inspection Violation,RI,B,False,Black,Equipment,Zone X3,,,2006-03-19,,Zone X3,False
300,False,M,,False,,41.0,0-15 Min,False,09:15,RI-2005-09870,Citation,1964.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-12-01,,Zone K3,False
300,False,M,,False,,51.0,0-15 Min,False,12:10,RI-2006-00224,Citation,1955.0,Speeding,RI,I,False,Asian,Speeding,Zone K3,,,2006-01-02,,Zone K3,True
500,False,M,,False,,,0-15 Min,False,11:27,RI-2006-09572,Warning,0.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone X3,,,2006-02-27,,Zone X3,False
300,False,M,,False,,47.0,0-15 Min,False,15:59,RI-2006-23200,Citation,1959.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-23,,Zone K3,False
900,False,F,,False,,24.0,0-15 Min,False,10:15,RI-2006-01845,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-11,,Zone K2,False
900,False,M,,False,,58.0,0-15 Min,False,07:25,RI-2005-08510,Citation,1947.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2005-11-23,,Zone K2,False
500,False,M,,False,,43.0,0-15 Min,False,23:50,RI-2006-24065,Citation,1963.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-05-27,,Zone X4,False
300,False,F,,False,,19.0,0-15 Min,False,11:35,RI-2006-06195,Citation,1987.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-02-04,,Zone K3,True
300,False,M,,False,,24.0,0-15 Min,False,01:20,RI-2006-16977,Citation,1982.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-04-13,,Zone K3,False
500,False,M,,False,,47.0,0-15 Min,False,08:00,RI-2006-25264,Citation,1959.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-06-03,,Zone X4,False
500,False,M,,False,,20.0,0-15 Min,False,02:45,RI-2006-18363,Citation,1986.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-04-22,,Zone X4,False
500,False,F,,False,,50.0,0-15 Min,False,09:43,RI-2006-04937,Citation,1956.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-01-28,,Zone X4,True
300,False,F,,False,,42.0,0-15 Min,False,10:50,RI-2006-02573,Citation,1964.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-01-15,,Zone K1,True
500,False,M,,False,,18.0,0-15 Min,False,13:31,RI-2006-05019,Citation,1988.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-01-28,,Zone X4,False
500,False,M,,False,,38.0,16-30 Min,False,09:55,RI-2006-03728,Citation,1968.0,Speeding,RI,B,False,Black,Speeding,Zone X4,,,2006-01-21,,Zone X4,True
500,False,,,,,,,False,22:55,RI-2006-23606,,,,RI,,False,,,Zone X4,,,2006-05-25,,Zone X4,
300,False,M,,False,,52.0,0-15 Min,False,09:55,RI-2005-01278,Citation,1953.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-10-08,,Zone K3,False
600,False,M,,False,,23.0,0-15 Min,False,07:00,RI-2006-22988,Citation,1983.0,Speeding,RI,B,False,Black,Speeding,Zone K1,,,2006-05-22,,Zone K1,False
900,False,F,,False,,21.0,0-15 Min,False,07:08,RI-2005-09437,Citation,1984.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2005-11-28,,Zone K2,True
900,False,F,,False,,26.0,0-15 Min,False,16:07,RI-2006-13945,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-03-25,,Zone K3,False
500,False,F,,False,,25.0,0-15 Min,False,22:30,RI-2005-01389,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2005-10-08,,Zone X4,True
500,False,M,,False,,24.0,0-15 Min,False,11:30,RI-2006-02823,Citation,1982.0,Registration Violation,RI,W,False,White,Registration/plates,Zone X4,,,2006-01-16,,Zone X4,False
300,False,F,,False,,22.0,16-30 Min,False,17:45,RI-2005-03394,N/D,1983.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone K3,,,2005-10-23,,Zone K3,False
200,False,F,,False,,60.0,0-15 Min,False,07:43,RI-2005-02902,Citation,1945.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X3,,,2005-10-21,,Zone X3,False
500,False,M,,True,,24.0,16-30 Min,False,01:00,RI-2006-08151,Arrest Driver,1982.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone X4,,,2006-02-18,,Zone X4,False
500,False,M,,False,,40.0,0-15 Min,False,10:16,RI-2006-11430,Citation,1966.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-03-11,,Zone X3,False
900,False,M,,False,,26.0,0-15 Min,False,00:55,RI-2006-03876,Citation,1980.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-01-22,,Zone K2,False
600,False,F,,False,,38.0,0-15 Min,False,01:35,RI-2006-03659,Citation,1968.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-01-21,,Zone K1,False
500,False,M,,False,,19.0,0-15 Min,False,14:45,RI-2006-13138,Citation,1987.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone X4,,,2006-03-21,,Zone X4,False
500,False,F,,False,,44.0,0-15 Min,False,14:00,RI-2006-25189,Citation,1962.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-06-02,,Zone X4,True
500,False,M,,False,,49.0,0-15 Min,False,00:45,RI-2006-15182,Citation,1957.0,Registration Violation,RI,W,False,White,Registration/plates,Zone X4,,,2006-04-03,,Zone X4,False
500,False,,,,,,,False,00:30,RI-2006-11557,,,,RI,,False,,,Zone X4,,,2006-03-12,,Zone X4,
200,False,M,,False,,58.0,0-15 Min,False,12:07,RI-2006-18914,Citation,1948.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-04-25,,Zone X3,False
900,False,M,,False,,17.0,0-15 Min,False,21:50,RI-2006-23224,Citation,1989.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-05-23,,Zone K2,False
900,False,M,,False,,37.0,0-15 Min,False,17:35,RI-2006-12314,Citation,1969.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2006-03-16,,Zone K2,False
300,False,M,,False,,27.0,0-15 Min,False,12:20,RI-2006-22095,Citation,1979.0,Speeding,RI,W,True,White,Speeding,Zone K3,Reasonable Suspicion,,2006-05-17,Reasonable Suspicion,Zone K3,True
200,False,M,,False,,70.0,0-15 Min,False,13:17,RI-2006-26886,Citation,1936.0,Speeding,RI,W,False,White,Speeding,Zone X3,,,2006-06-12,,Zone X3,False
500,False,M,,False,,31.0,0-15 Min,False,23:30,RI-2006-12018,Citation,1975.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X4,,,2006-03-14,,Zone X4,False
000,False,M,,False,,44.0,0-15 Min,False,10:15,RI-2006-20092,Citation,1962.0,Other Traffic Violation,RI,W,False,White,Moving violation,Zone X1,,,2006-05-02,,Zone X1,False
500,False,M,,False,,23.0,0-15 Min,False,22:51,RI-2006-03265,Citation,1983.0,Equipment/Inspection Violation,RI,W,False,White,Equipment,Zone X4,,,2006-01-18,,Zone X4,False
502,False,F,,False,,54.0,0-15 Min,False,15:42,RI-2005-09712,Citation,1951.0,Speeding,RI,W,False,White,Speeding,Zone K2,,,2005-11-29,,Zone K2,False
300,False,F,,False,,27.0,16-30 Min,False,19:45,RI-2005-01859,Citation,1978.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-10-12,,Zone K3,True
300,False,F,,False,,24.0,0-15 Min,False,12:35,RI-2005-00398,Citation,1981.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2005-10-02,,Zone K3,True
600,False,M,,False,,37.0,0-15 Min,False,07:20,RI-2006-17859,Citation,1969.0,Speeding,RI,W,False,White,Speeding,Zone K1,,,2006-04-19,,Zone K1,True
900,False,M,,True,,27.0,30+ Min,False,10:21,RI-2006-07392,Arrest Driver,1979.0,Speeding,RI,B,True,Black,Speeding,Zone K2,Incident to Arrest,,2006-02-13,Incident to Arrest,Zone K2,True
900,False,M,,False,,28.0,0-15 Min,False,07:55,RI-2005-07982,Citation,1977.0,Speeding,RI,B,False,Black,Speeding,Zone K2,,,2005-11-19,,Zone K2,False
203,False,M,,False,,41.0,16-30 Min,False,13:30,RI-2006-08991,Citation,1965.0,Other Traffic Violation,RI,B,False,Black,Moving violation,Zone K2,,,2006-02-23,,Zone K2,True
500,False,F,,False,,42.0,0-15 Min,False,08:15,RI-2006-06720,Citation,1964.0,Speeding,RI,W,False,White,Speeding,Zone X4,,,2006-02-08,,Zone X4,True
300,False,M,,False,,55.0,0-15 Min,False,19:40,RI-2006-22277,Citation,1951.0,Speeding,RI,W,False,White,Speeding,Zone K3,,,2006-05-18,,Zone K3,True
