is_arrested,search_type,stop_date,driver_race_raw,stop_time,fine_grained_location,driver_age_raw,state,stop_duration,stop_outcome,county_name,search_type_raw,county_fips,out_of_state,drugs_related_stop,contraband_found,driver_gender,location_raw,violation_raw,search_conducted,driver_race,district,violation,driver_age,id,police_department
False,,2006-05-28,W,18:05,,1981.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,25.0,RI-2006-24264,600
False,,2006-05-21,W,15:43,,1955.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,51.0,RI-2006-22899,200
False,,2005-10-01,W,15:20,,1985.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,20.0,RI-2005-00243,200
False,,2006-06-06,W,10:30,,1984.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,22.0,RI-2006-25832,900
False,,2006-03-03,W,22:20,,1981.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,25.0,RI-2006-10125,300
False,,2006-04-12,W,10:39,,1947.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone X1,Speeding,False,White,Zone X1,Speeding,59.0,RI-2006-16891,0
False,,2006-05-28,B,12:30,,1955.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,Black,Zone K2,Speeding,51.0,RI-2006-24207,900
False,,2006-01-28,W,12:38,,1946.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,60.0,RI-2006-04999,300
False,,2006-05-29,W,07:00,,1975.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Speeding,False,White,Zone X4,Speeding,31.0,RI-2006-24338,500
False,,2006-03-17,W,08:40,,1980.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,26.0,RI-2006-12398,500
False,,2006-05-24,W,11:15,,1951.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,55.0,RI-2006-23318,300
False,,2006-05-15,W,03:48,,1971.0,RI,16-30 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,35.0,RI-2006-21792,300
False,,2005-11-16,W,15:00,,1951.0,RI,16-30 Min,Citation,,,,True,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,54.0,RI-2005-07598,300
False,,2005-10-05,H,17:00,,1956.0,RI,30+ Min,Citation,,,,True,False,False,M,Zone X1,Other Traffic Violation,False,Hispanic,Zone X1,Moving violation,49.0,RI-2005-00853,0
False,,2005-10-20,W,00:50,,1983.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,22.0,RI-2005-02719,600
False,,2006-01-12,W,10:35,,1982.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,24.0,RI-2006-02041,300
False,,2006-05-06,W,15:55,,1987.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,19.0,RI-2006-20817,300
False,,2006-01-29,W,01:29,,1950.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,56.0,RI-2006-05129,600
False,,2006-05-05,B,16:00,,1985.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Other Traffic Violation,False,Black,Zone X4,Moving violation,21.0,RI-2006-20651,500
False,,2006-01-13,W,00:15,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Registration Violation,False,White,Zone K1,Registration/plates,23.0,RI-2006-02186,600
False,,2006-04-30,W,20:25,,1959.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,47.0,RI-2006-19906,600
False,,2005-11-26,B,02:45,,1973.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X3,Equipment/Inspection Violation,False,Black,Zone X3,Equipment,32.0,RI-2005-08977,200
False,,2005-11-09,W,23:04,,1986.0,RI,0-15 Min,N/D,,,,False,False,False,M,Zone K1,Equipment/Inspection Violation,False,White,Zone K1,Equipment,19.0,RI-2005-06491,600
False,,2005-11-17,W,14:45,,1941.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,64.0,RI-2005-07753,200
False,,2006-03-19,W,12:57,,1962.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,44.0,RI-2006-12739,900
False,,2006-06-04,W,17:50,,1958.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,48.0,RI-2006-25484,500
False,,2005-10-04,W,22:00,,1968.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,37.0,RI-2005-00719,300
False,,2006-01-25,W,12:50,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,23.0,RI-2006-04419,600
False,,2005-10-30,W,10:10,,1978.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,27.0,RI-2005-04464,300
False,,2006-02-15,W,21:00,,1963.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,43.0,RI-2006-07843,300
False,,2006-03-21,W,06:42,,1951.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,55.0,RI-2006-13005,500
False,,2005-10-29,W,23:22,,1974.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,31.0,RI-2005-04366,600
False,,2006-01-04,W,09:45,,1952.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Equipment/Inspection Violation,False,White,Zone K2,Equipment,54.0,RI-2006-00439,900
False,,2006-01-21,B,01:35,,1972.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,Black,Zone K3,Speeding,34.0,RI-2006-03658,300
False,,2005-11-25,W,14:25,,1986.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Other Traffic Violation,False,White,Zone K2,Moving violation,19.0,RI-2005-08861,900
False,,2006-05-01,B,10:45,,1965.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,Black,Zone X4,Speeding,41.0,RI-2006-19975,500
False,,2006-06-09,W,08:35,,1975.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K2,Other Traffic Violation,False,White,Zone K2,Moving violation,31.0,RI-2006-26248,900
False,Protective Frisk,2006-05-17,B,20:20,,1982.0,RI,16-30 Min,Citation,,Terry Frisk,,False,False,False,M,Zone K2,Other Traffic Violation,True,Black,Zone K2,Moving violation,24.0,RI-2006-22138,900
False,,2005-01-12,B,08:05,,1973.0,RI,30+ Min,Citation,,,,True,False,False,M,Zone X1,Call for Service,False,Black,Zone X1,Other,32.0,RI-2005-00006,0
False,Probable Cause,2006-01-06,W,20:20,,1984.0,RI,16-30 Min,Citation,,Probable Cause,,False,False,True,M,Zone K2,Speeding,True,White,Zone K2,Speeding,22.0,RI-2006-00838,900
False,,2006-03-26,W,19:40,,1989.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K2,Speeding,False,White,Zone K2,Speeding,17.0,RI-2006-14079,900
False,,2006-04-27,W,11:07,,1940.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,66.0,RI-2006-19254,900
False,,2006-05-13,W,09:35,,1970.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,36.0,RI-2006-21616,300
False,,2005-11-26,W,14:34,,1978.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,27.0,RI-2005-09095,900
False,,2006-04-11,W,23:41,,1974.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,32.0,RI-2006-16828,300
True,,2006-02-11,B,11:15,,1989.0,RI,30+ Min,Arrest Driver,,,,False,False,False,M,Zone X4,Speeding,False,Black,Zone X4,Speeding,17.0,RI-2006-07277,500
False,,2006-01-28,W,12:20,,1949.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,57.0,RI-2006-04996,300
False,,2005-10-02,W,16:35,,1974.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,31.0,RI-2005-00418,600
False,,2006-05-15,I,22:30,,1980.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,Asian,Zone K3,Speeding,26.0,RI-2006-21891,300
False,,2006-03-15,W,00:35,,1981.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,25.0,RI-2006-12031,500
False,,2005-11-25,W,02:25,,1980.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,25.0,RI-2005-08757,500
False,,2006-01-20,W,08:35,,1965.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,41.0,RI-2006-03451,900
False,,2006-03-03,W,13:35,,1957.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,49.0,RI-2006-10092,200
,,2006-03-06,,07:00,,,RI,,,,,,,False,False,,Zone K3,,False,,Zone K3,,,RI-2006-10440,300
False,,2005-10-17,W,22:39,,1973.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,32.0,RI-2005-02373,600
False,,2006-01-01,W,15:10,,1986.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,20.0,RI-2006-00070,300
False,,2005-11-19,B,00:50,,1983.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,Black,Zone K3,Speeding,22.0,RI-2005-07945,300
False,,2005-12-31,W,15:55,,1984.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,21.0,RI-2005-14044,300
False,,2005-12-20,W,13:55,,1969.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,36.0,RI-2005-12659,900
False,,2006-03-09,W,15:45,,1984.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Equipment/Inspection Violation,False,White,Zone X3,Equipment,22.0,RI-2006-11074,200
,,2006-01-28,,10:37,,,RI,,,,,,,False,False,,Zone K1,,False,,Zone K1,,,RI-2006-04965,600
False,,2005-10-28,W,17:30,,1970.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,35.0,RI-2005-04084,900
False,,2006-06-06,W,20:20,,1956.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X3,Equipment/Inspection Violation,False,White,Zone X3,Equipment,50.0,RI-2006-25931,200
False,,2006-06-11,W,13:13,,1968.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X3,Equipment/Inspection Violation,False,White,Zone X3,Equipment,38.0,RI-2006-26665,200
False,,2005-10-22,B,09:19,,1974.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,Black,Zone K3,Speeding,31.0,RI-2005-03096,300
False,,2005-12-22,W,12:50,,1976.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Other Traffic Violation,False,White,Zone X4,Moving violation,29.0,RI-2005-12936,500
False,,2005-10-24,W,10:35,,1981.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,24.0,RI-2005-03540,600
False,,2005-11-20,W,03:21,,1986.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,19.0,RI-2005-08150,300
False,,2005-10-24,W,07:10,,1986.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,19.0,RI-2005-03483,300
False,,2006-04-01,W,07:30,,1954.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,52.0,RI-2006-14896,500
False,,2005-12-11,W,23:15,,1986.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,19.0,RI-2005-11401,300
False,,2006-04-30,W,18:20,,1986.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K2,Speeding,False,White,Zone K2,Speeding,20.0,RI-2006-19897,900
False,,2005-11-23,W,10:38,,1984.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,21.0,RI-2005-08548,300
False,,2006-02-04,W,00:25,,1951.0,RI,16-30 Min,Citation,,,,False,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,55.0,RI-2006-06093,300
False,,2005-12-02,W,16:40,,1980.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,25.0,RI-2005-10123,500
False,,2005-12-26,W,20:30,,1985.0,RI,30+ Min,Citation,,,,False,False,False,M,Zone X3,Call for Service,False,White,Zone X3,Other,20.0,RI-2005-13298,200
False,,2005-10-21,W,23:56,,1983.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,22.0,RI-2005-03029,900
False,,2006-01-11,W,08:30,,1970.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,36.0,RI-2006-01814,300
False,,2005-10-03,H,12:55,,1981.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Registration Violation,False,Hispanic,Zone X3,Registration/plates,24.0,RI-2005-00525,200
True,Incident to Arrest,2005-12-10,W,00:40,,1957.0,RI,30+ Min,Arrest Driver,,Incident to Arrest,,False,False,False,M,Zone K1,Other Traffic Violation,True,White,Zone K1,Moving violation,48.0,RI-2005-11128,600
False,,2005-11-03,B,23:52,,1980.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,Black,Zone K1,Speeding,25.0,RI-2005-05225,600
False,,2005-12-03,W,11:00,,1977.0,RI,16-30 Min,Citation,,,,False,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,28.0,RI-2005-10255,300
False,,2005-12-19,W,08:55,,1946.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,59.0,RI-2005-12457,200
False,,2005-10-07,W,00:25,,1985.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Registration Violation,False,White,Zone X4,Registration/plates,20.0,RI-2005-01055,500
False,,2006-04-23,B,11:52,,1959.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Registration Violation,False,Black,Zone X4,Registration/plates,47.0,RI-2006-18595,500
False,,2006-03-27,W,20:40,,1941.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,65.0,RI-2006-14214,300
False,,2005-10-30,B,15:15,,1957.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K3,Registration Violation,False,Black,Zone K3,Registration/plates,48.0,RI-2005-04559,300
False,,2006-01-06,I,01:32,,1957.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,Asian,Zone K3,Speeding,49.0,RI-2006-00705,300
False,,2005-11-08,W,00:13,,1969.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Other Traffic Violation,False,White,Zone X3,Moving violation,36.0,RI-2005-06160,200
False,,2005-11-06,W,11:15,,1978.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,27.0,RI-2005-05865,300
False,,2005-10-21,W,20:35,,1950.0,RI,0-15 Min,Warning,,,,True,False,False,M,Zone K2,Other Traffic Violation,False,White,Zone K2,Moving violation,55.0,RI-2005-03010,900
False,,2006-02-21,W,10:03,,1956.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,50.0,RI-2006-08700,300
False,,2006-04-09,W,12:42,,1951.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,55.0,RI-2006-16324,600
False,,2006-05-17,W,17:55,,1974.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X3,Speeding,False,White,Zone X3,Speeding,32.0,RI-2006-22124,200
False,,2006-03-09,W,10:58,,1985.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Speeding,False,White,Zone X4,Speeding,21.0,RI-2006-11023,500
False,,2006-05-02,W,13:30,,1982.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,24.0,RI-2006-20132,300
False,,2006-03-12,W,03:05,,1986.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X1,Speeding,False,White,Zone X1,Speeding,20.0,RI-2006-11587,0
False,,2006-04-23,W,12:40,,1971.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,35.0,RI-2006-18604,500
False,,2005-10-26,W,20:03,,1979.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,26.0,RI-2005-03797,500
False,,2005-10-03,W,08:37,,1965.0,RI,0-15 Min,Warning,,,,False,False,False,M,Zone K2,Equipment/Inspection Violation,False,White,Zone K2,Equipment,40.0,RI-2005-00494,900
False,,2006-03-04,W,14:30,,1965.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,41.0,RI-2006-10220,300
False,,2006-03-21,I,13:30,,1969.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,Asian,Zone K2,Speeding,37.0,RI-2006-13120,900
False,,2005-10-10,W,16:30,,1976.0,RI,16-30 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,29.0,RI-2005-01637,300
False,,2006-01-07,W,14:00,,1945.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,61.0,RI-2006-00999,500
False,,2006-02-09,B,02:20,,1969.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Equipment/Inspection Violation,False,Black,Zone X4,Equipment,37.0,RI-2006-06817,500
False,,2006-03-20,W,10:50,,1976.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X1,Other Traffic Violation,False,White,Zone X1,Moving violation,30.0,RI-2006-12894,0
False,,2006-03-20,W,18:54,,1982.0,RI,0-15 Min,Warning,,,,True,False,False,F,Zone X4,Speeding,False,White,Zone X4,Speeding,24.0,RI-2006-12964,500
False,,2005-11-11,W,22:30,,1988.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,17.0,RI-2005-06837,300
False,,2006-01-05,W,21:38,,1984.0,RI,0-15 Min,Warning,,,,,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,22.0,RI-2006-00672,300
True,,2006-06-05,B,01:10,,1977.0,RI,16-30 Min,Arrest Driver,,,,False,False,False,M,Zone X4,Registration Violation,False,Black,Zone X4,Registration/plates,29.0,RI-2006-25536,500
False,,2005-12-15,W,12:49,,1977.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Other Traffic Violation,False,White,Zone K3,Moving violation,28.0,RI-2005-11896,300
False,,2005-10-23,B,08:15,,1955.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,Black,Zone K3,Speeding,50.0,RI-2005-03259,300
False,,2006-01-01,H,17:18,,1974.0,RI,0-15 Min,Warning,,,,False,False,False,M,Zone X4,Other Traffic Violation,False,Hispanic,Zone X4,Moving violation,32.0,RI-2006-00081,600
False,,2006-03-15,W,09:00,,1986.0,RI,16-30 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,20.0,RI-2006-12071,500
False,,2006-04-22,W,10:28,,1987.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,19.0,RI-2006-18410,600
False,,2006-01-02,W,15:30,,1954.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,52.0,RI-2006-00263,600
False,,2005-12-10,W,22:45,,1986.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone X4,Other Traffic Violation,False,White,Zone X4,Moving violation,19.0,RI-2005-11219,500
False,,2005-11-02,W,06:31,,1950.0,RI,16-30 Min,Citation,,,,False,False,False,M,Zone K3,Other Traffic Violation,False,White,Zone K3,Moving violation,55.0,RI-2005-04938,300
False,,2006-02-28,W,13:06,,1963.0,RI,16-30 Min,Citation,,,,True,False,False,M,Zone X1,Speeding,False,White,Zone X1,Speeding,43.0,RI-2006-09738,0
,,2006-03-20,,23:55,,,RI,,,,,,,False,False,,Zone X4,,False,,Zone X4,,,RI-2006-12989,500
False,,2005-11-09,W,08:45,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X3,Speeding,False,White,Zone X3,Speeding,22.0,RI-2005-06376,200
False,,2006-04-17,B,00:35,,1981.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,Black,Zone K3,Speeding,25.0,RI-2006-17566,300
False,Probable Cause,2006-03-19,W,20:29,,1967.0,RI,16-30 Min,Citation,,Odor of Drugs/Alcohol,,False,True,True,M,Zone K2,Equipment/Inspection Violation,True,White,Zone K2,Equipment,39.0,RI-2006-12789,900
False,,2006-06-04,W,23:45,,1985.0,RI,16-30 Min,Citation,,,,True,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,21.0,RI-2006-25518,900
False,,2005-10-08,W,14:15,,1966.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X4,Speeding,False,White,Zone X4,Speeding,39.0,RI-2005-01325,500
False,,2006-06-09,W,13:53,,1940.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,66.0,RI-2006-26302,300
False,,2006-01-18,B,23:30,,1978.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Speeding,False,Black,Zone X4,Speeding,28.0,RI-2006-03270,500
False,,2006-03-13,W,16:22,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,23.0,RI-2006-11810,600
False,,2005-11-18,W,14:55,,1987.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,18.0,RI-2005-07896,600
False,,2006-05-10,B,16:15,,1974.0,RI,16-30 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,Black,Zone K3,Speeding,32.0,RI-2006-21315,300
False,,2005-12-18,W,00:15,,1982.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,23.0,RI-2005-12272,200
False,,2006-02-19,W,06:30,,1949.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,White,Zone X3,Speeding,57.0,RI-2006-08311,200
False,,2005-12-31,B,12:30,,1984.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X4,Registration Violation,False,Black,Zone X4,Registration/plates,21.0,RI-2005-14002,500
False,,2005-10-01,W,00:25,,1978.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,27.0,RI-2005-00172,900
False,,2006-02-24,H,11:20,,1974.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K2,Speeding,False,Hispanic,Zone K2,Speeding,32.0,RI-2006-09143,900
False,,2006-01-02,B,10:00,,1979.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K3,Speeding,False,Black,Zone K3,Speeding,27.0,RI-2006-00180,300
False,,2006-04-27,W,22:40,,1970.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K3,Speeding,False,White,Zone K3,Speeding,36.0,RI-2006-19366,300
False,,2006-03-13,W,14:11,,1978.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone X3,Speeding,False,White,Zone X3,Speeding,28.0,RI-2006-11790,200
False,,2006-01-29,I,21:26,,1970.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X4,Speeding,False,Asian,Zone X4,Speeding,36.0,RI-2006-05301,500
False,,2005-11-20,W,01:30,,1982.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Other Traffic Violation,False,White,Zone X3,Moving violation,23.0,RI-2005-08142,200
False,,2006-05-09,W,01:00,,1979.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,27.0,RI-2006-21108,900
False,,2006-02-07,W,10:00,,1941.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K3,Speeding,False,White,Zone K3,Speeding,65.0,RI-2006-06620,300
False,,2006-04-24,I,15:13,,1974.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K3,Speeding,False,Asian,Zone K3,Speeding,32.0,RI-2006-18777,300
False,,2005-10-01,W,18:13,,1969.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,36.0,RI-2005-00269,600
False,,2005-11-26,W,07:55,,1983.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone K2,Speeding,False,White,Zone K2,Speeding,22.0,RI-2005-09002,900
False,,2006-01-22,W,09:26,,1987.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,19.0,RI-2006-03943,600
False,,2005-11-11,W,22:50,,1987.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,18.0,RI-2005-06842,600
False,,2005-11-23,W,15:55,,1979.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X4,Registration Violation,False,White,Zone X4,Registration/plates,26.0,RI-2005-08616,500
False,,2005-10-16,W,23:55,,1957.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone K1,Speeding,False,White,Zone K1,Speeding,48.0,RI-2005-02252,600
False,,2006-04-21,W,14:45,,1973.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone K1,Speeding,False,White,Zone K1,Speeding,33.0,RI-2006-18250,600
False,,2006-05-27,B,23:00,,1982.0,RI,0-15 Min,Citation,,,,False,False,False,F,Zone X3,Other Traffic Violation,False,Black,Zone X3,Moving violation,24.0,RI-2006-24050,200
False,,2006-04-01,I,07:23,,1975.0,RI,0-15 Min,Citation,,,,False,False,False,M,Zone X3,Speeding,False,Asian,Zone X3,Speeding,31.0,RI-2006-14895,200
False,,2006-02-09,W,11:15,,1946.0,RI,0-15 Min,Citation,,,,True,False,False,M,Zone X4,Speeding,False,White,Zone X4,Speeding,60.0,RI-2006-06920,500
False,,2006-05-07,I,09:30,,1978.0,RI,0-15 Min,Citation,,,,True,False,False,F,Zone K1,Speeding,False,Asian,Zone K1,Speeding,28.0,RI-2006-20920,600
