store_id,hub_id,store_name,store_segment,store_plan_price,store_latitude,store_longitude
3920,25,PUPALUGALA,FOOD,49,-23.570765,-46.642043
3930,16,PALLO MZU GRALA,FOOD,49.9,-23.020709,-43.4897
3935,75,MRAIRAEMA ,FOOD,49,-25.4351398,-49.28966
3936,85,MIUMSAU ,FOOD,49,-23.51525271,-46.6183535
3937,44,MRAIRAEMA ,FOOD,49,-25.4351398,-49.3167883
3938,44,SFAZI GRALA,FOOD,49,-25.4351398,-49.3167883
3943,44,GARIOLIS ,FOOD,49,-25.4351398,-49.3167883
3961,20,OULU! RUSACIMI ,FOOD,49.9,-22.996848,-43.361197
3965,28,PAZZI ZUM ,FOOD,49.9,-23.595775,-46.685984
3966,85,PAZZI ZUM ,FOOD,49.9,-23.51525271,-46.6183535
3968,85,POILA ,FOOD,49,-23.5133533,-46.6183535
3973,85,GRIME CRU ,GOOD,29.9,-23.5133533,-46.6183535
3984,85,VAOU SIUOUVUA,FOOD,49,-23.5133533,-46.6183535
3986,85,VUGIM LIVURS ,FOOD,49,-23.5155164,-46.6183535
3987,85,POI ILARUMUIMOI ,FOOD,49,-23.5133533,-46.6183535
3995,85,USIFLUS ,GOOD,29,-23.51525271,-46.6183535
3996,85,PASCIAMU ,FOOD,49,-23.51525271,-46.6183535
4002,43,IMIA VAMOI RISI ,FOOD,49,-25.4412212,-49.27769
4003,85,EA POILI ,FOOD,49,-23.51525271,-46.6183535
4009,33,CILVAM GLUAM ,GOOD,29.9,-23.579067,-46.594006
4012,13,CICI PIRPU ,FOOD,0,-22.887521,-43.283366
4015,37,GARIOLIS ,FOOD,49,-23.507105,-46.718197
4016,85,FACZAPS ,FOOD,49,-23.51525271,-46.6183535
4022,18,RALGLIMEAI ,FOOD,49,-22.94733,-43.183534
4023,8,RALGLIMEAI ,FOOD,49,-22.921475,-43.234822
4025,37,RIARIZAMI ,FOOD,49.9,-23.507105,-46.718197
4026,25,RIARIZAMI ,FOOD,49.9,-23.570765,-46.642043
4058,85,MICI PULA,FOOD,49,-23.51525271,-46.6183535
4064,85,I CRUPURAI ,FOOD,49,-23.5133533,-46.6183535
4072,44,SUCOI LIMTRAS ,FOOD,49,-25.4351398,-49.3167883
4097,51,SMITAUR SMUIGZIUSU ,FOOD,49,-22.927336,-43.572533
4105,8,SZIPUAMG MASUCI ,GOOD,,-22.92706,-43.2385163
4109,17,SZIPUAMG RUMRI SIMUI CRUZ ,GOOD,,-23.598468,-46.636687
4110,31,SZIPUAMG SIREAR SUA,GOOD,,-23.6308517,-46.735398
4121,21,PIEO FIR SURU ,GOOD,29,-23.550407,-46.721291
4132,43,RIMI CURVUSUARI ,FOOD,49,-25.4412212,-49.27769
4139,86,MIAOIMG ,FOOD,49,-23.54150197,-46.57671799
4142,18,CIRIROI U CAI ,FOOD,49.9,-22.94733,-43.183534
4151,85,OIGPUARO ,FOOD,49.9,-23.5133533,-46.6184904
4153,44,PIP CIRM GIUARUM ,FOOD,49,-25.4351398,-49.3167883
4157,51,IARIZOR FAM ,GOOD,49,-22.927336,-43.572533
4159,29,OIGPUARO ,FOOD,49.9,-23.561053,-46.558976
4161,26,ZIPU ,GOOD,29,-23.563758,-46.652621
4164,26,IMUAS ,GOOD,29,-23.563758,-46.652621
4165,26,IMICIPRA ,GOOD,29,-23.563758,-46.652621
4167,26,STRAMZ ,GOOD,29,-23.563758,-46.652621
4170,26,ZIAGIA ,GOOD,29,-23.563758,-46.652621
4171,26,MRICA E FAULE ,GOOD,29.9,-23.563758,-46.652621
4181,26,ZIVIAIMIS ,GOOD,29,-23.563758,-46.652621
4184,26,LUPI ,GOOD,29,-23.563758,-46.652621
4195,26,IRUZZI ,GOOD,29,-23.563758,-46.652621
4199,26,I PIMACIRAI ,GOOD,29,-23.563758,-46.652621
4200,8,OIGIPUARRO ,FOOD,49,-22.921475,-43.234822
4201,85,ZIVIMUI ,GOOD,49,-23.5133533,-46.6184904
4202,26,RAZIPAO ,GOOD,29,-23.563758,-46.652621
4203,22,IRULAU CRUPURAU ,FOOD,49,-23.001696,-43.386494
4204,22,SIZI FOIE ERAMGS ,FOOD,49,-23.001696,-43.386494
4206,85,USPUMI RIMAI ,FOOD,49,-23.5133533,-46.6184904
4207,16,ARE PIMUAUR ,FOOD,49,-23.020709,-43.4897
4208,26,MAP MIP ,GOOD,29,-23.563758,-46.652621
4210,33,RCOUMILES ,FOOD,,-23.579067,-46.594006
4211,29,RCOUMILES ,FOOD,,-23.561053,-46.558976
4213,17,RCOUMILES ,FOOD,,-23.599551,-46.636755
4214,44,RCOUMILES ,FOOD,,-25.4351398,-49.3167883
4243,85,IMO IMO ,GOOD,29,-23.5133533,-46.6184904
4245,33,ZAMZIMU ,GOOD,29,-23.579067,-46.594006
4255,85,URPIRAI VAGMIRIZZA ,GOOD,49,-23.5133533,-46.6184904
4262,85,CIPIOURMU ,GOOD,29,-23.5133533,-46.6184904
4264,85,SALITO ,GOOD,29.9,-23.5133533,-46.6184904
4266,75,SALITO ,GOOD,29.9,-25.477073,-49.28966
4271,17,RAMA GILZIMU ,FOOD,49,-23.599551,-46.636755
4272,75,ILACU SILIZIR ,GOOD,29,-25.477073,-49.28966
4292,75,P PAZZI ,FOOD,49,-25.477073,-49.28966
4296,85,MZU PIEO SZIP ,GOOD,29,-23.5133533,-46.6184904
4299,21,ZISARIS ,GOOD,29.9,-23.550407,-46.721291
4300,33,SIM RIRZIMI ,FOOD,49.9,-23.579067,-46.594006
4302,42,IMIA VAMOI RISI ,FOOD,49,-25.438766,-49.266532
4305,20,RCOUMILES ,FOOD,0,-22.996848,-43.361197
4314,25,RCOUMILES ,FOOD,,-23.570765,-46.642043
4315,27,RCOUMILES ,FOOD,0,-23.622995,-46.699204
4316,43,RCOUMILES ,FOOD,0,-25.4412212,-49.27769
4317,85,PIRPALA ,GOOD,29,-23.5133533,-46.6184904
4320,21,CAI RIRAMARI ,GOOD,29,-23.550407,-46.721291
4328,27,LUPI ,GOOD,29,-23.622995,-46.699204
4329,55,MUSPUO SMIRU ,GOOD,1,-23.5217758,-46.6241516
4334,44,SILSI GRALA,FOOD,,-25.4351398,-49.3167883
4335,20,PASCIAMU ,FOOD,49,-22.996848,-43.361197
4336,26,MAR ,GOOD,29,-23.563758,-46.652621
4344,31,CIRACIOU ,GOOD,1,-23.631835,-46.735203
4347,36,CIRACIOU ,GOOD,1,-30.085743,-51.245997
4348,28,CIRACIOU ,GOOD,1,-23.595775,-46.685984
4352,35,CIRACIOU ,GOOD,1,-22.97315,-43.370811
4354,33,RUA DA RIMU ,FOOD,49.9,-23.579067,-46.594006
4355,13,CIRACIOU ,GOOD,1,-22.887521,-43.283366
4373,86,MICI PULA,FOOD,49,-23.54150197,-46.57671799
4386,28,SALITO ,GOOD,29.9,-23.595775,-46.685984
4388,29,RIOPULLAMU ,GOOD,29.9,-23.561053,-46.558976
4389,85,RUMAR ,GOOD,1,-23.5133533,-46.6184904
4396,85,LAZ ,GOOD,29,-23.5133533,-46.6184904
4398,37,ILACU SILIZIR ,GOOD,29,-23.507105,-46.718197
4402,51,PIMUCI DA RIMILI ,FOOD,49,-22.927336,-43.572533
4403,13,GIPUMZIGUM QSQ  ,GOOD,29,-22.887521,-43.283366
4434,35,GIPUMZIGUM ,GOOD,49,-22.97315,-43.370811
4439,75,IMI MURUZI ,GOOD,49,-25.477073,-49.28966
4440,75,CICIU SZIS ,GOOD,49,-25.477073,-49.28966
4441,35,RIRASIA,GOOD,29,-22.97315,-43.370811
4442,35,CIMSMIMCU ,GOOD,29,-22.97315,-43.370811
4443,75,GIPUMZIGUM ,GOOD,49,-25.477073,-49.28966
4447,35,LU PISMATRA ,GOOD,,-22.97315,-43.370811
4448,35,ZIPU ,GOOD,29,-22.97315,-43.370811
4449,35,CUMOIARAS ,GOOD,29,-22.97315,-43.370811
4451,13,CZALLA PUIMS ,GOOD,49.9,-22.887521,-43.283366
4452,43,GIPUMZIGUM ,GOOD,49,-25.4412212,-49.27769
4453,42,GIPUMZIGUM ,GOOD,49,-25.438766,-49.266532
4459,13,GAESMIG ,GOOD,29,-22.887521,-43.283366
4462,37,RIRIMI ,GOOD,29,-23.507105,-46.531521
4467,37,MAP MIP ,GOOD,29.9,-23.507105,-46.718197
4483,85,SIGO ,GOOD,29,-23.5133533,-46.6184904
4484,35,VAI RAI ,GOOD,29,-22.97315,-43.370811
4488,36,RIARI RAI ,FOOD,49,-30.085743,-51.245997
4489,29,LALACI E MAGIR ,GOOD,,-23.561053,-46.558976
4491,13,MIRMU SZIPUAMG ,GOOD,,-22.8874999,-43.2848835
4498,85,ARIGAMIRAUR ,GOOD,49,-23.5133533,-46.6184904
4510,33,OIGPUARO ,FOOD,,-23.579067,-46.594006
4512,20,CIRIROI U CAI ,FOOD,49.9,-22.996848,-43.361197
4524,35,RALIM ,GOOD,29,-22.97315,-43.370811
4531,37,IRMURAZI SIAIS ,GOOD,49,-23.507105,-46.718197
4553,85,CIARUM SMUOLUMS ,GOOD,,-23.5133533,-46.6184904
4556,37,RIMAI EU TRAPRISCI ,FOOD,49,-23.507105,-46.718197
4558,86,MIAF ,GOOD,49,-23.54150197,-46.57671799
4559,85,MIAF ,GOOD,49,-23.5133533,-46.6184904
4564,25,ZIVIMUI ,GOOD,49,-23.570765,-46.642043
4567,85,PUGUM ,GOOD,49,-23.5133533,-46.6184904
4568,85,SAEUSILG ,GOOD,49,-23.5133533,-46.6184904
4572,85,RIRO RIUGU ,GOOD,49,-23.5133533,-46.6184904
4585,85,IRUZZI ,GOOD,49,-23.5133533,-46.6184904
4587,85,PIPUARIGAI ,GOOD,49,-23.5133533,-46.6184904
4596,44,LUAZI PIRCULIS ,GOOD,29,-25.4351398,-49.3167883
4605,85,USPIMI PRIMI ,GOOD,49,-23.5133533,-46.6184904
4611,36,SUSZAIGA ,FOOD,49,-30.085743,-51.245997
4624,27,RUMAR ,GOOD,0,-23.622995,-46.699204
4625,8,RUMAR ,GOOD,0,-22.921475,-43.234822
4637,16,AR TRAMUO ,FOOD,,-23.020709,-43.4897
4645,44,AIEMAMIMU UM PRIVUMCU ,GOOD,29.9,-25.4351398,-49.3167883
4648,86,ILAPIARUGAIMI ,FOOD,49.9,-23.54150197,-46.57671799
4650,25,CICI PIRPU ,FOOD,0,-23.570765,-46.642043
4660,85,CIRUMOI ,GOOD,49.9,-23.5133533,-46.6184904
4664,29,CIRUMOI ,GOOD,49,-23.561053,-46.558976
4669,21,CIRUMOI ,GOOD,29,-23.550407,-46.721291
4671,25,CIRUMOI ,GOOD,49.9,-23.570765,-46.642043
4675,13,SIMUI LIMOI ,GOOD,29,-22.887521,-43.283366
4676,75,PAMACIS ,GOOD,49.9,-25.477073,-49.28966
4679,85,PIGUE PIPACO ,FOOD,49.9,-23.5133533,-46.6184904
