rank,title,name,ticker,url,hq,sector,industry,employees,revenues,revenues_change,profits,profits_change,assets,equity
322,Tenneco,Tenneco Inc.,TEN,http://www.tenneco.com,"Lake Forest, IL",Motor Vehicles & Parts,Motor Vehicles and Parts,31000,8599,4.8,363,47,4342,588
323,O’Reilly Automotive,"O'Reilly Automotive, Inc.",ORLY,http://www.oreillyauto.com,"Springfield, MO",Retailing,Specialty Retailers: Other,58397,8593,7.9,1037.7,11.4,7204,1627
324,Peter Kiewit Sons’,"Peter Kiewit Sons', Inc.",NA,http://www.kiewit.com,"Omaha, NE",Engineering & Construction,"Engineering, Construction",20000,8573,-4.7,396,57.8,6179,3268
325,United Natural Foods,"United Natural Foods, Inc.",UNFI,http://www.unfi.com,"Providence, RI",Wholesalers,Wholesalers: Food and Grocery,9554,8470,3.5,125.8,-9.3,2852,1520
326,salesforce.com,"salesforce.com, inc.",CRM,http://www.salesforce.com,"San Francisco, CA",Technology,Computer Software,25000,8392,25.9,179.6,NA,17585,7500
327,Boston Scientific,Boston Scientific Corporation,BSX,http://www.bostonscientific.com,"Marlborough, MA",Health Care,Medical Products and Equipment,27000,8386,12.2,347,NA,18096,6733
328,Newmont Mining,Newmont Mining Corporation,NEM,http://www.newmont.com,"Greenwood Village, CO",Energy,"Mining, Crude-Oil Production",12438,8379,8.4,-627,-385,21031,10721
329,Genworth Financial,"Genworth Financial, Inc.",GNW,http://www.genworth.com,"Richmond, VA",Financials,"Insurance: Life, Health (Stock)",3400,8369,-9.5,-277,NA,104658,12644
330,Live Nation Entertainment,"Live Nation Entertainment, Inc.",LYV,http://www.livenationentertainment.com,"Beverly Hills, CA",Media,Entertainment,11500,8355,15.3,2.9,NA,6764,1126
331,Veritiv,Veritiv Corp,VRTV,http://www.veritivcorp.com,"Atlanta, GA",Wholesalers,Wholesalers: Diversified,8700,8327,-4.5,21,-21.3,2484,542
332,News Corp.,News Corporation,NWSA,http://www.newscorp.com,"New York, NY",Media,"Publishing, Printing",24000,8319,-3.6,179,NA,15483,11564
333,Crown Holdings,"Crown Holdings, Inc.",CCK,http://www.crowncork.com,"Philadelphia, PA",Materials,"Packaging, Containers",23992,8284,-5.5,496,26.2,9599,366
334,Global Partners,Global Partners LP,GLP,http://www.globalp.com,"Waltham, MA",Wholesalers,Wholesalers: Diversified,1770,8240,-20.1,-199.4,-557.8,2564,393
335,PVH,PVH Corp.,PVH,http://www.pvh.com,"New York, NY",Apparel,Apparel,26650,8203,2.3,549,-4.1,11068,4805
336,Level 3 Communications,"Level 3 Communications, Inc.",LVLT,http://www.level3.com,"Broomfield, CO",Telecommunications,Telecommunications,12600,8172,-0.7,677,-80.3,24888,10917
337,Navistar International,Navistar International Corporation,NAV,http://www.navistar.com,"Lisle, IL",Industrials,Construction and Farm Machinery,11300,8111,-20,-97,NA,5653,-5298
338,Univar,Univar Inc.,UNVR,http://www.univar.com,"Downers Grove, IL",Wholesalers,Wholesalers: Diversified,8700,8074,-10.1,-68.4,-514.5,5390,810
339,Campbell Soup,Campbell Soup Company,CPB,http://www.campbellsoupcompany.com,"Camden, NJ","Food, Beverages & Tobacco",Food Consumer Products,16500,7961,-1.5,563,-18.5,7837,1525
340,Dick’s Sporting Goods,"Dick's Sporting Goods, Inc.",DKS,http://www.dicks.com,"Coraopolis, PA",Retailing,Specialty Retailers: Other,27550,7922,9,287.4,-13,4058,1930
341,Weyerhaeuser,Weyerhaeuser Company,WY,http://www.weyerhaeuser.com,"Seattle, WA",Materials,Forest and Paper Products,10400,7902,11.6,1027,103,19243,9180
342,Mutual of Omaha Insurance,Mutual of Omaha Insurance Company,NA,http://www.mutualofomaha.com,"Omaha, NE",Financials,"Insurance: Life, Health (Stock)",5732,7899,9.2,356.6,7.1,38465,5618
343,Chesapeake Energy,Chesapeake Energy Corporation,CHK,http://www.chk.com,"Oklahoma City, OK",Energy,"Mining, Crude-Oil Production",3300,7872,-38.3,-4401,NA,13028,-1460
344,Anadarko Petroleum,Anadarko Petroleum Corporation,APC,http://www.anadarko.com,"The Woodlands, TX",Energy,"Mining, Crude-Oil Production",4500,7869,-9.5,-3071,NA,45564,12212
345,Interpublic Group,"The Interpublic Group of Companies, Inc.",IPG,http://www.interpublic.com,"New York, NY",Business Services,"Advertising, Marketing",49800,NA,3.1,608.5,33.9,12485,2017
346,J.M. Smucker,The J.M. Smucker Company,SJM,http://www.jmsmucker.com,"Orrville, OH","Food, Beverages & Tobacco",Food Consumer Products,6910,7811,37.2,688.7,99.7,15984,7009
347,Steel Dynamics,"Steel Dynamics, Inc.",STLD,http://www.steeldynamics.com,"Fort Wayne, IN",Materials,Metals,7695,7777,2.4,382.1,NA,6424,2927
348,Foot Locker,"Foot Locker, Inc.",FL,http://www.footlocker-inc.com,"New York, NY",Retailing,Specialty Retailers: Apparel,32965,7766,4.8,664,22.7,3840,2710
349,Western Refining,"Western Refining, Inc.",NA,http://www.wnr.com,"El Paso, TX",Energy,Petroleum Refining,7134,7743,-20.9,124.9,-69.3,5560,1697
350,SpartanNash,SpartanNash Company,SPTN,http://www.spartannash.com,"Byron Center, MI",Wholesalers,Wholesalers: Food and Grocery,11500,7735,1.1,56.8,-9.4,1930,825
351,Dean Foods,Dean Foods Company,DF,http://www.deanfoods.com,"Dallas, TX","Food, Beverages & Tobacco",Food Consumer Products,17000,7710,-5.1,119.9,NA,2606,611
352,Zimmer Biomet Holdings,"Zimmer Biomet Holdings, Inc.",ZBH,http://www.zimmerbiomet.com,"Warsaw, IN",Health Care,Medical Products and Equipment,18500,7684,28.1,305.9,108.1,26684,9669
353,PulteGroup,"PulteGroup, Inc.",PHM,http://www.pultegroupinc.com,"Atlanta, GA",Engineering & Construction,Homebuilders,4623,7669,28.2,602.7,22,10178,4659
354,W.R. Berkley,W.R. Berkley Corporation,WRB,http://www.wrberkley.com,"Greenwich, CT",Financials,Insurance: Property and Casualty (Stock),7608,7654,6.2,601.9,19.5,23365,5047
355,Quanta Services,"Quanta Services, Inc.",PWR,http://www.quantaservices.com,"Houston, TX",Engineering & Construction,"Engineering, Construction",28100,7651,0.2,198.4,-36.2,5354,3339
356,EOG Resources,"EOG Resources, Inc.",EOG,http://www.eogresources.com,"Houston, TX",Energy,"Mining, Crude-Oil Production",2650,7651,-12.6,-1096.7,NA,29459,13982
357,Charles Schwab,The Charles Schwab Corporation,SCHW,http://www.aboutschwab.com,"San Francisco, CA",Financials,Securities,16200,7644,17.6,1889,30.5,223383,16421
358,Eversource Energy,Eversource Energy,ES,http://www.eversource.com,"Springfield, MA",Energy,Utilities: Gas and Electric,7762,7639,-4,942.3,7.3,32053,10712
359,Anixter International,Anixter International Inc.,AXE,http://www.anixter.com,"Glenview, IL",Wholesalers,Wholesalers: Electronics and Office Equipment,8900,7625,15.6,120.5,-5.6,4094,1292
360,EMCOR Group,"EMCOR Group, Inc.",EME,http://www.emcorgroup.com,"Norwalk, CT",Engineering & Construction,"Engineering, Construction",31000,7552,12.3,181.9,5.6,3894,1537
361,Assurant,"Assurant, Inc.",AIZ,http://www.assurant.com,"New York, NY",Financials,Insurance: Property and Casualty (Stock),14700,7532,-27.1,565.4,299.4,29709,4098
362,CenterPoint Energy,"CenterPoint Energy, Inc.",CNP,http://www.centerpointenergy.com,"Houston, TX",Energy,Utilities: Gas and Electric,7727,7528,1.9,432,NA,21829,3460
363,Harris,Harris Corporation,HRS,http://www.harris.com,"Melbourne, FL",Technology,Network and Other Communications Equipment,21000,7527,48.1,324,-3,11996,3056
364,HD Supply Holdings,"HD Supply Holdings, Inc.",HDS,http://www.hdsupply.com,"Atlanta, GA",Wholesalers,Wholesalers: Diversified,14000,7524,-14.3,196,-86.7,5707,960
365,PPL,PPL Corporation,PPL,http://www.pplweb.com,"Allentown, PA",Energy,Utilities: Gas and Electric,12689,7517,-2,1902,178.9,38315,9899
366,Quest Diagnostics,Quest Diagnostics Incorporated,DGX,http://www.questdiagnostics.com,"Madison, NJ",Health Care,Health Care: Pharmacy and Other Services,43000,7515,0.3,645,-9,10100,4628
367,Williams,"The Williams Companies, Inc.",WMB,http://www.williams.com,"Tulsa, OK",Energy,Energy,5604,7499,1.9,-424,NA,46835,4643
368,WEC Energy Group,"WEC Energy Group, Inc.",WEC,http://www.wecenergygroup.com,"Milwaukee, WI",Energy,Utilities: Gas and Electric,8074,7472,26.1,939,47.1,30123,8930
369,Hershey,The Hershey Company,HSY,http://www.thehersheycompany.com,"Hershey, PA","Food, Beverages & Tobacco",Food Consumer Products,17140,7440,0.7,720,40.4,5524,786
370,AGCO,AGCO Corporation,AGCO,http://www.agcocorp.com,"Duluth, GA",Industrials,Construction and Farm Machinery,19795,7411,-0.8,160.1,-39.9,7168,2776
371,Ralph Lauren,Ralph Lauren Corporation,RL,http://www.ralphlauren.com,"New York, NY",Apparel,Apparel,20500,7405,-2.8,396,-43.6,6213,3744
372,Masco,Masco Corporation,MAS,http://www.masco.com,"Taylor, MI",Household Products,"Home Equipment, Furnishings",26000,7357,-6.9,491,38.3,5137,-298
373,WESCO International,"WESCO International, Inc.",WCC,http://www.wesco.com,"Pittsburgh, PA",Wholesalers,NA,9000,7336,-2.4,101.6,-51.8,4491,2013
374,LifePoint Health,"LifePoint Health, Inc.",LPNT,http://www.lifepointhealth.net,"Brentwood, TN",Health Care,Health Care: Medical Facilities,47000,7274,20.9,121.9,-33,6319,2180
375,National Oilwell Varco,"National Oilwell Varco, Inc.",NOV,http://www.nov.com,"Houston, TX",Energy,"Oil and Gas Equipment, Services",36384,7251,-50.9,-2412,NA,21140,13940
376,Kindred Healthcare,"Kindred Healthcare, Inc.",KND,http://www.kindredhealthcare.com,"Louisville, KY",Health Care,Health Care: Medical Facilities,76650,7227,1.8,-664.2,NA,6113,813
377,Mosaic,The Mosaic Company,MOS,http://www.mosaicco.com,"Plymouth, MN",Chemicals,NA,8700,7163,-19.5,297.8,-70.2,16841,9585
378,Alliance Data Systems,Alliance Data Systems Corporation,ADS,http://www.alliancedata.com,"Plano, TX",Business Services,Financial Data Services,17000,7138,10.8,515.8,-13.5,25514,1658
379,Computer Sciences,Computer Sciences Corporation,NA,http://www.dxc.technology,"Tysons, VA",Technology,Information Technology Services,59000,7106,-41.7,251,12450,7736,2025
380,Huntington Ingalls Industries,"Huntington Ingalls Industries, Inc.",HII,http://www.huntingtoningalls.com%20,"Newport News, VA",Aerospace & Defense,Aerospace and Defense,37000,7068,0.7,573,41.8,6352,1653
381,Leidos Holdings,"Leidos Holdings, Inc.",LDOS,http://www.leidos.com,"Reston, VA",Technology,Information Technology Services,32000,7043,38.5,244,-3.9,9132,3135
382,Erie Insurance Group,Erie Insurance Group,NA,http://www.erieinsurance.com,"Erie, PA",Financials,Insurance: Property and Casualty (Mutual),4988,7016,5.7,741.9,10.7,18417,8528
383,Tesla,"Tesla, Inc.",TSLA,http://www.tesla.com,"Palo Alto, CA",Motor Vehicles & Parts,Motor Vehicles and Parts,30025,7000,73,-674.9,NA,22664,4753
384,Ascena Retail Group,"Ascena Retail Group, Inc.",ASNA,http://www.ascenaretail.com,"Mahwah, NJ",Retailing,Specialty Retailers: Apparel,41000,6995,45.6,-11.9,NA,5506,1863
385,Darden Restaurants,"Darden Restaurants, Inc.",DRI,http://www.darden.com,"Orlando, FL","Hotels, Restaurants & Leisure",Food Services,150942,6934,-3.2,375,-47.1,4583,1952
386,Harman International Industries,"Harman International Industries, Incorporated",NA,http://www.harman.com,"Stamford, CT",Industrials,"Electronics, Electrical Equipment",26000,6912,12.3,361.7,5.6,6054,2453
387,Nvidia,NVIDIA Corporation,NVDA,http://www.nvidia.com,"Santa Clara, CA",Technology,Semiconductors and Other Electronic Components,10299,6910,37.9,1666,171.3,9841,5762
388,R.R. Donnelley & Sons,R.R. Donnelley & Sons Company,RRD,http://www.rrdonnelley.com,"Chicago, IL",Media,"Publishing, Printing",44360,6896,-38.7,-495.9,-428.2,4285,-106
389,Fifth Third Bancorp,Fifth Third Bancorp,FITB,http://www.53.com,"Cincinnati, OH",Financials,Commercial Banks,17844,6889,-2,1564,-8.6,142177,16205
390,Quintiles IMS Holdings,"Quintiles IMS Holdings, Inc.",Q,http://www.quintilesims.com,"Durham, NC",Health Care,Health Care: Pharmacy and Other Services,50000,6878,19.9,115,-70.3,21208,8633
391,Jones Lang LaSalle,Jones Lang LaSalle Incorporated,JLL,http://www.jll.com,"Chicago, IL",Financials,Real Estate,77300,6804,14,318.2,-27.5,7629,2790
392,Dover,Dover Corporation,DOV,http://www.dovercorporation.com,"Downers Grove, IL",Industrials,Industrial Machinery,29000,6794,-3.3,508.9,-41.5,10116,3800
393,Spirit AeroSystems Holdings,"Spirit AeroSystems Holdings, Inc.",SPR,http://www.spiritaero.com,"Wichita, KS",Aerospace & Defense,Aerospace and Defense,14400,6793,2.2,469.7,-40.4,5405,1928
394,Ryder System,"Ryder System, Inc.",R,http://www.ryder.com,"Miami, FL",Transportation,"Trucking, Truck Leasing",34500,6787,3.3,262.5,-13.9,10903,2052
395,A-Mark Precious Metals,"A-Mark Precious Metals, Inc.",AMRK,http://www.amark.com,"Santa Monica, CA",Materials,Miscellaneous,83,6784,11.8,9.3,31.5,437,63
396,Tractor Supply,Tractor Supply Company,TSCO,http://www.tractorsupply.com,"Brentwood, TN",Retailing,Specialty Retailers: Other,19500,6780,8.9,437.1,6.5,2675,1453
397,Sealed Air,Sealed Air Corporation,SEE,http://www.sealedair.com,"Charlotte, NC",Materials,"Packaging, Containers",23000,6778,-3.6,486.4,45,7389,610
398,Auto-Owners Insurance,Auto-Owners Insurance Group,NA,http://www.auto-owners.com,"Lansing, MI",Financials,NA,4737,6775,4,706.3,-13.4,21571,9690
399,Yum China Holdings,"Yum China Holdings, Inc.",YUMC,http://ir.yumchina.com,"Plano, TX","Hotels, Restaurants & Leisure",Food Services,420000,6752,4,502,NA,3727,2377
400,Calpine,Calpine Corporation,CPN,http://www.calpine.com,"Houston, TX",Energy,Energy,2372,6716,3.8,92,-60.9,19317,3268
401,Owens-Illinois,"Owens-Illinois, Inc.",OI,http://www.o-i.com,"Perrysburg, OH",Materials,"Packaging, Containers",27000,6702,8.9,209,54.8,9135,254
402,Targa Resources,Targa Resources Corp.,TRGP,http://www.targaresources.com,"Houston, TX",Energy,Pipelines,1970,6691,0.5,-187.3,-421.3,12871,5439
403,Jones Financial (Edward Jones),"The Jones Financial Companies, L.L.L.P.",JBLU,http://www.edwardjones.com,"Des Peres, MO",Financials,Securities,43000,6632,-0.9,746,-11,19424,2634
403,JetBlue Airways,JetBlue Airways Corporation,NA,http://www.jetblue.com,"Long Island City, NY",Transportation,Airlines,15986,6632,3.4,759,12.1,9487,4013
405,Franklin Resources,"Franklin Resources, Inc.",BEN,http://www.franklinresources.com,"San Mateo, CA",Financials,Securities,9059,6618,-16.7,1726.7,-15.2,16099,11936
406,Activision Blizzard,"Activision Blizzard, Inc.",ATVI,http://www.activisionblizzard.com,"Santa Monica, CA",Technology,Computer Software,9500,6608,41.7,966,8.3,17452,9119
407,J.B. Hunt Transport Services,"J.B. Hunt Transport Services, Inc.",JBHT,http://www.jbhunt.com,"Lowell, AR",Transportation,"Trucking, Truck Leasing",22190,6556,5.9,432.1,1.1,3829,1414
408,Constellation Brands,"Constellation Brands, Inc.",STZ,http://www.cbrands.com,"Victor, NY","Food, Beverages & Tobacco",Beverages,9000,6548,8.6,1054.9,25.7,16965,6560
409,NCR,NCR Corporation,NCR,http://www.ncr.com,"Duluth, GA",Technology,"Computers, Office Equipment",33500,6543,2.7,270,NA,7673,1542
410,Asbury Automotive Group,"Asbury Automotive Group, Inc.",ABG,http://www.asburyauto.com,"Duluth, GA",Retailing,"Automotive Retailing, Services",7900,6528,-0.9,167.2,-1.2,2336,280
411,American Financial Group,"American Financial Group, Inc.",AFG,http://www.afginc.com,"Cincinnati, OH",Financials,NA,7600,6498,5.7,649,84.4,55072,4916
412,Discovery Communications,"Discovery Communications, Inc.",DISCA,http://www.discoverycommunications.com,"Silver Spring, MD",Media,NA,7000,6497,1.6,1194,15.5,15758,5167
413,Berry Global Group,"Berry Global Group, Inc.",BERY,http://www.berryglobal.com,"Evansville, IN",Materials,"Packaging, Containers",21000,6489,32.9,236,174.4,7653,218
414,Sanmina,Sanmina Corporation,SANM,http://www.sanmina.com,"San Jose, CA",Technology,Semiconductors and Other Electronic Components,40178,6481,1.7,187.8,-50.2,3625,1610
415,CalAtlantic Group,"CalAtlantic Group, Inc.",CAA,http://www.calatlantichomes.com,"Arlington, VA",Engineering & Construction,Homebuilders,3055,6477,83,484.7,127,8709,4208
416,Dr Pepper Snapple Group,"Dr Pepper Snapple Group, Inc.",DPS,http://www.drpeppersnapplegroup.com,"Plano, TX","Food, Beverages & Tobacco",Beverages,20000,NA,2.5,847,10.9,9791,2134
417,Dillard’s,"Dillard's, Inc.",DDS,http://www.dillards.com,"Little Rock, AR",Retailing,General Merchandisers,30800,6418,-5,169.2,-37.2,3888,1717
418,HRG Group,"HRG Group, Inc.",HRG,http://www.hrggroup.com,"New York, NY",Household Products,Household and Personal Products,16021,6403,10.1,-198.8,NA,35793,638
419,CMS Energy,CMS Energy Corporation,CMS,http://www.cmsenergy.com,"Jackson, MI",Energy,Utilities: Gas and Electric,7750,6399,-0.9,551,5.4,21622,4253
420,Graybar Electric,"Graybar Electric Company, Inc.",NA,http://www.graybar.com,"St. Louis, MO",Wholesalers,Wholesalers: Diversified,8500,6385,4.5,93.1,2.2,2099,728
421,Builders FirstSource,"Builders FirstSource, Inc.",BLDR,http://www.bldr.com,"Dallas, TX",Materials,"Building Materials, Glass",14000,6367,78.6,144.3,NA,2910,310
422,Yum Brands,"Yum! Brands, Inc.",YUM,http://www.yum.com,"Louisville, KY","Hotels, Restaurants & Leisure",Food Services,90000,6366,-51.4,1619,25.2,5478,-5656
423,Casey’s General Stores,"Casey's General Stores, Inc.",CASY,http://www.caseys.com,"Ankeny, IA",Retailing,Specialty Retailers: Other,24724,6304,-10.6,226,25.1,2726,1084
424,Amphenol,Amphenol Corporation,APH,http://www.amphenol.com,"Wallingford, CT",Technology,Network and Other Communications Equipment,62000,6286,12.9,822.9,7.8,8499,3675
425,Oshkosh,Oshkosh Corporation,OSK,http://www.oshkoshcorporation.com,"Oshkosh, WI",Industrials,Construction and Farm Machinery,13800,6279,3,216.4,-5.7,4514,1977
426,iHeartMedia,"iHeartMedia, Inc.",IHRT,http://www.iheartmedia.com,"San Antonio, TX",Media,Entertainment,18700,6274,0.5,-296.3,NA,12862,-11021
427,TreeHouse Foods,"TreeHouse Foods, Inc.",THS,http://www.treehousefoods.com,"Oak Brook, IL","Food, Beverages & Tobacco",Food Consumer Products,16027,6175,92.6,-228.6,-298.9,6546,2503
428,Alleghany,Alleghany Corporation,Y,http://www.alleghany.com,"New York, NY",Financials,Insurance: Property and Casualty (Stock),3420,6131,22.6,456.9,-18.5,23757,7940
429,Expeditors International of Washington,"Expeditors International of Washington, Inc.",EXPD,http://www.expeditors.com,"Seattle, WA",Transportation,Transportation and Logistics,16000,6098,-7.8,430.8,-5.8,2791,1845
430,Avery Dennison,Avery Dennison Corporation,AVY,http://www.averydennison.com,"Glendale, CA",Materials,"Packaging, Containers",25000,6087,2,320.7,16.9,4396,926
431,Ameren,Ameren Corporation,AEE,http://www.ameren.com,"St. Louis, MO",Energy,Utilities: Gas and Electric,8629,6076,-0.4,653,3.7,24699,7103
432,Hanesbrands,Hanesbrands Inc.,HBI,http://www.hanes.com,"Winston-Salem, NC",Apparel,Apparel,67800,6063,5.8,539.4,25.8,6908,1224
433,Motorola Solutions,"Motorola Solutions, Inc.",MSI,http://www.motorolasolutions.com,"Chicago, IL",Technology,Network and Other Communications Equipment,14000,6038,6,560,-8.2,8463,-964
434,St. Jude Medical,"St. Jude Medical, Inc.",NA,http://www.abbott.com,"St. Paul, MN",Health Care,Medical Products and Equipment,18000,6004,8.4,734,-16.6,12578,4578
435,Harley-Davidson,"Harley-Davidson, Inc.",HOG,http://www.harley-davidson.com,"Milwaukee, WI",Transportation,Transportation Equipment,6000,5997,8.4,692.2,-8,9890,1920
436,Regions Financial,Regions Financial Corporation,RF,http://www.regions.com,"Birmingham, AL",Financials,Commercial Banks,22166,5967,5.2,1163,9.5,125968,16664
437,Intercontinental Exchange,"Intercontinental Exchange, Inc.",ICE,http://www.theice.com,"Atlanta, GA",Financials,Securities,5631,5958,27.3,1422,11.6,82003,15717
438,Alaska Air Group,"Alaska Air Group, Inc.",ALK,http://www.alaskaair.com,"Seattle, WA",Transportation,Airlines,19112,5931,5.9,814,-4,9962,2931
439,Old Republic International,Old Republic International Corporation,ORI,http://www.oldrepublic.com,"Chicago, IL",Financials,Insurance: Property and Casualty (Stock),8500,5901,2.3,466.9,10.6,18592,4472
440,Lam Research,Lam Research Corporation,LRCX,http://www.lamresearch.com,"Fremont, CA",Technology,Semiconductors and Other Electronic Components,7500,5886,11.9,914,39.4,12272,5895
441,AK Steel Holding,AK Steel Holding Corporation,AKS,http://www.aksteel.com,"West Chester, OH",Materials,Metals,8500,5883,-12.1,-7.8,NA,4036,-272
442,Rockwell Automation,"Rockwell Automation, Inc.",ROK,http://www.rockwellautomation.com,"Milwaukee, WI",Industrials,"Electronics, Electrical Equipment",22000,5880,-6.8,729.7,-11.8,7101,1990
443,Adobe Systems,Adobe Systems Incorporated,ADBE,http://www.adobe.com,"San Jose, CA",Technology,Computer Software,15706,5854,22.1,1168.8,85.7,12707,7425
444,Avon Products,"Avon Products, Inc.",AVP,http://www.avoninvestor.com,"Rye, NY",Household Products,Household and Personal Products,26400,5853,-18.4,-107.6,NA,3419,-848
445,Terex,Terex Corporation,TEX,http://www.terex.com,"Westport, CT",Industrials,Construction and Farm Machinery,18100,5841,-10.7,-176.1,-220.7,5007,1484.7
446,NVR,"NVR, Inc.",NVR,http://www.nvrinc.com,"Reston, VA",Engineering & Construction,Homebuilders,4900,5835,12.9,425.3,11.1,2644,1304
447,Dana,Dana Incorporated,DAN,http://www.dana.com,"Maumee, OH",Motor Vehicles & Parts,Motor Vehicles and Parts,24900,5826,-3.9,640,302.5,4860,1157
448,Realogy Holdings,Realogy Holdings Corp.,RLGY,http://www.realogy.com,"Madison, NJ",Financials,Real Estate,11800,5810,1.8,213,15.8,7421,2464
449,American Tower,American Tower Corporation,AMT,http://www.americantower.com,"Boston, MA",Telecommunications,Telecommunications,4507,5786,21.3,956.4,39.6,30879,6764
450,Packaging Corp. of America,Packaging Corporation of America,PKG,http://www.packagingcorp.com,"Lake Forest, IL",Materials,"Packaging, Containers",14000,5779,0.6,449.6,2.9,5777,1760
451,Citizens Financial Group,"Citizens Financial Group, Inc.",CFG,http://www.citizensbank.com,"Providence, RI",Financials,Commercial Banks,17600,5763,9.2,1045,24.4,149520,19747
452,United Rentals,"United Rentals, Inc.",URI,http://www.unitedrentals.com,"Stamford, CT",Business Services,Miscellaneous,12500,5762,-0.9,566,-3.2,11988,1648
453,Clorox,The Clorox Company,CLX,http://www.thecloroxcompany.com,"Oakland, CA",Household Products,Household and Personal Products,8000,5761,1.7,648,11.7,4518,297
454,Genesis Healthcare,"Genesis Healthcare, Inc.",GEN,http://www.genesishcc.com,"Kennett Square, PA",Health Care,NA,82000,5733,2,-64,NA,5779,-490
455,M&T Bank Corp.,M&T Bank Corporation,MTB,http://www.mtb.com,"Buffalo, NY",Financials,Commercial Banks,16487,5722,14.5,1315.1,21.8,123449,16487
456,Ingredion,Ingredion Incorporated,INGR,http://www.ingredion.com,"Westchester, IL","Food, Beverages & Tobacco",Food Production,11000,5704,1.5,484.9,20.6,5782,2565
457,UGI,UGI Corporation,UGI,http://www.ugicorp.com,"King of Prussia, PA",Energy,Energy,13105,5686,-15,364.7,29.8,10847,2851
458,Owens Corning,Owens Corning,OC,http://www.owenscorning.com,"Toledo, OH",Materials,"Building Materials, Glass",16000,5677,6.1,393,19.1,7741,3849
459,S&P Global,S&P Global Inc.,SPGI,http://www.spglobal.com,"New York, NY",Business Services,Financial Data Services,20000,5661,6.6,2106,82.2,8669,650
460,Markel,Markel Corporation,MKL,http://www.markelcorp.com,"Glen Allen, VA",Financials,Insurance: Property and Casualty (Stock),10900,5612,4.5,455.7,-21.8,25875,8461
461,Wyndham Worldwide,Wyndham Worldwide Corporation,WYN,http://www.wyndhamworldwide.com,"Parsippany, NJ","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",37800,5599,1.1,611,-0.2,9819,714
462,Arthur J. Gallagher,Arthur J. Gallagher & Co.,AJG,http://www.ajg.com,"Itasca, IL",Financials,Diversified Financials,24790,5595,3.8,414.4,16.1,11490,3597
463,Burlington Stores,"Burlington Stores, Inc.",BURL,http://www.burlingtonstores.com,"Burlington, NJ",Retailing,Specialty Retailers: Apparel,40000,5591,9,215.9,43.5,2575,-50
464,First American Financial,First American Financial Corporation,FAF,http://www.firstam.com,"Santa Ana, CA",Financials,Insurance: Property and Casualty (Stock),19531,5576,7.7,343,19.1,8832,3008
465,Symantec,Symantec Corporation,SYMC,http://www.symantec.com,"Mountain View, CA",Technology,Computer Software,11000,5568,-14.4,2488,183.4,11767,3676
466,Patterson,"Patterson Companies, Inc.",PDCO,http://www.pattersoncompanies.com,"St. Paul, MN",Wholesalers,Wholesalers: Health Care,7000,5555,27,187.2,-16.2,3521,1442
467,Olin,Olin Corporation,OLN,http://www.olin.com,"Clayton, MO",Chemicals,Chemicals,6400,5551,94.5,-3.9,NA,8763,2273
468,NetApp,"NetApp, Inc.",NTAP,http://www.netapp.com,"Sunnyvale, CA",Technology,Computer Peripherals,12030,5546,-9.4,229,-59.1,10037,2881
469,Raymond James Financial,"Raymond James Financial, Inc.",RJF,http://www.raymondjames.com,"St. Petersburg, FL",Financials,Securities,11900,5520,4,529.4,5.4,31594,4914
470,TravelCenters of America,TravelCenters of America LLC,TA,http://www.ta-petrol.com,"Westlake, OH",Retailing,Specialty Retailers: Other,20259,5511,-5.8,-2,-107.3,1660,552
471,Fiserv,"Fiserv, Inc.",FISV,http://www.fiserv.com,"Brookfield, WI",Business Services,Financial Data Services,23000,5505,4.8,930,30.6,9743,2541
472,Host Hotels & Resorts,"Host Hotels & Resorts, Inc.",HST,http://www.hosthotels.com,"Bethesda, MD",Financials,Real Estate,220,5488,1.9,762,36.6,11408,6994
473,Insight Enterprises,"Insight Enterprises, Inc.",NSIT,http://www.insight.com,"Tempe, AZ",Wholesalers,Wholesalers: Electronics and Office Equipment,5930,5486,2.1,84.7,11.7,2219,713
474,Mattel,"Mattel, Inc.",MAT,http://www.mattel.com,"El Segundo, CA",Household Products,"Toys, Sporting Goods",32000,5457,-4.3,318,-13.9,6494,2408
475,AmTrust Financial Services,"AmTrust Financial Services, Inc.",AFSI,http://www.amtrustgroup.com,"New York, NY",Financials,Insurance: Property and Casualty (Stock),8000,5451,18.1,411,-8.8,22615,3269
476,Cincinnati Financial,Cincinnati Financial Corporation,CINF,http://www.cinfin.com,"Fairfield, OH",Financials,Insurance: Property and Casualty (Stock),4754,5449,6,590.7,-6.8,20386,7060
477,Simon Property Group,"Simon Property Group, Inc.",SPG,http://www.simon.com,"Indianapolis, IN",Financials,Real Estate,4050,5435,3.2,1838.9,0.6,31104,4310
478,Western Union,The Western Union Company,WU,http://www.westernunion.com,"Englewood, CO",Business Services,Financial Data Services,10700,5423,-1.1,253.2,-69.8,9420,902
479,KeyCorp,KeyCorp,KEY,http://www.key.com,"Cleveland, OH",Financials,Commercial Banks,15700,5422,19.4,791,-13.6,136453,15240
480,Delek US Holdings,"Delek US Holdings, Inc.",DK,http://www.delekus.com,"Brentwood, TN",Energy,Petroleum Refining,1326,5414,-6,-153.7,-892.3,2985,992
