"assignment_id","assignment_name","start_date","end_date","budget","region","impact_score"
1996,"Assignment_1996","2021-09-21T00:00:00.000","2022-08-24T00:00:00.000",68692.23,"North",6.91
1997,"Assignment_1997","2021-01-07T00:00:00.000","2022-02-19T00:00:00.000",58179.72,"East",4.77
1998,"Assignment_1998","2020-03-18T00:00:00.000","2020-06-30T00:00:00.000",22016.17,"West",1.17
1999,"Assignment_1999","2020-05-26T00:00:00.000","2020-10-15T00:00:00.000",46579.61,"East",3.7
2000,"Assignment_2000","2020-05-07T00:00:00.000","2020-09-14T00:00:00.000",25265.97,"North",1.19
2001,"Assignment_2001","2020-12-08T00:00:00.000","2021-01-14T00:00:00.000",71727.77,"North",1.27
2002,"Assignment_2002","2021-12-18T00:00:00.000","2022-08-24T00:00:00.000",21412.6,"West",9.87
2003,"Assignment_2003","2020-02-20T00:00:00.000","2020-11-15T00:00:00.000",28473.4,"North",1.85
2004,"Assignment_2004","2021-12-21T00:00:00.000","2022-07-14T00:00:00.000",-12421.91,"South",5.06
2005,"Assignment_2005","2020-11-27T00:00:00.000","2021-11-18T00:00:00.000",40756.45,"West",8.55
2006,"Assignment_2006","2021-05-08T00:00:00.000","2022-04-20T00:00:00.000",-4564.28,"South",4.79
2007,"Assignment_2007","2020-11-02T00:00:00.000","2021-03-08T00:00:00.000",36592.6,"West",3.24
2008,"Assignment_2008","2021-12-31T00:00:00.000","2022-03-16T00:00:00.000",-24548.28,"East",4.73
2009,"Assignment_2009","2020-07-30T00:00:00.000","2021-01-16T00:00:00.000",-26079.64,"North",8.41
2010,"Assignment_2010","2020-07-15T00:00:00.000","2021-05-15T00:00:00.000",12554.46,"East",1.4
2011,"Assignment_2011","2020-12-05T00:00:00.000","2021-02-12T00:00:00.000",14022.93,"East",5.4
2012,"Assignment_2012","2021-11-15T00:00:00.000","2022-02-23T00:00:00.000",-9783.61,"East",2.74
2013,"Assignment_2013","2021-08-11T00:00:00.000","2022-04-01T00:00:00.000",-30260.47,"North",1.54
2014,"Assignment_2014","2021-08-23T00:00:00.000","2021-12-11T00:00:00.000",-44118.42,"West",8.07
2015,"Assignment_2015","2020-10-03T00:00:00.000","2021-02-28T00:00:00.000",-46215.23,"North",1.13
2016,"Assignment_2016","2021-04-18T00:00:00.000","2021-06-10T00:00:00.000",-9267.46,"North",4.73
2017,"Assignment_2017","2020-09-11T00:00:00.000","2021-07-04T00:00:00.000",19278.02,"South",5.91
2018,"Assignment_2018","2020-03-11T00:00:00.000","2020-09-11T00:00:00.000",58936.49,"South",2.56
2019,"Assignment_2019","2020-08-26T00:00:00.000","2021-07-20T00:00:00.000",21230.76,"North",9.1
2020,"Assignment_2020","2020-01-24T00:00:00.000","2020-05-28T00:00:00.000",85607.62,"West",4.68
2021,"Assignment_2021","2021-01-17T00:00:00.000","2021-06-16T00:00:00.000",-44717.03,"North",2.64
2022,"Assignment_2022","2020-09-01T00:00:00.000","2020-11-14T00:00:00.000",-22900.91,"North",6.5
2023,"Assignment_2023","2021-08-15T00:00:00.000","2022-05-03T00:00:00.000",777.17,"West",6.76
2024,"Assignment_2024","2020-07-13T00:00:00.000","2020-10-09T00:00:00.000",36624.43,"South",4.5
2025,"Assignment_2025","2020-06-06T00:00:00.000","2021-05-02T00:00:00.000",77910.42,"South",1.28
2026,"Assignment_2026","2021-08-15T00:00:00.000","2022-03-01T00:00:00.000",2530.29,"East",6.95
2027,"Assignment_2027","2020-11-05T00:00:00.000","2021-08-18T00:00:00.000",-9801.7,"North",3.14
2028,"Assignment_2028","2020-10-27T00:00:00.000","2021-08-08T00:00:00.000",-40716.62,"North",2.35
2029,"Assignment_2029","2020-04-12T00:00:00.000","2021-07-21T00:00:00.000",73195.52,"South",8.39
2030,"Assignment_2030","2021-08-25T00:00:00.000","2022-10-02T00:00:00.000",6949.97,"South",5.54
2031,"Assignment_2031","2021-05-08T00:00:00.000","2021-09-16T00:00:00.000",35732.53,"East",5.03
2032,"Assignment_2032","2021-04-30T00:00:00.000","2021-03-06T00:00:00.000",97533.31,"North",7.79
2033,"Assignment_2033","2021-06-06T00:00:00.000","2021-09-13T00:00:00.000",-49760.81,"South",5.24
2034,"Assignment_2034","2020-10-29T00:00:00.000","2021-06-17T00:00:00.000",-28182.48,"West",6.51
2035,"Assignment_2035","2021-06-25T00:00:00.000","2022-06-23T00:00:00.000",66866.65,"North",4.66
2036,"Assignment_2036","2021-11-14T00:00:00.000","2022-09-09T00:00:00.000",70769.12,"South",8.99
2037,"Assignment_2037","2021-09-30T00:00:00.000","2022-09-07T00:00:00.000",65387.07,"West",6.09
2038,"Assignment_2038","2020-01-30T00:00:00.000","2020-09-13T00:00:00.000",30549.83,"East",9.12
2039,"Assignment_2039","2021-03-28T00:00:00.000","2021-06-01T00:00:00.000",96828.55,"North",9.09
2040,"Assignment_2040","2020-12-27T00:00:00.000","2021-02-25T00:00:00.000",9427.68,"West",7.83
2041,"Assignment_2041","2020-10-02T00:00:00.000","2021-11-05T00:00:00.000",40291.55,"East",5.93
2042,"Assignment_2042","2021-10-06T00:00:00.000","2022-04-03T00:00:00.000",-40494.65,"West",6.89
2043,"Assignment_2043","2021-03-17T00:00:00.000","2021-08-06T00:00:00.000",11478.62,"South",3
2044,"Assignment_2044","2020-04-08T00:00:00.000","2021-02-11T00:00:00.000",58375.01,"North",9.27
2045,"Assignment_2045","2021-03-14T00:00:00.000","2022-02-15T00:00:00.000",-14189.17,"South",8.74
2046,"Assignment_2046","2021-05-07T00:00:00.000","2021-10-17T00:00:00.000",91574.14,"South",8.08
2047,"Assignment_2047","2020-04-08T00:00:00.000","2021-02-28T00:00:00.000",53017.51,"South",1.23
2048,"Assignment_2048","2020-09-11T00:00:00.000","2021-04-01T00:00:00.000",-6863.69,"West",2.75
2049,"Assignment_2049","2021-09-30T00:00:00.000","2022-10-07T00:00:00.000",65349.84,"West",9.25
2050,"Assignment_2050","2020-01-19T00:00:00.000","2020-05-25T00:00:00.000",-37525.28,"West",8.28
2051,"Assignment_2051","2020-05-11T00:00:00.000","2021-10-26T00:00:00.000",96216.16,"West",8.62
2052,"Assignment_2052","2021-02-01T00:00:00.000","2021-11-26T00:00:00.000",-42607.21,"West",4.64
2053,"Assignment_2053","2021-12-16T00:00:00.000","2022-08-17T00:00:00.000",90018.38,"East",3.31
2054,"Assignment_2054","2021-02-09T00:00:00.000","2021-05-26T00:00:00.000",-12071.92,"North",9.02
2055,"Assignment_2055","2020-04-15T00:00:00.000","2020-05-30T00:00:00.000",63673.62,"South",4.36
2056,"Assignment_2056","2020-02-02T00:00:00.000","2020-09-23T00:00:00.000",-49988.95,"South",3.69
2057,"Assignment_2057","2020-03-04T00:00:00.000","2020-07-22T00:00:00.000",-11863.99,"East",3.71
2058,"Assignment_2058","2021-03-15T00:00:00.000","2022-01-07T00:00:00.000",62365.09,"West",8.94
2059,"Assignment_2059","2021-11-02T00:00:00.000","2022-06-22T00:00:00.000",29850.41,"West",2.59
2060,"Assignment_2060","2020-09-26T00:00:00.000","2021-08-05T00:00:00.000",-32757.18,"North",8.5
2061,"Assignment_2061","2020-07-10T00:00:00.000","2020-11-18T00:00:00.000",9044.46,"South",5.3
2062,"Assignment_2062","2020-01-04T00:00:00.000","2020-10-20T00:00:00.000",6332.4,"South",3.35
2063,"Assignment_2063","2020-02-23T00:00:00.000","2020-08-27T00:00:00.000",35224.34,"West",6.26
2064,"Assignment_2064","2020-05-28T00:00:00.000","2021-04-04T00:00:00.000",50196.56,"North",3.51
2065,"Assignment_2065","2021-11-07T00:00:00.000","2022-04-13T00:00:00.000",76124.54,"North",5.63
2066,"Assignment_2066","2020-03-27T00:00:00.000","2021-03-13T00:00:00.000",24584.71,"East",6.52
2067,"Assignment_2067","2021-06-05T00:00:00.000","2021-07-13T00:00:00.000",8803.26,"South",6.25
2068,"Assignment_2068","2021-02-23T00:00:00.000","2021-07-03T00:00:00.000",-28403.52,"East",8.35
2069,"Assignment_2069","2020-12-31T00:00:00.000","2021-07-26T00:00:00.000",70723.44,"West",6.57
2070,"Assignment_2070","2020-03-02T00:00:00.000","2020-06-04T00:00:00.000",57005.56,"East",2.99
2071,"Assignment_2071","2020-09-01T00:00:00.000","2021-07-20T00:00:00.000",11301.61,"North",3.65
2072,"Assignment_2072","2021-12-21T00:00:00.000","2022-09-07T00:00:00.000",27764.85,"West",4.62
2073,"Assignment_2073","2021-10-15T00:00:00.000","2021-12-21T00:00:00.000",49777.43,"East",7.93
2074,"Assignment_2074","2021-10-18T00:00:00.000","2022-10-08T00:00:00.000",-25279.16,"West",9.14
2075,"Assignment_2075","2020-01-20T00:00:00.000","2020-07-31T00:00:00.000",-45920.33,"South",1.22
2076,"Assignment_2076","2020-09-01T00:00:00.000","2021-02-04T00:00:00.000",-2374.45,"South",9.94
2077,"Assignment_2077","2020-10-31T00:00:00.000","2021-04-18T00:00:00.000",39337.75,"South",5.42
2078,"Assignment_2078","2021-12-04T00:00:00.000","2022-10-07T00:00:00.000",22990.91,"North",2.19
2079,"Assignment_2079","2020-04-07T00:00:00.000","2021-02-16T00:00:00.000",53883.19,"North",6.09
2080,"Assignment_2080","2021-08-16T00:00:00.000","2022-04-26T00:00:00.000",72953.47,"South",5.13
2081,"Assignment_2081","2021-05-08T00:00:00.000","2021-11-25T00:00:00.000",23266.37,"South",1.44
2082,"Assignment_2082","2020-08-01T00:00:00.000","2021-04-01T00:00:00.000",-29859.95,"North",6.2
2083,"Assignment_2083","2020-11-11T00:00:00.000","2021-11-10T00:00:00.000",77594.2,"West",9.38
2084,"Assignment_2084","2021-06-05T00:00:00.000","2021-10-13T00:00:00.000",36248.55,"West",5.25
2085,"Assignment_2085","2020-04-20T00:00:00.000","2021-04-13T00:00:00.000",60990.62,"South",3.06
2086,"Assignment_2086","2021-04-07T00:00:00.000","2022-02-11T00:00:00.000",55699.7,"South",7.04
2087,"Assignment_2087","2020-04-24T00:00:00.000","2021-09-01T00:00:00.000",95231.77,"East",3.41
2088,"Assignment_2088","2020-09-11T00:00:00.000","2021-09-22T00:00:00.000",-5703.9,"North",9.24
2089,"Assignment_2089","2021-11-04T00:00:00.000","2022-09-08T00:00:00.000",55796.02,"West",5.29
2090,"Assignment_2090","2020-08-25T00:00:00.000","2020-10-12T00:00:00.000",4851.45,"North",8.06
2091,"Assignment_2091","2021-01-02T00:00:00.000","2021-07-27T00:00:00.000",9311.61,"South",1.44
2092,"Assignment_2092","2020-02-16T00:00:00.000","2020-09-05T00:00:00.000",-15410.8,"East",7.59
2093,"Assignment_2093","2020-05-06T00:00:00.000","2021-01-24T00:00:00.000",1601.53,"North",2.33
2094,"Assignment_2094","2020-07-04T00:00:00.000","2020-12-12T00:00:00.000",92244.51,"West",2.96
2095,"Assignment_2095","2021-11-24T00:00:00.000","2022-02-08T00:00:00.000",-6114.37,"North",8.75
2096,"Assignment_2096","2020-04-14T00:00:00.000","2020-06-17T00:00:00.000",-13101.41,"North",2.12
2097,"Assignment_2097","2021-12-08T00:00:00.000","2022-04-05T00:00:00.000",37470.7,"East",3.65
2098,"Assignment_2098","2021-08-01T00:00:00.000","2021-06-24T00:00:00.000",-11294.61,"East",4.33
2099,"Assignment_2099","2021-01-07T00:00:00.000","2021-11-14T00:00:00.000",21007.86,"West",9.19
2100,"Assignment_2100","2021-05-13T00:00:00.000","2022-03-07T00:00:00.000",75126.44,"East",2.29
2101,"Assignment_2101","2021-07-10T00:00:00.000","2022-01-23T00:00:00.000",-15439.95,"West",6.55
2102,"Assignment_2102","2021-08-16T00:00:00.000","2021-09-19T00:00:00.000",14003.71,"North",2.83
2103,"Assignment_2103","2021-07-16T00:00:00.000","2021-11-06T00:00:00.000",41573.46,"West",3.6
2104,"Assignment_2104","2020-02-06T00:00:00.000","2020-03-14T00:00:00.000",31844.34,"North",5.01
2105,"Assignment_2105","2021-07-20T00:00:00.000","2021-11-05T00:00:00.000",96208.49,"West",5.93
2106,"Assignment_2106","2021-01-10T00:00:00.000","2022-03-29T00:00:00.000",52055.54,"East",2.58
2107,"Assignment_2107","2021-02-07T00:00:00.000","2021-06-27T00:00:00.000",60991.94,"East",6.36
2108,"Assignment_2108","2020-02-03T00:00:00.000","2021-01-09T00:00:00.000",95043.39,"East",6.47
2109,"Assignment_2109","2021-10-01T00:00:00.000","2022-09-01T00:00:00.000",12165.7,"West",4.68
2110,"Assignment_2110","2021-03-07T00:00:00.000","2021-09-20T00:00:00.000",3306.97,"West",2.81
2111,"Assignment_2111","2021-06-20T00:00:00.000","2022-02-16T00:00:00.000",-43420.64,"West",4.01
2112,"Assignment_2112","2021-07-31T00:00:00.000","2022-06-28T00:00:00.000",-22369.35,"South",1.88
2113,"Assignment_2113","2021-06-25T00:00:00.000","2022-04-15T00:00:00.000",-14421.56,"West",7.7
2114,"Assignment_2114","2021-05-05T00:00:00.000","2022-04-28T00:00:00.000",-22474.33,"West",1.13
2115,"Assignment_2115","2020-10-27T00:00:00.000","2021-12-09T00:00:00.000",63217.58,"East",3.99
2116,"Assignment_2116","2020-05-19T00:00:00.000","2021-09-03T00:00:00.000",30382.45,"North",9.32
2117,"Assignment_2117","2020-09-24T00:00:00.000","2021-06-01T00:00:00.000",50145.07,"West",2.69
2118,"Assignment_2118","2021-09-13T00:00:00.000","2022-06-03T00:00:00.000",73069.32,"East",5.71
2119,"Assignment_2119","2021-03-31T00:00:00.000","2021-07-29T00:00:00.000",-15383.91,"East",2.34
2120,"Assignment_2120","2021-09-23T00:00:00.000","2022-01-11T00:00:00.000",-1111.41,"South",9.55
2121,"Assignment_2121","2020-03-05T00:00:00.000","2021-02-24T00:00:00.000",56254.04,"West",8.39
2122,"Assignment_2122","2020-03-03T00:00:00.000","2020-11-13T00:00:00.000",8913.84,"West",3.81
2123,"Assignment_2123","2021-10-03T00:00:00.000","2021-08-09T00:00:00.000",-45609.36,"North",7.77
2124,"Assignment_2124","2020-05-15T00:00:00.000","2021-01-29T00:00:00.000",15243.28,"East",6.11
2125,"Assignment_2125","2021-09-23T00:00:00.000","2022-09-10T00:00:00.000",86240.96,"South",2.99
2126,"Assignment_2126","2020-07-25T00:00:00.000","2021-01-28T00:00:00.000",11353.23,"East",2.21
2127,"Assignment_2127","2020-05-06T00:00:00.000","2021-03-21T00:00:00.000",-162.66,"South",3.24
2128,"Assignment_2128","2021-09-13T00:00:00.000","2021-11-28T00:00:00.000",98428.76,"South",6.66
2129,"Assignment_2129","2020-07-21T00:00:00.000","2020-12-23T00:00:00.000",46662.33,"South",9.59
2130,"Assignment_2130","2020-09-11T00:00:00.000","2021-02-07T00:00:00.000",4899.7,"South",7.99
2131,"Assignment_2131","2021-06-28T00:00:00.000","2021-12-09T00:00:00.000",-34697.07,"North",9.13
2132,"Assignment_2132","2021-07-04T00:00:00.000","2022-01-22T00:00:00.000",68177.42,"South",2.75
2133,"Assignment_2133","2020-07-16T00:00:00.000","2021-06-09T00:00:00.000",56211.24,"West",9.23
2134,"Assignment_2134","2021-08-30T00:00:00.000","2022-07-29T00:00:00.000",88287.37,"North",1.76
2135,"Assignment_2135","2020-07-20T00:00:00.000","2020-10-07T00:00:00.000",-17408.66,"North",9.5
2136,"Assignment_2136","2021-05-02T00:00:00.000","2022-02-01T00:00:00.000",-32761.35,"East",2.27
2137,"Assignment_2137","2021-12-27T00:00:00.000","2022-03-02T00:00:00.000",58610.88,"North",4.25
2138,"Assignment_2138","2020-12-20T00:00:00.000","2021-09-05T00:00:00.000",-19490.62,"East",4.11
2139,"Assignment_2139","2021-07-12T00:00:00.000","2022-05-13T00:00:00.000",-23584.42,"North",3.97
2140,"Assignment_2140","2020-04-30T00:00:00.000","2020-11-30T00:00:00.000",-2028.9,"West",7.63
2141,"Assignment_2141","2021-08-10T00:00:00.000","2021-11-02T00:00:00.000",72523.77,"North",8.56
2142,"Assignment_2142","2021-11-30T00:00:00.000","2022-11-10T00:00:00.000",30930.49,"North",6.13
2143,"Assignment_2143","2020-12-14T00:00:00.000","2021-07-01T00:00:00.000",-43122.45,"North",5.91
2144,"Assignment_2144","2021-03-05T00:00:00.000","2021-09-19T00:00:00.000",19584.2,"East",3.35
2145,"Assignment_2145","2020-04-28T00:00:00.000","2020-12-31T00:00:00.000",52596.94,"West",9.13
2146,"Assignment_2146","2020-01-30T00:00:00.000","2020-09-14T00:00:00.000",30755.27,"North",6.08
2147,"Assignment_2147","2021-05-06T00:00:00.000","2022-01-29T00:00:00.000",35867.53,"East",4.7
2148,"Assignment_2148","2021-03-30T00:00:00.000","2021-06-03T00:00:00.000",-16283.4,"North",6.04
2149,"Assignment_2149","2020-05-17T00:00:00.000","2020-07-25T00:00:00.000",77160.9,"South",1.94
2150,"Assignment_2150","2021-05-13T00:00:00.000","2022-01-23T00:00:00.000",34209.81,"East",2
2151,"Assignment_2151","2021-02-01T00:00:00.000","2021-08-26T00:00:00.000",56986.9,"West",9.35
2152,"Assignment_2152","2020-01-27T00:00:00.000","2020-04-27T00:00:00.000",97279.63,"South",2.97
2153,"Assignment_2153","2021-11-26T00:00:00.000","2022-05-20T00:00:00.000",14229.8,"East",3.43
2154,"Assignment_2154","2021-08-11T00:00:00.000","2021-10-18T00:00:00.000",82159.99,"North",6.02
2155,"Assignment_2155","2020-02-09T00:00:00.000","2021-01-06T00:00:00.000",-48907.85,"West",5.38
2156,"Assignment_2156","2021-09-27T00:00:00.000","2022-07-26T00:00:00.000",-44988.91,"East",6
2157,"Assignment_2157","2020-02-25T00:00:00.000","2021-02-20T00:00:00.000",38541.99,"North",4.29
2158,"Assignment_2158","2020-05-29T00:00:00.000","2020-08-27T00:00:00.000",-3282.59,"East",4.65
2159,"Assignment_2159","2021-05-18T00:00:00.000","2021-09-27T00:00:00.000",-12758.51,"North",2.52
2160,"Assignment_2160","2021-09-06T00:00:00.000","2022-02-08T00:00:00.000",-8309.7,"East",5.47
2161,"Assignment_2161","2020-12-20T00:00:00.000","2021-04-03T00:00:00.000",-2239.56,"West",4.81
2162,"Assignment_2162","2021-04-19T00:00:00.000","2021-09-07T00:00:00.000",59342.15,"West",9.46
2163,"Assignment_2163","2020-04-07T00:00:00.000","2020-12-07T00:00:00.000",35379.4,"South",2.17
2164,"Assignment_2164","2021-09-22T00:00:00.000","2022-01-18T00:00:00.000",68355.4,"East",6.54
2165,"Assignment_2165","2020-12-22T00:00:00.000","2021-03-02T00:00:00.000",74529.49,"East",9.7
2166,"Assignment_2166","2021-02-09T00:00:00.000","2021-05-30T00:00:00.000",76440.23,"West",1.88
2167,"Assignment_2167","2020-05-03T00:00:00.000","2020-07-31T00:00:00.000",12196.62,"East",7.49
2168,"Assignment_2168","2021-05-07T00:00:00.000","2022-05-05T00:00:00.000",13191.01,"North",8.79
2169,"Assignment_2169","2020-09-16T00:00:00.000","2021-08-06T00:00:00.000",88939.88,"South",3.99
2170,"Assignment_2170","2021-09-12T00:00:00.000","2022-03-24T00:00:00.000",49264.54,"North",6.12
2171,"Assignment_2171","2021-05-23T00:00:00.000","2021-09-15T00:00:00.000",-37929.92,"South",1.81
2172,"Assignment_2172","2020-04-14T00:00:00.000","2020-09-23T00:00:00.000",31328.04,"East",4.03
2173,"Assignment_2173","2021-01-05T00:00:00.000","2021-12-18T00:00:00.000",3401.09,"West",3.24
2174,"Assignment_2174","2021-08-22T00:00:00.000","2022-06-26T00:00:00.000",98115.25,"North",7.17
2175,"Assignment_2175","2021-07-03T00:00:00.000","2021-07-31T00:00:00.000",-47951.69,"North",1.5
2176,"Assignment_2176","2020-02-14T00:00:00.000","2020-06-15T00:00:00.000",41827.13,"East",5.35
2177,"Assignment_2177","2021-02-26T00:00:00.000","2021-04-26T00:00:00.000",58543.46,"North",5.98
2178,"Assignment_2178","2020-03-05T00:00:00.000","2020-06-30T00:00:00.000",-6663.98,"South",9.38
2179,"Assignment_2179","2021-09-29T00:00:00.000","2022-09-28T00:00:00.000",96046.23,"North",9.29
2180,"Assignment_2180","2021-02-06T00:00:00.000","2021-05-11T00:00:00.000",78930.49,"East",1.06
2181,"Assignment_2181","2020-09-23T00:00:00.000","2021-10-04T00:00:00.000",87347.93,"East",6.23
2182,"Assignment_2182","2020-02-01T00:00:00.000","2020-09-11T00:00:00.000",-47115.19,"North",4.6
2183,"Assignment_2183","2021-09-23T00:00:00.000","2021-04-12T00:00:00.000",35480.82,"South",5.83
2184,"Assignment_2184","2021-08-24T00:00:00.000","2021-12-30T00:00:00.000",-5802.46,"East",6.85
2185,"Assignment_2185","2020-03-03T00:00:00.000","2021-10-01T00:00:00.000",77354.3,"West",3.47
2186,"Assignment_2186","2020-03-21T00:00:00.000","2020-05-26T00:00:00.000",44927.45,"South",7.85
2187,"Assignment_2187","2020-11-28T00:00:00.000","2021-10-17T00:00:00.000",30831.55,"North",9.28
2188,"Assignment_2188","2021-04-16T00:00:00.000","2021-10-14T00:00:00.000",-32811.77,"West",9
2189,"Assignment_2189","2020-09-30T00:00:00.000","2021-05-20T00:00:00.000",31033.42,"West",7.8
2190,"Assignment_2190","2021-03-18T00:00:00.000","2021-01-05T00:00:00.000",44785.62,"East",5.72
2191,"Assignment_2191","2020-12-16T00:00:00.000","2021-05-08T00:00:00.000",93386.85,"North",5.37
2192,"Assignment_2192","2020-09-17T00:00:00.000","2020-11-28T00:00:00.000",37757.65,"South",7.7
2193,"Assignment_2193","2021-10-09T00:00:00.000","2022-01-26T00:00:00.000",95110.09,"South",7.95
2194,"Assignment_2194","2020-10-20T00:00:00.000","2021-10-18T00:00:00.000",94240.92,"South",1.11
2195,"Assignment_2195","2021-02-01T00:00:00.000","2021-05-04T00:00:00.000",47530.05,"East",1.34
2196,"Assignment_2196","2020-08-10T00:00:00.000","2021-08-09T00:00:00.000",25886.2,"East",5.3
2197,"Assignment_2197","2021-10-15T00:00:00.000","2022-04-18T00:00:00.000",19903.26,"East",8.8
2198,"Assignment_2198","2021-10-31T00:00:00.000","2022-07-09T00:00:00.000",83556.78,"West",2.94
2199,"Assignment_2199","2021-05-09T00:00:00.000","2022-04-29T00:00:00.000",-45761.5,"South",2.29
2200,"Assignment_2200","2020-02-04T00:00:00.000","2021-03-28T00:00:00.000",-32928.77,"East",9.4
2201,"Assignment_2201","2020-04-15T00:00:00.000","2021-02-16T00:00:00.000",-34689.24,"West",9.02
2202,"Assignment_2202","2020-09-03T00:00:00.000","2021-05-13T00:00:00.000",63540.3,"West",3.42
2203,"Assignment_2203","2021-12-19T00:00:00.000","2022-09-26T00:00:00.000",947.65,"West",8.56
2204,"Assignment_2204","2020-01-18T00:00:00.000","2020-12-07T00:00:00.000",45695.28,"West",7.81
2205,"Assignment_2205","2020-05-21T00:00:00.000","2020-09-16T00:00:00.000",40567.44,"West",9.96
2206,"Assignment_2206","2021-07-23T00:00:00.000","2021-12-17T00:00:00.000",7874.2,"South",2.47
2207,"Assignment_2207","2020-04-07T00:00:00.000","2020-06-04T00:00:00.000",29735.16,"West",9.08
2208,"Assignment_2208","2020-01-15T00:00:00.000","2020-12-17T00:00:00.000",46770.78,"East",1.51
2209,"Assignment_2209","2020-09-19T00:00:00.000","2021-01-13T00:00:00.000",91142.55,"North",7.06
2210,"Assignment_2210","2021-11-19T00:00:00.000","2022-07-27T00:00:00.000",36345.11,"North",7.02
2211,"Assignment_2211","2021-04-16T00:00:00.000","2022-01-15T00:00:00.000",42155.13,"South",9.24
2212,"Assignment_2212","2020-05-30T00:00:00.000","2021-01-18T00:00:00.000",-39821.63,"South",3.05
2213,"Assignment_2213","2020-02-04T00:00:00.000","2021-01-25T00:00:00.000",92832.37,"North",2.54
2214,"Assignment_2214","2020-11-17T00:00:00.000","2021-09-12T00:00:00.000",29212.29,"South",5.62
2215,"Assignment_2215","2021-05-16T00:00:00.000","2022-02-26T00:00:00.000",70191.01,"South",9.57
2216,"Assignment_2216","2020-02-18T00:00:00.000","2020-04-28T00:00:00.000",-42456.34,"East",3.51
2217,"Assignment_2217","2021-06-26T00:00:00.000","2022-02-20T00:00:00.000",13136.52,"East",8.17
2218,"Assignment_2218","2020-08-29T00:00:00.000","2020-12-27T00:00:00.000",-11453.68,"West",3.88
2219,"Assignment_2219","2021-09-10T00:00:00.000","2022-03-28T00:00:00.000",-9953.62,"East",3.3
2220,"Assignment_2220","2020-10-29T00:00:00.000","2021-05-28T00:00:00.000",68718.06,"South",7.16
2221,"Assignment_2221","2021-09-12T00:00:00.000","2022-07-05T00:00:00.000",43580.01,"East",7.94
2222,"Assignment_2222","2020-02-10T00:00:00.000","2020-06-07T00:00:00.000",15961.8,"East",1.12
2223,"Assignment_2223","2021-04-11T00:00:00.000","2022-02-23T00:00:00.000",-48412.14,"East",6.25
2224,"Assignment_2224","2021-08-19T00:00:00.000","2022-04-22T00:00:00.000",94739.19,"South",5.78
2225,"Assignment_2225","2021-09-09T00:00:00.000","2022-02-11T00:00:00.000",94303.49,"East",4.5
2226,"Assignment_2226","2021-06-07T00:00:00.000","2021-11-16T00:00:00.000",-17367.17,"West",8.07
2227,"Assignment_2227","2020-05-10T00:00:00.000","2020-11-17T00:00:00.000",-43798.04,"East",4.2
2228,"Assignment_2228","2020-04-10T00:00:00.000","2020-11-13T00:00:00.000",29529.9,"South",5.9
2229,"Assignment_2229","2021-12-14T00:00:00.000","2022-11-21T00:00:00.000",92711.62,"South",4.85
2230,"Assignment_2230","2021-10-10T00:00:00.000","2022-02-23T00:00:00.000",86559.38,"East",5.03
2231,"Assignment_2231","2021-12-20T00:00:00.000","2022-07-04T00:00:00.000",37699.43,"South",5.37
2232,"Assignment_2232","2020-03-01T00:00:00.000","2021-01-30T00:00:00.000",-4467.67,"East",2.41
2233,"Assignment_2233","2020-11-13T00:00:00.000","2021-03-18T00:00:00.000",-505.87,"West",8.23
2234,"Assignment_2234","2020-02-11T00:00:00.000","2020-07-17T00:00:00.000",84687.03,"North",3.62
2235,"Assignment_2235","2020-12-08T00:00:00.000","2021-01-17T00:00:00.000",23767.61,"North",5.65
2236,"Assignment_2236","2020-10-02T00:00:00.000","2021-09-20T00:00:00.000",-30332.57,"South",3.46
2237,"Assignment_2237","2021-04-14T00:00:00.000","2022-03-22T00:00:00.000",-12736.18,"North",8.73
2238,"Assignment_2238","2021-01-12T00:00:00.000","2022-08-07T00:00:00.000",-8480.76,"West",8.49
2239,"Assignment_2239","2021-04-26T00:00:00.000","2021-10-13T00:00:00.000",-31468,"West",9.56
2240,"Assignment_2240","2021-08-10T00:00:00.000","2022-02-23T00:00:00.000",19456.66,"East",4.28
2241,"Assignment_2241","2020-07-17T00:00:00.000","2020-08-26T00:00:00.000",87407.64,"South",8.98
2242,"Assignment_2242","2021-06-06T00:00:00.000","2022-01-23T00:00:00.000",50317.38,"South",8.73
2243,"Assignment_2243","2020-08-28T00:00:00.000","2021-04-20T00:00:00.000",-39128.91,"South",6.16
2244,"Assignment_2244","2021-03-13T00:00:00.000","2021-11-07T00:00:00.000",-49175.78,"East",2.33
2245,"Assignment_2245","2021-10-21T00:00:00.000","2022-09-28T00:00:00.000",-8562.85,"West",7.34
2246,"Assignment_2246","2021-09-16T00:00:00.000","2021-12-27T00:00:00.000",4403.94,"West",9.5
2247,"Assignment_2247","2020-12-18T00:00:00.000","2021-06-20T00:00:00.000",66512.45,"South",8.37
2248,"Assignment_2248","2020-11-16T00:00:00.000","2021-06-21T00:00:00.000",95050.83,"East",1.69
2249,"Assignment_2249","2020-05-20T00:00:00.000","2020-12-27T00:00:00.000",8135.08,"North",1.2
2250,"Assignment_2250","2020-01-24T00:00:00.000","2020-03-31T00:00:00.000",53003.5,"South",5.15
2251,"Assignment_2251","2020-12-18T00:00:00.000","2021-07-21T00:00:00.000",-99235.29,"North",9.22
2252,"Assignment_2252","2021-09-15T00:00:00.000","2022-07-09T00:00:00.000",61849.99,"East",7.5
