id,case_id,party_number,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,direction_of_travel,party_safety_equipment_1,party_safety_equipment_2,financial_responsibility,hazardous_materials,cellphone_in_use,cellphone_use_type,school_bus_related,oaf_violation_code,oaf_violation_category,oaf_violation_section,oaf_violation_suffix,other_associate_factor_1,other_associate_factor_2,party_number_killed,party_number_injured,movement_preceding_collision,vehicle_year,vehicle_make,statewide_vehicle_type,chp_vehicle_type_towing,chp_vehicle_type_towed,party_race
483,3987757,2,driver,0,female,23,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,stopped,2002,volvo,,,00,white
484,3987798,1,driver,1,male,61,had not been drinking,,east,air bag not deployed,,proof of insurance obtained,,,,,,,,,none apparent,,0,0,proceeding straight,2003,ford,,,00,hispanic
485,3987798,2,parked vehicle,0,,,had not been drinking,,,,,not applicable,,,,,,,,,none apparent,,0,0,parked,1993,subaru,,,00,
486,3987802,1,driver,1,male,18,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2000,honda,passenger car,"passenger car, station",00,white
487,3987802,2,driver,0,male,40,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,1996,dodge,pickup or panel truck,pickup w/camper,00,white
488,3987802,3,driver,0,male,66,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,stopped,1994,ford,passenger car,"passenger car, station",00,white
489,3987806,1,driver,0,male,62,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2005,dodge,passenger car,"passenger car, station",00,white
490,3987806,2,driver,0,male,40,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2005,toyota,pickup or panel truck,pickups & panels,00,hispanic
491,3987806,3,driver,1,female,37,had not been drinking,,north,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,gmc,pickup or panel truck,pickups & panels,00,hispanic
492,3987842,1,driver,0,male,42,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2006,volvo,truck or truck tractor with trailer,truck tractor,two trailers (includes semi & pull),hispanic
493,3987842,2,driver,1,male,19,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,unsafe speed,22350,,violation,inattention,0,0,changing lanes,1990,honda,passenger car,"passenger car, station",00,hispanic
494,3987884,1,driver,1,male,41,"had been drinking, under influence",,west,air bag not deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2004,chevrolet,pickup or panel truck,pickups & panels,00,hispanic
495,3987901,1,driver,1,male,20,had not been drinking,,south,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,unsafe speed,22350,,violation,,0,0,proceeding straight,1994,mazda,passenger car,"passenger car, station",00,other
496,3987901,2,parked vehicle,0,,,not applicable,not applicable,south,,,not applicable,,,,,,,,,,,0,0,parked,,freightliner,truck or truck tractor,two axle truck,00,
497,3987901,3,parked vehicle,0,,,not applicable,not applicable,south,,,not applicable,,,,,,,,,,,0,0,parked,1996,oldsmobile,passenger car,"passenger car, station",00,
498,3987909,1,driver,1,male,23,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,1989,peterbilt,truck or truck tractor with trailer,truck tractor,semi,hispanic
499,3987909,2,driver,0,female,23,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2008,suzuki,passenger car,sport utility vehicle,00,black
500,3987913,1,driver,1,male,59,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,inattention,,0,0,other,2006,kenworth,truck or truck tractor with trailer,truck tractor,semi tank trailer,white
501,3987917,1,driver,0,male,38,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2001,chevrolet,passenger car,sport utility vehicle,00,hispanic
502,3987917,2,driver,0,male,47,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2004,peterbilt,truck or truck tractor with trailer,truck tractor,utility,white
503,3988002,1,driver,1,female,49,,,east,lap/shoulder harness used,,proof of insurance obtained,,,,,,unsafe speed,22350,,violation,,0,0,proceeding straight,1996,chevrolet,passenger car,,,asian
504,3988002,2,parked vehicle,0,,,,,,,,not applicable,,,,,,,,,none apparent,,0,0,parked,1977,ford,pickup or panel truck,,,
505,3988002,3,parked vehicle,0,,,,,,,,not applicable,,,,,,,,,none apparent,,0,0,parked,1986,chevrolet,pickup or panel truck,,,
506,3988006,1,driver,1,male,27,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,freightliner,,,00,hispanic
507,3988006,2,driver,0,male,32,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2008,lexus,,,00,asian
508,3988069,1,driver,1,male,17,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2002,dodge,truck or truck tractor,two axle tank truck,00,hispanic
509,3988069,2,driver,0,male,17,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,4,proceeding straight,1995,nissan,passenger car,sport utility vehicle,00,white
510,3988073,1,driver,1,male,34,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,,,0,0,slowing/stopping,2003,chevrolet,pickup or panel truck with trailer,pickups & panels,utility,white
511,3988073,2,driver,0,male,45,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,lights,24603,E,violation,stop and go traffic,0,0,slowing/stopping,2000,chevrolet,pickup or panel truck,pickups & panels,00,white
512,3988077,1,driver,1,male,54,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,making right turn,2000,,other bus,other commercial,00,asian
513,3988077,2,pedestrian,0,male,48,"had been drinking, impairment unknown",,,,,not applicable,,,,,,,,,none apparent,,0,1,proceeding straight,,,pedestrian,pedestrian,00,white
514,3989688,1,driver,0,male,25,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,previous collision,,0,0,stopped,2004,lexus,passenger car,"passenger car, station",00,
515,3989688,2,driver,1,male,46,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,,other bus,public transit authority,00,black
516,3989692,1,driver,1,male,17,had not been drinking,,east,air bag not deployed,lap belt used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1972,chevrolet,pickup or panel truck,pickups and panels: hazardous material,00,white
517,3989696,1,driver,1,male,60,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2005,peterbilt,truck or truck tractor with trailer,truck tractor,semi,hispanic
518,3989700,1,driver,1,male,26,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1999,volkswagen,passenger car,"passenger car, station",00,hispanic
519,3989700,2,driver,0,male,44,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,international harvester,highway construction equipment,hwy. construction equip.,00,hispanic
520,3989704,1,driver,1,male,56,had not been drinking,,east,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2006,freightliner,truck or truck tractor with trailer,truck tractor,semi,
521,3989708,1,driver,1,male,30,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2005,dodge,pickup or panel truck,pickups and panels: hazardous waste or hazardous waste/material combination,00,white
522,3989708,2,driver,0,male,51,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,1999,ford,passenger car,"passenger car, station wagon, jeep: hazardous material",00,
523,3989712,1,driver,1,male,35,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,1994,peterbilt,truck or truck tractor,three or more axle truck,00,hispanic
524,3989712,2,driver,0,female,78,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,stopped,2001,honda,passenger car,"passenger car, station",00,white
525,3989712,3,driver,0,male,41,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2000,jeep,passenger car,sport utility vehicle,,white
526,3989716,1,driver,0,male,39,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,peterbilt,truck or truck tractor with trailer,truck tractor,semi,white
527,3989716,2,driver,1,female,29,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2006,toyota,passenger car,"passenger car, station",00,hispanic
528,3989720,1,driver,0,male,,impairment unknown,G,east,,,,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,,,pickup or panel truck,pickups & panels,00,white
529,3989720,2,driver,0,male,62,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1995,chevrolet,other bus,paratransit,00,white
530,3989720,3,driver,1,female,33,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2006,toyota,,,sport utility vehicle,asian
531,3989724,1,driver,0,male,51,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2008,freightliner,truck or truck tractor with trailer,truck tractor,semi,white
532,3989724,2,driver,0,male,48,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2002,land rover,passenger car,sport utility vehicle,00,other
533,3989724,3,driver,1,female,57,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,entering/leaving ramp,,0,0,merging,2002,volvo,passenger car,"passenger car, station",00,white
534,3989728,1,driver,1,male,22,"had been drinking, under influence",,east,air bag not deployed,lap/shoulder harness not used,no proof of insurance obtained,,,,,,improper turning,22107,,violation,,0,0,proceeding straight,2003,volkswagen,passenger car,"passenger car, station",00,hispanic
535,3989728,2,parked vehicle,0,,,not applicable,not applicable,east,,,not applicable,,,,,,,,,,,0,0,parked,1992,toyota,pickup or panel truck,pickups and panels: hazardous material,00,
536,3989728,3,parked vehicle,0,,,not applicable,not applicable,east,,,not applicable,,,,,,,,,,,0,0,parked,1998,ford,pickup or panel truck,pickup and camper: hazardous material,00,
537,3989732,1,driver,1,male,37,had not been drinking,,south,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2008,nissan,passenger car,"passenger car, station",00,hispanic
538,3989732,2,driver,0,male,44,had not been drinking,,south,none in vehicle,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,1993,ford,truck or truck tractor,two axle truck,00,hispanic
539,3989809,1,driver,1,female,48,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2008,dodge,other bus,tour bus,00,other
540,3989809,2,pedestrian,0,male,48,"had been drinking, under influence",,west,,,not applicable,,0,cellphone not in use,,,,,,,,0,1,stopped,,,pedestrian,pedestrian,00,white
541,3989813,1,driver,1,male,57,had not been drinking,,north,lap/shoulder harness used,,proof of insurance obtained,,,,,,,,,none apparent,,0,1,proceeding straight,2009,,,,00,white
542,3989813,2,driver,0,,21,had not been drinking,,south,lap/shoulder harness used,,proof of insurance obtained,,,,,,,,,none apparent,,0,0,proceeding straight,2003,international harvester,,,00,white
543,3989817,1,driver,1,male,29,had not been drinking,,west,air bag not deployed,lap/shoulder harness not used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,freightliner,pickup or panel truck with trailer,pickups & panels,pickups & panels,white
544,3989817,2,driver,0,male,54,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,stopped,,pontiac,passenger car with trailer,"passenger car, station","passenger car, station",asian
545,3989821,1,driver,0,male,73,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,proceeding straight,1999,toyota,passenger car,"passenger car, station",00,asian
546,3989821,2,driver,0,male,30,had not been drinking,,north,air bag not deployed,,no proof of insurance obtained,,,,,,,,,none apparent,,0,0,other,2006,hino,truck or truck tractor,two axle truck,00,white
547,3989825,1,driver,1,male,37,impairment unknown,G,south,not required,lap/shoulder harness used,,,0,cellphone not in use,,,,,,uninvolved vehicle,,0,0,ran off road,1989,freightliner,truck or truck tractor,three or more axle truck,00,white
548,3989829,1,driver,0,male,62,had not been drinking,,west,,,proof of insurance obtained,,,,,,,,,,,0,0,changing lanes,1996,NABORS,,,00,black
549,3989829,2,driver,0,female,35,had not been drinking,,west,,,proof of insurance obtained,,,,,,,,,,,0,0,proceeding straight,2005,acura,,,00,hispanic
550,3989833,1,driver,1,female,22,"had been drinking, under influence",,west,air bag deployed,lap/shoulder harness used,,,0,cellphone not in use,,,unsafe speed,22350,,violation,,0,0,proceeding straight,2004,chevrolet,passenger car,"passenger car, station",00,hispanic
551,3989833,2,parked vehicle,0,,,,,,,,not applicable,,,,,,,,,,,0,0,,1993,ford,other bus,other commercial,00,
552,3990161,1,driver,1,male,21,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2000,honda,passenger car,"passenger car, station",00,asian
553,3990161,2,driver,0,male,45,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1998,freightliner,truck or truck tractor with trailer,truck tractor,pull,hispanic
554,3990175,1,driver,0,female,22,had not been drinking,,west,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,making left turn,2007,toyota,passenger car,"passenger car, station",00,other
555,3990175,2,driver,0,male,46,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,,,,,,,,none apparent,,0,0,proceeding straight,2009,toyota,truck or truck tractor,two axle truck,00,white
556,3990179,1,driver,0,male,,had not been drinking,,south,,,proof of insurance obtained,,,,,,,,,,,0,0,making left turn,2006,peterbilt,truck or truck tractor with trailer,,,white
557,3990179,2,driver,0,female,46,had not been drinking,,south,lap/shoulder harness used,,proof of insurance obtained,,,,,,,,,,,0,0,stopped,1996,chevrolet,passenger car,,,white
558,3990183,1,driver,1,male,57,had not been drinking,,west,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,peterbilt,truck or truck tractor with trailer,truck tractor: hazardous material,semi tank trailer,white
559,3990183,2,driver,0,male,66,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,stopped,2005,hyundai,passenger car,"passenger car, station",00,hispanic
560,3990187,1,driver,1,female,59,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2003,mercury,passenger car,sport utility vehicle,00,hispanic
561,3990187,2,driver,0,male,47,had not been drinking,,south,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2002,international harvester,truck or truck tractor with trailer,truck tractor,pull,white
562,3990187,3,driver,0,male,36,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2008,saturn,passenger car,sport utility vehicle,00,white
563,3990191,1,driver,1,male,46,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,entering traffic,2004,chevrolet,pickup or panel truck,pickups & panels,00,white
564,3990191,2,driver,0,male,20,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2001,bluebird,other bus,paratransit,00,white
565,3990195,1,driver,1,male,53,had not been drinking,,east,air bag not deployed,not required,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,other,2007,chevrolet,truck or truck tractor,two axle truck,00,white
566,3990195,2,driver,0,female,,impairment unknown,G,south,unknown,,,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,,bmw,passenger car,"passenger car, station",00,white
567,3990199,1,driver,1,male,54,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,unfamiliar with road,,0,0,making right turn,2003,peterbilt,truck or truck tractor,two axle truck,00,white
568,3990203,1,driver,1,male,34,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2002,chevrolet,other bus,other commercial,00,white
569,3990203,2,driver,0,female,50,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1996,gmc,passenger car,sport utility vehicle,00,hispanic
570,3990207,1,driver,1,male,49,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,inattention,,0,0,proceeding straight,2003,nissan,other bus,other commercial,00,hispanic
571,3990207,2,driver,0,female,42,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1988,toyota,passenger car,"passenger car, station",00,asian
572,3990211,1,driver,0,,,impairment unknown,G,south,,,,,,,,,,,,none apparent,,0,0,ran off road,,,truck or truck tractor,two axle truck,00,
573,3990215,1,driver,1,female,47,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2007,gillig,other bus,public transit authority,00,hispanic
574,3990215,2,parked vehicle,0,,,not applicable,not applicable,north,,,not applicable,,1,cellphone in use (hands-free),,,,,,other,,0,0,parked,1994,nissan,passenger car,"passenger car, station",00,
575,3990219,1,driver,1,male,36,had not been drinking,,north,not required,lap belt used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2003,peterbilt,truck or truck tractor,three or more axle truck,00,hispanic
576,3990219,2,driver,0,male,47,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,2008,honda,passenger car,"passenger car, station",00,white
577,3990223,1,driver,0,male,,impairment unknown,G,west,,,,,0,cellphone not in use,,,,,,none apparent,,0,0,merging,,,truck or truck tractor with trailer,three or more axle truck,semi,asian
578,3990223,2,driver,0,male,33,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,merging,2000,nissan,passenger car,mini-vans,00,asian
579,3990227,1,driver,1,male,48,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,changing lanes,1994,chevrolet,passenger car,sport utility vehicle,00,black
580,3990227,2,driver,0,female,33,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,,toyota,passenger car,sport utility vehicle,00,other
581,3990227,3,driver,0,male,44,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2002,international harvester,truck or truck tractor with trailer,truck tractor,semi,black
582,3990243,1,driver,1,male,26,had not been drinking,,west,not required,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,backing,2006,international harvester,truck or truck tractor,two axle truck,00,
583,3990243,2,driver,0,female,45,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2006,lexus,passenger car,sport utility vehicle,00,
584,3990247,1,driver,0,male,21,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,stopped,2003,mercedes-benz,passenger car,sport utility vehicle,00,white
585,3990247,2,driver,1,male,41,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,improper turning,22107,,violation,,0,0,changing lanes,2006,isuzu,truck or truck tractor,two-axle tow truck,00,hispanic
586,3990251,1,driver,0,male,47,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2007,gmc,truck or truck tractor,two axle truck,00,other
587,3990251,2,driver,0,male,72,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,1995,lexus,passenger car,"passenger car, station",00,white
588,3990253,1,driver,0,,,impairment unknown,G,south,,,,,,,,,,,,,,0,0,,,,other bus,public transit authority,paratransit,
589,3990253,2,parked vehicle,0,,,not applicable,not applicable,south,,,not applicable,,,,,,,,,,,0,0,parked,1989,nissan,passenger car,"passenger car, station",00,
590,3990255,1,driver,1,male,37,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2009,volvo,truck or truck tractor with trailer,truck tractor,semi,
591,3990259,1,driver,0,male,33,had not been drinking,,north,not required,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1997,mack,,,00,white
592,3990261,1,driver,1,,,impairment unknown,G,south,,air bag deployed,,,,,,,hit and run,20002,A,violation,inattention,0,0,crossed into opposing lane,2006,pontiac,passenger car,"passenger car, station",00,
593,3990261,2,parked vehicle,0,,,had not been drinking,,,,,not applicable,,,,,,hazardous parking,22500,H,violation,,0,0,parked,2000,freightliner,truck or truck tractor,truck tractor,00,
594,3990265,1,driver,0,female,84,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,1998,mercury,passenger car,"passenger car, station",00,
595,3990265,2,driver,1,male,23,had not been drinking,,east,not required,lap/shoulder harness used,,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2002,isuzu,truck or truck tractor,two axle truck,00,
596,3990267,1,driver,1,male,41,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,0,proceeding straight,1999,peterbilt,truck or truck tractor with trailer,truck tractor,two tank trailer,hispanic
597,3990267,2,driver,0,male,46,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,0,slowing/stopping,2005,ford,pickup or panel truck,pickups & panels,00,hispanic
598,3990269,1,driver,0,female,20,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,no proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making right turn,2003,toyota,passenger car,"passenger car, station",00,hispanic
599,3990269,2,driver,1,male,41,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,making left turn,2008,international harvester,truck or truck tractor,two-axle tow truck,00,hispanic
600,3990271,1,driver,0,male,42,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,0,proceeding straight,2004,ford,passenger car,sport utility vehicle,00,white
601,3990271,2,driver,1,male,53,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,0,changing lanes,2007,volvo,truck or truck tractor with trailer,truck tractor,semi,white
602,3990273,1,driver,1,female,75,had not been drinking,,north,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,1994,toyota,passenger car,"passenger car, station",00,white
603,3990273,2,driver,0,male,48,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,proceeding straight,2000,,other bus,non-commercial bus,00,hispanic
604,3990275,1,driver,1,male,28,had not been drinking,sleepy/fatigued,east,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,1,proceeding straight,2005,jaguar,other bus,tour bus,00,black
605,3990275,2,driver,0,male,28,had not been drinking,,east,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,stop and go traffic,,0,3,stopped,2004,infiniti,passenger car,"passenger car, station",00,hispanic
606,3990277,1,driver,1,,,impairment unknown,G,west,,,,,,,,,,,,none apparent,,0,0,proceeding straight,,,passenger car,"passenger car, station",00,
607,3990277,2,driver,0,male,25,had not been drinking,,west,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,slowing/stopping,1995,freightliner,truck or truck tractor with trailer,two axle truck,semi,hispanic
608,3990285,1,driver,1,,,impairment unknown,G,east,,,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,0,other unsafe turning,1999,freightliner,truck or truck tractor,three or more axle truck,00,
609,3990293,1,driver,1,male,40,had not been drinking,,south,air bag not deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,unsafe speed,22350,,violation,,0,1,proceeding straight,1998,international harvester,truck or truck tractor,two axle truck,00,white
610,3990293,2,driver,0,female,52,had not been drinking,,west,air bag deployed,lap/shoulder harness used,proof of insurance obtained,,0,cellphone not in use,,,,,,none apparent,,0,1,proceeding straight,2006,kia,passenger car,sport utility vehicle,00,white
