id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_safety_equipment_1,victim_safety_equipment_2,victim_ejected
593,4001773,2,passenger,male,31,no injury,position unknown,not required,,not ejected
594,4001777,2,driver,male,42,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
595,4001778,1,driver,male,40,other visible injury,driver,other,lap/shoulder harness used,not ejected
596,4001778,2,driver,male,68,complaint of pain,driver,other,lap/shoulder harness used,not ejected
597,4001782,2,passenger,male,51,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
598,4001789,1,passenger,female,44,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
599,4001797,1,driver,male,34,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
600,4001800,3,pedestrian,male,58,complaint of pain,position unknown,,,unknown
601,4001800,4,pedestrian,male,,complaint of pain,position unknown,,,unknown
602,4001804,1,driver,female,67,complaint of pain,driver,,,not ejected
603,4001806,1,passenger,male,21,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
604,4001814,1,passenger,female,15,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
605,4001818,1,pedestrian,male,49,complaint of pain,position unknown,,,unknown
606,4001819,1,passenger,female,73,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
607,4001819,2,driver,male,29,severe injury,driver,not required,lap/shoulder harness used,not ejected
608,4001819,3,driver,female,54,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
609,4001819,3,passenger,female,52,complaint of pain,other occupants,not required,none in vehicle,not ejected
610,4001819,3,passenger,male,59,complaint of pain,other occupants,not required,none in vehicle,not ejected
611,4001820,1,driver,male,36,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
612,4001820,1,passenger,male,27,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
613,4001822,1,driver,female,19,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
614,4001823,1,driver,male,48,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
615,4001824,2,driver,female,60,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
616,4001825,2,passenger,female,69,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
617,4001827,1,passenger,male,35,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
618,4001827,2,passenger,male,14,no injury,rear occupant of truck or van,not required,,not ejected
619,4001827,2,passenger,male,17,no injury,rear occupant of truck or van,not required,,not ejected
620,4001827,2,passenger,female,17,no injury,rear occupant of truck or van,not required,,not ejected
621,4001827,2,passenger,female,17,no injury,rear occupant of truck or van,not required,,not ejected
622,4001827,2,passenger,female,17,no injury,rear occupant of truck or van,not required,,not ejected
623,4001827,2,passenger,female,17,no injury,rear occupant of truck or van,not required,,not ejected
624,4001827,2,passenger,female,19,no injury,rear occupant of truck or van,not required,,not ejected
625,4001827,2,passenger,male,14,no injury,rear occupant of truck or van,not required,,not ejected
626,4001827,2,passenger,female,17,no injury,rear occupant of truck or van,not required,,not ejected
627,4001827,2,passenger,female,17,no injury,rear occupant of truck or van,not required,,not ejected
628,4001827,2,passenger,male,16,no injury,rear occupant of truck or van,not required,,not ejected
629,4001827,2,passenger,male,14,no injury,rear occupant of truck or van,not required,,not ejected
630,4001827,2,passenger,male,15,no injury,rear occupant of truck or van,not required,,not ejected
631,4001827,2,passenger,female,17,no injury,rear occupant of truck or van,not required,,not ejected
632,4001827,2,passenger,male,15,no injury,rear occupant of truck or van,not required,,not ejected
633,4001827,2,passenger,male,16,no injury,rear occupant of truck or van,not required,,not ejected
634,4001827,2,passenger,male,14,no injury,rear occupant of truck or van,not required,,not ejected
635,4001827,2,passenger,male,14,no injury,rear occupant of truck or van,not required,,not ejected
636,4001827,2,passenger,male,17,no injury,rear occupant of truck or van,not required,,not ejected
637,4001827,2,passenger,male,18,no injury,rear occupant of truck or van,not required,,not ejected
638,4001827,2,passenger,female,15,no injury,rear occupant of truck or van,not required,,not ejected
639,4001827,2,passenger,female,14,no injury,rear occupant of truck or van,not required,,not ejected
640,4001827,2,passenger,female,15,no injury,rear occupant of truck or van,not required,,not ejected
641,4001827,2,passenger,female,15,no injury,rear occupant of truck or van,not required,,not ejected
642,4001827,2,passenger,female,15,no injury,rear occupant of truck or van,not required,,not ejected
643,4001827,2,passenger,female,15,no injury,rear occupant of truck or van,not required,,not ejected
644,4001827,2,passenger,male,15,no injury,rear occupant of truck or van,not required,,not ejected
645,4001827,2,passenger,female,14,no injury,rear occupant of truck or van,not required,,not ejected
646,4001827,2,passenger,female,14,no injury,rear occupant of truck or van,not required,,not ejected
647,4001827,2,passenger,female,14,no injury,rear occupant of truck or van,not required,,not ejected
648,4001827,2,passenger,female,17,no injury,rear occupant of truck or van,not required,,not ejected
649,4001827,2,passenger,female,17,no injury,rear occupant of truck or van,not required,,not ejected
650,4001827,2,passenger,male,16,no injury,rear occupant of truck or van,not required,,not ejected
651,4001827,2,passenger,male,15,no injury,rear occupant of truck or van,not required,,not ejected
652,4001827,2,passenger,male,16,no injury,rear occupant of truck or van,not required,,not ejected
653,4001827,2,passenger,male,16,no injury,rear occupant of truck or van,not required,,not ejected
654,4001828,2,driver,male,47,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
655,4001830,1,passenger,male,31,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
656,4001832,2,passenger,male,28,no injury,driver,other,lap/shoulder harness used,not ejected
657,4001832,2,passenger,male,21,no injury,passenger seat 3,other,lap/shoulder harness used,not ejected
658,4001834,2,driver,female,46,complaint of pain,driver,air bag not deployed,lap/shoulder harness not used,not ejected
659,4001834,2,passenger,female,60,severe injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
660,4001834,2,passenger,female,56,complaint of pain,passenger seat 6,not required,lap/shoulder harness used,not ejected
661,4001836,1,passenger,female,39,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
662,4001837,1,pedestrian,male,54,complaint of pain,position unknown,not required,,not ejected
663,4001838,1,driver,male,24,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
664,4003283,1,driver,male,62,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
665,4003283,2,driver,male,59,complaint of pain,driver,air bag not deployed,shoulder harness used,not ejected
666,4003284,1,driver,female,20,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
667,4003284,2,driver,male,31,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
668,4003288,1,driver,male,21,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
669,4003291,1,passenger,male,24,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
670,4003292,1,driver,female,34,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
671,4003299,1,passenger,female,18,other visible injury,passenger seat 2,air bag deployed,lap/shoulder harness used,not ejected
672,4003303,1,driver,female,23,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
673,4003303,1,passenger,female,15,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
674,4003303,1,passenger,female,15,complaint of pain,passenger seat 4,not required,lap/shoulder harness used,not ejected
675,4003308,2,driver,female,56,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
676,4003323,1,driver,male,41,severe injury,driver,air bag deployed,lap/shoulder harness used,not ejected
677,4003324,1,driver,male,30,other visible injury,driver,air bag not deployed,lap/shoulder harness not used,fully ejected
678,4003324,2,passenger,male,18,no injury,passenger seat 3,lap/shoulder harness used,air bag not deployed,not ejected
679,4003328,1,driver,female,23,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
680,4003328,2,driver,male,30,other visible injury,driver,air bag not deployed,lap/shoulder harness not used,fully ejected
681,4003328,3,driver,male,28,other visible injury,driver,none in vehicle,"driver, motorcycle helmet used",fully ejected
682,4003362,1,driver,female,27,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
683,4003362,1,passenger,female,18,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
684,4003368,1,passenger,female,75,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
685,4003369,2,driver,female,18,complaint of pain,driver,lap/shoulder harness used,,unknown
686,4003370,1,driver,female,50,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
687,4003370,1,passenger,female,59,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
688,4003372,1,driver,male,63,severe injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
689,4003372,2,driver,male,18,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
690,4003374,3,pedestrian,male,62,other visible injury,position unknown,,,unknown
691,4003378,2,driver,female,51,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
692,4003379,2,driver,male,32,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
693,4003380,1,driver,male,21,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
694,4003383,1,passenger,female,60,other visible injury,passenger seat 2,air bag not deployed,lap/shoulder harness used,not ejected
695,4003384,1,driver,male,52,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
696,4003385,1,driver,male,44,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
697,4003388,1,passenger,female,39,no injury,passenger seat 5,not required,lap/shoulder harness used,not ejected
698,4003388,1,passenger,male,2,no injury,passenger seat 4,not required,child restraint in vehicle used,not ejected
699,4003392,2,driver,female,38,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
700,4003393,2,passenger,female,24,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
701,4003393,2,passenger,male,26,no injury,passenger seat 5,air bag not deployed,lap belt used,not ejected
702,4003395,1,passenger,female,32,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
703,4003397,2,passenger,female,0,no injury,passenger seat 2,air bag not deployed,child restraint in vehicle used,not ejected
704,4003397,2,passenger,female,33,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
705,4003397,2,passenger,male,10,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
706,4003397,2,passenger,male,11,no injury,passenger seat 5,not required,lap belt used,not ejected
707,4003397,2,passenger,female,4,no injury,passenger seat 5,not required,lap belt used,not ejected
708,4003397,2,passenger,male,14,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
709,4003400,1,bicyclist,male,29,other visible injury,driver,not required,"driver, motorcycle helmet used",fully ejected
710,4003400,2,passenger,male,22,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
711,4003401,2,passenger,male,6,no injury,passenger seat 4,not required,child restraint in vehicle used,not ejected
712,4003409,2,driver,male,41,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
713,4003411,2,passenger,male,32,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
714,4003419,1,driver,male,51,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
715,4003419,1,passenger,female,50,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
716,4003419,2,passenger,male,51,no injury,position unknown,air bag not deployed,none in vehicle,not ejected
717,4003419,2,passenger,female,30,no injury,position unknown,air bag not deployed,none in vehicle,not ejected
718,4003419,2,passenger,female,,no injury,position unknown,air bag not deployed,lap/shoulder harness used,not ejected
719,4003419,2,passenger,female,49,no injury,position unknown,air bag not deployed,none in vehicle,not ejected
720,4003419,2,passenger,female,44,no injury,position unknown,air bag not deployed,none in vehicle,not ejected
721,4003419,2,passenger,female,32,no injury,position unknown,air bag not deployed,none in vehicle,not ejected
722,4003419,2,passenger,female,31,no injury,position unknown,air bag not deployed,none in vehicle,not ejected
723,4003420,1,driver,female,28,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
724,4003420,2,passenger,male,49,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
725,4003420,2,passenger,male,,no injury,other occupants,air bag not deployed,not required,not ejected
726,4003433,1,passenger,male,39,no injury,passenger seat 2,not required,lap/shoulder harness not used,not ejected
727,4003433,3,driver,male,32,severe injury,driver,air bag deployed,lap/shoulder harness used,not ejected
728,4003437,1,driver,male,29,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
729,4003442,2,driver,male,26,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
730,4003442,2,passenger,male,23,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
731,4003442,5,passenger,male,16,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
732,4003447,2,driver,female,70,complaint of pain,driver,,lap/shoulder harness used,not ejected
733,4003449,2,bicyclist,male,46,complaint of pain,driver,not required,,not ejected
734,4003450,1,passenger,female,78,no injury,passenger seat 3,air bag not deployed,unknown,not ejected
735,4003450,1,driver,male,77,other visible injury,driver,air bag not deployed,unknown,not ejected
736,4003453,1,passenger,male,18,no injury,passenger seat 2,air bag not deployed,lap/shoulder harness used,not ejected
737,4003454,2,driver,female,20,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
738,4003455,1,passenger,female,10,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
739,4003455,1,passenger,female,13,complaint of pain,passenger seat 6,not required,lap/shoulder harness used,not ejected
740,4003467,2,passenger,male,19,complaint of pain,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
741,4003467,2,passenger,male,19,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
742,4003470,1,passenger,female,40,no injury,driver,not required,lap belt not used,not ejected
743,4003470,1,passenger,female,9,no injury,other occupants,not required,,not ejected
744,4003470,1,passenger,female,12,no injury,other occupants,none in vehicle,,not ejected
745,4003470,1,passenger,male,9,no injury,other occupants,not required,,not ejected
746,4003470,1,passenger,male,10,no injury,other occupants,not required,,not ejected
747,4003470,1,passenger,female,12,no injury,other occupants,not required,,not ejected
748,4003470,1,passenger,male,8,no injury,other occupants,not required,,not ejected
749,4003470,1,passenger,female,10,no injury,other occupants,not required,,not ejected
750,4003470,1,passenger,female,10,no injury,other occupants,not required,,not ejected
751,4003470,1,passenger,female,8,no injury,other occupants,not required,,not ejected
752,4003470,1,passenger,male,11,no injury,other occupants,not required,,not ejected
753,4003470,1,passenger,male,10,no injury,other occupants,not required,,not ejected
754,4003470,1,passenger,male,6,no injury,other occupants,not required,,not ejected
755,4003470,1,passenger,female,5,no injury,other occupants,not required,,not ejected
756,4003470,1,passenger,male,8,no injury,other occupants,not required,,not ejected
757,4003470,1,passenger,male,4,no injury,other occupants,not required,,not ejected
758,4003470,1,passenger,male,6,no injury,other occupants,not required,,not ejected
759,4003470,1,passenger,female,6,no injury,other occupants,not required,,not ejected
760,4003470,1,passenger,female,16,no injury,other occupants,not required,,not ejected
761,4003470,1,passenger,female,14,no injury,other occupants,not required,,not ejected
762,4003470,1,passenger,female,17,no injury,other occupants,not required,,not ejected
763,4003471,1,passenger,male,53,no injury,driver,not required,lap/shoulder harness used,not ejected
764,4003471,2,driver,male,21,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
765,4003474,1,driver,male,56,other visible injury,driver,not required,lap/shoulder harness used,not ejected
766,4003479,3,passenger,female,38,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
767,4003479,3,passenger,female,6,no injury,rear occupant of truck or van,air bag not deployed,child restraint in vehicle used,not ejected
768,4003479,3,passenger,male,3,no injury,passenger seat 4,air bag not deployed,child restraint in vehicle used,not ejected
769,4003482,1,passenger,female,81,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
770,4003494,2,passenger,male,16,no injury,passenger seat 4,none in vehicle,,not ejected
771,4003494,2,passenger,female,16,no injury,rear occupant of truck or van,none in vehicle,,not ejected
772,4003494,2,passenger,female,15,no injury,position unknown,none in vehicle,,not ejected
773,4003494,2,passenger,male,16,no injury,position unknown,none in vehicle,,not ejected
774,4003494,2,passenger,female,15,no injury,position unknown,none in vehicle,,not ejected
775,4003494,2,passenger,male,16,no injury,position unknown,none in vehicle,,not ejected
776,4003498,2,passenger,female,34,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
777,4003499,1,passenger,female,40,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
778,4003499,2,passenger,female,,no injury,position unknown,not required,,not ejected
779,4003499,2,passenger,male,41,no injury,position unknown,not required,,not ejected
780,4003499,2,passenger,female,,no injury,position unknown,not required,,not ejected
781,4003499,2,passenger,,,no injury,position unknown,not required,,not ejected
782,4003499,2,passenger,,,no injury,position unknown,not required,,not ejected
783,4003499,2,passenger,female,27,no injury,position unknown,not required,,not ejected
784,4003499,2,passenger,female,,no injury,position unknown,not required,,not ejected
785,4003499,2,passenger,male,,no injury,position unknown,not required,,not ejected
786,4003499,2,passenger,female,,no injury,position unknown,not required,,not ejected
787,4003499,2,passenger,male,,no injury,position unknown,not required,,not ejected
788,4003499,2,passenger,female,,no injury,position unknown,not required,,not ejected
789,4003499,2,passenger,female,,no injury,position unknown,not required,,not ejected
790,4003502,1,driver,male,48,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
791,4003502,1,passenger,female,64,complaint of pain,rear occupant of truck or van,not required,lap/shoulder harness used,not ejected
792,4003502,1,passenger,female,73,complaint of pain,rear occupant of truck or van,not required,lap/shoulder harness used,not ejected
793,4003502,1,passenger,female,76,complaint of pain,rear occupant of truck or van,not required,lap/shoulder harness used,not ejected
794,4003502,1,passenger,male,79,complaint of pain,rear occupant of truck or van,not required,lap/shoulder harness used,not ejected
795,4003502,1,passenger,female,77,complaint of pain,rear occupant of truck or van,not required,lap/shoulder harness used,not ejected
796,4003502,1,passenger,female,75,complaint of pain,rear occupant of truck or van,not required,lap/shoulder harness used,not ejected
797,4003502,1,passenger,female,83,complaint of pain,rear occupant of truck or van,not required,lap/shoulder harness used,not ejected
798,4003502,1,passenger,male,81,no injury,rear occupant of truck or van,not required,lap/shoulder harness used,not ejected
799,4003502,1,passenger,male,83,no injury,rear occupant of truck or van,not required,lap/shoulder harness used,not ejected
800,4003502,1,passenger,male,81,no injury,rear occupant of truck or van,not required,lap/shoulder harness used,not ejected
801,4003503,2,passenger,female,3,no injury,passenger seat 4,air bag not deployed,child restraint in vehicle used,not ejected
802,4003503,2,passenger,female,1,no injury,passenger seat 5,air bag not deployed,child restraint in vehicle used,not ejected
803,4003506,1,driver,male,44,complaint of pain,driver,lap/shoulder harness not used,,not ejected
804,4003507,1,driver,male,48,complaint of pain,driver,not required,"driver, motorcycle helmet used",fully ejected
805,4004164,2,passenger,female,17,no injury,other occupants,not required,,not ejected
806,4004164,2,passenger,female,79,no injury,other occupants,not required,,not ejected
807,4004164,2,passenger,male,16,no injury,passenger seat 3,not required,,not ejected
808,4004168,2,passenger,male,21,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
809,4004168,2,passenger,female,48,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
810,4004168,2,passenger,female,24,no injury,passenger seat 5,not required,lap belt used,not ejected
811,4004168,2,passenger,female,36,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
812,4004171,1,driver,male,30,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
813,4004172,2,passenger,male,75,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
814,4004172,3,driver,male,20,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
815,4004172,3,passenger,male,,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
816,4004172,3,passenger,,20,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
817,4004172,3,passenger,male,23,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
818,4004174,1,driver,male,43,other visible injury,driver,not required,lap/shoulder harness used,not ejected
819,4004178,1,passenger,male,15,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
820,4004178,2,passenger,female,28,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
821,4004178,2,passenger,female,5,no injury,passenger seat 4,air bag not deployed,no child restraint in vehicle,not ejected
822,4004178,2,passenger,female,,no injury,passenger seat 5,air bag not deployed,child restraint in vehicle used,not ejected
823,4004179,2,passenger,male,9,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
824,4004179,2,passenger,female,6,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
825,4004181,2,passenger,male,51,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
826,4004182,1,driver,female,26,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
827,4004182,2,passenger,female,59,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
828,4004183,2,passenger,male,10,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
829,4004186,1,driver,male,52,other visible injury,driver,not required,lap/shoulder harness used,not ejected
830,4004190,2,passenger,female,4,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
831,4004190,2,passenger,male,7,no injury,passenger seat 5,not required,lap/shoulder harness used,not ejected
832,4004191,2,driver,male,22,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
833,4004194,1,driver,male,42,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
834,4004194,1,passenger,female,58,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
835,4004194,2,driver,male,67,complaint of pain,driver,not required,lap/shoulder harness used,not ejected
836,4004196,1,driver,male,41,severe injury,driver,air bag deployed,lap/shoulder harness used,not ejected
837,4004198,1,driver,male,51,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
838,4004199,2,driver,female,37,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
839,4004201,2,passenger,female,3,no injury,passenger seat 6,air bag not deployed,child restraint in vehicle used,not ejected
840,4004204,1,driver,male,28,complaint of pain,driver,,,not ejected
841,4004205,2,passenger,female,33,complaint of pain,passenger seat 3,lap/shoulder harness used,,not ejected
842,4004209,2,driver,,43,other visible injury,driver,,,unknown
843,4004210,2,driver,female,36,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
844,4004210,3,passenger,male,59,other visible injury,passenger seat 3,none in vehicle,lap/shoulder harness used,not ejected
845,4004210,3,passenger,male,46,other visible injury,other occupants,none in vehicle,,not ejected
846,4004213,1,driver,male,22,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
847,4004218,1,passenger,male,30,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
848,4004223,2,driver,male,45,other visible injury,driver,passive restraint not used,,not ejected
849,4004223,2,passenger,male,41,no injury,passenger seat 6,lap/shoulder harness used,,not ejected
850,4004223,2,passenger,male,31,complaint of pain,passenger seat 3,lap/shoulder harness used,,not ejected
851,4004230,2,passenger,female,30,no injury,rear occupant of truck or van,not required,,not ejected
852,4004230,2,passenger,male,30,no injury,rear occupant of truck or van,not required,,not ejected
853,4004230,2,passenger,male,43,no injury,rear occupant of truck or van,not required,,not ejected
854,4004230,2,passenger,female,54,no injury,rear occupant of truck or van,not required,,not ejected
855,4004230,2,passenger,male,30,no injury,rear occupant of truck or van,not required,,not ejected
856,4004230,2,passenger,male,24,no injury,rear occupant of truck or van,not required,,not ejected
857,4004230,2,passenger,female,63,no injury,rear occupant of truck or van,not required,,not ejected
858,4004230,2,passenger,female,24,no injury,rear occupant of truck or van,not required,,not ejected
859,4004230,2,passenger,male,42,no injury,rear occupant of truck or van,not required,,not ejected
860,4004230,2,passenger,male,34,no injury,rear occupant of truck or van,not required,,not ejected
861,4004234,2,passenger,male,17,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
862,4004238,2,driver,male,41,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
863,4004244,1,passenger,male,21,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
864,4004268,1,passenger,female,21,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
865,4004268,1,driver,male,23,complaint of pain,driver,air bag deployed,lap/shoulder harness used,unknown
866,4004272,1,driver,male,56,other visible injury,driver,air bag deployed,lap/shoulder harness not used,not ejected
867,4004280,2,passenger,female,52,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
868,4004280,3,passenger,female,37,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
869,4004280,3,passenger,male,3,no injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
870,4004280,3,passenger,female,4,no injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
871,4004280,3,passenger,male,10,no injury,position unknown,not required,none in vehicle,not ejected
872,4004280,3,passenger,female,16,no injury,position unknown,not required,none in vehicle,not ejected
873,4004280,3,passenger,male,13,no injury,position unknown,not required,none in vehicle,not ejected
874,4004280,3,passenger,male,16,no injury,position unknown,not required,none in vehicle,not ejected
875,4004284,2,driver,male,27,complaint of pain,driver,air bag deployed,lap/shoulder harness used,unknown
876,4004292,2,driver,male,41,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
877,4004295,1,driver,male,24,complaint of pain,driver,none in vehicle,lap/shoulder harness used,not ejected
878,4004299,1,passenger,female,33,complaint of pain,station wagon rear,air bag deployed,,unknown
879,4004299,1,passenger,male,28,other visible injury,station wagon rear,,,unknown
880,4004299,2,driver,male,33,other visible injury,driver,lap/shoulder harness used,air bag deployed,unknown
881,4004304,2,driver,female,60,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
882,4004304,2,passenger,male,52,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
883,4004308,1,passenger,female,44,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
884,4004308,1,passenger,female,85,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
885,4004308,1,passenger,female,44,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
886,4004311,2,driver,female,52,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
887,4004315,1,passenger,male,31,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
888,4004320,1,passenger,female,12,no injury,passenger seat 3,lap/shoulder harness used,,not ejected
889,4004320,2,driver,,58,complaint of pain,driver,lap/shoulder harness used,,not ejected
890,4004482,1,passenger,male,55,no injury,other occupants,not required,lap/shoulder harness used,not ejected
891,4004482,2,passenger,female,54,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
892,4004485,2,driver,female,24,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
893,4004489,1,passenger,male,43,no injury,passenger seat 3,other,lap/shoulder harness used,not ejected
894,4004493,1,passenger,male,35,no injury,passenger seat 3,not required,lap/shoulder harness used,not ejected
895,4004493,3,passenger,female,38,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
896,4004493,3,passenger,male,6,no injury,passenger seat 5,not required,child restraint in vehicle used,not ejected
897,4004501,2,driver,female,42,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
898,4004509,2,driver,female,53,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
899,4004513,1,passenger,male,26,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
900,4004513,1,passenger,male,45,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
901,4004513,1,passenger,female,24,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
902,4004517,1,passenger,female,24,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
