case_id,jurisdiction,officer_id,reporting_district,chp_shift,population,county_city_location,county_location,special_condition,beat_type,chp_beat_type,city_division_lapd,chp_beat_class,beat_number,primary_road,secondary_road,distance,direction,intersection,weather_1,weather_2,state_highway_indicator,caltrans_county,caltrans_district,state_route,route_suffix,postmile_prefix,postmile,location_type,ramp_intersection,side_of_highway,tow_away,collision_severity,killed_victims,injured_victims,party_count,primary_collision_factor,pcf_violation_code,pcf_violation_category,pcf_violation,pcf_violation_subsection,hit_and_run,type_of_collision,motor_vehicle_involved_with,pedestrian_action,road_surface,road_condition_1,road_condition_2,lighting,control_device,chp_road_type,pedestrian_collision,bicycle_collision,motorcycle_collision,truck_collision,not_private_property,alcohol_involved,statewide_vehicle_type_at_fault,chp_vehicle_type_at_fault,severe_injury_count,other_visible_injury_count,complaint_of_pain_injury_count,pedestrian_killed_count,pedestrian_injured_count,bicyclist_killed_count,bicyclist_injured_count,motorcyclist_killed_count,motorcyclist_injured_count,primary_ramp,secondary_ramp,latitude,longitude,collision_date,collision_time,process_date
4001794,9645,16173,,1400 thru 2159,unincorporated,3700,san diego,0,chp county roadarea,county road area,,chp other,018,LYNWOOD DR,BONITA RD,36.0,south,0,clear,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,hit object,fixed object,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,32.64744,-117.05786,2009-01-06,15:27:00,2009-08-24
4001796,3801,2277,B,not chp,>250000,3801,san francisco,0,not chp,not chp,,not chp,3B15A,S VAN NESS AV,13TH ST,0.0,,1,clear,,0,,,,,,,,,,0,property damage only,0,0,1,vehicle code violation,,other hazardous violation,21663,,not hit and run,hit object,fixed object,no pedestrian involved,dry,construction,,daylight,functioning,0,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-13,09:50:00,2009-08-25
4001797,9480,16046,,0600 thru 1359,unincorporated,5400,tulare,0,chp state highway,state route,,chp primary,051,RT 43,AVENUE 144,0.0,,1,fog,,1,tulare,6,43,,R,20.586,intersection,intersection,southbound,1,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,1,0,0,0,0,0,0,,,36.05105,-119.52203,2009-01-12,08:45:00,2009-09-23
4001798,9645,10175,,1400 thru 2159,>250000,3711,san diego,0,chp state highway,interstate,,chp other,003,RT 5,ISLAND AV,100.0,south,0,clear,,1,san diego,11,5,,R,14.79,highway,,southbound,0,property damage only,0,0,3,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,32.71079,-117.14776,2009-01-07,17:35:00,2009-09-23
4001800,4313,3889,CENTR,not chp,>250000,4313,santa clara,0,not chp,not chp,,not chp,0K4,JULIAN ST,JULIAN ST,0.0,east,0,clear,,0,,,,,,,,,,0,pain,0,2,4,vehicle code violation,,unsafe starting or backing,22106,,not hit and run,pedestrian,fixed object,not in road,dry,normal,,daylight,none,0,1,0,0,0,1,,,,0,0,2,0,2,0,0,0,0,,,,,2009-01-12,16:30:00,2009-08-31
4001802,9426,13053,,0600 thru 1359,unincorporated,1500,kern,0,chp state highway,interstate,,chp other,502,RT 5,RT 58,2640.0,north,0,cloudy,,1,kern,6,5,,,52.67,highway,,southbound,0,property damage only,0,0,3,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,0,1,,other vehicle,motor home,0,0,0,0,0,0,0,0,0,,,,,2009-01-04,13:30:00,2009-09-16
4001804,4313,3524,CENTR,not chp,>250000,4313,santa clara,0,not chp,not chp,,not chp,0R3,BROKAW RD,ZANKER RD,300.0,west,,clear,,0,,,,,,,,,,1,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,0,,,,,2009-01-16,15:50:00,2009-08-31
4001805,9252,17927,,0600 thru 1359,unincorporated,3400,sacramento,0,chp county roadline,county road line,,chp other,073,STOCKTON BL,MACK RD,75.0,south,0,clear,,0,,,,,,,,,,0,property damage only,0,0,3,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,truck or truck tractor with trailer,three or more axle truck,0,0,0,0,0,0,0,0,0,,,38.47397,-121.41881,2009-01-09,10:10:00,2009-08-25
4001806,9670,18654,,2200 thru 0559,10000 to 25000,3013,orange,0,chp state highway,interstate,,chp other,061,RT 605,KATELLA AV,100.0,south,0,clear,,1,orange,12,605,,R,1.39,highway,,southbound,1,pain,0,1,3,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with no street lights,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,1,0,0,0,0,0,0,,,33.7987,-118.08555,2009-01-08,23:40:00,2010-01-26
4001808,9480,10980,,0600 thru 1359,unincorporated,5400,tulare,0,chp state highway,state route,,chp other,091,RT 99,BETTY DR,12.0,south,0,clear,,1,tulare,6,99,,,40.544,ramp,"ramp exit, last 50 feet",northbound,0,property damage only,0,0,2,vehicle code violation,,improper turning,22100,B,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,TO,,36.35014,-119.42723,2009-01-19,12:45:00,2009-09-16
4001809,9252,12086,,0600 thru 1359,>250000,3404,sacramento,0,chp state highway,us highway,,chp other,150,RT 50,5TH ST,50.0,west,0,clear,,1,sacramento,3,50,,L,0.679,ramp,mid-ramp,westbound,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,misdemeanor,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,TO,,38.56779,-121.50857,2009-01-06,07:55:00,2009-09-14
4001810,9145,18210,,1400 thru 2159,unincorporated,4700,siskiyou,0,chp state highway,state route,,chp primary,080,RT 161,LOWER KLAMATH LAKE RD,0.0,,1,clear,,1,siskiyou,2,161,,,15.23,highway,,eastbound,0,property damage only,0,0,2,vehicle code violation,,wrong side of road,21752,D,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with no street lights,none,0,0,0,0,1,1,,truck or truck tractor with trailer,three or more axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-09,18:40:00,2009-10-05
4001812,3010,1125,165,not chp,100000 to 250000,3010,orange,0,not chp,not chp,,not chp,010,SIMS ST,PRAIRIE,50.0,south,0,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-19,08:54:00,2009-08-25
4001813,9540,15413,,0600 thru 1359,unincorporated,1900,los angeles,0,chp state highway,state route,,chp primary,138,RT 138,240TH ST,40.0,west,0,clear,,1,los angeles,7,138,,,15.02,highway,,westbound,1,property damage only,0,0,2,vehicle code violation,,automobile right of way,21801,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,34.77485,-118.56543,2009-01-17,12:05:00,2010-02-08
4001814,5604,4774,,not chp,100000 to 250000,5604,ventura,0,not chp,not chp,,not chp,011,GONZALES RD,PATRICIA ST,0.0,,1,clear,,0,,,,,,,,,,0,pain,0,1,2,vehicle code violation,,automobile right of way,21802,A,not hit and run,sideswipe,other object,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,0,,,,,2009-01-09,07:55:00,2009-08-24
4001816,3801,1484,PARK,not chp,>250000,3801,san francisco,0,not chp,not chp,,not chp,3F61,PARNASSUS AV,HILLWAY AV,124.0,west,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,unsafe starting or backing,22106,,not hit and run,rear end,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,,,2009-01-15,07:25:00,2009-08-25
4001817,9252,15389,,0600 thru 1359,unincorporated,3400,sacramento,0,chp county roadline,county road line,,chp other,073,RANGEVIEW RD,EAST STOCKTON BL,200.0,east,0,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,unsafe starting or backing,22106,,not hit and run,rear end,parked motor vehicle,no pedestrian involved,wet,,,daylight,none,0,0,0,0,1,1,,truck or truck tractor with trailer,three or more axle truck,0,0,0,0,0,0,0,0,0,,,38.46705,-121.4149,2009-01-05,09:40:00,2009-08-24
4001818,1955,40624,77,not chp,100000 to 250000,1955,los angeles,0,not chp,not chp,,not chp,001,HUMANE WY,MISSION BL,200.0,north,0,clear,,0,,,,,,,,,,0,pain,0,1,2,vehicle code violation,,automobile right of way,21804,A,not hit and run,pedestrian,pedestrian,in road,dry,normal,,daylight,none,0,1,0,0,0,1,,,,0,0,1,0,1,0,0,0,0,,,,,2009-01-14,12:41:00,2009-10-06
4001819,1942,33502,1498,not chp,>250000,1942,los angeles,0,not chp,not chp,N,not chp,14TL47,AVIATION BL,111TH ST,0.0,,1,fog,,0,,,,,,,,,,1,severe injury,0,4,3,vehicle code violation,,automobile right of way,21801,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,passenger car,"passenger car, station",1,0,3,0,0,0,0,0,0,,,,,2009-01-02,10:35:00,2009-08-25
4001820,3404,0221,,not chp,>250000,3404,sacramento,0,not chp,not chp,,not chp,,FRUITRIDGE RD,84TH ST,0.0,,1,cloudy,,0,,,,,,,,,,1,pain,0,1,2,vehicle code violation,,traffic signals and signs,21453,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,pickup or panel truck,pickups & panels,0,0,1,0,0,0,0,0,0,,,,,2009-01-21,13:45:00,2009-08-25
4001821,9252,14727,,0600 thru 1359,unincorporated,3400,sacramento,0,chp county roadarea,county road area,,chp other,080,ARNO RD,EAST STOCKTON BL,0.0,,1,raining,,0,,,,,,,,,,1,property damage only,0,0,2,vehicle code violation,,automobile right of way,21804,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,wet,normal,,daylight,functioning,0,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,38.33434,-121.33432,2009-01-05,12:50:00,2009-10-01
4001822,9670,16347,,0600 thru 1359,50000 to 100000,3007,orange,0,chp state highway,interstate,,chp other,041,RT 405,WARD ST,1013.0,south,0,clear,,1,orange,12,405,,,12.96,highway,,southbound,1,other injury,0,1,2,vehicle code violation,,improper turning,22107,,not hit and run,rear end,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,passenger car,sport utility vehicle,0,1,0,0,0,0,0,0,0,,,33.69683,-117.93861,2009-01-06,13:30:00,2009-11-12
4001823,9575,17589,,0600 thru 1359,100000 to 250000,1953,los angeles,0,chp state highway,interstate,,chp other,064,RT 210,SIERRA MADRE BL,50.0,east,0,clear,,1,los angeles,7,210,,R,28.47,highway,,eastbound,1,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,dusk or dawn,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,1,0,0,0,0,0,0,,,34.15217,-118.09384,2009-01-10,06:15:00,2009-10-08
4001824,1942,34959,0782,not chp,>250000,1942,los angeles,0,not chp,not chp,G,not chp,7TL23,VENICE BL,SPAULDING AV,207.0,east,0,clear,,0,,,,,,,,,,0,pain,0,1,2,vehicle code violation,,unsafe starting or backing,22106,,not hit and run,other,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,0,0,0,0,1,1,,truck or truck tractor,two axle truck,0,0,1,0,0,0,0,0,0,,,,,2009-01-04,18:35:00,2009-08-25
4001825,9252,13823,,1400 thru 2159,>250000,3404,sacramento,0,chp state highway,us highway,,chp other,151,RT 50,HOWE AV,250.0,west,0,clear,,1,sacramento,3,50,,R,3.533,ramp,"ramp exit, last 50 feet",eastbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,TO,,38.56438,-121.49347,2009-01-06,14:00:00,2009-09-16
4001826,9145,10435,,2200 thru 0559,unincorporated,4700,siskiyou,0,chp state highway,interstate,,chp other,070,RT 5,SHASTA RIVER BR,130.0,south,0,fog,,1,siskiyou,2,5,,R,51.25,highway,,southbound,1,property damage only,0,0,1,vehicle code violation,,speeding,22350,,not hit and run,hit object,fixed object,no pedestrian involved,snowy,other,,dark with no street lights,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,,,2009-01-15,05:40:00,2009-10-06
4001827,9575,14341,,0600 thru 1359,100000 to 250000,1925,los angeles,1,schoolbus on city roadway,safety services program,,chp other,901,GLENOAKS BL,PACIFIC AV,75.0,east,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,improper turning,22107,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,0,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,34.15929,-118.26376,2009-01-12,07:15:00,2009-08-26
4001828,3801,000043,NORTH,not chp,>250000,3801,san francisco,0,not chp,not chp,,not chp,3E61K,VAN NESS AV,PINE ST,12.0,north,0,clear,,1,san francisco,4,101,,,5.88,highway,,southbound,0,pain,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,0,1,,other bus,other commercial,0,0,1,0,0,0,0,0,0,,,,,2009-01-20,11:20:00,2009-11-02
4001829,9252,12718,,0600 thru 1359,unincorporated,3400,sacramento,0,chp state highway,us highway,,chp other,152,RT 50,ZINFANDEL DR,100.0,west,0,cloudy,,1,sacramento,3,50,,R,10.85,highway,,westbound,1,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,truck or truck tractor with trailer,three or more axle truck,0,0,0,0,0,0,0,0,0,,,38.59087,-121.28775,2009-01-07,08:15:00,2009-10-02
4001830,9145,14553,,2200 thru 0559,unincorporated,4700,siskiyou,0,chp state highway,interstate,,chp other,070,RT 5,DITCH CREEK RD,1056.0,south,0,clear,,1,siskiyou,2,5,,R,62.72,highway,,northbound,0,pain,0,1,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,1,0,0,0,0,0,0,,,,,2009-01-18,04:00:00,2009-09-23
4001831,9575,16268,,1400 thru 2159,100000 to 250000,1953,los angeles,0,chp state highway,interstate,,chp other,064,RT 210,LAKE AV,100.0,west,0,clear,,1,los angeles,7,210,,R,26.31,highway,,westbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with street lights,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,34.15207,-118.13887,2009-01-14,17:45:00,2009-10-29
4001832,1942,36855,0701,not chp,>250000,1942,los angeles,0,not chp,not chp,G,not chp,8TL83,LA CIENEGA BL,ROMAINE ST,328.0,south,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,speeding,22350,,misdemeanor,sideswipe,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,,unknown hit and run vehicle involvement,0,0,0,0,0,0,0,0,0,,,,,2009-01-09,10:40:00,2009-09-05
4001833,9252,15635,,1400 thru 2159,unincorporated,3400,sacramento,0,chp county roadarea,county road area,,chp other,090,RT 12,RT 160,2500.0,west,0,clear,,1,sacramento,3,12,,,0.1,highway,,eastbound,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,38.15763,-121.68137,2009-01-09,15:05:00,2009-10-06
4001834,9145,18726,,2200 thru 0559,unincorporated,4700,siskiyou,0,chp state highway,interstate,,chp other,070,RT 5,KLAMATH RIVER HWY,2640.0,south,0,fog,,1,siskiyou,2,5,,R,57.45,highway,,northbound,1,severe injury,0,3,2,vehicle code violation,,speeding,22350,,not hit and run,broadside,other motor vehicle,no pedestrian involved,snowy,normal,,dark with no street lights,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,1,0,2,0,0,0,0,0,0,,,,,2009-01-13,04:15:00,2009-10-06
4001835,9850,12984,,0600 thru 1359,50000 to 100000,3619,san bernardino,0,chp state highway,interstate,,chp other,081,RT 15,RT 395,3168.0,south,0,clear,,1,san bernardino,8,15,,,31.19,highway,,northbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,misdemeanor,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,34.39346,-117.40633,2009-01-12,07:10:00,2009-10-15
4001836,1942,36602,0784,not chp,>250000,1942,los angeles,0,not chp,not chp,G,not chp,7TL23,LA BREA AV,WASHINGTON BL,55.0,south,0,cloudy,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,automobile right of way,21804,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dusk or dawn,functioning,0,0,0,0,1,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,,,2009-01-09,06:15:00,2009-09-05
4001837,9252,14727,,0600 thru 1359,unincorporated,3400,sacramento,0,chp county roadline,county road line,,chp primary,072,65TH ST,STOCKTON BL,300.0,west,0,clear,,0,,,,,,,,,,0,pain,0,1,2,vehicle code violation,,pedestrian violation,21950,B,not hit and run,pedestrian,pedestrian,crossing not in crosswalk,dry,normal,,daylight,none,0,1,0,0,0,1,,pedestrian,pedestrian,0,0,1,0,1,0,0,0,0,,,38.22323,-121.55667,2009-01-06,13:20:00,2009-09-10
4001838,9145,18124,,0600 thru 1359,unincorporated,4700,siskiyou,0,chp county roadarea,county road area,,chp other,004,RED ROCK RD,OLD STATE HIGHWAY,55968.0,east,0,clear,,0,,,,,,,,,,1,pain,0,1,2,vehicle code violation,,improper turning,22107,,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,0,0,0,0,1,1,,pickup or panel truck,pickups & panels,0,0,1,0,0,0,0,0,0,,,,,2009-01-13,10:39:00,2009-09-09
4001839,1942,37469,0622,not chp,>250000,1942,los angeles,0,not chp,not chp,F,not chp,6TL11,LAUREL CANYON BL,PERCIVAL PL,0.0,,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,improper passing,21755,,not hit and run,sideswipe,motor vehicle on other roadway,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor,three or more axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-08,07:00:00,2009-08-25
4001840,1942,37776,0727,not chp,>250000,1942,los angeles,0,not chp,not chp,G,not chp,6TL7,HIGHLAND AV,1ST ST,106.0,north,0,clear,,0,,,,,,,,,,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,parked motor vehicle,no pedestrian involved,dry,normal,,daylight,none,0,0,0,0,1,1,,truck or truck tractor,three or more axle truck,0,0,0,0,0,0,0,0,0,,,,,2009-01-09,10:10:00,2009-08-25
4003283,109,8214,1,not chp,>250000,0109,alameda,0,not chp,not chp,,not chp,09X,PIEDMONT AV,ECHO AV,0.0,,1,clear,,0,,,,,,,,,,1,pain,0,2,2,vehicle code violation,,improper turning,22102,,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,other,,dark with street lights,functioning,0,0,0,0,0,1,,passenger car,"passenger car, station",0,0,2,0,0,0,0,0,0,,,,,2009-01-09,06:20:00,2009-08-25
4003284,9580,16523,,2200 thru 0559,unincorporated,1900,los angeles,0,chp state highway,us highway,,chp other,108,RT 101,REYES ADOBE RD,83.0,south,0,clear,,1,los angeles,7,101,,,36.16,highway,,northbound,1,other injury,0,2,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,dark with no street lights,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,1,1,0,0,0,0,0,0,,,34.14715,-118.7808,2009-01-08,23:45:00,2010-01-20
4003287,9330,17991,,0600 thru 1359,50000 to 100000,4116,san mateo,0,chp state highway,us highway,,chp other,038,RT 101,PENINSULA AV,528.0,north,0,clear,,1,san mateo,4,101,,,14.79,highway,,northbound,0,property damage only,0,0,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with no street lights,none,1,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,0,,,,,2009-01-06,06:25:00,2009-09-23
4003288,9650,14804,,0600 thru 1359,unincorporated,3700,san diego,0,chp state highway,interstate,,chp other,003,RT 5,SANTA MARGARITA RV,4224.0,north,0,clear,,1,san diego,11,5,,R,57.32,highway,,northbound,1,other injury,0,1,2,vehicle code violation,,dui,23152,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,1,passenger car,"passenger car, station",0,1,0,0,0,0,0,0,0,,,,,2009-01-14,10:05:00,2009-09-22
4003291,9495,17998,,0600 thru 1359,unincorporated,1600,kings,0,chp state highway,interstate,,chp other,004,RT 5,QUEBEC AV,5280.0,south,0,clear,,1,kings,6,5,,,23.28,highway,,northbound,1,property damage only,0,0,2,vehicle code violation,,impeding traffic,22400,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,daylight,functioning,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,35.92526,-119.90223,2009-01-04,11:30:00,2009-09-22
4003292,9840,13059,,0600 thru 1359,unincorporated,3300,riverside,0,chp state highway,state route,,chp primary,038,RT 71,RT 91,2904.0,north,0,clear,,1,riverside,8,71,,,2.48,highway,,southbound,1,pain,0,1,2,vehicle code violation,,automobile right of way,21801,A,not hit and run,broadside,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,5,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,1,0,0,0,0,0,0,,,33.88998,-117.64658,2009-01-06,10:40:00,2009-10-15
4003295,9660,18792,9660,2200 thru 0559,unincorporated,3300,riverside,0,chp state highway,state route,,chp primary,034,RT 78,35TH AV,984.0,west,0,clear,,1,riverside,8,78,,,1.34,highway,,eastbound,1,property damage only,0,0,1,vehicle code violation,,improper turning,22107,,not hit and run,overturned,non-collision,no pedestrian involved,dry,normal,,dark with no street lights,none,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,33.44412,-114.75215,2009-01-02,22:20:00,2010-01-22
4003299,9440,10376,,0600 thru 1359,unincorporated,1600,kings,0,chp county roadline,county road line,,chp primary,047,HANFORD ARMONA RD,OAK ST,1076.0,east,0,fog,,0,,,,,,,,,,1,other injury,0,1,2,vehicle code violation,,speeding,22350,,not hit and run,broadside,other motor vehicle,no pedestrian involved,wet,normal,,daylight,none,0,0,0,0,1,1,,pickup or panel truck,pickups & panels,0,1,0,0,0,0,0,0,0,,,,,2009-01-14,08:37:00,2009-09-14
4003300,9840,14916,,0600 thru 1359,>250000,3313,riverside,0,chp state highway,interstate,,chp other,023,RT 215,MARTIN LUTHER KING BL,2112.0,south,0,clear,,1,riverside,8,215,,,39.89,highway,,northbound,1,property damage only,0,0,5,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,daylight,none,1,0,0,0,1,1,,pickup or panel truck,pickups & panels,0,0,0,0,0,0,0,0,0,,,,,2009-01-05,06:40:00,2009-09-22
4003303,9440,010045,,0600 thru 1359,unincorporated,1600,kings,0,chp county roadline,county road line,,chp primary,047,HANFORD ARMONA RD,OAK ST,964.0,east,0,fog,,0,,,,,,,,,,1,other injury,0,3,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,wet,normal,,daylight,none,0,0,0,0,1,1,,passenger car,"passenger car, station",0,1,2,0,0,0,0,0,0,,,,,2009-01-14,08:38:00,2009-09-19
4003304,9855,18618,,2200 thru 0559,100000 to 250000,3616,san bernardino,0,chp state highway,interstate,,chp other,153,RT 15,RT 210,300.0,north,0,clear,,1,san bernardino,8,15,,,8.675,ramp,mid-ramp,southbound,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,rear end,other motor vehicle,no pedestrian involved,dry,normal,,dark with no street lights,none,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,TO,,,,2009-01-10,00:30:00,2009-12-15
4003307,9440,017464,,2200 thru 0559,unincorporated,1600,kings,0,chp state highway,state route,,chp primary,430,RT 43,LANSING AV,10560.0,south,0,fog,,1,kings,6,43,,,7.36,highway,,southbound,1,property damage only,0,0,2,vehicle code violation,,speeding,22350,,not hit and run,broadside,other motor vehicle,no pedestrian involved,wet,normal,,dark with no street lights,none,0,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,0,0,0,0,0,0,0,,,36.16729,-119.6005,2009-01-16,04:45:00,2009-10-05
4003308,9855,14407,,2200 thru 0559,100000 to 250000,3604,san bernardino,0,chp state highway,interstate,,chp other,201,RT 210,CHERRY AV,3168.0,east,0,clear,,1,san bernardino,8,210,,,12.44,highway,,westbound,0,pain,0,1,2,vehicle code violation,,unsafe lane change,21658,A,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,normal,,dark with no street lights,none,1,0,0,0,1,1,,truck or truck tractor with trailer,truck tractor,0,0,1,0,0,0,0,0,0,,,,,2009-01-16,05:20:00,2009-10-14
4003311,9350,13792,,0600 thru 1359,50000 to 100000,2109,marin,0,chp state highway,us highway,,chp primary,060,RT 101,LINCOLN AV,25.0,north,0,clear,,1,marin,4,101,,,12.09,highway,,southbound,1,property damage only,0,0,2,other improper driving,,other improper driving,,,not hit and run,sideswipe,other motor vehicle,no pedestrian involved,dry,construction,,daylight,functioning,1,0,0,0,1,1,,passenger car,"passenger car, station",0,0,0,0,0,0,0,0,0,,,37.98841,-122.52728,2009-01-09,13:45:00,2009-10-07
