"donor_id","donor_name","donor_type"
1835,"Donor_1835","Organization"
1836,"Donor_1836","Corporate"
1837,"Donor_1837","Individual"
1838,"Donor_1838","Organization"
1839,"Donor_1839","Individual"
1840,"Donor_1840","Corporate"
1841,"Donor_1841","Individual"
1842,"Donor_1842","Corporate"
1843,"Donor_1843","Individual"
1844,"Donor_1844","Corporate"
1845,"Donor_1845","Individual"
1846,"Donor_1846","Individual"
1847,"Donor_1847","Organization"
1848,"Donor_1848","Corporate"
1849,"Donor_1849","Individual"
1850,"Donor_1850","Organization"
1851,"Donor_1851","Individual"
1852,"Donor_1852","Organization"
1853,"Donor_1853","Individual"
1854,"Donor_1854","Organization"
1855,"Donor_1855","Corporate"
1856,"Donor_1856","Individual"
1857,"Donor_1857","Corporate"
1858,"Donor_1858","Corporate"
1859,"Donor_1859","Organization"
1860,"Donor_1860","Corporate"
1861,"Donor_1861","Organization"
1862,"Donor_1862","Organization"
1863,"Donor_1863","Organization"
1864,"Donor_1864","Organization"
1865,"Donor_1865","Organization"
1866,"Donor_1866","Individual"
1867,"Donor_1867","Individual"
1868,"Donor_1868","Corporate"
1869,"Donor_1869","Individual"
1870,"Donor_1870","Organization"
1871,"Donor_1871","Organization"
1872,"Donor_1872","Individual"
1873,"Donor_1873","Corporate"
1874,"Donor_1874","Corporate"
1875,"Donor_1875","Individual"
1876,"Donor_1876","Organization"
1877,"Donor_1877","Organization"
1878,"Donor_1878","Corporate"
1879,"Donor_1879","Individual"
1880,"Donor_1880","Organization"
1881,"Donor_1881","Corporate"
1882,"Donor_1882","Corporate"
1883,"Donor_1883","Individual"
1884,"Donor_1884","Corporate"
1885,"Donor_1885","Organization"
1886,"Donor_1886","Corporate"
1887,"Donor_1887","Corporate"
1888,"Donor_1888","Corporate"
1889,"Donor_1889","Individual"
1890,"Donor_1890","Organization"
1891,"Donor_1891","Corporate"
1892,"Donor_1892","Individual"
1893,"Donor_1893","Corporate"
1894,"Donor_1894","Organization"
1895,"Donor_1895","Corporate"
1896,"Donor_1896","Individual"
1897,"Donor_1897","Corporate"
1898,"Donor_1898","Corporate"
1899,"Donor_1899","Corporate"
1900,"Donor_1900","Individual"
1901,"Donor_1901","Corporate"
1902,"Donor_1902","Corporate"
1903,"Donor_1903","Individual"
1904,"Donor_1904","Individual"
1905,"Donor_1905","Organization"
1906,"Donor_1906","Individual"
1907,"Donor_1907","Corporate"
1908,"Donor_1908","Corporate"
1909,"Donor_1909","Individual"
1910,"Donor_1910","Organization"
1911,"Donor_1911","Individual"
1912,"Donor_1912","Organization"
1913,"Donor_1913","Individual"
1914,"Donor_1914","Organization"
1915,"Donor_1915","Organization"
1916,"Donor_1916","Corporate"
1917,"Donor_1917","Organization"
1918,"Donor_1918","Corporate"
1919,"Donor_1919","Individual"
1920,"Donor_1920","Individual"
1921,"Donor_1921","Individual"
1922,"Donor_1922","Individual"
1923,"Donor_1923","Individual"
1924,"Donor_1924","Corporate"
1925,"Donor_1925","Individual"
1926,"Donor_1926","Organization"
1927,"Donor_1927","Corporate"
1928,"Donor_1928","Organization"
1929,"Donor_1929","Corporate"
1930,"Donor_1930","Organization"
1931,"Donor_1931","Corporate"
1932,"Donor_1932","Individual"
1933,"Donor_1933","Corporate"
1934,"Donor_1934","Corporate"
1935,"Donor_1935","Organization"
1936,"Donor_1936","Corporate"
1937,"Donor_1937","Corporate"
1938,"Donor_1938","Individual"
1939,"Donor_1939","Organization"
1940,"Donor_1940","Corporate"
1941,"Donor_1941","Organization"
1942,"Donor_1942","Corporate"
1943,"Donor_1943","Corporate"
1944,"Donor_1944","Organization"
1945,"Donor_1945","Individual"
1946,"Donor_1946","Corporate"
1947,"Donor_1947","Corporate"
1948,"Donor_1948","Corporate"
1949,"Donor_1949","Organization"
1950,"Donor_1950","Individual"
1951,"Donor_1951","Corporate"
1952,"Donor_1952","Corporate"
1953,"Donor_1953","Corporate"
1954,"Donor_1954","Organization"
1955,"Donor_1955","Organization"
1956,"Donor_1956","Organization"
1957,"Donor_1957","Organization"
1958,"Donor_1958","Individual"
1959,"Donor_1959","Organization"
1960,"Donor_1960","Organization"
1961,"Donor_1961","Corporate"
1962,"Donor_1962","Organization"
1963,"Donor_1963","Individual"
1964,"Donor_1964","Individual"
1965,"Donor_1965","Corporate"
1966,"Donor_1966","Individual"
1967,"Donor_1967","Organization"
1968,"Donor_1968","Organization"
1969,"Donor_1969","Individual"
1970,"Donor_1970","Individual"
1971,"Donor_1971","Organization"
1972,"Donor_1972","Corporate"
1973,"Donor_1973","Organization"
1974,"Donor_1974","Corporate"
1975,"Donor_1975","Corporate"
1976,"Donor_1976","Individual"
1977,"Donor_1977","Corporate"
1978,"Donor_1978","Organization"
1979,"Donor_1979","Organization"
1980,"Donor_1980","Individual"
1981,"Donor_1981","Corporate"
1982,"Donor_1982","Organization"
1983,"Donor_1983","Corporate"
1984,"Donor_1984","Organization"
1985,"Donor_1985","Organization"
1986,"Donor_1986","Organization"
1987,"Donor_1987","Organization"
1988,"Donor_1988","Individual"
1989,"Donor_1989","Individual"
1990,"Donor_1990","Corporate"
1991,"Donor_1991","Corporate"
1992,"Donor_1992","Individual"
1993,"Donor_1993","Organization"
1994,"Donor_1994","Corporate"
1995,"Donor_1995","Corporate"
1996,"Donor_1996","Individual"
1997,"Donor_1997","Corporate"
1998,"Donor_1998","Individual"
1999,"Donor_1999","Organization"
2000,"Donor_2000","Corporate"
2001,"Donor_2001","Organization"
2002,"Donor_2002","Organization"
2003,"Donor_2003","Individual"
2004,"Donor_2004","Organization"
2005,"Donor_2005","Individual"
2006,"Donor_2006","Individual"
2007,"Donor_2007","Corporate"
2008,"Donor_2008","Organization"
2009,"Donor_2009","Individual"
2010,"Donor_2010","Corporate"
2011,"Donor_2011","Individual"
2012,"Donor_2012","Organization"
2013,"Donor_2013","Organization"
2014,"Donor_2014","Corporate"
2015,"Donor_2015","Corporate"
2016,"Donor_2016","Corporate"
2017,"Donor_2017","Corporate"
2018,"Donor_2018","Corporate"
2019,"Donor_2019","Organization"
2020,"Donor_2020","Corporate"
2021,"Donor_2021","Corporate"
2022,"Donor_2022","Corporate"
2023,"Donor_2023","Corporate"
2024,"Donor_2024","Organization"
2025,"Donor_2025","Organization"
2026,"Donor_2026","Individual"
2027,"Donor_2027","Corporate"
2028,"Donor_2028","Corporate"
2029,"Donor_2029","Organization"
2030,"Donor_2030","Organization"
2031,"Donor_2031","Organization"
2032,"Donor_2032","Corporate"
2033,"Donor_2033","Individual"
2034,"Donor_2034","Individual"
2035,"Donor_2035","Organization"
2036,"Donor_2036","Organization"
2037,"Donor_2037","Organization"
2038,"Donor_2038","Organization"
2039,"Donor_2039","Individual"
2040,"Donor_2040","Individual"
2041,"Donor_2041","Organization"
2042,"Donor_2042","Individual"
2043,"Donor_2043","Organization"
2044,"Donor_2044","Individual"
2045,"Donor_2045","Corporate"
2046,"Donor_2046","Corporate"
2047,"Donor_2047","Individual"
2048,"Donor_2048","Organization"
2049,"Donor_2049","Individual"
2050,"Donor_2050","Organization"
2051,"Donor_2051","Organization"
2052,"Donor_2052","Organization"
2053,"Donor_2053","Organization"
2054,"Donor_2054","Individual"
2055,"Donor_2055","Individual"
2056,"Donor_2056","Corporate"
2057,"Donor_2057","Organization"
2058,"Donor_2058","Corporate"
2059,"Donor_2059","Individual"
2060,"Donor_2060","Individual"
2061,"Donor_2061","Organization"
2062,"Donor_2062","Individual"
2063,"Donor_2063","Organization"
2064,"Donor_2064","Corporate"
2065,"Donor_2065","Organization"
2066,"Donor_2066","Individual"
2067,"Donor_2067","Individual"
2068,"Donor_2068","Individual"
2069,"Donor_2069","Corporate"
2070,"Donor_2070","Organization"
2071,"Donor_2071","Corporate"
2072,"Donor_2072","Individual"
2073,"Donor_2073","Organization"
2074,"Donor_2074","Corporate"
2075,"Donor_2075","Organization"
2076,"Donor_2076","Individual"
2077,"Donor_2077","Corporate"
2078,"Donor_2078","Organization"
2079,"Donor_2079","Organization"
2080,"Donor_2080","Individual"
2081,"Donor_2081","Individual"
2082,"Donor_2082","Individual"
2083,"Donor_2083","Corporate"
2084,"Donor_2084","Corporate"
2085,"Donor_2085","Organization"
2086,"Donor_2086","Organization"
2087,"Donor_2087","Corporate"
2088,"Donor_2088","Organization"
2089,"Donor_2089","Corporate"
2090,"Donor_2090","Organization"
2091,"Donor_2091","Corporate"
2092,"Donor_2092","Organization"
2093,"Donor_2093","Organization"
2094,"Donor_2094","Corporate"
2095,"Donor_2095","Individual"
2096,"Donor_2096","Corporate"
2097,"Donor_2097","Corporate"
2098,"Donor_2098","Individual"
2099,"Donor_2099","Organization"
2100,"Donor_2100","Individual"
2101,"Donor_2101","Individual"
2102,"Donor_2102","Individual"
2103,"Donor_2103","Organization"
2104,"Donor_2104","Corporate"
2105,"Donor_2105","Individual"
2106,"Donor_2106","Organization"
2107,"Donor_2107","Organization"
2108,"Donor_2108","Corporate"
2109,"Donor_2109","Corporate"
2110,"Donor_2110","Individual"
2111,"Donor_2111","Organization"
2112,"Donor_2112","Corporate"
2113,"Donor_2113","Individual"
2114,"Donor_2114","Organization"
2115,"Donor_2115","Organization"
2116,"Donor_2116","Corporate"
2117,"Donor_2117","Organization"
2118,"Donor_2118","Organization"
2119,"Donor_2119","Corporate"
2120,"Donor_2120","Organization"
2121,"Donor_2121","Organization"
2122,"Donor_2122","Individual"
2123,"Donor_2123","Organization"
2124,"Donor_2124","Corporate"
2125,"Donor_2125","Organization"
2126,"Donor_2126","Corporate"
2127,"Donor_2127","Corporate"
2128,"Donor_2128","Organization"
2129,"Donor_2129","Corporate"
2130,"Donor_2130","Individual"
2131,"Donor_2131","Corporate"
2132,"Donor_2132","Individual"
2133,"Donor_2133","Corporate"
2134,"Donor_2134","Organization"
2135,"Donor_2135","Corporate"
2136,"Donor_2136","Corporate"
2137,"Donor_2137","Corporate"
2138,"Donor_2138","Individual"
2139,"Donor_2139","Individual"
2140,"Donor_2140","Individual"
2141,"Donor_2141","Individual"
2142,"Donor_2142","Individual"
2143,"Donor_2143","Organization"
2144,"Donor_2144","Corporate"
2145,"Donor_2145","Corporate"
2146,"Donor_2146","Organization"
2147,"Donor_2147","Organization"
2148,"Donor_2148","Organization"
2149,"Donor_2149","Organization"
2150,"Donor_2150","Individual"
2151,"Donor_2151","Corporate"
2152,"Donor_2152","Organization"
2153,"Donor_2153","Organization"
2154,"Donor_2154","Corporate"
2155,"Donor_2155","Organization"
2156,"Donor_2156","Individual"
2157,"Donor_2157","Individual"
2158,"Donor_2158","Individual"
2159,"Donor_2159","Organization"
2160,"Donor_2160","Corporate"
2161,"Donor_2161","Organization"
2162,"Donor_2162","Corporate"
2163,"Donor_2163","Individual"
2164,"Donor_2164","Individual"
2165,"Donor_2165","Corporate"
2166,"Donor_2166","Organization"
2167,"Donor_2167","Organization"
2168,"Donor_2168","Organization"
2169,"Donor_2169","Individual"
2170,"Donor_2170","Organization"
2171,"Donor_2171","Corporate"
2172,"Donor_2172","Organization"
2173,"Donor_2173","Organization"
2174,"Donor_2174","Corporate"
2175,"Donor_2175","Corporate"
2176,"Donor_2176","Individual"
2177,"Donor_2177","Individual"
2178,"Donor_2178","Organization"
2179,"Donor_2179","Organization"
2180,"Donor_2180","Individual"
2181,"Donor_2181","Organization"
2182,"Donor_2182","Organization"
2183,"Donor_2183","Corporate"
2184,"Donor_2184","Organization"
2185,"Donor_2185","Corporate"
2186,"Donor_2186","Individual"
2187,"Donor_2187","Organization"
2188,"Donor_2188","Corporate"
2189,"Donor_2189","Corporate"
2190,"Donor_2190","Corporate"
2191,"Donor_2191","Corporate"
2192,"Donor_2192","Organization"
2193,"Donor_2193","Individual"
2194,"Donor_2194","Corporate"
2195,"Donor_2195","Individual"
2196,"Donor_2196","Corporate"
2197,"Donor_2197","Corporate"
2198,"Donor_2198","Corporate"
2199,"Donor_2199","Individual"
2200,"Donor_2200","Individual"
2201,"Donor_2201","Individual"
2202,"Donor_2202","Organization"
2203,"Donor_2203","Individual"
2204,"Donor_2204","Organization"
2205,"Donor_2205","Organization"
2206,"Donor_2206","Individual"
2207,"Donor_2207","Corporate"
2208,"Donor_2208","Corporate"
2209,"Donor_2209","Organization"
2210,"Donor_2210","Corporate"
2211,"Donor_2211","Corporate"
2212,"Donor_2212","Organization"
2213,"Donor_2213","Individual"
2214,"Donor_2214","Organization"
2215,"Donor_2215","Individual"
2216,"Donor_2216","Individual"
2217,"Donor_2217","Organization"
2218,"Donor_2218","Corporate"
2219,"Donor_2219","Individual"
2220,"Donor_2220","Organization"
2221,"Donor_2221","Organization"
2222,"Donor_2222","Organization"
2223,"Donor_2223","Individual"
2224,"Donor_2224","Corporate"
2225,"Donor_2225","Corporate"
2226,"Donor_2226","Organization"
2227,"Donor_2227","Individual"
2228,"Donor_2228","Corporate"
2229,"Donor_2229","Organization"
2230,"Donor_2230","Corporate"
2231,"Donor_2231","Corporate"
2232,"Donor_2232","Individual"
2233,"Donor_2233","Organization"
2234,"Donor_2234","Corporate"
2235,"Donor_2235","Corporate"
2236,"Donor_2236","Individual"
2237,"Donor_2237","Individual"
2238,"Donor_2238","Corporate"
2239,"Donor_2239","Individual"
2240,"Donor_2240","Individual"
2241,"Donor_2241","Organization"
2242,"Donor_2242","Organization"
2243,"Donor_2243","Corporate"
2244,"Donor_2244","Corporate"
2245,"Donor_2245","Corporate"
2246,"Donor_2246","Individual"
2247,"Donor_2247","Organization"
2248,"Donor_2248","Corporate"
2249,"Donor_2249","Organization"
2250,"Donor_2250","Individual"
2251,"Donor_2251","Organization"
2252,"Donor_2252","Individual"
2253,"Donor_2253","Corporate"
2254,"Donor_2254","Individual"
2255,"Donor_2255","Individual"
2256,"Donor_2256","Individual"
2257,"Donor_2257","Individual"
2258,"Donor_2258","Corporate"
2259,"Donor_2259","Organization"
2260,"Donor_2260","Corporate"
2261,"Donor_2261","Corporate"
2262,"Donor_2262","Individual"
2263,"Donor_2263","Corporate"
2264,"Donor_2264","Individual"
2265,"Donor_2265","Organization"
2266,"Donor_2266","Individual"
2267,"Donor_2267","Organization"
2268,"Donor_2268","Corporate"
2269,"Donor_2269","Individual"
2270,"Donor_2270","Organization"
2271,"Donor_2271","Corporate"
2272,"Donor_2272","Organization"
2273,"Donor_2273","Individual"
2274,"Donor_2274","Organization"
2275,"Donor_2275","Organization"
2276,"Donor_2276","Organization"
2277,"Donor_2277","Corporate"
2278,"Donor_2278","Organization"
2279,"Donor_2279","Organization"
2280,"Donor_2280","Organization"
2281,"Donor_2281","Organization"
2282,"Donor_2282","Individual"
2283,"Donor_2283","Individual"
2284,"Donor_2284","Corporate"
2285,"Donor_2285","Organization"
2286,"Donor_2286","Corporate"
2287,"Donor_2287","Organization"
2288,"Donor_2288","Individual"
2289,"Donor_2289","Organization"
2290,"Donor_2290","Corporate"
2291,"Donor_2291","Organization"
2292,"Donor_2292","Individual"
2293,"Donor_2293","Corporate"
2294,"Donor_2294","Organization"
2295,"Donor_2295","Individual"
2296,"Donor_2296","Organization"
2297,"Donor_2297","Individual"
2298,"Donor_2298","Corporate"
2299,"Donor_2299","Corporate"
2300,"Donor_2300","Organization"
2301,"Donor_2301","Individual"
2302,"Donor_2302","Corporate"
2303,"Donor_2303","Organization"
2304,"Donor_2304","Organization"
2305,"Donor_2305","Organization"
2306,"Donor_2306","Individual"
2307,"Donor_2307","Organization"
2308,"Donor_2308","Individual"
2309,"Donor_2309","Organization"
2310,"Donor_2310","Individual"
2311,"Donor_2311","Organization"
2312,"Donor_2312","Organization"
2313,"Donor_2313","Individual"
2314,"Donor_2314","Corporate"
2315,"Donor_2315","Corporate"
2316,"Donor_2316","Corporate"
2317,"Donor_2317","Individual"
2318,"Donor_2318","Corporate"
2319,"Donor_2319","Organization"
2320,"Donor_2320","Individual"
2321,"Donor_2321","Corporate"
2322,"Donor_2322","Organization"
2323,"Donor_2323","Organization"
2324,"Donor_2324","Individual"
2325,"Donor_2325","Corporate"
2326,"Donor_2326","Organization"
2327,"Donor_2327","Corporate"
2328,"Donor_2328","Organization"
2329,"Donor_2329","Organization"
2330,"Donor_2330","Individual"
2331,"Donor_2331","Corporate"
2332,"Donor_2332","Organization"
2333,"Donor_2333","Corporate"
2334,"Donor_2334","Corporate"
2335,"Donor_2335","Corporate"
2336,"Donor_2336","Individual"
2337,"Donor_2337","Organization"
2338,"Donor_2338","Corporate"
2339,"Donor_2339","Individual"
2340,"Donor_2340","Corporate"
2341,"Donor_2341","Individual"
2342,"Donor_2342","Corporate"
2343,"Donor_2343","Corporate"
2344,"Donor_2344","Corporate"
2345,"Donor_2345","Individual"
2346,"Donor_2346","Individual"
2347,"Donor_2347","Organization"
2348,"Donor_2348","Organization"
2349,"Donor_2349","Individual"
2350,"Donor_2350","Organization"
2351,"Donor_2351","Individual"
2352,"Donor_2352","Individual"
2353,"Donor_2353","Individual"
2354,"Donor_2354","Organization"
2355,"Donor_2355","Corporate"
2356,"Donor_2356","Organization"
2357,"Donor_2357","Corporate"
2358,"Donor_2358","Organization"
2359,"Donor_2359","Corporate"
2360,"Donor_2360","Corporate"
2361,"Donor_2361","Individual"
2362,"Donor_2362","Organization"
2363,"Donor_2363","Corporate"
2364,"Donor_2364","Organization"
2365,"Donor_2365","Individual"
2366,"Donor_2366","Individual"
2367,"Donor_2367","Corporate"
2368,"Donor_2368","Individual"
2369,"Donor_2369","Organization"
2370,"Donor_2370","Individual"
2371,"Donor_2371","Individual"
2372,"Donor_2372","Individual"
2373,"Donor_2373","Individual"
2374,"Donor_2374","Organization"
2375,"Donor_2375","Organization"
2376,"Donor_2376","Corporate"
2377,"Donor_2377","Individual"
2378,"Donor_2378","Corporate"
2379,"Donor_2379","Corporate"
2380,"Donor_2380","Organization"
2381,"Donor_2381","Individual"
2382,"Donor_2382","Individual"
2383,"Donor_2383","Organization"
2384,"Donor_2384","Organization"
2385,"Donor_2385","Organization"
2386,"Donor_2386","Individual"
2387,"Donor_2387","Corporate"
2388,"Donor_2388","Corporate"
2389,"Donor_2389","Individual"
2390,"Donor_2390","Corporate"
2391,"Donor_2391","Individual"
2392,"Donor_2392","Individual"
2393,"Donor_2393","Organization"
2394,"Donor_2394","Individual"
2395,"Donor_2395","Organization"
2396,"Donor_2396","Organization"
2397,"Donor_2397","Corporate"
2398,"Donor_2398","Organization"
2399,"Donor_2399","Corporate"
2400,"Donor_2400","Individual"
2401,"Donor_2401","Corporate"
2402,"Donor_2402","Corporate"
2403,"Donor_2403","Corporate"
2404,"Donor_2404","Individual"
2405,"Donor_2405","Individual"
2406,"Donor_2406","Organization"
2407,"Donor_2407","Individual"
2408,"Donor_2408","Organization"
2409,"Donor_2409","Individual"
2410,"Donor_2410","Corporate"
2411,"Donor_2411","Organization"
2412,"Donor_2412","Individual"
2413,"Donor_2413","Individual"
2414,"Donor_2414","Individual"
2415,"Donor_2415","Corporate"
2416,"Donor_2416","Organization"
2417,"Donor_2417","Organization"
2418,"Donor_2418","Organization"
2419,"Donor_2419","Individual"
2420,"Donor_2420","Organization"
2421,"Donor_2421","Organization"
2422,"Donor_2422","Individual"
2423,"Donor_2423","Individual"
2424,"Donor_2424","Individual"
2425,"Donor_2425","Individual"
2426,"Donor_2426","Corporate"
2427,"Donor_2427","Corporate"
2428,"Donor_2428","Organization"
2429,"Donor_2429","Corporate"
2430,"Donor_2430","Individual"
2431,"Donor_2431","Corporate"
2432,"Donor_2432","Individual"
2433,"Donor_2433","Corporate"
2434,"Donor_2434","Individual"
2435,"Donor_2435","Organization"
2436,"Donor_2436","Organization"
2437,"Donor_2437","Corporate"
2438,"Donor_2438","Individual"
2439,"Donor_2439","Organization"
2440,"Donor_2440","Individual"
2441,"Donor_2441","Corporate"
2442,"Donor_2442","Individual"
2443,"Donor_2443","Individual"
2444,"Donor_2444","Corporate"
2445,"Donor_2445","Organization"
2446,"Donor_2446","Corporate"
2447,"Donor_2447","Individual"
2448,"Donor_2448","Corporate"
2449,"Donor_2449","Corporate"
2450,"Donor_2450","Individual"
2451,"Donor_2451","Corporate"
2452,"Donor_2452","Organization"
2453,"Donor_2453","Organization"
2454,"Donor_2454","Corporate"
2455,"Donor_2455","Individual"
2456,"Donor_2456","Corporate"
2457,"Donor_2457","Corporate"
2458,"Donor_2458","Organization"
2459,"Donor_2459","Organization"
2460,"Donor_2460","Individual"
2461,"Donor_2461","Individual"
2462,"Donor_2462","Individual"
2463,"Donor_2463","Corporate"
2464,"Donor_2464","Corporate"
2465,"Donor_2465","Corporate"
2466,"Donor_2466","Corporate"
2467,"Donor_2467","Individual"
2468,"Donor_2468","Individual"
2469,"Donor_2469","Individual"
2470,"Donor_2470","Corporate"
2471,"Donor_2471","Corporate"
2472,"Donor_2472","Individual"
2473,"Donor_2473","Organization"
2474,"Donor_2474","Individual"
2475,"Donor_2475","Corporate"
2476,"Donor_2476","Corporate"
2477,"Donor_2477","Individual"
2478,"Donor_2478","Organization"
2479,"Donor_2479","Organization"
2480,"Donor_2480","Corporate"
2481,"Donor_2481","Corporate"
2482,"Donor_2482","Corporate"
2483,"Donor_2483","Individual"
2484,"Donor_2484","Corporate"
2485,"Donor_2485","Corporate"
2486,"Donor_2486","Corporate"
2487,"Donor_2487","Organization"
2488,"Donor_2488","Organization"
2489,"Donor_2489","Corporate"
2490,"Donor_2490","Organization"
2491,"Donor_2491","Organization"
2492,"Donor_2492","Organization"
2493,"Donor_2493","Organization"
2494,"Donor_2494","Individual"
2495,"Donor_2495","Organization"
2496,"Donor_2496","Organization"
2497,"Donor_2497","Organization"
2498,"Donor_2498","Organization"
2499,"Donor_2499","Individual"
2500,"Donor_2500","Individual"
2501,"Donor_2501","Corporate"
2502,"Donor_2502","Organization"
2503,"Donor_2503","Organization"
2504,"Donor_2504","Corporate"
2505,"Donor_2505","Individual"
2506,"Donor_2506","Corporate"
2507,"Donor_2507","Individual"
2508,"Donor_2508","Corporate"
2509,"Donor_2509","Corporate"
2510,"Donor_2510","Organization"
2511,"Donor_2511","Corporate"
2512,"Donor_2512","Individual"
2513,"Donor_2513","Individual"
2514,"Donor_2514","Corporate"
2515,"Donor_2515","Individual"
2516,"Donor_2516","Corporate"
2517,"Donor_2517","Organization"
2518,"Donor_2518","Organization"
2519,"Donor_2519","Organization"
2520,"Donor_2520","Organization"
2521,"Donor_2521","Corporate"
2522,"Donor_2522","Individual"
2523,"Donor_2523","Corporate"
2524,"Donor_2524","Individual"
2525,"Donor_2525","Corporate"
2526,"Donor_2526","Individual"
2527,"Donor_2527","Individual"
2528,"Donor_2528","Corporate"
2529,"Donor_2529","Organization"
2530,"Donor_2530","Corporate"
2531,"Donor_2531","Organization"
2532,"Donor_2532","Corporate"
2533,"Donor_2533","Individual"
2534,"Donor_2534","Organization"
2535,"Donor_2535","Individual"
2536,"Donor_2536","Individual"
2537,"Donor_2537","Individual"
2538,"Donor_2538","Corporate"
2539,"Donor_2539","Individual"
2540,"Donor_2540","Corporate"
2541,"Donor_2541","Organization"
2542,"Donor_2542","Individual"
2543,"Donor_2543","Organization"
2544,"Donor_2544","Organization"
2545,"Donor_2545","Corporate"
2546,"Donor_2546","Organization"
2547,"Donor_2547","Corporate"
2548,"Donor_2548","Corporate"
2549,"Donor_2549","Organization"
2550,"Donor_2550","Organization"
2551,"Donor_2551","Organization"
2552,"Donor_2552","Corporate"
2553,"Donor_2553","Corporate"
2554,"Donor_2554","Organization"
2555,"Donor_2555","Corporate"
2556,"Donor_2556","Organization"
2557,"Donor_2557","Corporate"
2558,"Donor_2558","Corporate"
2559,"Donor_2559","Individual"
2560,"Donor_2560","Individual"
2561,"Donor_2561","Organization"
2562,"Donor_2562","Individual"
2563,"Donor_2563","Corporate"
2564,"Donor_2564","Organization"
2565,"Donor_2565","Individual"
2566,"Donor_2566","Organization"
2567,"Donor_2567","Organization"
2568,"Donor_2568","Corporate"
2569,"Donor_2569","Individual"
2570,"Donor_2570","Corporate"
2571,"Donor_2571","Organization"
2572,"Donor_2572","Organization"
2573,"Donor_2573","Organization"
2574,"Donor_2574","Individual"
2575,"Donor_2575","Corporate"
2576,"Donor_2576","Corporate"
2577,"Donor_2577","Individual"
2578,"Donor_2578","Corporate"
2579,"Donor_2579","Corporate"
2580,"Donor_2580","Organization"
2581,"Donor_2581","Organization"
2582,"Donor_2582","Organization"
2583,"Donor_2583","Individual"
2584,"Donor_2584","Organization"
2585,"Donor_2585","Corporate"
2586,"Donor_2586","Individual"
2587,"Donor_2587","Corporate"
2588,"Donor_2588","Individual"
2589,"Donor_2589","Corporate"
2590,"Donor_2590","Individual"
2591,"Donor_2591","Corporate"
2592,"Donor_2592","Organization"
2593,"Donor_2593","Individual"
2594,"Donor_2594","Corporate"
2595,"Donor_2595","Corporate"
2596,"Donor_2596","Corporate"
2597,"Donor_2597","Corporate"
2598,"Donor_2598","Organization"
2599,"Donor_2599","Organization"
2600,"Donor_2600","Individual"
2601,"Donor_2601","Individual"
2602,"Donor_2602","Corporate"
2603,"Donor_2603","Individual"
2604,"Donor_2604","Corporate"
2605,"Donor_2605","Individual"
2606,"Donor_2606","Individual"
2607,"Donor_2607","Corporate"
2608,"Donor_2608","Organization"
2609,"Donor_2609","Corporate"
2610,"Donor_2610","Organization"
2611,"Donor_2611","Individual"
2612,"Donor_2612","Organization"
2613,"Donor_2613","Corporate"
2614,"Donor_2614","Individual"
2615,"Donor_2615","Organization"
2616,"Donor_2616","Organization"
2617,"Donor_2617","Corporate"
2618,"Donor_2618","Individual"
2619,"Donor_2619","Individual"
2620,"Donor_2620","Organization"
2621,"Donor_2621","Organization"
2622,"Donor_2622","Organization"
2623,"Donor_2623","Individual"
2624,"Donor_2624","Organization"
2625,"Donor_2625","Organization"
2626,"Donor_2626","Individual"
2627,"Donor_2627","Individual"
2628,"Donor_2628","Corporate"
2629,"Donor_2629","Individual"
2630,"Donor_2630","Individual"
2631,"Donor_2631","Corporate"
2632,"Donor_2632","Individual"
2633,"Donor_2633","Corporate"
2634,"Donor_2634","Individual"
2635,"Donor_2635","Corporate"
2636,"Donor_2636","Organization"
2637,"Donor_2637","Organization"
2638,"Donor_2638","Organization"
2639,"Donor_2639","Corporate"
2640,"Donor_2640","Organization"
2641,"Donor_2641","Individual"
2642,"Donor_2642","Corporate"
2643,"Donor_2643","Individual"
2644,"Donor_2644","Individual"
2645,"Donor_2645","Individual"
2646,"Donor_2646","Corporate"
2647,"Donor_2647","Individual"
2648,"Donor_2648","Organization"
2649,"Donor_2649","Corporate"
2650,"Donor_2650","Organization"
2651,"Donor_2651","Corporate"
2652,"Donor_2652","Individual"
2653,"Donor_2653","Organization"
2654,"Donor_2654","Corporate"
2655,"Donor_2655","Individual"
2656,"Donor_2656","Individual"
2657,"Donor_2657","Corporate"
2658,"Donor_2658","Corporate"
2659,"Donor_2659","Corporate"
2660,"Donor_2660","Corporate"
2661,"Donor_2661","Organization"
2662,"Donor_2662","Corporate"
2663,"Donor_2663","Individual"
2664,"Donor_2664","Organization"
2665,"Donor_2665","Individual"
2666,"Donor_2666","Individual"
2667,"Donor_2667","Corporate"
2668,"Donor_2668","Organization"
2669,"Donor_2669","Corporate"
2670,"Donor_2670","Individual"
2671,"Donor_2671","Corporate"
2672,"Donor_2672","Corporate"
2673,"Donor_2673","Corporate"
2674,"Donor_2674","Corporate"
2675,"Donor_2675","Corporate"
2676,"Donor_2676","Corporate"
2677,"Donor_2677","Organization"
2678,"Donor_2678","Corporate"
2679,"Donor_2679","Organization"
2680,"Donor_2680","Corporate"
2681,"Donor_2681","Organization"
2682,"Donor_2682","Individual"
2683,"Donor_2683","Organization"
2684,"Donor_2684","Organization"
2685,"Donor_2685","Individual"
2686,"Donor_2686","Corporate"
2687,"Donor_2687","Corporate"
2688,"Donor_2688","Organization"
2689,"Donor_2689","Corporate"
