CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
14421,4639,2,197.37,3,3,2,332,3Medium Value
14422,4582,6,829.7200000000003,1,1,1,111,High Value1
14426,4605,8,1046.6200000000001,2,1,1,211,2High Value
14427,4645,1,99.58000000000001,3,4,3,343,3Lost
14428,4589,5,218.89,1,1,2,112,High Value2
14431,4884,1,43.2,4,4,4,444,444
14432,4591,6,515.1800000000001,1,1,1,111,High Value1
14434,4619,1,69.6,2,4,3,243,2Lost
14436,4680,1,9.48,3,4,4,344,344
14438,4888,1,47.5,4,4,4,444,444
14440,4590,4,412.73999999999995,1,2,1,121,High Value1
14441,4582,4,466.63999999999993,1,2,1,121,High Value1
14443,4635,3,314.27,3,2,2,322,Medium Value2
14446,4582,4,266.84,1,2,2,122,High Value2
14447,4600,5,344.00000000000006,1,1,1,111,High Value1
14448,4946,1,12.0,4,4,4,444,444
14449,4600,3,158.56,1,2,2,122,High Value2
14450,4762,3,80.55000000000001,4,2,3,423,Low Value3
14451,4642,2,94.84,3,3,3,333,Lost3
14452,4592,2,35.91,1,3,4,134,134
14453,4772,1,34.43,4,4,4,444,444
14456,4587,9,636.66,1,1,1,111,High Value1
14459,4737,1,227.60000000000002,4,4,2,442,4Low Value
14461,4730,3,340.41999999999996,4,2,1,421,4Medium Value
14462,4648,8,309.34000000000003,3,1,2,312,3High Value
14463,4787,1,76.32000000000001,4,4,3,443,4Lost
14465,4828,3,134.35,4,2,3,423,Low Value3
14466,4611,6,408.29999999999995,2,1,1,211,2High Value
14467,4599,4,50.650000000000006,1,2,4,124,High Value4
14470,4593,2,109.03999999999999,1,3,3,133,1Lost
14472,4685,8,365.2299999999999,3,1,1,311,3High Value
14473,4864,1,85.0,4,4,3,443,4Lost
14474,4628,1,32.3,2,4,4,244,244
14475,4653,3,252.85000000000002,3,2,2,322,Medium Value2
14476,4839,1,55.75,4,4,4,444,444
14477,4632,1,179.0,2,4,2,242,2Low Value
14479,4835,1,48.4,4,4,4,444,444
14481,4746,2,54.800000000000004,4,3,4,434,Lost4
14482,4600,4,253.61,1,2,2,122,High Value2
14484,4632,1,78.2,2,4,3,243,2Lost
14485,4620,1,39.71,2,4,4,244,244
14487,4608,4,223.14999999999998,2,2,2,222,Medium Value2
14488,4649,1,188.48000000000002,3,4,2,342,3Low Value
14489,4789,1,52.5,4,4,4,444,444
14491,4757,1,50.15,4,4,4,444,444
14493,4589,4,465.48,1,2,1,121,High Value1
14494,4607,1,30.0,2,4,4,244,244
14495,4703,1,19.799999999999997,3,4,4,344,344
14496,4893,1,50.97,4,4,4,444,444
14497,4891,1,105.96000000000001,4,4,3,443,4Lost
14498,4624,5,441.07,2,1,1,211,2High Value
14499,4608,3,165.94999999999996,2,2,2,222,Medium Value2
14501,4765,2,93.18,4,3,3,433,Lost3
14502,4601,9,444.1800000000001,2,1,1,211,2High Value
14503,4585,6,786.11,1,1,1,111,High Value1
14504,4629,4,121.83000000000001,2,2,3,223,Medium Value3
14505,4599,8,1150.38,1,1,1,111,High Value1
14506,4599,4,353.58,1,2,1,121,High Value1
14507,4622,5,333.15999999999997,2,1,2,212,2High Value
14508,4604,2,83.96,2,3,3,233,2Lost
14511,4593,5,315.64,1,1,2,112,High Value2
14512,4769,2,75.35000000000001,4,3,3,433,Lost3
14513,4788,2,53.65,4,3,4,434,Lost4
14514,4643,3,125.08000000000001,3,2,3,323,Medium Value3
14515,4599,5,365.97999999999996,1,1,1,111,High Value1
14517,4615,2,75.95,2,3,3,233,2Lost
14518,4646,1,64.09,3,4,3,343,3Lost
14520,4583,1,62.400000000000006,1,4,3,143,1Lost
14522,4674,2,189.42000000000002,3,3,2,332,3Medium Value
14523,4690,1,22.4,3,4,4,344,344
14524,4613,9,293.96,2,1,2,212,2High Value
14525,4601,8,728.6800000000001,2,1,1,211,2High Value
14527,4584,49,1628.88,1,1,1,111,High Value1
14528,4619,1,150.24,2,4,2,242,2Low Value
14529,4642,3,122.14999999999999,3,2,3,323,Medium Value3
14530,4607,6,742.58,2,1,1,211,2High Value
14532,4818,4,96.45,4,2,3,423,Low Value3
14533,4606,7,447.06,2,1,1,211,2High Value
14534,4584,18,1082.5000000000002,1,1,1,111,High Value1
14535,4642,3,711.72,3,2,1,321,Medium Value1
14536,4841,1,59.5,4,4,3,443,4Lost
14537,4639,1,100.68,3,4,3,343,3Lost
14538,4646,1,32.7,3,4,4,344,344
14539,4597,2,114.0,1,3,3,133,1Lost
14540,4591,3,200.32,1,2,2,122,High Value2
14541,4750,7,299.64,4,1,2,412,4High Value
14543,4612,9,546.4300000000001,2,1,1,211,2High Value
14544,4606,2,406.79999999999995,2,3,1,231,2Medium Value
14546,4587,5,503.69999999999993,1,1,1,111,High Value1
14547,4585,8,1008.0100000000002,1,1,1,111,High Value1
14548,4899,1,326.4,4,4,2,442,4Low Value
14549,4893,1,40.08,4,4,4,444,444
14550,4592,2,103.81,1,3,3,133,1Lost
14551,4786,1,27.64,4,4,4,444,444
14552,4733,1,31.119999999999997,4,4,4,444,444
14553,4601,5,166.84000000000003,2,1,2,212,2High Value
14554,4592,4,709.0799999999999,1,2,1,121,High Value1
14555,4884,1,32.45,4,4,4,444,444
14557,4667,1,260.46000000000004,3,4,2,342,3Low Value
14560,4589,9,338.95999999999987,1,1,1,111,High Value1
14561,4657,3,140.61,3,2,2,322,Medium Value2
14562,4585,17,1040.98,1,1,1,111,High Value1
14565,4677,4,725.8699999999999,3,2,1,321,Medium Value1
14567,4638,2,176.4,3,3,2,332,3Medium Value
14569,4583,1,4.15,1,4,4,144,144
14570,4862,2,49.6,4,3,4,434,Lost4
14572,4622,6,451.38,2,1,1,211,2High Value
14573,4761,6,140.95,4,1,2,412,4High Value
14577,4594,4,162.32,1,2,2,122,High Value2
14578,4585,1,59.03,1,4,3,143,1Lost
14581,4598,1,57.95000000000001,1,4,4,144,144
14582,4622,1,21.459999999999997,2,4,4,244,244
14583,4587,5,173.88000000000002,1,1,2,112,High Value2
14584,4751,4,113.52000000000001,4,2,3,423,Low Value3
14585,4632,1,38.51,2,4,4,244,244
14586,4858,1,34.44,4,4,4,444,444
14587,4600,9,204.12,1,1,2,112,High Value2
14591,4597,4,190.35,1,2,2,122,High Value2
14592,4617,3,82.98,2,2,3,223,Medium Value3
14593,4603,3,223.35999999999999,2,2,2,222,Medium Value2
14594,4589,1,28.979999999999997,1,4,4,144,144
14595,4606,5,297.47,2,1,2,212,2High Value
14597,4593,2,138.92,1,3,2,132,1Medium Value
14598,4626,1,51.03,2,4,4,244,244
14600,4887,1,123.75000000000003,4,4,3,443,4Lost
14601,4592,1,35.400000000000006,1,4,4,144,144
14603,4856,1,509.99999999999994,4,4,1,441,4Low Value
14606,4583,87,2353.59,1,1,1,111,High Value1
14607,4600,8,3195.0600000000004,1,1,1,111,High Value1
14608,4586,3,580.6,1,2,1,121,High Value1
14616,4824,1,158.4,4,4,2,442,4Low Value
14618,4591,2,60.0,1,3,3,133,1Lost
14619,4827,1,51.900000000000006,4,4,4,444,444
14620,4787,2,76.46000000000001,4,3,3,433,Lost3
14621,4583,5,499.54,1,1,1,111,High Value1
14622,4766,1,64.7,4,4,3,443,4Lost
14623,4614,5,176.86999999999998,2,1,2,212,2High Value
14624,4639,1,15.600000000000001,3,4,4,344,344
14625,4778,2,145.6,4,3,2,432,4Medium Value
14626,4605,4,491.6,2,2,1,221,Medium Value1
14628,4673,2,153.03,3,3,2,332,3Medium Value
14629,4586,2,131.26,1,3,3,133,1Lost
14631,4632,3,325.84000000000003,2,2,2,222,Medium Value2
14632,4844,1,15.9,4,4,4,444,444
14633,4848,1,82.45,4,4,3,443,4Lost
14636,4618,2,127.80000000000001,2,3,3,233,2Lost
14638,4632,1,113.99000000000001,2,4,3,243,2Lost
14639,4634,5,609.31,3,1,1,311,3High Value
14640,4606,6,497.74,2,1,1,211,2High Value
14641,4603,1,59.75999999999999,2,4,3,243,2Lost
14643,4752,1,29.72,4,4,4,444,444
14644,4649,2,146.3,3,3,2,332,3Medium Value
14645,4738,2,127.19,4,3,3,433,Lost3
14647,4783,1,120.35000000000001,4,4,3,443,4Lost
14649,4586,4,265.57,1,2,2,122,High Value2
14651,4649,2,136.02,3,3,3,333,Lost3
14652,4659,1,13.79,3,4,4,344,344
14653,4583,5,344.52000000000004,1,1,1,111,High Value1
14655,4590,4,162.2,1,2,2,122,High Value2
14656,4751,2,65.89000000000001,4,3,3,433,Lost3
14657,4599,4,162.22,1,2,2,122,High Value2
14658,4587,2,39.09,1,3,4,134,134
14659,4590,8,402.61,1,1,1,111,High Value1
14660,4668,2,31.47,3,3,4,334,Lost4
14662,4610,4,116.83000000000001,2,2,3,223,Medium Value3
14664,4601,2,106.72,2,3,3,233,2Lost
14665,4642,4,404.42,3,2,1,321,Medium Value1
14666,4606,1,34.3,2,4,4,244,244
14667,4592,22,1810.29,1,1,1,111,High Value1
14669,4823,3,306.59,4,2,2,422,4Medium Value
14670,4862,2,138.17999999999998,4,3,2,432,4Medium Value
14672,4816,2,179.50000000000006,4,3,2,432,4Medium Value
14673,4585,4,167.25,1,2,2,122,High Value2
14675,4598,1,108.7,1,4,3,143,1Lost
14676,4613,6,765.96,2,1,1,211,2High Value
14680,4653,13,3439.94,3,1,1,311,3High Value
14681,4793,1,340.0,4,4,1,441,4Low Value
14682,4783,1,20.8,4,4,4,444,444
14684,4607,5,336.77000000000004,2,1,1,211,2High Value
14687,4688,1,49.8,3,4,4,344,344
14688,4589,16,836.0499999999998,1,1,1,111,High Value1
14689,4790,1,17.7,4,4,4,444,444
14690,4626,2,99.68,2,3,3,233,2Lost
14691,4612,4,469.09,2,2,1,221,Medium Value1
14692,4719,4,97.85,3,2,3,323,Medium Value3
14693,4846,1,134.1,4,4,3,443,4Lost
14696,4586,6,411.4,1,1,1,111,High Value1
14697,4800,2,29.089999999999996,4,3,4,434,Lost4
14698,4583,5,252.57000000000002,1,1,2,112,High Value2
14699,4796,1,39.45,4,4,4,444,444
14700,4614,3,581.33,2,2,1,221,Medium Value1
14701,4592,8,630.5200000000001,1,1,1,111,High Value1
14702,4583,16,716.25,1,1,1,111,High Value1
14703,4596,1,68.53,1,4,3,143,1Lost
14704,4601,7,323.31999999999994,2,1,2,212,2High Value
14708,4584,1,185.99999999999997,1,4,2,142,1Low Value
14709,4597,12,918.95,1,1,1,111,High Value1
14710,4596,4,91.86,1,2,3,123,High Value3
14711,4592,10,615.32,1,1,1,111,High Value1
14712,4611,3,393.9,2,2,1,221,Medium Value1
14713,4591,10,368.67999999999995,1,1,1,111,High Value1
14714,4606,1,11.6,2,4,4,244,244
14715,4606,4,192.68,2,2,2,222,Medium Value2
14716,4625,2,122.19000000000001,2,3,3,233,2Lost
14719,4583,5,261.29,1,1,2,112,High Value2
14720,4587,2,83.1,1,3,3,133,1Lost
14722,4729,1,29.150000000000002,4,4,4,444,444
14723,4592,4,195.57999999999998,1,2,2,122,High Value2
14725,4606,1,216.8,2,4,2,242,2Low Value
14727,4856,1,135.2,4,4,3,443,4Lost
14730,4583,8,431.36,1,1,1,111,High Value1
14731,4629,3,117.43,2,2,3,223,Medium Value3
14732,4590,7,621.5,1,1,1,111,High Value1
14733,4598,11,1874.38,1,1,1,111,High Value1
14735,4585,17,932.09,1,1,1,111,High Value1
14737,4585,3,516.75,1,2,1,121,High Value1
14738,4624,2,14.86,2,3,4,234,234
14739,4601,4,579.5999999999999,2,2,1,221,Medium Value1
14740,4779,3,329.7,4,2,2,422,4Medium Value
14741,4593,5,402.46,1,1,1,111,High Value1
14744,4598,4,107.94999999999999,1,2,3,123,High Value3
14745,4694,4,324.87,3,2,2,322,Medium Value2
14747,4831,1,55.599999999999994,4,4,4,444,444
14748,4611,3,149.95,2,2,2,222,Medium Value2
14752,4625,1,260.64,2,4,2,242,2Low Value
14753,4669,1,100.30000000000001,3,4,3,343,3Lost
14754,4626,2,159.28,2,3,2,232,2Medium Value
14755,4591,11,912.87,1,1,1,111,High Value1
14756,4597,1,100.77999999999999,1,4,3,143,1Lost
14757,4657,1,93.92,3,4,3,343,3Lost
14758,4726,4,407.00000000000006,4,2,1,421,4Medium Value
14759,4586,3,524.0,1,2,1,121,High Value1
14760,4879,1,43.599999999999994,4,4,4,444,444
14761,4916,1,10.2,4,4,4,444,444
14762,4845,1,27.96,4,4,4,444,444
14765,4611,2,52.82,2,3,4,234,234
14766,4590,5,445.71999999999997,1,1,1,111,High Value1
14768,4599,2,89.10000000000001,1,3,3,133,1Lost
14769,4584,8,2220.16,1,1,1,111,High Value1
14770,4814,2,195.66,4,3,2,432,4Medium Value
14772,4694,1,47.25,3,4,4,344,344
14775,4640,2,196.62,3,3,2,332,3Medium Value
14776,4633,9,565.3199999999999,3,1,1,311,3High Value
14778,4709,2,226.06,3,3,2,332,3Medium Value
14779,4905,1,67.65,4,4,3,443,4Lost
14780,4636,2,123.22,3,3,3,333,Lost3
14782,4901,1,25.200000000000003,4,4,4,444,444
14784,4608,1,30.0,2,4,4,244,244
14788,4589,2,94.60000000000001,1,3,3,133,1Lost
14790,4610,2,30.66,2,3,4,234,234
14793,4603,1,23.2,2,4,4,244,244
14794,4584,5,204.06,1,1,2,112,High Value2
14795,4748,1,23.85,4,4,4,444,444
14796,4583,16,1434.5800000000002,1,1,1,111,High Value1
14798,4634,2,46.72,3,3,4,334,Lost4
14799,4633,1,5.8,3,4,4,344,344
14800,4629,9,586.0,2,1,1,211,2High Value
14801,4643,1,41.65,3,4,4,344,344
14803,4744,3,221.24999999999997,4,2,2,422,4Medium Value
14804,4590,1,73.1,1,4,3,143,1Lost
14805,4597,4,169.6,1,2,2,122,High Value2
14806,4657,1,70.14,3,4,3,343,3Lost
14808,4621,7,336.48,2,1,1,211,2High Value
14810,4622,10,416.13000000000005,2,1,1,211,2High Value
14815,4618,2,86.52,2,3,3,233,2Lost
14817,4782,2,237.04,4,3,2,432,4Medium Value
14818,4655,3,224.52999999999997,3,2,2,322,Medium Value2
14819,4646,1,83.85,3,4,3,343,3Lost
14820,4603,2,60.45,2,3,3,233,2Lost
14823,4762,3,78.42999999999999,4,2,3,423,Low Value3
14824,4592,2,122.46000000000001,1,3,3,133,1Lost
14825,4605,8,338.15,2,1,1,211,2High Value
14828,4778,1,275.40000000000003,4,4,2,442,4Low Value
14829,4611,3,110.36,2,2,3,223,Medium Value3
14830,4635,1,18.369999999999997,3,4,4,344,344
14834,4599,5,300.1,1,1,2,112,High Value2
14837,4671,4,353.90000000000003,3,2,1,321,Medium Value1
14841,4635,6,640.61,3,1,1,311,3High Value
14842,4625,2,474.08,2,3,1,231,2Medium Value
14844,4645,4,987.97,3,2,1,321,Medium Value1
14847,4730,1,79.69999999999999,4,4,3,443,4Lost
14849,4603,16,1175.3700000000001,2,1,1,211,2High Value
14850,4893,1,45.1,4,4,4,444,444
14851,4605,2,57.239999999999995,2,3,4,234,234
14852,4640,6,693.49,3,1,1,311,3High Value
14853,4606,2,191.7,2,3,2,232,2Medium Value
14854,4660,6,430.5,3,1,1,311,3High Value
14855,4701,2,113.6,3,3,3,333,Lost3
14856,4618,2,244.77,2,3,2,232,2Medium Value
14857,4641,2,234.34999999999997,3,3,2,332,3Medium Value
14859,4594,3,217.22000000000003,1,2,2,122,High Value2
14860,4601,1,40.56,2,4,4,244,244
14862,4607,2,151.9,2,3,2,232,2Medium Value
14863,4611,1,86.88,2,4,3,243,2Lost
14866,4620,5,4053.98,2,1,1,211,2High Value
14867,4767,3,202.98,4,2,2,422,4Medium Value
14868,4585,7,793.0600000000001,1,1,1,111,High Value1
14869,4590,2,70.22,1,3,3,133,1Lost
14870,4843,1,87.6,4,4,3,443,4Lost
14871,4585,4,104.27,1,2,3,123,High Value3
14873,4792,1,114.5,4,4,3,443,4Lost
14875,4689,2,126.75,3,3,3,333,Lost3
14878,4618,7,369.51,2,1,1,211,2High Value
14880,4659,3,146.13,3,2,2,322,Medium Value2
14881,4601,1,67.92,2,4,3,243,2Lost
14882,4608,2,207.9,2,3,2,232,2Medium Value
14883,4621,3,101.82999999999998,2,2,3,223,Medium Value3
14885,4713,1,325.2,3,4,2,342,3Low Value
14886,4834,1,68.1,4,4,3,443,4Lost
14888,4789,1,67.8,4,4,3,443,4Lost
14889,4918,1,42.3,4,4,4,444,444
14890,4835,1,15.0,4,4,4,444,444
14891,4730,2,83.34,4,3,3,433,Lost3
14893,4593,1,110.64,1,4,3,143,1Lost
14894,4667,1,152.76,3,4,2,342,3Low Value
14895,4589,13,2194.1,1,1,1,111,High Value1
14896,4786,1,13.5,4,4,4,444,444
14897,4589,3,214.64,1,2,2,122,High Value2
14898,4605,5,324.3999999999999,2,1,2,212,2High Value
14901,4593,6,146.58,1,1,2,112,High Value2
14902,4607,1,117.9,2,4,3,243,2Lost
14903,4603,5,465.24,2,1,1,211,2High Value
14904,4584,2,147.94,1,3,2,132,1Medium Value
14905,4739,2,214.0,4,3,2,432,4Medium Value
14907,4585,5,487.9,1,1,1,111,High Value1
14908,4656,1,45.0,3,4,4,344,344
14910,4584,3,143.53,1,2,2,122,High Value2
14913,4617,4,228.98000000000002,2,2,2,222,Medium Value2
14915,4673,2,177.98000000000002,3,3,2,332,3Medium Value
14916,4652,4,229.03000000000003,3,2,2,322,Medium Value2
14918,4697,2,478.91,3,3,1,331,3Medium Value
14920,4794,2,237.29,4,3,2,432,4Medium Value
14921,4612,2,221.95,2,3,2,232,2Medium Value
14923,4632,1,167.94,2,4,2,242,2Low Value
14924,4827,1,15.8,4,4,4,444,444
14929,4614,1,74.6,2,4,3,243,2Lost
14944,4611,8,916.6900000000002,2,1,1,211,2High Value
14947,4712,1,30.0,3,4,4,344,344
14948,4605,5,260.47,2,1,2,212,2High Value
14950,4601,1,64.0,2,4,3,243,2Lost
14951,4661,1,15.600000000000001,3,4,4,344,344
14952,4641,10,1138.32,3,1,1,311,3High Value
14953,4607,1,45.709999999999994,2,4,4,244,244
14954,4594,1,101.57000000000001,1,4,3,143,1Lost
14957,4835,1,3.9,4,4,4,444,444
14958,4729,3,40.7,4,2,4,424,Low Value4
14959,4646,4,131.94,3,2,3,323,Medium Value3
14960,4590,1,40.01,1,4,4,144,144
14961,4592,8,1467.8700000000001,1,1,1,111,High Value1
14962,4852,1,70.2,4,4,3,443,4Lost
14963,4591,5,248.27,1,1,2,112,High Value2
14964,4829,1,29.55,4,4,4,444,444
14965,4678,2,211.85999999999999,3,3,2,332,3Medium Value
14966,4596,1,59.83,1,4,3,143,1Lost
14967,4631,1,109.80000000000001,2,4,3,243,2Lost
14968,4612,1,13.850000000000001,2,4,4,244,244
14970,4650,2,182.3,3,3,2,332,3Medium Value
14971,4617,2,215.34,2,3,2,232,2Medium Value
14972,4710,1,14.01,3,4,4,344,344
14973,4689,2,97.32,3,3,3,333,Lost3
14974,4619,1,19.529999999999998,2,4,4,244,244
14975,4639,1,85.32,3,4,3,343,3Lost
14976,4639,5,205.77,3,1,2,312,3High Value
14978,4654,5,371.51,3,1,1,311,3High Value
14981,4828,1,50.46,4,4,4,444,444
14984,4601,2,80.67999999999999,2,3,3,233,2Lost
14985,4780,2,46.660000000000004,4,3,4,434,Lost4
14987,4597,1,81.6,1,4,3,143,1Lost
14988,4793,1,103.07999999999998,4,4,3,443,4Lost
14995,4620,2,28.13,2,3,4,234,234
14997,4628,3,134.16,2,2,3,223,Medium Value3
14998,4752,2,111.47000000000001,4,3,3,433,Lost3
15000,4629,1,77.32000000000001,2,4,3,243,2Lost
15002,4697,3,238.22000000000003,3,2,2,322,Medium Value2
15004,4729,1,147.54,4,4,2,442,4Low Value
15005,4597,27,1344.3899999999999,1,1,1,111,High Value1
15006,4633,1,108.99000000000001,3,4,3,343,3Lost
15007,4741,1,4.16,4,4,4,444,444
15009,4594,3,207.10999999999999,1,2,2,122,High Value2
15010,4617,1,111.05000000000001,2,4,3,243,2Lost
15012,4635,1,58.61000000000001,3,4,4,344,344
15014,4625,2,94.17999999999999,2,3,3,233,2Lost
15016,4754,1,54.760000000000005,4,4,4,444,444
15017,4615,1,4.2,2,4,4,244,244
15018,4620,2,88.53999999999999,2,3,3,233,2Lost
15019,4848,1,52.300000000000004,4,4,4,444,444
15021,4590,8,456.96000000000004,1,1,1,111,High Value1
15022,4593,3,133.95000000000002,1,2,3,123,High Value3
15023,4585,10,1246.7099999999998,1,1,1,111,High Value1
15024,4591,7,267.59000000000003,1,1,2,112,High Value2
15025,4615,1,75.4,2,4,3,243,2Lost
15026,4662,3,81.54,3,2,3,323,Medium Value3
15027,4612,4,343.5,2,2,1,221,Medium Value1
15028,4590,2,62.35,1,3,3,133,1Lost
15030,4653,1,95.4,3,4,3,343,3Lost
15031,4586,4,95.89000000000001,1,2,3,123,High Value3
15032,4838,1,359.5,4,4,1,441,4Low Value
15033,4586,10,557.19,1,1,1,111,High Value1
15034,4597,8,945.7099999999999,1,1,1,111,High Value1
15035,4671,1,37.050000000000004,3,4,4,344,344
15036,4654,3,121.85,3,2,3,323,Medium Value3
15038,4650,4,102.21999999999998,3,2,3,323,Medium Value3
15039,4591,40,3602.67,1,1,1,111,High Value1
15041,4752,1,31.14,4,4,4,444,444
15043,4613,1,179.0,2,4,2,242,2Low Value
15044,4601,16,1578.46,2,1,1,211,2High Value
15045,4733,1,98.88,4,4,3,443,4Lost
15046,4591,13,983.72,1,1,1,111,High Value1
15047,4851,1,100.4,4,4,3,443,4Lost
15048,4647,3,66.75999999999999,3,2,3,323,Medium Value3
15050,4607,2,371.95000000000005,2,3,1,231,2Medium Value
15051,4605,3,394.34,2,2,1,221,Medium Value1
15052,4901,1,22.4,4,4,4,444,444
15053,4586,3,143.05,1,2,2,122,High Value2
15054,4594,2,71.0,1,3,3,133,1Lost
15057,4897,1,211.5,4,4,2,442,4Low Value
15058,4607,11,286.44,2,1,2,212,2High Value
15059,4622,8,319.61999999999995,2,1,2,212,2High Value
15060,4590,3,87.16,1,2,3,123,High Value3
15061,4585,33,6916.619999999999,1,1,1,111,High Value1
15062,4653,4,340.42,3,2,1,321,Medium Value1
15063,4795,1,45.4,4,4,4,444,444
15065,4619,4,529.05,2,2,1,221,Medium Value1
15066,4635,1,252.79999999999998,3,4,2,342,3Low Value
15067,4660,2,357.74,3,3,1,331,3Medium Value
15068,4628,2,116.54,2,3,3,233,2Lost
15069,4761,1,109.80000000000001,4,4,3,443,4Lost
15071,4675,2,205.0,3,3,2,332,3Medium Value
15073,4591,3,201.55,1,2,2,122,High Value2
15074,4687,1,144.92000000000002,3,4,2,342,3Low Value
15075,4659,1,261.86,3,4,2,342,3Low Value
15076,4754,1,63.3,4,4,3,443,4Lost
15078,4589,25,1901.02,1,1,1,111,High Value1
15079,4794,2,184.10999999999999,4,3,2,432,4Medium Value
15081,4604,3,89.94999999999999,2,2,3,223,Medium Value3
15083,4838,1,14.850000000000001,4,4,4,444,444
15087,4863,1,43.8,4,4,4,444,444
15088,4603,2,281.52000000000004,2,3,2,232,2Medium Value
15089,4592,6,589.4999999999999,1,1,1,111,High Value1
15090,4890,1,45.4,4,4,4,444,444
15091,4649,1,77.91000000000001,3,4,3,343,3Lost
15092,4797,2,46.8,4,3,4,434,Lost4
15093,4600,5,715.8399999999999,1,1,1,111,High Value1
15095,4685,3,205.5,3,2,2,322,Medium Value2
15096,4624,1,6.64,2,4,4,244,244
15097,4586,1,56.8,1,4,4,144,144
15099,4666,1,67.48,3,4,3,343,3Lost
15101,4590,2,58.53,1,3,4,134,134
15103,4613,2,78.53999999999999,2,3,3,233,2Lost
15104,4778,2,198.92000000000002,4,3,2,432,4Medium Value
15105,4600,6,358.21999999999997,1,1,1,111,High Value1
15106,4599,5,321.42,1,1,2,112,High Value2
15107,4912,2,40.45,4,3,4,434,Lost4
15109,4827,1,103.35000000000001,4,4,3,443,4Lost
15110,4605,4,243.05,2,2,2,222,Medium Value2
15111,4611,2,272.75,2,3,2,232,2Medium Value
15113,4591,2,586.1,1,3,1,131,1Medium Value
15114,4612,9,529.86,2,1,1,211,2High Value
15115,4600,1,76.80000000000001,1,4,3,143,1Lost
15116,4599,4,210.76000000000002,1,2,2,122,High Value2
15117,4596,5,376.90999999999997,1,1,1,111,High Value1
15118,4716,1,244.8,3,4,2,342,3Low Value
15119,4827,1,16.5,4,4,4,444,444
15120,4715,1,77.3,3,4,3,343,3Lost
15121,4870,1,74.55000000000001,4,4,3,443,4Lost
15122,4696,3,355.86,3,2,1,321,Medium Value1
15123,4589,2,332.39000000000004,1,3,2,132,1Medium Value
15124,4604,2,74.32000000000001,2,3,3,233,2Lost
15125,4607,11,2054.34,2,1,1,211,2High Value
15127,4647,1,227.51999999999998,3,4,2,342,3Low Value
15128,4642,4,290.82,3,2,2,322,Medium Value2
15129,4632,8,615.7,2,1,1,211,2High Value
15130,4751,1,73.2,4,4,3,443,4Lost
15132,4687,3,159.56,3,2,2,322,Medium Value2
15133,4709,3,254.12,3,2,2,322,Medium Value2
15134,4596,8,410.17999999999995,1,1,1,111,High Value1
15135,4821,1,30.0,4,4,4,444,444
15136,4584,3,479.43000000000006,1,2,1,121,High Value1
15139,4918,1,27.900000000000002,4,4,4,444,444
15140,4634,6,525.24,3,1,1,311,3High Value
15142,4628,1,107.5,2,4,3,243,2Lost
15143,4807,1,28.200000000000003,4,4,4,444,444
15144,4590,16,1276.1000000000001,1,1,1,111,High Value1
15145,4586,4,238.45999999999998,1,2,2,122,High Value2
15146,4746,2,364.41999999999996,4,3,1,431,4Medium Value
15147,4822,1,92.70000000000002,4,4,3,443,4Lost
15148,4592,1,54.51,1,4,4,144,144
15149,4715,1,146.55,3,4,2,342,3Low Value
15150,4599,9,961.2399999999999,1,1,1,111,High Value1
15152,4591,13,817.64,1,1,1,111,High Value1
15153,4613,1,57.7,2,4,4,244,244
15154,4657,1,46.81000000000001,3,4,4,344,344
15156,4583,3,245.25,1,2,2,122,High Value2
15157,4585,3,585.8400000000001,1,2,1,121,High Value1
15158,4627,1,189.6,2,4,2,242,2Low Value
15159,4586,26,3771.4,1,1,1,111,High Value1
15160,4939,1,106.2,4,4,3,443,4Lost
15163,4600,2,66.22,1,3,3,133,1Lost
15164,4650,3,175.29,3,2,2,322,Medium Value2
15167,4902,1,12.65,4,4,4,444,444
15168,4607,1,32.4,2,4,4,244,244
15172,4590,5,251.54000000000002,1,1,2,112,High Value2
15174,4904,1,67.02,4,4,3,443,4Lost
15175,4653,1,25.16,3,4,4,344,344
15178,4842,1,19.5,4,4,4,444,444
15179,4600,4,468.77000000000004,1,2,1,121,High Value1
15181,4648,3,337.7999999999999,3,2,1,321,Medium Value1
15182,4736,2,100.44999999999999,4,3,3,433,Lost3
15184,4611,2,117.41,2,3,3,233,2Lost
15185,4652,1,56.4,3,4,4,344,344
15186,4596,2,88.86,1,3,3,133,1Lost
15187,4583,11,1636.38,1,1,1,111,High Value1
15189,4583,27,3379.11,1,1,1,111,High Value1
15192,4701,2,138.72,3,3,2,332,3Medium Value
15193,4642,1,19.799999999999997,3,4,4,344,344
15194,4585,14,1701.81,1,1,1,111,High Value1
15195,4584,1,3861.0,1,4,1,141,1Low Value
15197,4592,3,683.5500000000001,1,2,1,121,High Value1
15198,4674,2,50.400000000000006,3,3,4,334,Lost4
15199,4676,1,49.050000000000004,3,4,4,344,344
15201,4669,4,314.84000000000003,3,2,2,322,Medium Value2
15203,4607,6,429.08000000000004,2,1,1,211,2High Value
15204,4939,1,59.400000000000006,4,4,3,443,4Lost
15205,4667,2,137.44000000000003,3,3,2,332,3Medium Value
15206,4681,1,61.199999999999996,3,4,3,343,3Lost
15208,4583,4,202.85,1,2,2,122,High Value2
15210,4807,1,70.11,4,4,3,443,4Lost
15211,4642,1,136.14,3,4,3,343,3Lost
15213,4911,1,81.60000000000001,4,4,3,443,4Lost
