sport,event,year,athlete_id,country_id,medal
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,43477,34,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,43477,34,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,44137,179,Bronze
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,44137,179,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,44137,179,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,44137,179,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,44172,173,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,44172,173,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,44172,173,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,44185,5,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,44185,5,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,44185,5,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,44256,146,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,44256,146,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,44294,85,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,44294,85,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,44322,146,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,44322,146,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,44322,146,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,44322,146,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,44322,146,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,44353,171,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,44353,171,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,44433,178,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,44433,178,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,44433,178,Gold
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,44632,124,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,44632,124,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,44971,178,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,44972,107,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,44972,107,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,45064,179,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,45064,179,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,45297,195,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,45297,195,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,45297,195,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,45665,178,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,45665,178,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,45666,147,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,45666,147,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,46037,178,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,46225,26,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,46225,26,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,46349,34,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,46349,34,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,46349,34,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,46349,34,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,46349,34,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,46444,166,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,46444,166,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,46444,166,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,46591,136,Gold
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,46591,136,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,46630,136,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,46630,136,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,46646,12,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,46646,12,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,46646,12,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,46680,12,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,46680,12,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,46680,12,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,46680,12,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,47063,178,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,47063,178,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,47063,178,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,47091,179,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,47116,92,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,47116,92,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,47226,66,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,47226,66,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,47226,66,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,47226,66,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,47278,34,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,47278,34,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,47278,34,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,47278,34,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,47457,178,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,47457,178,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,47457,178,Silver
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,47457,178,Gold
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,47627,71,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,47627,71,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,47627,71,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,47627,71,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,47852,12,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,48175,71,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,48175,71,Bronze
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,48175,71,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,48529,71,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,48529,71,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,48529,71,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,48817,12,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,48817,12,Silver
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,49092,92,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,49092,92,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,49092,92,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,49094,92,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,49094,92,Bronze
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,49094,92,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,49094,92,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,49094,92,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,49094,92,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,49115,195,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,49115,195,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,49115,195,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,49115,195,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,49178,71,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,49178,71,Silver
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,49178,71,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,49178,71,Gold
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,49283,146,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,49283,146,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,49283,146,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,49283,146,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,49283,146,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,49318,179,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,49318,179,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,49953,136,Bronze
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,50161,12,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,50161,12,Bronze
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,50161,12,Silver
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,50509,193,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,50509,193,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,50509,193,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,50509,193,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,50781,34,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,50781,34,Bronze
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,50898,67,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,50898,67,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,50898,67,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,51117,166,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,51117,166,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,51117,166,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,51117,166,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,51117,166,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,51307,12,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,51386,171,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,51386,171,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,51715,162,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,51715,162,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,51857,29,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,51857,29,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,51857,29,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,51857,29,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,52056,34,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,52056,34,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,52056,34,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014-01-01,52056,34,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,52056,34,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,52056,34,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,52124,178,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,52124,178,Gold
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,52124,178,Bronze
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,52167,92,Silver
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,52167,92,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,52167,92,Bronze
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,52168,12,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,52168,12,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,52168,12,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,52325,86,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,52394,94,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,52394,94,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,52481,94,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,52481,94,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,52481,94,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,52775,18,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,52775,18,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,52878,152,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,52878,152,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,52878,152,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,52878,152,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,53132,73,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,53132,73,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,53207,136,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,53207,136,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,53207,136,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,53420,52,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,53420,52,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,53420,52,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,53420,52,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,53688,179,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,53688,179,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,53688,179,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,53688,179,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,53794,136,Bronze
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,53794,136,Gold
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,53794,136,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,53794,136,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,53850,108,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,53850,108,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,53859,34,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,53994,146,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,54012,146,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,54012,146,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,54012,146,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,54012,146,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,54041,66,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,54041,66,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,54041,66,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,54041,66,Gold
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,54078,67,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,54327,122,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,54327,122,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,54327,122,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,54327,122,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,54673,136,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,54673,136,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,54673,136,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,54724,167,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,54724,167,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,54724,167,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,54724,167,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,54938,195,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,55281,178,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,55281,178,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,55285,136,Bronze
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,55285,136,Silver
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,55285,136,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,55285,136,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,55572,179,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,55572,179,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,55717,34,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,55717,34,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,55717,34,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,55809,178,Bronze
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,55809,178,Bronze
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,56293,171,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,56293,171,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,56403,62,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,56403,62,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,56403,62,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,56403,62,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,56410,102,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,56410,102,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,56467,66,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,56467,66,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,56861,18,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,56861,18,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,56861,18,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,56861,18,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,56861,18,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,56898,178,Silver
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,56898,178,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,56898,178,Silver
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014-01-01,56898,178,Gold
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,57079,18,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,57292,166,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,57292,166,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,57292,166,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,57508,92,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,57554,138,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,57570,24,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,57570,24,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,57570,24,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,57692,62,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,57692,62,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,57892,195,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,58078,179,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,58078,179,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,58080,108,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,58080,108,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,58080,108,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,58090,66,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,58090,66,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,58285,166,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,58285,166,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,58285,166,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014-01-01,58285,166,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,58285,166,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,58285,166,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,58671,29,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,58691,96,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,58691,96,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,58869,34,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,58869,34,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014-01-01,58869,34,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,59268,152,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,59268,152,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,59268,152,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,59384,152,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,59384,152,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,59471,96,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,59471,96,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,59471,96,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,59471,96,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,59471,96,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,59483,96,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,59483,96,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,59483,96,
Alpine Skiing,Alpine Skiing Men's Downhill,2014-01-01,59708,136,
Alpine Skiing,Alpine Skiing Men's Super G,2014-01-01,59708,136,
Alpine Skiing,Alpine Skiing Men's Combined,2014-01-01,59708,136,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,59740,34,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014-01-01,59740,34,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,59740,34,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014-01-01,59740,34,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,60249,171,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,60249,171,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014-01-01,60462,179,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,60668,12,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,60668,12,
Alpine Skiing,Alpine Skiing Women's Combined,2014-01-01,60668,12,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,60742,29,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,60742,29,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014-01-01,60964,89,
Alpine Skiing,Alpine Skiing Men's Slalom,2014-01-01,60964,89,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,61094,29,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,61094,29,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,61094,29,
Alpine Skiing,Alpine Skiing Women's Downhill,2014-01-01,61284,178,
Alpine Skiing,Alpine Skiing Women's Super G,2014-01-01,61284,178,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014-01-01,61284,178,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014-01-01,61314,146,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014-01-01,61314,146,
Alpine Skiing,Alpine Skiing Women's Slalom,2014-01-01,61394,146,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,61667,94,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,61667,94,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,61667,94,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014-01-01,61791,34,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014-01-01,61791,34,
Biathlon,Biathlon Women's 15 kilometres,2014-01-01,61791,34,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014-01-01,61791,34,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014-01-01,62028,62,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014-01-01,62028,62,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014-01-01,62028,62,
Biathlon,Biathlon Men's 20 kilometres,2014-01-01,62028,62,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014-01-01,62028,62,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,62125,110,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,62136,71,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014-01-01,62265,96,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014-01-01,62265,96,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014-01-01,62265,96,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014-01-01,62265,96,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014-01-01,62265,96,
