tag,date,question_count,question_pct,unanswered_count,unanswered_pct
cognos,2017-05-10,758,5.48e-5,337,8.59e-5
ios9,2017-05-10,4224,3.05425e-4,1755,4.47316e-4
amazon-elb,2017-05-10,756,5.47e-5,269,6.86e-5
amazon-sqs,2017-05-10,1062,7.68e-5,343,8.74e-5
amazon-rds-aurora,2017-05-10,115,8.32e-6,52,1.33e-5
amazon-cloudsearch,2017-05-10,263,1.9e-5,110,2.8e-5
amazon-data-pipeline,2017-05-10,270,1.95e-5,133,3.39e-5
ios8,2017-05-10,9444,6.82868e-4,3350,8.53851e-4
android-pay,2017-05-10,448,3.24e-5,206,5.25e-5
mongodb,2017-05-10,81843,0.00591778,28130,0.00716971
amazon-vpc,2017-05-10,464,3.36e-5,145,3.7e-5
excel,2017-05-10,119656,0.008651942,42193,0.010754152
osx,2017-05-10,77193,0.005581601,24993,0.006370242
amazon-redshift,2017-05-09,1995,1.44346e-4,732,1.86768e-4
actionscript-3,2017-05-09,40637,0.002940239,11039,0.002816572
amazon-emr,2017-05-09,765,5.54e-5,349,8.9e-5
android,2017-05-09,984260,0.071214648,368044,0.093904921
amazon-elb,2017-05-09,756,5.47e-5,270,6.89e-5
excel,2017-05-09,119543,0.008649345,42142,0.010752345
amazon-ses,2017-05-09,617,4.46e-5,212,5.41e-5
amazon-vpc,2017-05-09,464,3.36e-5,145,3.7e-5
amazon-rds,2017-05-09,1554,1.12438e-4,595,1.51812e-4
windows,2017-05-09,108942,0.007882323,33179,0.008465478
amazon-glacier,2017-05-09,139,1.01e-5,38,9.7e-6
stripe-payments,2017-05-09,2997,2.16842e-4,1179,3.00814e-4
amazon-lambda,2017-05-09,2758,1.99551e-4,2758,7.03694e-4
actionscript,2017-05-09,8982,6.49881e-4,2434,6.21029e-4
cognos,2017-05-09,758,5.48e-5,337,8.6e-5
amazon-cloudformation,2017-05-09,966,6.99e-5,304,7.76e-5
amazon-ebs,2017-05-09,287,2.08e-5,46,1.17e-5
azure,2017-05-09,41671,0.003015036,14091,0.003595256
amazon-data-pipeline,2017-05-09,270,1.95e-5,133,3.39e-5
mongodb,2017-05-09,81762,0.005915727,28091,0.007167223
ios9,2017-05-09,4223,3.0555e-4,1754,4.47529e-4
amazon-simpledb,2017-05-09,382,2.76e-5,74,1.89e-5
amazon-ecs,2017-05-09,356,2.58e-5,145,3.7e-5
applepayjs,2017-05-09,12,8.68e-7,6,1.53e-6
amazon-route53,2017-05-09,696,5.04e-5,236,6.02e-5
paypal,2017-05-09,16768,0.00121322,7954,0.002029426
amazon-cloudwatch,2017-05-09,582,4.21e-5,224,5.72e-5
amazon-cognito,2017-05-09,892,6.45e-5,330,8.42e-5
ios8,2017-05-09,9442,6.83164e-4,3349,8.5449e-4
amazon-elastic-beanstalk,2017-05-09,401,2.9e-5,197,5.03e-5
amazon-cloudsearch,2017-05-09,263,1.9e-5,111,2.83e-5
ios,2017-05-09,505722,0.036590898,165766,0.042294798
amazon-s3,2017-05-09,18226,0.001318718,7065,0.001802614
citrix,2017-05-09,530,3.83e-5,253,6.46e-5
sql-server,2017-05-09,199525,0.014436311,47511,0.012122228
amazon-kinesis,2017-05-09,412,2.98e-5,179,4.57e-5
amazon-rds-aurora,2017-05-09,115,8.32e-6,53,1.35e-5
dropbox-api,2017-05-09,1862,1.34721e-4,757,1.93143e-4
osx,2017-05-09,77156,0.005582528,24965,0.006369762
amazon-swf,2017-05-09,193,1.4e-5,61,1.56e-5
amazon-dynamodb,2017-05-09,3666,2.65249e-4,1297,3.30926e-4
google-spreadsheet,2017-05-09,10628,7.68973e-4,4229,0.001079011
amazon,2017-05-09,3593,2.59967e-4,1381,3.52358e-4
amazon-sqs,2017-05-09,1060,7.67e-5,344,8.78e-5
amazon-sns,2017-05-09,923,6.68e-5,430,1.09713e-4
applepay,2017-05-09,240,1.74e-5,113,2.88e-5
dropbox,2017-05-09,2827,2.04542e-4,1092,2.78616e-4
android-pay,2017-05-09,448,3.24e-5,207,5.28e-5
amazon-web-services,2017-05-09,40172,0.002906593,15329,0.003911152
amazon-cloudfront,2017-05-09,1629,1.17864e-4,620,1.58191e-4
amazon-elasticache,2017-05-09,305,2.21e-5,121,3.09e-5
amazon-ec2,2017-05-09,17277,0.001250055,6245,0.001593394
amazon-mws,2017-05-09,558,4.04e-5,232,5.92e-5
amazon-redshift,2017-05-08,1992,1.44219e-4,730,1.86443e-4
amazon-web-services,2017-05-08,40123,0.002904866,15303,0.003908414
actionscript-3,2017-05-08,40628,0.002941429,11034,0.002818104
amazon-emr,2017-05-08,764,5.53e-5,348,8.89e-5
azure,2017-05-08,41622,0.00301338,14073,0.003594245
stripe-payments,2017-05-08,2994,2.16761e-4,1176,3.00349e-4
amazon-dynamodb,2017-05-08,3663,2.65198e-4,1299,3.31767e-4
excel,2017-05-08,119427,0.00864637,42089,0.010749555
amazon-elb,2017-05-08,753,5.45e-5,269,6.87e-5
osx,2017-05-08,77110,0.00558269,24930,0.00636717
amazon-ses,2017-05-08,616,4.46e-5,211,5.39e-5
amazon-vpc,2017-05-08,464,3.36e-5,145,3.7e-5
amazon-rds,2017-05-08,1550,1.12218e-4,592,1.51198e-4
amazon-glacier,2017-05-08,139,1.01e-5,38,9.71e-6
windows,2017-05-08,108865,0.007881692,33120,0.008458863
sql-server,2017-05-08,199386,0.0144353,47452,0.012119262
amazon-lambda,2017-05-08,2754,1.99387e-4,2754,7.03377e-4
amazon-cloudformation,2017-05-08,965,6.99e-5,305,7.79e-5
cognos,2017-05-08,757,5.48e-5,336,8.58e-5
google-spreadsheet,2017-05-08,10608,7.68007e-4,4216,0.00107677
amazon-data-pipeline,2017-05-08,270,1.95e-5,133,3.4e-5
amazon-kinesis,2017-05-08,412,2.98e-5,179,4.57e-5
amazon-ebs,2017-05-08,287,2.08e-5,46,1.17e-5
amazon,2017-05-08,3591,2.59985e-4,1379,3.52199e-4
ios9,2017-05-08,4223,3.05741e-4,1755,4.4823e-4
mongodb,2017-05-08,81704,0.005915244,28075,0.007170314
android-pay,2017-05-08,448,3.24e-5,207,5.29e-5
amazon-simpledb,2017-05-08,382,2.77e-5,74,1.89e-5
amazon-sqs,2017-05-08,1060,7.67e-5,345,8.81e-5
amazon-ecs,2017-05-08,355,2.57e-5,145,3.7e-5
applepay,2017-05-08,239,1.73e-5,112,2.86e-5
applepayjs,2017-05-08,12,8.69e-7,6,1.53e-6
amazon-sns,2017-05-08,920,6.66e-5,427,1.09057e-4
amazon-mws,2017-05-08,556,4.03e-5,231,5.9e-5
amazon-rds-aurora,2017-05-08,114,8.25e-6,52,1.33e-5
paypal,2017-05-08,16761,0.001213475,7953,0.002031198
amazon-elastic-beanstalk,2017-05-08,401,2.9e-5,197,5.03e-5
amazon-cloudwatch,2017-05-08,581,4.21e-5,224,5.72e-5
amazon-cloudsearch,2017-05-08,263,1.9e-5,111,2.83e-5
amazon-cognito,2017-05-08,888,6.43e-5,326,8.33e-5
amazon-elasticache,2017-05-08,305,2.21e-5,121,3.09e-5
ios8,2017-05-08,9440,6.83447e-4,3347,8.54831e-4
citrix,2017-05-08,530,3.84e-5,253,6.46e-5
dropbox-api,2017-05-08,1861,1.34734e-4,756,1.93081e-4
ios,2017-05-08,505513,0.036598663,165682,0.042315515
amazon-cloudfront,2017-05-08,1630,1.1801e-4,622,1.5886e-4
amazon-s3,2017-05-08,18208,0.001318242,7055,0.00180186
android,2017-05-08,983703,0.071218972,367758,0.093925772
amazon-ec2,2017-05-08,17258,0.001249463,6234,0.001592175
dropbox,2017-05-08,2826,2.04598e-4,1091,2.7864e-4
amazon-swf,2017-05-08,193,1.4e-5,61,1.56e-5
actionscript,2017-05-08,8981,6.50216e-4,2434,6.21648e-4
amazon-route53,2017-05-08,696,5.04e-5,237,6.05e-5
dropbox,2017-05-07,2827,2.04739e-4,1092,2.79053e-4
amazon-lambda,2017-05-07,2744,1.98728e-4,2744,7.01212e-4
actionscript,2017-05-07,8981,6.5043e-4,2435,6.22249e-4
amazon-ec2,2017-05-07,17251,0.001249367,6231,0.001592292
amazon,2017-05-07,3589,2.59926e-4,1378,3.52139e-4
amazon-sqs,2017-05-07,1060,7.68e-5,345,8.82e-5
amazon-cloudfront,2017-05-07,1626,1.1776e-4,621,1.58693e-4
amazon-rds,2017-05-07,1549,1.12183e-4,591,1.51026e-4
amazon-data-pipeline,2017-05-07,270,1.96e-5,133,3.4e-5
amazon-sns,2017-05-07,920,6.66e-5,427,1.09117e-4
amazon-cognito,2017-05-07,888,6.43e-5,326,8.33e-5
citrix,2017-05-07,531,3.85e-5,254,6.49e-5
ios,2017-05-07,505391,0.036601891,165625,0.042324458
amazon-s3,2017-05-07,18193,0.001317589,7047,0.001800816
amazon-route53,2017-05-07,695,5.03e-5,236,6.03e-5
sql-server,2017-05-07,199333,0.014436241,47417,0.012117085
amazon-swf,2017-05-07,193,1.4e-5,61,1.56e-5
google-spreadsheet,2017-05-07,10597,7.67464e-4,4210,0.001075838
dropbox-api,2017-05-07,1862,1.34851e-4,757,1.93446e-4
android,2017-05-07,983372,0.07121854,367546,0.093923921
osx,2017-05-07,77094,0.005583372,24927,0.006369943
applepay,2017-05-07,239,1.73e-5,112,2.86e-5
amazon-elastic-beanstalk,2017-05-07,401,2.9e-5,197,5.03e-5
amazon-web-services,2017-05-07,40103,0.002904375,15295,0.003908538
amazon-elasticache,2017-05-07,305,2.21e-5,121,3.09e-5
amazon-mws,2017-05-07,556,4.03e-5,231,5.9e-5
amazon-redshift,2017-05-07,1992,1.44266e-4,731,1.86802e-4
actionscript-3,2017-05-07,40626,0.002942252,11035,0.002819923
amazon-emr,2017-05-07,763,5.53e-5,347,8.87e-5
excel,2017-05-07,119382,0.008645973,42064,0.010749166
amazon-ses,2017-05-07,616,4.46e-5,212,5.42e-5
amazon-vpc,2017-05-07,464,3.36e-5,145,3.71e-5
amazon-glacier,2017-05-07,139,1.01e-5,38,9.71e-6
windows,2017-05-07,108826,0.007881476,33105,0.008459753
amazon-cloudformation,2017-05-07,965,6.99e-5,305,7.79e-5
cognos,2017-05-07,757,5.48e-5,336,8.59e-5
amazon-ebs,2017-05-07,287,2.08e-5,46,1.18e-5
ios9,2017-05-07,4223,3.05842e-4,1755,4.48479e-4
mongodb,2017-05-07,81666,0.005914466,28056,0.007169505
amazon-ecs,2017-05-07,355,2.57e-5,145,3.71e-5
applepayjs,2017-05-07,12,8.69e-7,6,1.53e-6
paypal,2017-05-07,16755,0.001213442,7952,0.002032076
amazon-simpledb,2017-05-07,382,2.77e-5,74,1.89e-5
amazon-elb,2017-05-07,752,5.45e-5,269,6.87e-5
android-pay,2017-05-07,448,3.24e-5,207,5.29e-5
amazon-dynamodb,2017-05-07,3658,2.64923e-4,1297,3.3144e-4
amazon-rds-aurora,2017-05-07,114,8.26e-6,52,1.33e-5
amazon-kinesis,2017-05-07,411,2.98e-5,178,4.55e-5
azure,2017-05-07,41598,0.00301264,14055,0.003591656
ios8,2017-05-07,9440,6.83672e-4,3347,8.55305e-4
amazon-cloudsearch,2017-05-07,263,1.9e-5,111,2.84e-5
stripe-payments,2017-05-07,2993,2.16761e-4,1176,3.00518e-4
amazon-cloudwatch,2017-05-07,581,4.21e-5,224,5.72e-5
android-pay,2017-05-06,448,3.24e-5,207,5.28e-5
amazon-elasticache,2017-05-06,305,2.21e-5,121,3.09e-5
amazon-cloudfront,2017-05-06,1626,1.17705e-4,621,1.58381e-4
amazon-web-services,2017-05-06,40130,0.002904993,15333,0.003910547
amazon-cloudformation,2017-05-06,966,6.99e-5,306,7.8e-5
excel,2017-05-06,119426,0.008647328,42133,0.010755233
osx,2017-05-06,77162,0.005585724,24993,0.006374253
stripe-payments,2017-05-06,2990,2.16611e-4,1174,3.00173e-4
actionscript,2017-05-06,8984,6.50348e-4,2438,6.21791e-4
applepay,2017-05-06,240,1.74e-5,113,2.88e-5
amazon-ec2,2017-05-06,17260,0.001249444,6241,0.001591713
amazon-dynamodb,2017-05-06,3661,2.65018e-4,1300,3.31554e-4
google-spreadsheet,2017-05-06,10626,7.69211e-4,4238,0.001080864
amazon,2017-05-06,3596,2.60313e-4,1384,3.52977e-4
amazon-swf,2017-05-06,193,1.4e-5,61,1.56e-5
amazon-sqs,2017-05-06,1060,7.67e-5,345,8.8e-5
amazon-rds-aurora,2017-05-06,114,8.25e-6,52,1.33e-5
amazon-kinesis,2017-05-06,410,2.97e-5,178,4.54e-5
sql-server,2017-05-06,199336,0.014435598,47429,0.012110799
dropbox-api,2017-05-06,1862,1.34893e-4,757,1.93553e-4
ios,2017-05-06,505592,0.036599597,165846,0.042297651
amazon-s3,2017-05-06,18203,0.001317707,7061,0.001800846
amazon-elastic-beanstalk,2017-05-06,401,2.9e-5,198,5.05e-5
amazon-ebs,2017-05-06,286,2.07e-5,45,1.15e-5
ios8,2017-05-06,9442,6.83503e-4,3348,8.5388e-4
amazon-lambda,2017-05-06,2740,1.98347e-4,2740,6.98813e-4
citrix,2017-05-06,532,3.85e-5,255,6.5e-5
amazon-cloudsearch,2017-05-06,263,1.9e-5,111,2.83e-5
amazon-cognito,2017-05-06,887,6.42e-5,325,8.29e-5
azure,2017-05-06,41592,0.003012405,14057,0.00359149
amazon-sns,2017-05-06,920,6.66e-5,428,1.09158e-4
amazon-simpledb,2017-05-06,383,2.77e-5,75,1.91e-5
amazon-cloudwatch,2017-05-06,581,4.21e-5,224,5.71e-5
paypal,2017-05-06,16755,0.001213667,7951,0.002032084
amazon-ecs,2017-05-06,355,2.57e-5,145,3.7e-5
mongodb,2017-05-06,81620,0.005912982,28031,0.007167078
ios9,2017-05-06,4229,3.06135e-4,1762,4.49383e-4
android,2017-05-06,983989,0.071230478,368248,0.093918439
cognos,2017-05-06,757,5.48e-5,336,8.59e-5
amazon-glacier,2017-05-06,139,1.01e-5,38,9.69e-6
dropbox,2017-05-06,2826,2.0473e-4,1092,2.79207e-4
windows,2017-05-06,108859,0.007882731,33147,0.008463949
amazon-data-pipeline,2017-05-06,269,1.95e-5,132,3.37e-5
amazon-route53,2017-05-06,695,5.03e-5,236,6.02e-5
amazon-ses,2017-05-06,616,4.46e-5,212,5.41e-5
amazon-vpc,2017-05-06,465,3.37e-5,146,3.72e-5
amazon-elb,2017-05-06,753,5.45e-5,270,6.89e-5
amazon-emr,2017-05-06,763,5.52e-5,347,8.85e-5
actionscript-3,2017-05-06,40634,0.002941478,11043,0.002816421
applepayjs,2017-05-06,12,8.69e-7,6,1.53e-6
amazon-rds,2017-05-06,1549,1.12131e-4,591,1.50729e-4
amazon-redshift,2017-05-06,1993,1.44272e-4,733,1.86945e-4
amazon-mws,2017-05-06,556,4.02e-5,231,5.89e-5
osx,2017-05-05,77121,0.00558609,24970,0.006374681
amazon-cloudformation,2017-05-05,965,6.99e-5,306,7.81e-5
amazon-cognito,2017-05-05,883,6.4e-5,323,8.25e-5
citrix,2017-05-05,531,3.85e-5,254,6.48e-5
amazon-s3,2017-05-05,18183,0.001317045,7054,0.00180084
ios,2017-05-05,505369,0.036605292,165723,0.042308017
sql-server,2017-05-05,199245,0.0144318,47411,0.012103603
amazon-swf,2017-05-05,193,1.4e-5,61,1.56e-5
amazon-web-services,2017-05-05,40075,0.002902743,15296,0.003904969
amazon-elasticache,2017-05-05,305,2.21e-5,121,3.09e-5
amazon-mws,2017-05-05,555,4.02e-5,230,5.87e-5
amazon-redshift,2017-05-05,1992,1.44286e-4,735,1.87641e-4
actionscript-3,2017-05-05,40630,0.002942944,11040,0.002818437
amazon-emr,2017-05-05,762,5.52e-5,345,8.81e-5
amazon-ses,2017-05-05,615,4.45e-5,211,5.39e-5
windows,2017-05-05,108843,0.007883763,33156,0.00846443
cognos,2017-05-05,760,5.5e-5,339,8.65e-5
ios9,2017-05-05,4228,3.06246e-4,1762,4.49827e-4
amazon-ecs,2017-05-05,354,2.56e-5,144,3.68e-5
paypal,2017-05-05,16762,0.001214111,7961,0.002032367
amazon-simpledb,2017-05-05,383,2.77e-5,75,1.91e-5
amazon-route53,2017-05-05,693,5.02e-5,235,6e-5
amazon-elb,2017-05-05,753,5.45e-5,270,6.89e-5
amazon-dynamodb,2017-05-05,3654,2.64669e-4,1297,3.31116e-4
amazon-sqs,2017-05-05,1058,7.66e-5,344,8.78e-5
amazon-rds-aurora,2017-05-05,114,8.26e-6,52,1.33e-5
amazon-kinesis,2017-05-05,410,2.97e-5,178,4.54e-5
amazon-cloudsearch,2017-05-05,262,1.9e-5,110,2.81e-5
azure,2017-05-05,41550,0.003009566,14052,0.003587345
amazon-ebs,2017-05-05,286,2.07e-5,45,1.15e-5
stripe-payments,2017-05-05,2993,2.16789e-4,1177,3.00475e-4
amazon-cloudwatch,2017-05-05,580,4.2e-5,223,5.69e-5
amazon-ec2,2017-05-05,17247,0.001249248,6232,0.001590989
amazon-lambda,2017-05-05,2738,1.98321e-4,2738,6.98991e-4
dropbox-api,2017-05-05,1862,1.34869e-4,757,1.93254e-4
amazon,2017-05-05,3594,2.60323e-4,1381,3.5256e-4
amazon-rds,2017-05-05,1548,1.12126e-4,590,1.50623e-4
excel,2017-05-05,119389,0.008647637,42155,0.010761796
amazon-data-pipeline,2017-05-05,269,1.95e-5,132,3.37e-5
amazon-sns,2017-05-05,919,6.66e-5,427,1.0901e-4
amazon-cloudfront,2017-05-05,1623,1.17558e-4,619,1.58027e-4
actionscript,2017-05-05,8984,6.50736e-4,2438,6.22405e-4
dropbox,2017-05-05,2826,2.04693e-4,1093,2.79031e-4
ios8,2017-05-05,9441,6.83838e-4,3348,8.54723e-4
android-pay,2017-05-05,448,3.24e-5,207,5.28e-5
mongodb,2017-05-05,81607,0.005910968,28058,0.007162894
amazon-glacier,2017-05-05,140,1.01e-5,39,9.96e-6
amazon-vpc,2017-05-05,465,3.37e-5,146,3.73e-5
google-spreadsheet,2017-05-05,10612,7.68654e-4,4231,0.001080137
applepay,2017-05-05,239,1.73e-5,112,2.86e-5
android,2017-05-05,983440,0.07123304,367952,0.093934943
amazon-elastic-beanstalk,2017-05-05,401,2.9e-5,198,5.05e-5
applepayjs,2017-05-05,12,8.69e-7,6,1.53e-6
amazon-lambda,2017-05-04,2734,1.98161e-4,2734,6.98702e-4
amazon-ec2,2017-05-04,17228,0.001248691,6221,0.001589845
dropbox,2017-05-04,2826,2.04828e-4,1094,2.7958e-4
amazon-cloudwatch,2017-05-04,579,4.2e-5,223,5.7e-5
stripe-payments,2017-05-04,2985,2.16352e-4,1177,3.00791e-4
amazon-ebs,2017-05-04,286,2.07e-5,45,1.15e-5
dropbox-api,2017-05-04,1862,1.34957e-4,757,1.93457e-4
ios8,2017-05-04,9440,6.84215e-4,3348,8.55621e-4
azure,2017-05-04,41490,0.003007199,14024,0.003583968
amazon-cloudsearch,2017-05-04,262,1.9e-5,110,2.81e-5
amazon-kinesis,2017-05-04,410,2.97e-5,178,4.55e-5
amazon-rds-aurora,2017-05-04,114,8.26e-6,52,1.33e-5
citrix,2017-05-04,532,3.86e-5,255,6.52e-5
amazon-sqs,2017-05-04,1056,7.65e-5,342,8.74e-5
amazon-dynamodb,2017-05-04,3650,2.64553e-4,1298,3.31718e-4
amazon-elb,2017-05-04,752,5.45e-5,270,6.9e-5
android-pay,2017-05-04,448,3.25e-5,207,5.29e-5
amazon-simpledb,2017-05-04,383,2.78e-5,75,1.92e-5
applepayjs,2017-05-04,12,8.7e-7,6,1.53e-6
paypal,2017-05-04,16751,0.001214114,7954,0.00203272
mongodb,2017-05-04,81538,0.005909862,28030,0.007163274
ios9,2017-05-04,4226,3.06302e-4,1760,4.49788e-4
amazon-ecs,2017-05-04,352,2.55e-5,143,3.65e-5
cognos,2017-05-04,759,5.5e-5,338,8.64e-5
amazon-route53,2017-05-04,690,5e-5,234,5.98e-5
amazon-glacier,2017-05-04,140,1.01e-5,39,9.97e-6
windows,2017-05-04,108781,0.00788446,33121,0.008464399
amazon-ses,2017-05-04,615,4.46e-5,211,5.39e-5
amazon-vpc,2017-05-04,465,3.37e-5,146,3.73e-5
amazon-emr,2017-05-04,762,5.52e-5,346,8.84e-5
actionscript-3,2017-05-04,40628,0.002944732,11041,0.002821653
amazon-redshift,2017-05-04,1990,1.44236e-4,733,1.87326e-4
amazon-cloudformation,2017-05-04,964,6.99e-5,308,7.87e-5
amazon-mws,2017-05-04,553,4.01e-5,228,5.83e-5
amazon-elasticache,2017-05-04,305,2.21e-5,121,3.09e-5
amazon-web-services,2017-05-04,40010,0.002899938,15256,0.003898841
osx,2017-05-04,77098,0.005588093,24966,0.006380354
google-spreadsheet,2017-05-04,10596,7.68e-4,4220,0.001078463
applepay,2017-05-04,239,1.73e-5,112,2.86e-5
amazon-swf,2017-05-04,193,1.4e-5,61,1.56e-5
amazon-elastic-beanstalk,2017-05-04,400,2.9e-5,199,5.09e-5
sql-server,2017-05-04,199100,0.014430793,47351,0.012101011
android,2017-05-04,982832,0.071235816,367614,0.093947468
ios,2017-05-04,505121,0.036611368,165622,0.042326644
amazon-s3,2017-05-04,18159,0.00131617,7038,0.001798639
amazon-cognito,2017-05-04,880,6.38e-5,320,8.18e-5
amazon-data-pipeline,2017-05-04,267,1.94e-5,132,3.37e-5
amazon-sns,2017-05-04,919,6.66e-5,427,1.09124e-4
excel,2017-05-04,119266,0.008644414,42073,0.010752169
amazon-rds,2017-05-04,1546,1.12055e-4,588,1.5027e-4
amazon-cloudfront,2017-05-04,1619,1.17346e-4,615,1.5717e-4
amazon,2017-05-04,3590,2.60204e-4,1378,3.52163e-4
actionscript,2017-05-04,8983,6.51091e-4,2438,6.23059e-4
actionscript-3,2017-05-03,40622,0.002946259,11039,0.002824144
amazon-redshift,2017-05-03,1985,1.43969e-4,731,1.87014e-4
amazon-mws,2017-05-03,553,4.01e-5,229,5.86e-5
amazon-rds,2017-05-03,1543,1.11912e-4,585,1.49662e-4
dropbox,2017-05-03,2822,2.04674e-4,1091,2.79109e-4
osx,2017-05-03,77074,0.005590076,24952,0.006383553
amazon-lambda,2017-05-03,2722,1.97423e-4,2722,6.96375e-4
amazon-ec2,2017-05-03,17210,0.001248218,6218,0.00159077
ios,2017-05-03,504871,0.036617625,165529,0.042347823
stripe-payments,2017-05-03,2981,2.16206e-4,1177,3.0111e-4
amazon-elasticache,2017-05-03,305,2.21e-5,121,3.1e-5
amazon-web-services,2017-05-03,39946,0.002897229,15233,0.003897106
amazon-sns,2017-05-03,919,6.67e-5,427,1.09241e-4
amazon-cloudwatch,2017-05-03,578,4.19e-5,222,5.68e-5
amazon-ebs,2017-05-03,285,2.07e-5,45,1.15e-5
amazon-cloudfront,2017-05-03,1616,1.17206e-4,616,1.57593e-4
actionscript,2017-05-03,8982,6.51452e-4,2438,6.23722e-4
amazon-s3,2017-05-03,18139,0.001315597,7030,0.001798507
ios8,2017-05-03,9438,6.84526e-4,3346,8.56018e-4
amazon-cloudsearch,2017-05-03,262,1.9e-5,110,2.81e-5
azure,2017-05-03,41442,0.003005716,14017,0.003585963
dropbox-api,2017-05-03,1861,1.34975e-4,756,1.93406e-4
amazon-kinesis,2017-05-03,408,2.96e-5,176,4.5e-5
amazon-rds-aurora,2017-05-03,114,8.27e-6,52,1.33e-5
amazon-sqs,2017-05-03,1054,7.64e-5,341,8.72e-5
google-spreadsheet,2017-05-03,10582,7.67495e-4,4219,0.001079349
amazon-vpc,2017-05-03,463,3.36e-5,146,3.74e-5
citrix,2017-05-03,531,3.85e-5,254,6.5e-5
amazon-dynamodb,2017-05-03,3639,2.63932e-4,1291,3.3028e-4
applepay,2017-05-03,239,1.73e-5,112,2.87e-5
amazon-ses,2017-05-03,615,4.46e-5,211,5.4e-5
amazon-swf,2017-05-03,192,1.39e-5,60,1.53e-5
amazon-elb,2017-05-03,751,5.45e-5,271,6.93e-5
android-pay,2017-05-03,448,3.25e-5,207,5.3e-5
amazon-cognito,2017-05-03,880,6.38e-5,320,8.19e-5
amazon,2017-05-03,3587,2.6016e-4,1378,3.52538e-4
amazon-simpledb,2017-05-03,383,2.78e-5,75,1.92e-5
amazon-data-pipeline,2017-05-03,266,1.93e-5,132,3.38e-5
paypal,2017-05-03,16740,0.001214123,7946,0.00203282
mongodb,2017-05-03,81468,0.005908713,27997,0.007162423
applepayjs,2017-05-03,12,8.7e-7,6,1.53e-6
ios9,2017-05-03,4227,3.06579e-4,1761,4.50523e-4
android,2017-05-03,982211,0.07123821,367293,0.093964922
amazon-ecs,2017-05-03,352,2.55e-5,145,3.71e-5
windows,2017-05-03,108693,0.007883323,33064,0.008458771
amazon-elastic-beanstalk,2017-05-03,399,2.89e-5,198,5.07e-5
sql-server,2017-05-03,198946,0.014429222,47282,0.012096169
cognos,2017-05-03,759,5.5e-5,338,8.65e-5
amazon-glacier,2017-05-03,140,1.02e-5,39,9.98e-6
excel,2017-05-03,119148,0.008641608,42025,0.010751271
amazon-emr,2017-05-03,760,5.51e-5,346,8.85e-5
amazon-cloudformation,2017-05-03,960,6.96e-5,306,7.83e-5
amazon-route53,2017-05-03,687,4.98e-5,233,5.96e-5
amazon-ses,2017-05-02,614,4.46e-5,212,5.43e-5
ios9,2017-05-02,4227,3.06771e-4,1763,4.51491e-4
actionscript-3,2017-05-02,40618,0.002947815,11036,0.002826237
paypal,2017-05-02,16740,0.001214883,7947,0.00203515
actionscript,2017-05-02,8981,6.51788e-4,2437,6.24097e-4
amazon-glacier,2017-05-02,140,1.02e-5,39,9.99e-6
amazon-simpledb,2017-05-02,383,2.78e-5,75,1.92e-5
citrix,2017-05-02,530,3.85e-5,254,6.5e-5
amazon-cognito,2017-05-02,880,6.39e-5,321,8.22e-5
windows,2017-05-02,108633,0.007883903,33032,0.008459176
amazon-ecs,2017-05-02,350,2.54e-5,144,3.69e-5
google-spreadsheet,2017-05-02,10569,7.67033e-4,4211,0.001078399
amazon,2017-05-02,3589,2.60468e-4,1382,3.5392e-4
amazon-lambda,2017-05-02,2717,1.97183e-4,2717,6.95801e-4
amazon-dynamodb,2017-05-02,3637,2.63952e-4,1297,3.32152e-4
amazon-emr,2017-05-02,758,5.5e-5,344,8.81e-5
amazon-mws,2017-05-02,552,4.01e-5,228,5.84e-5
sql-server,2017-05-02,198811,0.014428459,47226,0.012094119
ios,2017-05-02,504629,0.036623028,165427,0.042364691
amazon-swf,2017-05-02,192,1.39e-5,60,1.54e-5
amazon-web-services,2017-05-02,39884,0.002894545,15201,0.003892862
cognos,2017-05-02,759,5.51e-5,338,8.66e-5
amazon-elb,2017-05-02,750,5.44e-5,271,6.94e-5
ios8,2017-05-02,9438,6.84955e-4,3347,8.57142e-4
mongodb,2017-05-02,81394,0.005907042,27948,0.007157173
amazon-ec2,2017-05-02,17186,0.001247259,6199,0.001587517
amazon-vpc,2017-05-02,463,3.36e-5,146,3.74e-5
azure,2017-05-02,41397,0.003004333,13993,0.00358347
excel,2017-05-02,119034,0.008638745,41966,0.010747087
amazon-data-pipeline,2017-05-02,264,1.92e-5,130,3.33e-5
amazon-rds-aurora,2017-05-02,114,8.27e-6,52,1.33e-5
amazon-redshift,2017-05-02,1984,1.43987e-4,730,1.86948e-4
amazon-s3,2017-05-02,18115,0.00131468,7018,0.001797258
amazon-cloudformation,2017-05-02,960,6.97e-5,306,7.84e-5
amazon-elasticache,2017-05-02,305,2.21e-5,121,3.1e-5
dropbox,2017-05-02,2821,2.0473e-4,1090,2.79137e-4
dropbox-api,2017-05-02,1860,1.34987e-4,756,1.93603e-4
amazon-rds,2017-05-02,1543,1.11982e-4,585,1.49814e-4
amazon-cloudwatch,2017-05-02,577,4.19e-5,222,5.69e-5
amazon-ebs,2017-05-02,285,2.07e-5,45,1.15e-5
android-pay,2017-05-02,448,3.25e-5,207,5.3e-5
amazon-cloudsearch,2017-05-02,262,1.9e-5,110,2.82e-5
