name,city,state,zipcode,country,cuisines,pickup_enabled,delivery_enabled,weighted_rating_value,aggregated_rating_count
Imo's Pizza,Chesterfield,MO,63005,US,"Healthy Pizza, Pizza, Thick Crust Pizza, Thin Crust Pizza, Veggie Pizza",FALSE,TRUE,3.8,15
Nate's BBQ To Go,Carrollton,TX,75010,US,Barbecue,FALSE,TRUE,2.5,4
El Spero Family Restaurant,Oakville,ON,L6L 1H7,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Canadian, Canadien, Chicken, Déjeuner Et Brunch, Fait-Maison, Fish And Chips, Fruits De Mer, Homemade, Pasta, Poisson-Frites, Poulet, Pâtes, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood",TRUE,TRUE,5.0,45
Petro-Canada,Regina,SK,S4N,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,3.6,1
33 Acres Brewing,Vancouver,BC,V5Y,CA,"Alcohol, Beer, Bière, Boissons Alcoolisées, Canadian, Canadien, Drinks, Fait-Maison, Homemade, Irish, Liquor, Party Essentials, Tout Pour La Fête, Wine",TRUE,TRUE,4.3,1
Saddle Up Bar And Grill 4300 Sw 3rd St,Oklahoma City,OK,73108,US,"American (Traditional), Bar and Grill, Hot Dogs, Noodles, Salads, Sandwiches",TRUE,TRUE,2.0,1
Erito Sushi,Victoria,BC,V8Z 0B9,CA,"Asian, Asiatique, Fait-Maison, Fusion, Group Friendly, Healthy, Homemade, International, Japanese, Japonais, Noodle Shop, Nouilles, Offers, Offres, Only On Skip, Santé, Seulement Sur Skip, Sushi, Sushis",TRUE,TRUE,4.7,1
Petro-Canada,Surrey,BC,V3S,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.7,1
The Codfather Fish N Chips,Las Vegas,NV,89119,US,"Fish &Amp; Seafood, Fried Foods, Seafood",FALSE,TRUE,1.8,12
Ricky's Country Restaurant,Coquitlam,BC,V3K,CA,"American, Breakfast & Brunch, Breakfast &Amp; Brunch, Burgers, Canadian, Canadien, Déjeuner Et Brunch, Dîner, Fait-Maison, Family Meals, Gauffres, Hamburgers, Healthy, Homemade, Lunch, Offers, Offres, Pasta, Repas Familial, Salads, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins, Waffles",TRUE,TRUE,4.6,45
AP Sushi,Berkeley,CA,94710,US,"Asian, Gluten-Free, Healthy, Ice Cream, Japanese, Pickup, Rice Bowl, Salads, Sashimi, Seafood, Soup, Sushi, Sushi Bars, Takeout",FALSE,TRUE,1.9,14
777 Pizza And Fritou Fried Chicken,Surrey,BC,V3W 0R6,CA,"Ailes, Burgers, Canadian, Canadien, Chicken, Family Meals, Fast Food, Fruits De Mer, Halal, Hamburgers, International, Pizza, Poulet, Prêt-À-Manger, Repas Familial, Seafood, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.5,104
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.1,1
Starbucks,Larkspur,CA,94939,US,"Bakery, Breakfast And Brunch, Cafe, Coffee & Tea, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Group Friendly, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.3,62
Petro-Canada,Edmonton,AB,T5A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.3,24
McDonald's,Wausau,WI,54401,US,"American, Bakery, Breakfast, Burgers, Cafe, Chicken, Coffee & Tea, Coffee And Tea, Dessert, Dinner, Fast Food, Hamburgers, Healthy Food, Ice Cream, Ice Cream & Frozen Yogurt, Kids Menu, Lunch, National Brand, Sandwiches, Subs & Sandwiches",FALSE,TRUE,2.7,11
Five Guys Ms- 488 3840 Promenade Parkway,D&#039;Lberville,MS,39540,US,"American, Burger, Burgers, Desserts, Fast Food, Sandwiches",FALSE,TRUE,4.7,100
Moe's Southwest Grill,Fleming Island,FL,32003,US,"Fast Food, Mexican, Salad, Taco, Tex Mex",TRUE,TRUE,4.5,46
Subway,Milwaukee,WI,53211,US,"American, Dinner, Fast Food, Healthy Food, Lunch, National Brand, Sandwich, Sandwiches, Subs, Subs & Sandwiches",TRUE,TRUE,3.0,362
Petro-Canada,Newmarket,ON,L3Y,CA,"Baby, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.3,1
Petro-Canada,Kitchener,ON,N2E,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.1,11
Monza,Blainville,QC,J7C 5L4,CA,"Allergy Friendly, Family Meals, Fruits De Mer, Italian, Italien, Pasta, Pizza, Pâtes, Repas Familial, Salads, Seafood, Vin, Wine",TRUE,TRUE,4.2,34
777 Pizza And Fritou Fried Chicken,Surrey,BC,V3W 0R6,CA,"Ailes, Burgers, Canadian, Canadien, Chicken, Family Meals, Fast Food, Fruits De Mer, Halal, Hamburgers, International, Pizza, Poulet, Prêt-À-Manger, Repas Familial, Seafood, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.5,104
Jack's London Grill,St. Petersburg,FL,33702,US,"Alcohol, Allergy Friendly, Burger, Chicken, European, Healthy, Salads, Sandwich, Wings",TRUE,TRUE,4.6,89
Petro-Canada,Red Deer,AB,T4N,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe",TRUE,TRUE,4.7,1
Five Guys  Fl-124,Tampa,FL,33612,US,"American, Burger, Burgers",FALSE,TRUE,4.8,268
Petro-Canada,Edmonton,AB,T5A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.3,24
Ruby Tuesday,Marietta,GA,30067,US,"Burgers, Chicken, Dessert, Dinner, Seafood, Steakhouses",FALSE,TRUE,4.1,1419
Dublin Square Irish Pub & Eatery,La Crosse,WI,54601,US,"American, American Food, Bar/Pub Food, Burgers, Sandwiches, Subs & Sandwiches",FALSE,TRUE,4.0,506
Burger King,Sebring,FL,33870,US,"American, Burger, Fast Food",TRUE,TRUE,3.5,28
3 Brasseurs,Brossard,QC,J4Y,CA,"2pour1, Ailes, Alcohol, Alcool, Beer, Bière, Bogo, Burgers, Chicken, Dîner, European, Fait-Maison, Fish And Chips, Food & Drinks, Fringales Nocturnes, Hamburgers, Homemade, Late Night Cravings, Lunch, Nourriture Et Boissons, Offers, Offres, Pizza, Poisson-Frites, Poulet, Sandwiches & Subs, Sandwichs Et Sous-Marins, Vegetarian, Vin, Végétarien, Wine, Wings",TRUE,TRUE,4.1,18
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.1,1
Petro-Canada,Coquitlam,BC,V3K,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.6,1
Empire Chef,Aurora,ON,L4G 1N2,CA,"Ailes, Asian, Asian Fusion, Asiatique, Beau, Bon, Local, Chicken, Chinese, Chinois, Dîner, Family Meals, Fruits De Mer, International, Local Goods, Lunch, Noodle Shop, Nouilles, Poulet, Seafood, Vegetarian, Végétarien, Wings",TRUE,TRUE,4.7,1
Montana's Bbq & Bar,Kitchener,ON,N2E,CA,"Alcohol, Alcool, American, Américain, Barbecue, Bbq, Beer, Bière, Bud Light, Budweiser, Burgers, Chicken, Fish And Chips, Food & Drinks, Fruits De Mer, Group Friendly, Hamburgers, Nourriture Et Boissons, Pepsi, Poisson-Frites, Poulet, Pub Food, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Souper, Steakhouse, Vin, Wine",TRUE,TRUE,4.6,100
A.Bento 饭匠,Vancouver,BC,V5Z 1G1,CA,"Alcohol, Allergy Friendly, Asian, Asian Fusion, Asiatique, Chicken, Chinese, Chinois, Fait-Maison, Food & Drinks, Homemade, International, Japanese, Japonais, Nourriture Et Boissons, Offers, Offres, Poulet, Taiwanese",TRUE,TRUE,4.9,56
Pizza 239,Marco Island,FL,34145,US,"American, Comfort Food, Italian, Pasta, Pizza, Sandwich",FALSE,TRUE,2.9,15
Movado's Grille,Regina,SK,S4R 8R2,CA,"American, Burgers, Canadian, Canadien, Chicken, Poulet, Sandwiches, Sandwiches & Subs, Sandwichs Et Sous-Marins",TRUE,TRUE,3.6,1
Petro-Canada,Burnaby,BC,V5C,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,3.7,1
More Soul,Saskatoon,SK,S7K 1L9,CA,"Africain, African, Ailes, Chicken, Ethiopian, Fruits De Mer, Halal, Hot Dogs & Sausages, Hot Dogs Et Saucisses, Offers, Offres, Poulet, Seafood, Steakhouse, Wings, Éthiopien",TRUE,TRUE,3.6,1
Petro-Canada,Edmonton,AB,T5G,CA,"American, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Kid Friendly, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.3,18
Petro-Canada,St. Albert,AB,T8N,CA,"Café/Thé, Coffee/Tea, Convenience, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Grocery, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.7,1
Petro-Canada,Airdrie,AB,T4A,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.1,1
Queens,North Miami,FL,33161,US,"Dinner, Pizza, Salads, Snacks",FALSE,TRUE,2.0,22
Starbucks,Amherst,NY,14228,US,"Bakery, Breakfast And Brunch, Cafe, Coffee &Amp; Tea, Cold Coffees, Cold Drinks, Frappuccino Blended Beverages, Frappuccino® Blended Beverages, Hot Breakfast, Hot Coffees, Hot Drinks, Hot Teas, Iced Teas, Lunch, Snacks & Sweets, VIA Instant, VIA® Instant, Whole Bean",FALSE,TRUE,4.7,133
Zesty - Shawarma & Halal Grill,Oakville,ON,L6K 3E1,CA,"Ben & Jerry's, Burgers, Canadian, Canadien, Crèmerie, Dessert, Desserts, Donair, Group Friendly, Halal, Hamburgers, Ice Cream & Frozen Treats, Mediterranean, Middle Eastern, Moyen-Oriental, Offers, Offres, Pitas",TRUE,TRUE,4.8,32
Montana's,Orillia,ON,L3V 8A2,CA,"Alcohol, Alcool, American, Américain, Bar Food, Barbecue, Bbq, Beer, Bière, Bud Light, Budweiser, Burger, Burgers, Chicken, Fish And Chips, Food & Drinks, Fruits De Mer, Hamburgers, Nourriture Et Boissons, Pepsi, Poisson-Frites, Poulet, Pub Food, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Souper, Steakhouse, Vin, Wine",TRUE,TRUE,3.7,12
Taouk,Sainte-Thérèse,QC,J7E 2B4,CA,"Chicken, Healthy, Middle Eastern, Moyen-Oriental, Salads, Sandwich, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé",TRUE,TRUE,4.7,1
Dosirak,Stevens Point,WI,54481,US,"Chicken, Korean, Korean Food, Noodles",TRUE,TRUE,4.0,23
Petro-Canada,Montréal,QC,H4P,CA,"Convenience, Everyday Essentials, Grocery, Home & Personal Care, Home &Amp; Personal Care, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Snacks",TRUE,TRUE,4.3,43
Jersey Mike's,St. Augustine,FL,32084,US,"American, Sandwich, Sandwiches",TRUE,TRUE,4.7,62
Petro-Canada,Edmonton,AB,T6W0J2,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe",TRUE,TRUE,4.4,1
Montana's,Winnipeg,MB,R2M,CA,"Alcohol, Alcool, American, Américain, Barbecue, Bbq, Beer, Bière, Bud Light, Budweiser, Burgers, Chicken, Fish And Chips, Food & Drinks, Fruits De Mer, Hamburgers, Nourriture Et Boissons, Pepsi, Poisson-Frites, Poulet, Pub Food, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Souper, Steakhouse, Vin, Wine",TRUE,TRUE,3.8,44
Big Deal Burger,Centennial,CO,80112,US,"American, Burgers, Chicken, Comfort Food, Dessert, Dinner, Family Meals, Fast Food, Fries, Gastropubs, Healthy, Keto, Lunch, Sandwiches, Vegetarian",TRUE,TRUE,3.1,35
Montana's,Winnipeg,MB,R2M,CA,"Alcohol, Alcool, American, Américain, Barbecue, Bbq, Beer, Bière, Bud Light, Budweiser, Burgers, Chicken, Fish And Chips, Food & Drinks, Fruits De Mer, Hamburgers, Nourriture Et Boissons, Pepsi, Poisson-Frites, Poulet, Pub Food, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Souper, Steakhouse, Vin, Wine",TRUE,TRUE,3.8,44
Montana's,Winnipeg,MB,R2M,CA,"Alcohol, Alcool, American, Américain, Barbecue, Bbq, Beer, Bière, Bud Light, Budweiser, Burgers, Chicken, Fish And Chips, Food & Drinks, Fruits De Mer, Hamburgers, Nourriture Et Boissons, Pepsi, Poisson-Frites, Poulet, Pub Food, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Souper, Steakhouse, Vin, Wine",TRUE,TRUE,3.8,44
Jersey Mike's,Wailuku,HI,96793,US,"American, Sandwich, Sandwiches",TRUE,TRUE,4.8,22
Pizza Hut,West Jordan,UT,84088,US,"American, Dinner, Fast Food, Italian, Lunch, Pasta, Pizza, Wings",TRUE,TRUE,3.7,44
Abe & Mary's,Montréal,QC,H3G,CA,"Beau, Bon, Local, Biologique, Breakfast & Brunch, Café/Thé, Coffee/Tea, Dessert, Desserts, Déjeuner Et Brunch, Gluten Free, Gluten Friendly, Healthy, Local Goods, Local Legends, Légendes Locales, Offers, Offres, Organic, Salads, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé, Sensible Au Gluten, Smoothies, Soup, Soupe, Vegan, Vegetarian, Végétalien, Végétarien",FALSE,TRUE,4.6,27
Glory Days Grill Of Odessa (Veterans Expressway),Lutz,FL,33558,US,"Alcohol, American, Burgers, Family Friendly, New American, Wings",TRUE,TRUE,4.7,156
Mustard Seed Cafe,Kingsport,TN,37660,US,"American, Breakfast, Breakfast And Brunch, Coffee, Coffee And Tea, Desserts, Gluten-Free, Lunch Specials, Organic, Salad, Sandwiches, Soup, Subs",TRUE,TRUE,5.0,191
Petro-Canada,Edmonton,AB,T5M,CA,"Ben & Jerry's, Café/Thé, Canadian, Canadien, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",FALSE,TRUE,4.4,1
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA,"Ailes, Allergy Friendly, American, Beau, Bon, Local, Burgers, Chicken, Fait-Maison, Fast Food, Group Friendly, Hamburgers, Homemade, Hot Deal Summer, Local Goods, Offers, Offres, Poulet, Promos D'été, Sandwich, Wings",TRUE,TRUE,4.6,30
Era 67,Orillia,ON,L3V 3A8,CA,"American, Américain, Canadian, Canadien, Chicken, Fait-Maison, Homemade, Poulet, Salads, Seafood",TRUE,TRUE,4.2,1
Subway,Harahan,LA,70123,US,"Breakfast, Healthy, Pizza, Salad, Salads, Sandwich, Sandwiches",TRUE,TRUE,4.2,20
1001 Nights Shawarma,Kitchener,ON,N2C,CA,"Beau, Bon, Local, Chicken, Dessert, Desserts, Global Diversity Month, Lebanese, Local Goods, Mediterranean, Middle East, Middle Eastern, Mois Mondial De La Diversité, Moyen-Oriental, Must-Eat Restaurants, Poulet, Restos Incontournables, Vegetarian, Végétarien",TRUE,TRUE,4.6,1077
Loop,San Jose,CA,95122,US,"Alcohol, American, Candy, Convenience, Everyday Essentials, Grocery, Grocery Items, Home & Personal Care, Home &Amp; Personal Care, Ice Cream, Sandwiches, Snacks",TRUE,TRUE,3.4,5
Five Guys  Fl-1500,Fort Myers,FL,33907,US,"American, Burger, Burgers, Group Friendly",FALSE,TRUE,4.9,184
Montana's,Orillia,ON,L3V 8A2,CA,"Alcohol, Alcool, American, Américain, Bar Food, Barbecue, Bbq, Beer, Bière, Bud Light, Budweiser, Burger, Burgers, Chicken, Fish And Chips, Food & Drinks, Fruits De Mer, Hamburgers, Nourriture Et Boissons, Pepsi, Poisson-Frites, Poulet, Pub Food, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Souper, Steakhouse, Vin, Wine",TRUE,TRUE,3.7,12
Taco Bell,Saint Louis,MO,63114,US,"Breakfast And Brunch, Burritos, Fast Food, Mexican, Tacos",TRUE,TRUE,3.8,132
Mother's Pizza,Halifax,NS,B3K,CA,"Allergy Friendly, American, Américain, Dîner, Fait-Maison, Family Meals, Food & Drinks, Homemade, Italian, Italien, Lunch, Nourriture Et Boissons, Offers, Offres, Pizza, Repas Familial, Vegetarian, Végétarien",TRUE,TRUE,4.7,68
Petro-Canada,Edmonton,AB,T5G,CA,"American, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Kid Friendly, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe, Épicerie",TRUE,TRUE,4.3,18
Popeye's,West Chester,OH,45069,US,"American, Chicken, Fast Food, Fried Chicken, Wings",FALSE,TRUE,3.1,22
Peng Garden Chinese Restaurant,Foley,AL,36535,US,"Asian, Asian Food, Asian Fusion, Chinese, Family Meals, Japanese, Korean",FALSE,TRUE,4.2,142
Krispy Krunchy Chicken,Philadelphia,PA,19131,US,"American, Breakfast, Burgers, Cajun, Chicken, Chicken Tenders, Family Friendly, Family Meals, Fast Food, Fried Chicken, Kids, Sandwiches, Seafood, Shrimp, Southern, Wings",TRUE,TRUE,3.6,1005
Two Brothers Pizza,Harrisburg,PA,17101,US,"Allergy Friendly, Italian, Pizza, Sandwich",FALSE,TRUE,3.7,46
Bikanervala,South Brunswick Township,NJ,8824,US,"Dessert, Soup",FALSE,TRUE,2.0,48
Pasta Brava,Melbourne,FL,32904,US,"Chicken, Dessert, Dinner, Gluten Free, Healthy, Italian, Pasta, Salad, Salads, Vegan, Vegetarian, Vegetarian Friendly, Wings",TRUE,TRUE,3.4,93
Petro-Canada,Burlington,ON,L7L,CA,"Baby, Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nourriture Et Boissons, Offers, Offres, Pepsi, Snacks, Soup, Soupe",TRUE,TRUE,4.5,1
Ennio's Pasta House,Waterloo,ON,N2J 4G8,CA,"Beau, Bon, Local, Chicken, Comfort Food, Fait-Maison, Fruits De Mer, Group Friendly, Homemade, Italian, Italien, Local Goods, Local Legends, Légendes Locales, Noodle Shop, Nouilles, Pasta, Pizza, Poulet, Sandwiches & Subs, Sandwichs Et Sous-Marins, Seafood, Vegetarian, Végétarien",TRUE,TRUE,4.7,134
Dickey's Barbecue Pit Barbecue Pit,Pembroke Pines,FL,33024,US,"American, Bbq, Chicken",TRUE,TRUE,2.6,17
Etta's Greeklish Eatery,Windsor,ON,N8S 1M9,CA,"Alcohol, Alcool, Barbecue, Bbq, Breakfast & Brunch, Breakfast &Amp; Brunch, Breakfast And Brunch, Burgers, Déjeuner Et Brunch, Fall Food Moments, Food & Drinks, Grec, Greek, Hamburgers, Mediterranean, Méditerranéen, Nourriture Et Boissons, Sandwiches & Subs, Sandwichs Et Sous-Marins, Saveurs D’Automne",TRUE,TRUE,5.0,1
Endivine Grill & Bar,Bowmanville,ON,L1C 1N4,CA,"Allergy Friendly, Breakfast & Brunch, Burgers, Canadian, Canadien, Déjeuner Et Brunch, Dîner, European, Healthy, Lunch, Modern European, Salads, Sandwiches & Subs, Sandwichs Et Sous-Marins, Santé, Steakhouse",TRUE,TRUE,4.7,16
Better Burger - Impossible Veggie Burgers,Acworth,GA,30102,US,"Alcohol, American, Burgers, Chicken, Fast Food, Hamburgers, Hot Dogs, Sandwiches",TRUE,TRUE,3.4,48
Petro-Canada,Edmonton,AB,T6W0J2,CA,"Ben & Jerry's, Café/Thé, Coffee/Tea, Convenience, Cool Treats, Crème Glacée, Crèmerie, Dessert, Desserts, Drinks, Dépanneur, Everyday Essentials, Food & Drinks, Fringales Nocturnes, Grocery, Gâteries Rafraîchissantes, Home & Personal Care, Ice Cream, Ice Cream & Frozen Treats, Late Night Cravings, Nestle 4 Pour 2, Nestle Buy 2 Get 2, Nourriture Et Boissons, Offers, Offres, Pepsi, Sandwiches & Subs, Sandwichs Et Sous-Marins, Snacks, Soup, Soupe",TRUE,TRUE,4.4,1
A&j's Cafe,Melbourne,FL,32934,US,"Breakfast, Breakfast And Brunch, Cafe, Cafes, Lunch, Salads, Smoothies, Snacks, Wraps",TRUE,TRUE,1.0,1
