"country_name","country_code","indicator_name","indicator_code","debt"
"Least developed countries: UN classification","LDC","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",4486734431.9
"Least developed countries: UN classification","LDC","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",2886788911.1
"Least developed countries: UN classification","LDC","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",1892298276.6
"Least developed countries: UN classification","LDC","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",25197029299.4
"Least developed countries: UN classification","LDC","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",3681316306.7
"Lebanon","LBN","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",569983871.3
"Lebanon","LBN","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",2131942998.7
"Lebanon","LBN","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",413768000
"Lebanon","LBN","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",137130312.1
"Lebanon","LBN","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",129913451.7
"Lebanon","LBN","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",16970779.5
"Lebanon","LBN","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",2653766481.1
"Lebanon","LBN","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",1649553000
"Lebanon","LBN","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",33485786.7
"Lebanon","LBN","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",17404140.4
"Lebanon","LBN","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",2469762
"Lebanon","LBN","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",167638089.7
"Lebanon","LBN","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",419104358.2
"Lebanon","LBN","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",49181457.2
"Lebanon","LBN","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",304768401.8
"Lebanon","LBN","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",549017809.9
"Lebanon","LBN","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",66152236.7
"Lebanon","LBN","""PPG, other private creditors (DIS, current US$)""","DT.DIS.PROP.CD",3561921
"Lebanon","LBN","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",2687252267.8
"Lebanon","LBN","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",20966061.4
"Lebanon","LBN","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",1652022762
"Lebanon","LBN","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",9506919669.6
"Lebanon","LBN","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",6514899000
"Lesotho","LSO","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",80548591.59999998
"Lesotho","LSO","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",19145345.9
"Lesotho","LSO","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",12806231.5
"Lesotho","LSO","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",13239867.2
"Lesotho","LSO","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",157326.4
"Lesotho","LSO","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",80353.1
"Lesotho","LSO","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",32459403.7
"Lesotho","LSO","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",67308724.4
"Lesotho","LSO","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",16360151.4
"Lesotho","LSO","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",45265635.2
"Lesotho","LSO","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",80548591.59999998
"Lesotho","LSO","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",19064992.8
"Lesotho","LSO","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",157326.4
"Lesotho","LSO","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",80353.1
"Lesotho","LSO","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",45422961.6
"Liberia","LBR","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",150961031.2
"Liberia","LBR","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",9659434
"Liberia","LBR","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",903000
"Liberia","LBR","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",602095.8
"Liberia","LBR","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",33122214.9
"Liberia","LBR","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",2971664.1
"Liberia","LBR","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",7383619.4
"Liberia","LBR","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",117838816.3
"Liberia","LBR","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",5784769.9
"Liberia","LBR","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",7985715.2
"Liberia","LBR","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",150961031.2
"Liberia","LBR","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",8756434
"Liberia","LBR","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",15621477.1
"Liberia","LBR","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",7635761.9
"""Macedonia, FYR""","MKD","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",297334137.6
"""Macedonia, FYR""","MKD","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",220478984.1
"""Macedonia, FYR""","MKD","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",107314000
"""Macedonia, FYR""","MKD","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",70570550.3
"""Macedonia, FYR""","MKD","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",101396578.4
"""Macedonia, FYR""","MKD","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",14127618.6
"""Macedonia, FYR""","MKD","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"""Macedonia, FYR""","MKD","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",69976756.4
"""Macedonia, FYR""","MKD","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",47599336.7
"""Macedonia, FYR""","MKD","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",15758935.3
"""Macedonia, FYR""","MKD","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",13087380.5
"""Macedonia, FYR""","MKD","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",185952867.2
"""Macedonia, FYR""","MKD","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",180178623.9
"""Macedonia, FYR""","MKD","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",15973228.6
"""Macedonia, FYR""","MKD","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",256523417.5
"""Macedonia, FYR""","MKD","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",281575202.3
"""Macedonia, FYR""","MKD","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",30100847.2
"""Macedonia, FYR""","MKD","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",66332.2
"""Macedonia, FYR""","MKD","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",0
"""Macedonia, FYR""","MKD","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",47665668.9
"""Macedonia, FYR""","MKD","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",15758935.3
"""Macedonia, FYR""","MKD","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",83064136.9
"""Macedonia, FYR""","MKD","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",875846538.5
"""Macedonia, FYR""","MKD","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",571657452.1
"Madagascar","MDG","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",446922027.4
"Madagascar","MDG","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",25558623.1
"Madagascar","MDG","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",120000
"Madagascar","MDG","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",34102362.9
"Madagascar","MDG","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",201529156.1
"Madagascar","MDG","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",3611119.1
"Madagascar","MDG","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",11734526.6
"Madagascar","MDG","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",3043823.4
"Madagascar","MDG","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",60669367.3
"Madagascar","MDG","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",240358091.6
"Madagascar","MDG","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",18687622.3
"Madagascar","MDG","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",94771730.2
"Madagascar","MDG","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",441887247.7
"Madagascar","MDG","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",22298741.4
"Madagascar","MDG","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",576061.8
"Madagascar","MDG","""PPG, other private creditors (DIS, current US$)""","DT.DIS.PROP.CD",5034779.7
"Madagascar","MDG","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",96058.3
"Madagascar","MDG","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",12310588.4
"Madagascar","MDG","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",5034779.7
"Madagascar","MDG","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",3139881.7
"Madagascar","MDG","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",107783128.8
"Madagascar","MDG","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",700810.2
"Malawi","MWI","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",132165820.5
"Malawi","MWI","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",19391773.5
"Malawi","MWI","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",21762541.7
"Malawi","MWI","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",26559943.3
"Malawi","MWI","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",7850229.4
"Malawi","MWI","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",35659831.4
"Malawi","MWI","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",105605877.2
"Malawi","MWI","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",11541544.1
"Malawi","MWI","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",57422373.1
"Malawi","MWI","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",132165820.5
"Malawi","MWI","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",19391773.5
"Malawi","MWI","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",57422373.1
"Maldives","MDV","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",324159093.3
"Maldives","MDV","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",50631355.7
"Maldives","MDV","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",8609000
"Maldives","MDV","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",48054924.5
"Maldives","MDV","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",171056385.2
"Maldives","MDV","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",17789090.5
"Maldives","MDV","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"Maldives","MDV","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",17500000
"Maldives","MDV","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",13237105.9
"Maldives","MDV","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",628108.3
"Maldives","MDV","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",17896143.5
"Maldives","MDV","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",58337708.1
"Maldives","MDV","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",6105156.9
"Maldives","MDV","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",65951068
"Maldives","MDV","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",229394093.3
"Maldives","MDV","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",23894247.4
"Maldives","MDV","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",13237105.9
"Maldives","MDV","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",18128108.3
"Maldives","MDV","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",124022584.1
"Maldives","MDV","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",44834410.2
"Mali","MLI","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",602617562.3
"Mali","MLI","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",49454533
"Mali","MLI","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",80562273.4
"Mali","MLI","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",174563540.6
"Mali","MLI","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",14961901.1
"Mali","MLI","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",68120.2
"Mali","MLI","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",0
"Mali","MLI","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",135472245.9
"Mali","MLI","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",428054021.7
"Mali","MLI","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",34492631.9
"Mali","MLI","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",216034519.3
"Mali","MLI","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",602617562.3
"Mali","MLI","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",49454533
"Mali","MLI","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",68120.2
"Mali","MLI","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",0
"Mali","MLI","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",216102639.5
"Mauritania","MRT","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",587173043.9
"Mauritania","MRT","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",92943151.5
"Mauritania","MRT","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",197041185.1
"Mauritania","MRT","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",262893890.2
"Mauritania","MRT","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",39896318.9
"Mauritania","MRT","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",184408220.2
"Mauritania","MRT","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",324279153.7
"Mauritania","MRT","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",53046832.6
"Mauritania","MRT","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",381449405.3
"Mauritania","MRT","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",587173043.9
"Mauritania","MRT","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",92943151.5
"Mauritania","MRT","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",381449405.3
"Mauritius","MUS","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",58239434.1
"Mauritius","MUS","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",439563477.8
"Mauritius","MUS","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",415091000
"Mauritius","MUS","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",113174983.3
"Mauritius","MUS","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",43276477.1
"Mauritius","MUS","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",13702507.5
"Mauritius","MUS","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",5462211.9
"Mauritius","MUS","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",170300.6
"Mauritius","MUS","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",74568335.5
"Mauritius","MUS","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",14962957
"Mauritius","MUS","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",10599669.7
"Mauritius","MUS","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",187743318.8
"Mauritius","MUS","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",58239434.1
"Mauritius","MUS","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",24302177.2
"Mauritius","MUS","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",5462211.9
"Mauritius","MUS","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",170300.6
"Mauritius","MUS","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",1757803962.2
"Mauritius","MUS","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",1564598431.5
"Mexico","MEX","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",647628548.1
"Mexico","MEX","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",19267966623.4
"Mexico","MEX","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",5466172888.2
"Mexico","MEX","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",382457219.1
"Mexico","MEX","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",10959800
"Mexico","MEX","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",59839853.4
"Mexico","MEX","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",17109552312.5
"Mexico","MEX","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",12310714652.8
"Mexico","MEX","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",1462493107.5
"Mexico","MEX","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",751107387.1
"Mexico","MEX","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",864181883.5
"Mexico","MEX","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",636668748.1
"Mexico","MEX","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",610319408.9
"Mexico","MEX","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",1246639102.6
"Mexico","MEX","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",647628548.1
"Mexico","MEX","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",670159262.3
"Mexico","MEX","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",60481214.4
"Mexico","MEX","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",69812433
"Mexico","MEX","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",18632526634.4
"Tonga","TON","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",944215.2
"Mexico","MEX","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",13131634472.9
"Mexico","MEX","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",25218503927
"Mexico","MEX","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",5339338190
"Mongolia","MNG","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",128096689.4
"Moldova","MDA","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",442210632.8
"Moldova","MDA","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",130618875.2
"Moldova","MDA","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",107393000
"Moldova","MDA","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",52456210.6
"Moldova","MDA","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",31959827.1
"Moldova","MDA","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",3292727.3
"Moldova","MDA","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",551019.7
"Moldova","MDA","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",55167.8
"Moldova","MDA","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",135842865.5
"Moldova","MDA","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",410250805.7
"Moldova","MDA","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",19877980.1
"Moldova","MDA","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",188299076.1
"Moldova","MDA","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",442210632.8
"Moldova","MDA","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",23170707.4
"Moldova","MDA","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",551019.7
"Moldova","MDA","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",55167.8
"Moldova","MDA","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",769232867
"Moldova","MDA","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",580382771.2
"Mongolia","MNG","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",337260763.6
"Mongolia","MNG","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",877048982.5
"Mongolia","MNG","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",596718000
"Mongolia","MNG","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",52159543.5
"Mongolia","MNG","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",122040716.9
"Mongolia","MNG","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",23580386.5
"Mongolia","MNG","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",0
"Mongolia","MNG","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",203124000
"Mongolia","MNG","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",80000000
"Mongolia","MNG","""PPG, commercial banks (DIS, current US$)""","DT.DIS.PCBK.CD",1259265
"Mongolia","MNG","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",17811674.5
"Mongolia","MNG","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",75937145.9
"Mongolia","MNG","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",213960781.7
"Mongolia","MNG","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",35814921.5
"Mongolia","MNG","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",336001498.6
"Mongolia","MNG","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",59395308
"Mongolia","MNG","""PPG, private creditors (AMT, current US$)""","DT.AMT.PRVT.CD",80000000
"Mongolia","MNG","""PPG, private creditors (DIS, current US$)""","DT.DIS.PRVT.CD",1259265
"Mongolia","MNG","""PPG, private creditors (INT, current US$)""","DT.INT.PRVT.CD",220935674.5
"Mongolia","MNG","""Principal repayments on external debt, long-term (AMT, current US$)""","DT.AMT.DLXF.CD",3296470965.6
"Mongolia","MNG","""Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)""","DT.AMT.DPNG.CD",3088374276.2
"Montenegro","MNE","""Disbursements on external debt, long-term (DIS, current US$)""","DT.DIS.DLXF.CD",251048938.5
"Montenegro","MNE","""Interest payments on external debt, long-term (INT, current US$)""","DT.INT.DLXF.CD",104386053
"Montenegro","MNE","""Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)""","DT.INT.DPNG.CD",3780193.6
"Montenegro","MNE","""PPG, bilateral (AMT, current US$)""","DT.AMT.BLAT.CD",127450152.9
"Montenegro","MNE","""PPG, bilateral (DIS, current US$)""","DT.DIS.BLAT.CD",159653202.4
"Montenegro","MNE","""PPG, bilateral (INT, current US$)""","DT.INT.BLAT.CD",20505157.3
"Montenegro","MNE","""PPG, bonds (AMT, current US$)""","DT.AMT.PBND.CD",335804000
"Montenegro","MNE","""PPG, bonds (INT, current US$)""","DT.INT.PBND.CD",61972628.2
"Montenegro","MNE","""PPG, commercial banks (AMT, current US$)""","DT.AMT.PCBK.CD",81065238.7
"Montenegro","MNE","""PPG, commercial banks (INT, current US$)""","DT.INT.PCBK.CD",7085884
"Montenegro","MNE","""PPG, multilateral (AMT, current US$)""","DT.AMT.MLAT.CD",77948064.79999998
"Montenegro","MNE","""PPG, multilateral (DIS, current US$)""","DT.DIS.MLAT.CD",91395736.1
"Montenegro","MNE","""PPG, multilateral (INT, current US$)""","DT.INT.MLAT.CD",10777144.6
"Montenegro","MNE","""PPG, official creditors (AMT, current US$)""","DT.AMT.OFFT.CD",205398217.7
"Montenegro","MNE","""PPG, official creditors (DIS, current US$)""","DT.DIS.OFFT.CD",251048938.5
"Montenegro","MNE","""PPG, official creditors (INT, current US$)""","DT.INT.OFFT.CD",31282301.9
"Montenegro","MNE","""PPG, other private creditors (AMT, current US$)""","DT.AMT.PROP.CD",6288038.9
"Montenegro","MNE","""PPG, other private creditors (INT, current US$)""","DT.INT.PROP.CD",265045.3
