home_player_Y3,SJH,away_player_1,BWH,match_api_id,home_player_X7,VCH,away_player_9,id,away_player_Y7,home_player_10,cross,shoton,away_team_api_id,away_player_10,home_player_Y2,LBH,away_player_Y4,home_team_api_id,B365H,VCA,home_player_Y8,home_player_X4,home_player_3,away_player_X7,home_player_X1,BWD,home_player_6,card,goal,away_player_5,away_player_X1,B365D,home_player_Y4,home_player_1,away_player_Y10,away_player_3,away_player_X9,BSD,away_player_X4,home_player_Y9,away_player_X10,WHA,IWD,IWA,LBA,season,home_player_X2,league_id,BSH,date,away_player_Y9,home_player_Y7,away_player_Y6,home_player_Y10,home_player_9,home_player_5,home_player_Y11,away_player_X3,away_player_7,country_id,away_player_6,home_player_X10,shotoff,away_player_Y11,away_player_X11,GBA,home_player_4,home_player_Y1,home_team_goal,PSA,SJA,corner,home_player_11,away_player_X2,B365A,away_player_X5,away_player_Y5,home_player_Y6,BSA,LBD,home_player_X6,home_player_7,home_player_8,GBH,home_player_Y5,WHH,stage,GBD,BWA,WHD,away_player_X8,home_player_X3,possession,home_player_X9,IWH,away_player_Y8,away_player_Y2,home_player_X8,PSD,PSH,away_player_Y3,away_player_11,away_player_X6,home_player_X5,away_team_goal,SJD,foulcommit,home_player_2,away_player_Y1,VCD,home_player_X11,away_player_2,away_player_4,away_player_8
,1.25,,1.2,492856,,1.25,,116,,,,,4049,,,1.22,,8342,1.3,10.0,,,,,,5.6,,,,,,5.0,,,,,,5.0,,,,10.0,5.0,10.0,10.0,2008/2009,,1,1.25,2009-01-31 00:00:00,,,,,,,,,,1,,,,,,10.0,,,3,,10.0,,,,8.5,,,,10.0,5.0,,,,1.25,,1.25,20,5.25,10.0,4.5,,,,,1.2,,,,,,,,,,1,5.25,,,,5.0,,,,
,2.1,,2.0,492858,,1.9,,117,,,,,10001,,,1.91,,9993,1.9,3.5,,,,,,3.25,,,,,,3.3,,,,,,3.25,,,,3.2,3.2,3.1,3.5,2008/2009,,1,2.0,2009-01-31 00:00:00,,,,,,,,,,1,,,,,,3.5,,,2,,3.25,,,,3.6,,,,3.3,3.2,,,,2.0,,2.0,20,3.25,3.3,3.2,,,,,2.0,,,,,,,,,,1,3.25,,,,3.25,,,,
,5.0,,4.6,492989,,4.35,,118,,,,,8342,,,3.75,,7947,4.33,1.75,,,,,,3.5,,,,,,3.4,,,,,,3.3,,,,1.67,3.3,1.7,1.8,2008/2009,,1,4.2,2009-02-07 00:00:00,,,,,,,,,,1,,,,,,1.75,,,0,,1.7,,,,1.72,,,,1.75,3.3,,,,4.5,,4.33,21,3.4,1.65,3.4,,,,,4.0,,,,,,,,,,2,3.5,,,,3.3,,,,
,5.0,,4.7,492990,,5.0,,119,,,,,9985,,,4.33,,8571,5.0,1.6,,,,,,3.4,,,,,,3.75,,,,,,3.5,,,,1.62,3.3,1.65,1.66,2008/2009,,1,4.5,2009-02-06 00:00:00,,,,,,,,,,1,,,,,,1.7,,,0,,1.7,,,,1.66,,,,1.67,3.4,,,,4.75,,4.5,21,3.4,1.65,3.5,,,,,4.4,,,,,,,,,,2,3.5,,,,3.4,,,,
,1.2,,1.17,492991,,1.2,,120,,,,,9998,,,1.16,,8635,1.2,11.0,,,,,,5.5,,,,,,5.5,,,,,,6.0,,,,12.0,5.5,11.0,12.0,2008/2009,,1,1.17,2009-02-07 00:00:00,,,,,,,,,,1,,,,,,12.0,,,3,,12.0,,,,13.0,,,,12.0,5.5,,,,1.2,,1.17,21,5.75,13.0,5.5,,,,,1.17,,,,,,,,,,2,6.0,,,,5.5,,,,
,1.67,,1.7,492992,,1.65,,121,,,,,10000,,,1.57,,9987,1.66,4.5,,,,,,3.3,,,,,,3.4,,,,,,3.4,,,,4.33,3.3,4.4,5.0,2008/2009,,1,1.62,2009-02-07 00:00:00,,,,,,,,,,1,,,,,,4.75,,,1,,5.25,,,,4.75,,,,5.0,3.5,,,,1.7,,1.67,21,3.4,4.55,3.4,,,,,1.65,,,,,,,,,,2,3.5,,,,3.4,,,,
,1.62,,1.55,492993,,1.6,,122,,,,,9986,,,1.57,,9984,1.57,5.0,,,,,,3.5,,,,,,3.5,,,,,,3.5,,,,5.0,3.5,4.8,5.0,2008/2009,,1,1.57,2009-02-08 00:00:00,,,,,,,,,,1,,,,,,5.5,,,2,,5.5,,,,5.5,,,,5.5,3.5,,,,1.6,,1.57,21,3.5,5.75,3.5,,,,,1.55,,,,,,,,,,2,3.6,,,,3.4,,,,
,1.95,,2.0,492994,,1.9,,123,,,,,9994,,,1.9,,10001,2.0,3.6,,,,,,3.2,,,,,,3.2,,,,,,3.2,,,,3.5,3.2,3.4,3.5,2008/2009,,1,2.0,2009-02-08 00:00:00,,,,,,,,,,1,,,,,,3.5,,,1,,4.0,,,,3.5,,,,3.4,3.2,,,,2.0,,1.91,21,3.25,3.4,3.2,,,,,1.9,,,,,,,,,,0,3.2,,,,3.25,,,,
,2.35,,2.1,492995,,2.4,,124,,,,,8203,,,2.25,,4049,2.5,2.6,,,,,,3.2,,,,,,3.2,,,,,,3.2,,,,2.75,3.1,2.6,2.7,2008/2009,,1,2.38,2009-02-07 00:00:00,,,,,,,,,,1,,,,,,2.75,,,1,,3.0,,,,2.62,,,,2.62,3.25,,,,2.4,,2.25,21,3.2,3.1,3.2,,,,,2.3,,,,,,,,,,5,3.2,,,,3.25,,,,
,1.62,,1.6,492996,,1.6,,125,,,,,9996,,,1.57,,9991,1.57,5.0,,,,,,3.4,,,,,,3.5,,,,,,3.5,,,,5.0,3.4,4.6,5.0,2008/2009,,1,1.62,2009-02-07 00:00:00,,,,,,,,,,1,,,,,,5.25,,,2,,5.5,,,,5.5,,,,5.0,3.5,,,,1.62,,1.57,21,3.5,5.2,3.5,,,,,1.6,,,,,,,,,,0,3.6,,,,3.4,,,,
,3.6,,3.0,492997,,3.25,,126,,,,,9993,,,3.2,,9999,3.1,2.0,,,,,,3.3,,,,,,3.2,,,,,,3.2,,,,2.1,3.2,2.0,2.0,2008/2009,,1,3.1,2009-02-07 00:00:00,,,,,,,,,,1,,,,,,2.1,,,2,,2.0,,,,2.15,,,,2.1,3.2,,,,3.2,,3.0,21,3.3,2.1,3.2,,,,,3.1,,,,,,,,,,2,3.3,,,,3.25,,,,
,5.0,,4.2,492998,,4.5,,127,,,,,8635,,,4.33,,9986,4.33,1.65,,,,,,3.3,,,,,,3.5,,,,,,3.4,,,,1.67,3.4,1.65,1.67,2008/2009,,1,4.75,2009-02-15 00:00:00,,,,,,,,,,1,,,,,,1.67,,,0,,1.7,,,,1.72,,,,1.67,3.4,,,,4.75,,4.33,22,3.5,1.75,3.4,,,,,4.2,,,,,,,,,,1,3.5,,,,3.4,,,,
,1.91,,1.85,492999,,1.8,,128,,,,,9987,,,1.8,,8342,1.9,4.0,,,,,,3.25,,,,,,3.25,,,,,,3.3,,,,3.75,3.3,3.9,3.75,2008/2009,,1,1.83,2009-02-15 00:00:00,,,,,,,,,,1,,,,,,4.0,,,0,,4.0,,,,3.8,,,,3.8,3.3,,,,1.85,,1.8,22,3.3,3.75,3.3,,,,,1.75,,,,,,,,,,2,3.4,,,,3.25,,,,
,2.2,,2.15,493000,,2.1,,129,,,,,9984,,,2.1,,9993,2.15,3.1,,,,,,3.3,,,,,,3.3,,,,,,3.3,,,,3.2,3.3,3.0,3.0,2008/2009,,1,2.1,2009-02-14 00:00:00,,,,,,,,,,1,,,,,,3.1,,,1,,3.25,,,,3.1,,,,3.0,3.2,,,,2.15,,2.0,22,3.25,2.9,3.2,,,,,2.0,,,,,,,,,,1,3.25,,,,3.25,,,,
,3.0,,2.7,493001,,2.8,,130,,,,,9991,,,2.5,,8203,2.7,2.25,,,,,,3.25,,,,,,3.3,,,,,,3.25,,,,2.2,3.2,2.3,2.4,2008/2009,,1,2.7,2009-02-14 00:00:00,,,,,,,,,,1,,,,,,2.35,,,3,,2.4,,,,2.37,,,,2.3,3.2,,,,2.75,,2.8,22,3.25,2.3,3.2,,,,,2.5,,,,,,,,,,3,3.25,,,,3.25,,,,
,1.62,,1.55,493002,,1.55,,131,,,,,7947,,,1.5,,10000,1.57,5.5,,,,,,3.4,,,,,,3.5,,,,,,3.5,,,,5.0,3.5,4.8,5.5,2008/2009,,1,1.57,2009-02-14 00:00:00,,,,,,,,,,1,,,,,,5.5,,,1,,6.0,,,,5.75,,,,5.5,3.6,,,,1.6,,1.57,22,3.5,5.7,3.5,,,,,1.55,,,,,,,,,,0,3.5,,,,3.5,,,,
,1.67,,1.7,493003,,1.7,,132,,,,,9999,,,1.62,,9994,1.66,4.5,,,,,,3.25,,,,,,3.4,,,,,,3.4,,,,4.33,3.4,4.2,4.5,2008/2009,,1,1.67,2009-02-14 00:00:00,,,,,,,,,,1,,,,,,4.75,,,2,,5.25,,,,5.0,,,,4.75,3.5,,,,1.67,,1.7,22,3.5,4.6,3.3,,,,,1.65,,,,,,,,,,1,3.6,,,,3.3,,,,
,2.25,,2.2,493004,,2.0,,133,,,,,8571,,,2.25,,9998,2.1,3.25,,,,,,3.2,,,,,,3.3,,,,,,3.25,,,,3.0,3.2,2.9,2.7,2008/2009,,1,2.2,2009-02-14 00:00:00,,,,,,,,,,1,,,,,,3.0,,,1,,3.2,,,,3.2,,,,2.88,3.25,,,,2.2,,2.1,22,3.25,2.9,3.2,,,,,2.1,,,,,,,,,,1,3.2,,,,3.25,,,,
,1.22,,1.2,493005,,1.2,,134,,,,,4049,,,1.2,,9985,1.22,12.0,,,,,,5.5,,,,,,5.75,,,,,,5.5,,,,12.0,6.0,12.0,11.0,2008/2009,,1,1.18,2009-02-14 00:00:00,,,,,,,,,,1,,,,,,11.0,,,4,,12.0,,,,10.0,,,,12.0,5.0,,,,1.2,,1.17,22,5.75,10.5,5.5,,,,,1.15,,,,,,,,,,0,6.0,,,,5.0,,,,
,2.4,,2.25,493006,,2.4,,135,,,,,10001,,,2.38,,9996,2.4,2.6,,,,,,3.25,,,,,,3.3,,,,,,3.25,,,,2.62,3.2,2.5,2.5,2008/2009,,1,2.38,2009-02-14 00:00:00,,,,,,,,,,1,,,,,,2.7,,,0,,2.95,,,,2.7,,,,2.62,3.2,,,,2.4,,2.38,22,3.25,2.8,3.1,,,,,2.3,,,,,,,,,,0,3.2,,,,3.25,,,,
,2.75,,2.65,493007,,2.7,,136,,,,,8342,,,2.5,,10001,2.7,2.35,,,,,,3.15,,,,,,3.2,,,,,,3.2,,,,2.3,3.1,2.3,2.38,2008/2009,,1,2.75,2009-02-22 00:00:00,,,,,,,,,,1,,,,,,2.35,,,1,,2.5,,,,2.45,,,,2.3,3.3,,,,2.75,,2.62,23,3.2,2.4,3.2,,,,,2.6,,,,,,,,,,1,3.2,,,,3.2,,,,
,2.15,,2.2,493008,,2.1,,137,,,,,9985,,,2.2,,8635,2.25,3.2,,,,,,3.2,,,,,,3.2,,,,,,3.2,,,,2.8,3.1,2.8,3.0,2008/2009,,1,2.2,2009-02-22 00:00:00,,,,,,,,,,1,,,,,,3.0,,,4,,3.2,,,,3.0,,,,2.88,3.0,,,,2.2,,2.2,23,3.2,3.0,3.2,,,,,2.2,,,,,,,,,,2,3.2,,,,3.2,,,,
,2.15,,2.1,493009,,2.2,,138,,,,,9998,,,2.1,,9999,2.1,2.9,,,,,,3.2,,,,,,3.25,,,,,,3.2,,,,3.0,3.2,3.1,2.88,2008/2009,,1,2.1,2009-02-21 00:00:00,,,,,,,,,,1,,,,,,3.2,,,3,,3.2,,,,3.25,,,,3.1,3.3,,,,2.1,,2.1,23,3.2,3.1,3.2,,,,,2.0,,,,,,,,,,2,3.2,,,,3.3,,,,
,3.0,,2.75,493010,,2.8,,139,,,,,10000,,,2.75,,4049,3.0,2.25,,,,,,3.2,,,,,,3.2,,,,,,3.2,,,,2.25,3.1,2.2,2.2,2008/2009,,1,2.75,2009-02-21 00:00:00,,,,,,,,,,1,,,,,,2.25,,,0,,2.25,,,,2.2,,,,2.3,3.25,,,,2.9,,2.75,23,3.25,2.3,3.2,,,,,2.8,,,,,,,,,,6,3.2,,,,3.25,,,,
,2.0,,2.1,493011,,2.1,,140,,,,,9986,,,1.91,,8571,2.1,3.1,,,,,,3.2,,,,,,3.4,,,,,,3.3,,,,3.4,3.2,3.4,3.4,2008/2009,,1,1.91,2009-02-21 00:00:00,,,,,,,,,,1,,,,,,3.3,,,1,,3.5,,,,3.1,,,,3.5,3.25,,,,2.05,,1.9,23,3.25,3.0,3.25,,,,,1.9,,,,,,,,,,1,3.25,,,,3.25,,,,
,1.75,,1.8,493012,,1.7,,141,,,,,9994,,,1.83,,9984,1.8,4.35,,,,,,3.25,,,,,,3.4,,,,,,3.3,,,,3.8,3.2,4.0,3.6,2008/2009,,1,1.75,2009-02-21 00:00:00,,,,,,,,,,1,,,,,,4.33,,,0,,4.5,,,,4.0,,,,4.2,3.3,,,,1.75,,1.8,23,3.3,4.0,3.25,,,,,1.75,,,,,,,,,,0,3.3,,,,3.4,,,,
,2.38,,2.3,493013,,2.3,,142,,,,,8203,,,2.25,,7947,2.3,2.7,,,,,,3.15,,,,,,3.2,,,,,,3.2,,,,2.62,3.1,2.5,2.7,2008/2009,,1,2.4,2009-02-21 00:00:00,,,,,,,,,,1,,,,,,2.75,,,1,,2.8,,,,2.87,,,,2.6,3.25,,,,2.35,,2.3,23,3.2,2.8,3.2,,,,,2.4,,,,,,,,,,2,3.2,,,,3.3,,,,
,1.44,,1.5,493014,,1.45,,143,,,,,9996,,,1.44,,9987,1.4,7.0,,,,,,3.6,,,,,,4.5,,,,,,3.75,,,,7.0,3.6,5.8,6.5,2008/2009,,1,1.44,2009-02-20 00:00:00,,,,,,,,,,1,,,,,,7.0,,,1,,8.0,,,,8.0,,,,6.5,3.6,,,,1.45,,1.4,23,3.75,6.0,3.75,,,,,1.45,,,,,,,,,,1,3.8,,,,3.75,,,,
,1.7,,1.7,493015,,1.75,,144,,,,,9993,,,1.67,,9991,1.66,4.0,,,,,,3.1,,,,,,3.4,,,,,,3.4,,,,4.5,3.3,4.0,4.33,2008/2009,,1,1.73,2009-02-21 00:00:00,,,,,,,,,,1,,,,,,4.5,,,1,,4.75,,,,5.0,,,,4.2,3.4,,,,1.73,,1.67,23,3.3,4.8,3.3,,,,,1.7,,,,,,,,,,3,3.4,,,,3.4,,,,
3.0,5.5,34480.0,5.5,493016,4.0,5.0,106013.0,145,7.0,,,,8635,38383.0,3.0,5.0,3.0,9996,5.75,1.6,7.0,6.0,38788.0,4.0,1.0,3.65,,,,38389.0,1.0,3.75,3.0,39890.0,10.0,26458.0,8.0,3.6,6.0,7.0,4.0,1.62,3.5,1.55,1.57,2008/2009,2.0,1,5.5,2009-02-28 00:00:00,7.0,7.0,7.0,10.0,26916.0,26235.0,10.0,4.0,30949.0,1,38798.0,4.0,,10.0,6.0,1.6,38312.0,1.0,1,,1.62,,94289.0,2.0,1.55,8.0,3.0,7.0,1.53,3.5,2.0,,,5.25,3.0,4.8,24,3.6,1.55,3.4,6.0,4.0,,8.0,4.8,7.0,3.0,6.0,,,3.0,46552.0,2.0,8.0,1,3.5,,,1.0,3.4,6.0,38388.0,13423.0,38253.0
3.0,3.05,37937.0,2.95,493017,4.0,2.65,42153.0,146,7.0,38801.0,,,9987,32690.0,3.0,2.75,3.0,8203,3.0,2.35,7.0,6.0,67958.0,4.0,1.0,3.25,36393.0,,,148314.0,1.0,3.4,3.0,38327.0,10.0,148313.0,8.0,3.2,6.0,7.0,4.0,2.3,3.1,2.2,2.2,2008/2009,2.0,1,2.8,2009-02-27 00:00:00,7.0,7.0,7.0,10.0,164352.0,37112.0,10.0,4.0,43158.0,1,37202.0,4.0,,10.0,6.0,2.3,67959.0,1.0,2,,2.3,,26502.0,2.0,2.3,8.0,3.0,7.0,2.25,3.25,2.0,148286.0,67898.0,2.9,3.0,2.62,24,3.25,2.2,3.2,6.0,4.0,,8.0,2.8,7.0,3.0,6.0,,,3.0,38782.0,2.0,8.0,1,3.2,,67950.0,1.0,3.25,6.0,38293.0,104411.0,9307.0
3.0,1.83,38252.0,1.8,493018,8.0,1.9,46881.0,147,7.0,38423.0,,,9998,39158.0,3.0,1.9,3.0,9986,2.0,3.75,7.0,6.0,,4.0,1.0,3.35,46004.0,,,15652.0,1.0,3.4,3.0,95597.0,10.0,39151.0,8.0,3.25,8.0,7.0,4.0,,3.2,3.7,3.5,2008/2009,2.0,1,1.91,2009-02-28 00:00:00,7.0,7.0,7.0,10.0,38246.0,94462.0,10.0,4.0,46890.0,1,39145.0,4.0,,10.0,6.0,4.25,38435.0,1.0,3,,4.1,,38419.0,2.0,3.4,6.0,3.0,7.0,3.6,3.2,6.0,164732.0,,1.83,3.0,,24,3.25,4.05,,6.0,4.0,,4.0,1.8,7.0,3.0,2.0,,,3.0,119118.0,2.0,8.0,0,3.4,,,1.0,3.25,6.0,39156.0,166554.0,38947.0
3.0,1.5,36835.0,1.5,493019,4.0,1.4,104386.0,148,7.0,25957.0,,,9984,38251.0,3.0,1.44,3.0,9985,1.44,7.5,7.0,6.0,30692.0,4.0,1.0,3.55,119117.0,,,27110.0,1.0,3.75,3.0,,10.0,37021.0,8.0,3.75,6.0,7.0,4.0,7.0,3.9,6.0,6.5,2008/2009,2.0,1,1.4,2009-03-01 00:00:00,7.0,7.0,7.0,10.0,39591.0,47411.0,10.0,4.0,37957.0,1,32863.0,4.0,,10.0,6.0,7.5,37861.0,1.0,4,,6.5,,38369.0,2.0,7.5,8.0,3.0,7.0,7.5,3.6,2.0,35412.0,39631.0,1.45,3.0,1.4,24,3.75,6.5,3.75,6.0,4.0,,8.0,1.4,7.0,3.0,6.0,,,3.0,37065.0,2.0,8.0,0,3.75,,39580.0,1.0,3.75,6.0,37047.0,38186.0,37909.0
3.0,2.75,104378.0,2.7,493020,4.0,2.8,38229.0,149,7.0,,,,9991,12574.0,3.0,2.5,3.0,9994,2.62,2.3,7.0,8.0,11569.0,4.0,1.0,3.0,38945.0,,,,1.0,3.25,3.0,30934.0,10.0,36841.0,8.0,3.2,6.0,7.0,4.0,2.3,3.1,2.4,2.37,2008/2009,2.0,1,2.62,2009-03-01 00:00:00,7.0,7.0,7.0,10.0,38257.0,14642.0,10.0,4.0,37044.0,1,33662.0,4.0,,10.0,6.0,2.5,38273.0,1.0,0,,2.5,,121639.0,2.0,2.45,8.0,3.0,7.0,2.38,3.25,2.0,38290.0,95609.0,2.65,3.0,2.62,24,3.2,2.5,3.2,6.0,4.0,,8.0,2.5,7.0,3.0,6.0,,,3.0,46335.0,2.0,6.0,1,3.2,,38292.0,1.0,3.25,6.0,27838.0,38337.0,32760.0
3.0,1.25,38318.0,1.3,493021,4.0,1.25,163670.0,150,7.0,27423.0,,,9999,33622.0,3.0,1.25,3.0,8342,1.36,9.5,7.0,6.0,21812.0,4.0,1.0,4.55,39578.0,,,94284.0,1.0,4.5,3.0,37990.0,10.0,38247.0,8.0,5.0,6.0,7.0,4.0,8.0,4.2,8.0,8.0,2008/2009,2.0,1,1.25,2009-02-28 00:00:00,7.0,7.0,7.0,10.0,52280.0,37858.0,10.0,4.0,45832.0,1,,4.0,,10.0,6.0,10.0,11736.0,1.0,2,,10.0,,38440.0,2.0,6.5,8.0,3.0,7.0,9.0,5.0,2.0,38336.0,38366.0,1.27,3.0,1.3,24,5.0,9.0,4.33,6.0,4.0,,8.0,1.3,7.0,3.0,6.0,,,3.0,148336.0,2.0,8.0,1,5.5,,37983.0,1.0,5.0,6.0,46580.0,16387.0,33671.0
3.0,1.67,33676.0,1.6,493022,4.0,1.65,40521.0,151,7.0,30910.0,,,8571,148302.0,3.0,1.66,3.0,9993,1.66,4.5,7.0,6.0,,4.0,1.0,3.5,38371.0,,,,1.0,3.75,3.0,38391.0,10.0,46231.0,8.0,3.5,8.0,7.0,4.0,4.33,3.4,4.6,4.33,2008/2009,2.0,1,1.62,2009-02-28 00:00:00,7.0,7.0,7.0,10.0,38786.0,38322.0,10.0,6.0,39625.0,1,38249.0,4.0,,10.0,6.0,5.0,36845.0,1.0,3,,5.0,,38792.0,2.0,4.75,4.0,3.0,7.0,5.0,3.4,2.0,36852.0,38784.0,1.65,3.0,1.67,24,3.5,5.0,3.4,6.0,4.0,,8.0,1.6,7.0,3.0,6.0,,,3.0,148329.0,2.0,8.0,0,3.4,,36849.0,1.0,3.4,6.0,67940.0,67939.0,39859.0
3.0,1.95,32990.0,1.85,493023,6.0,1.83,148289.0,152,7.0,149367.0,,,4049,17703.0,3.0,1.83,3.0,7947,1.85,4.0,7.0,6.0,46459.0,4.0,1.0,3.4,15662.0,,,,1.0,3.3,3.0,39153.0,10.0,15456.0,8.0,3.3,2.0,7.0,4.0,3.5,3.2,3.7,3.6,2008/2009,2.0,1,1.8,2009-02-28 00:00:00,7.0,7.0,7.0,10.0,,15913.0,10.0,6.0,37972.0,1,37085.0,4.0,,10.0,6.0,4.0,26606.0,1.0,4,,3.75,,116788.0,4.0,4.0,8.0,3.0,7.0,4.0,3.3,4.0,178291.0,45413.0,1.85,3.0,1.9,24,3.3,3.75,3.2,6.0,4.0,,2.0,1.8,7.0,3.0,8.0,,,3.0,94281.0,2.0,8.0,0,3.3,,39575.0,1.0,3.25,6.0,94184.0,,148292.0
3.0,2.0,38341.0,1.9,493024,4.0,2.05,,153,7.0,37893.0,,,10001,37025.0,3.0,2.0,3.0,10000,2.0,3.25,7.0,6.0,37903.0,4.0,1.0,3.25,37902.0,,,38339.0,1.0,3.25,3.0,37900.0,10.0,21834.0,8.0,3.2,6.0,7.0,4.0,3.4,3.2,3.1,3.2,2008/2009,2.0,1,2.0,2009-02-28 00:00:00,7.0,7.0,7.0,10.0,130027.0,94030.0,10.0,4.0,38353.0,1,30404.0,4.0,,10.0,6.0,3.7,37889.0,1.0,1,,3.6,,37981.0,2.0,3.5,8.0,3.0,7.0,3.4,3.2,2.0,38231.0,131530.0,1.95,3.0,1.9,24,3.25,3.75,3.25,6.0,4.0,,8.0,2.0,7.0,3.0,6.0,,,3.0,17883.0,2.0,8.0,1,3.25,,37886.0,1.0,3.25,6.0,38349.0,37953.0,38348.0
3.0,3.05,37990.0,3.1,493025,4.0,2.65,52280.0,154,7.0,37065.0,,,8342,27423.0,3.0,3.2,3.0,9984,2.8,2.35,7.0,6.0,37021.0,4.0,1.0,3.0,32863.0,,,38366.0,1.0,3.2,3.0,36835.0,10.0,11736.0,8.0,3.2,6.0,7.0,4.0,2.0,3.1,2.2,2.0,2008/2009,2.0,1,2.62,2009-03-08 00:00:00,7.0,7.0,7.0,10.0,38357.0,104386.0,10.0,4.0,39578.0,1,37983.0,4.0,,10.0,6.0,2.3,37051.0,1.0,1,,2.25,,78462.0,2.0,2.37,8.0,3.0,7.0,2.38,3.2,2.0,37957.0,37909.0,2.9,3.0,3.2,25,3.2,2.2,3.2,6.0,4.0,,8.0,2.8,7.0,3.0,6.0,,,3.0,38440.0,2.0,8.0,3,3.25,,37047.0,1.0,3.2,6.0,21812.0,37858.0,38336.0
3.0,6.25,,6.2,493026,4.0,5.5,119117.0,155,7.0,39145.0,,,9985,25957.0,3.0,5.5,3.0,9998,6.5,1.55,7.0,6.0,39151.0,4.0,1.0,3.5,,,,47411.0,1.0,3.6,3.0,38252.0,10.0,38800.0,8.0,3.6,6.0,7.0,4.0,1.53,3.7,1.5,1.5,2008/2009,2.0,1,6.0,2009-03-06 00:00:00,7.0,7.0,7.0,10.0,,166554.0,10.0,4.0,39631.0,1,35412.0,4.0,,10.0,6.0,1.55,68064.0,1.0,0,,1.53,,38947.0,2.0,1.57,8.0,3.0,7.0,1.5,3.6,2.0,46890.0,39158.0,6.25,3.0,5.5,25,3.6,1.5,3.5,6.0,4.0,,8.0,5.0,7.0,3.0,6.0,,,3.0,38369.0,2.0,8.0,1,3.75,,39156.0,1.0,3.6,6.0,30692.0,37861.0,39591.0
3.0,1.36,37900.0,1.35,493027,4.0,1.3,130027.0,156,7.0,38778.0,,,10000,38231.0,3.0,1.36,3.0,8635,1.4,8.0,7.0,6.0,26458.0,4.0,1.0,4.0,30949.0,,,94030.0,1.0,4.5,3.0,34480.0,10.0,37903.0,8.0,4.2,6.0,7.0,4.0,7.0,4.0,7.0,7.0,2008/2009,2.0,1,1.36,2009-03-07 00:00:00,7.0,7.0,7.0,10.0,38383.0,38389.0,10.0,4.0,37981.0,1,37893.0,4.0,,10.0,6.0,8.5,13423.0,1.0,2,,8.5,,37069.0,2.0,8.0,8.0,3.0,7.0,7.0,4.0,2.0,38393.0,38253.0,1.35,3.0,1.36,25,4.33,9.0,4.0,6.0,4.0,,8.0,1.35,7.0,3.0,6.0,,,3.0,131530.0,2.0,8.0,0,4.5,,38388.0,1.0,4.35,6.0,37886.0,37889.0,131531.0
3.0,2.35,30934.0,2.25,493028,4.0,2.25,38257.0,157,7.0,148329.0,,,9994,,3.0,2.2,3.0,8571,2.4,2.8,7.0,6.0,38249.0,4.0,1.0,3.1,39859.0,,,38273.0,1.0,3.1,3.0,33676.0,10.0,11569.0,8.0,3.2,6.0,7.0,4.0,2.75,3.1,2.8,2.8,2008/2009,2.0,1,2.25,2009-03-07 00:00:00,7.0,7.0,7.0,10.0,149279.0,33660.0,10.0,4.0,38290.0,1,12099.0,4.0,,10.0,6.0,2.9,37971.0,1.0,2,,3.0,,,2.0,3.1,8.0,3.0,7.0,2.8,3.2,2.0,40521.0,148302.0,2.3,3.0,2.25,25,3.2,2.9,3.2,6.0,4.0,,8.0,2.2,7.0,3.0,6.0,,,3.0,121639.0,2.0,8.0,3,3.15,,67940.0,1.0,3.2,6.0,38292.0,14642.0,95609.0
3.0,1.36,39153.0,1.35,493029,4.0,1.3,178291.0,158,7.0,37202.0,,,7947,149367.0,3.0,1.36,3.0,9987,1.4,8.0,7.0,6.0,38293.0,4.0,1.0,3.85,32690.0,,,45413.0,1.0,4.5,3.0,37937.0,10.0,46459.0,8.0,4.0,6.0,7.0,4.0,7.0,4.0,7.0,7.0,2008/2009,2.0,1,1.4,2009-03-07 00:00:00,7.0,7.0,7.0,10.0,38794.0,148313.0,10.0,4.0,15662.0,1,,4.0,,10.0,6.0,8.5,148314.0,1.0,4,,8.5,,38782.0,2.0,8.0,8.0,3.0,7.0,7.0,4.0,2.0,42153.0,9307.0,1.35,3.0,1.36,25,4.33,9.0,4.0,6.0,4.0,,8.0,1.35,7.0,3.0,6.0,,,3.0,116788.0,2.0,8.0,3,4.5,,38785.0,1.0,4.35,6.0,39575.0,26606.0,131406.0
3.0,1.85,38327.0,1.85,493030,4.0,1.8,164352.0,159,7.0,17883.0,,,8203,67898.0,3.0,1.73,3.0,10001,1.8,4.0,7.0,6.0,21834.0,4.0,1.0,3.2,30404.0,,,67958.0,1.0,3.4,3.0,38341.0,10.0,67950.0,8.0,3.25,6.0,7.0,4.0,3.75,3.2,3.7,4.0,2008/2009,2.0,1,1.91,2009-03-08 00:00:00,7.0,7.0,7.0,10.0,39848.0,47410.0,10.0,4.0,67959.0,1,37112.0,4.0,,10.0,6.0,4.0,37953.0,1.0,0,,4.0,,50160.0,2.0,4.2,8.0,3.0,7.0,3.6,3.4,2.0,38348.0,,1.85,3.0,1.8,25,3.35,3.85,3.25,6.0,4.0,,8.0,1.8,7.0,3.0,6.0,,,3.0,33657.0,2.0,8.0,1,3.3,,38349.0,1.0,3.3,6.0,36393.0,67941.0,148286.0
