id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults,id
17583,0,19,1595433,1595507,10796,573,197,156914,55,191,1398,0,1,40,0.0118,0.4727,0.9231,0.0088,0.2639,0.9208,1.0,4.0118,1.0792,2.29,0.0769,-0.1078,1.0,0,0,1,0,0,0,0,17583
10694,39,212,7275798,728304,6999,268,151,669161,36,124,1358,0,1,40,0.0574,0.435,0.358,0.1276,0.6416,0.4946,0.0,3.7903,2.238,1.8325,-0.6421,-0.1943,1.0,0,0,1,0,0,0,0,10694
6014,1233,1245,830707,830795,437,58,42,46882,103,132,1356,0,1,125,0.1849,0.5221,0.8235,0.0148,0.2414,0.8095,1.0,2.6181,1.3222,1.5315,0.1765,-0.0944,0.8901,0,0,0,0,0,0,1,6014
7169,41,217,1527208,1527274,6644,229,124,689961,40,126,1358,0,1,40,0.0604,0.4498,0.3594,0.1303,0.7467,0.6189,0.0,3.8224,2.248,1.8261,-0.6406,-0.1861,1.0,0,0,1,0,0,0,0,7169
175,852,860,134988,134992,16,6,4,1961,97,141,1358,0,1,50,0.732,0.4286,0.5714,0.0044,1.0,1.0,0.0,1.2041,0.7782,0.6021,-0.4286,-0.0723,0.1384,0,0,0,1,0,0,0,175
18785,1237,1248,625577,625588,213,17,24,25231,119,140,1370,0,1,40,0.1608,0.4333,0.4643,0.0089,0.6364,1.0,1.0,2.3284,1.1761,1.3802,0.5357,0.0072,0.4613,0,0,0,0,0,0,1,18785
2208,359,370,407114,407124,55,8,10,6651,97,134,1358,1,0,100,0.5926,0.3571,0.8,0.0044,0.75,1.0,1.0,1.7404,0.7782,1.0,0.2,-0.1015,0.1852,0,0,0,0,0,1,0,2208
17067,816,824,345580,345626,101,9,15,9693,73,108,1692,1,0,60,0.0281,0.3083,0.8824,0.0047,0.8889,1.0,1.0,2.0043,0.9031,1.1761,0.1177,-0.2538,0.4219,0,0,0,0,0,1,0,17067
3787,203,220,172567,172592,158,39,23,18774,123,141,1354,0,1,40,0.3112,0.6429,0.7059,0.014,0.5556,0.5652,0.0,2.1987,1.2787,1.1139,-0.2941,0.0325,0.6868,0,0,1,0,0,0,0,3787
10417,1326,1333,1620649,1620667,119,16,23,10350,84,109,1354,0,1,40,0.0325,0.3285,0.3913,0.0052,0.4375,1.0,1.0,2.0756,0.8451,1.3617,0.6087,-0.2359,0.3464,0,0,0,0,0,0,1,10417
13022,523,546,2601604,2601606,313,35,39,35778,109,132,1360,0,1,40,0.7991,0.5676,0.5714,0.0153,0.5556,0.5882,0.0,2.4955,1.3222,1.3222,-0.4286,-0.0473,0.8579,0,0,0,0,0,1,0,13022
9318,41,209,238667,238692,6454,229,124,684236,40,124,1356,0,1,40,0.0605,0.4074,0.3684,0.1259,0.5766,0.4545,0.0,3.8603,2.233,1.7993,-0.6316,-0.1855,1.0,0,0,1,0,0,0,0,9318
12556,1628,1638,2665729,2665742,68,10,15,4834,51,95,1358,1,0,70,0.0024,0.33,0.6667,0.0053,0.8,0.6,1.0,1.8325,0.9542,1.0792,0.3333,-0.3663,0.2583,0,1,0,0,0,0,0,12556
18779,41,212,4348250,4348321,6282,289,158,659881,48,125,1358,0,1,40,0.0604,0.4235,0.414,0.1259,0.5882,0.4114,0.0,3.7913,2.233,1.8129,-0.586,-0.1751,1.0,0,0,1,0,0,0,0,18779
16471,1609,1616,119924,119932,51,9,8,5035,88,109,1656,1,0,100,0.0532,0.2778,0.8889,0.0048,0.8889,1.0,1.0,1.7076,0.9031,0.9031,0.1111,-0.2446,0.1773,0,0,0,0,0,0,1,16471
2441,550,558,1120537,1120571,148,18,15,15646,99,125,1376,0,1,40,0.6785,0.1591,0.5333,0.0073,0.6667,1.0,1.0,2.1703,1.0,1.1761,0.4667,-0.1098,0.2288,0,0,0,0,0,0,1,2441
14168,657,678,701105,701126,158,46,22,16759,118,141,1372,0,1,40,0.8331,0.3462,0.9444,0.0095,0.3636,0.8182,1.0,2.1987,1.2041,1.2553,0.0556,-0.0019,0.5063,0,0,0,0,0,0,1,14168
1322,732,750,519540,519548,104,12,19,16593,95,135,1358,0,1,40,0.9185,0.3383,0.3684,0.0052,0.5833,1.0,1.0,2.017,0.8451,1.2787,0.6316,-0.1272,0.2445,1,0,0,0,0,0,0,1322
1603,837,868,148364,148463,594,38,25,56864,99,127,1358,0,1,40,0.7736,0.3794,0.8621,0.014,0.5,0.88,1.0,2.7505,1.2787,1.4914,0.1379,-0.0869,0.9913,0,0,0,0,0,0,0,1603
9945,386,393,2187237,2187305,318,36,51,31667,33,124,1353,0,1,300,0.5352,0.5632,0.9231,0.0126,0.3611,0.9714,1.0,2.5024,1.2305,1.6128,0.0769,-0.2675,0.8223,0,0,0,0,0,0,0,9945
8014,41,209,1740121,1740188,6596,306,141,688430,45,126,1356,0,1,40,0.0546,0.409,0.3712,0.1237,0.5747,0.4963,0.0,3.8267,2.2253,1.8325,-0.6288,-0.19,1.0,0,0,1,0,0,0,0,8014
10944,39,214,5169308,5169335,6227,275,134,684236,43,127,1402,0,1,40,0.0556,0.5047,0.3846,0.1291,0.6863,0.544,0.0,3.8237,2.243,1.8195,-0.6154,-0.17,1.0,0,0,1,0,0,0,0,10944
4065,41,198,1714348,1704636,6644,247,129,676196,44,124,1356,0,1,40,0.0604,0.4559,0.3829,0.1271,0.6176,0.4512,0.0,3.7692,2.238,1.8808,-0.6171,-0.1924,1.0,0,0,1,0,0,0,0,4065
1294,50,181,260406,260425,6059,206,128,640970,43,125,1364,0,1,40,0.0604,0.4491,0.3873,0.0162,0.7178,0.5113,0.0,3.7977,1.3424,1.8325,-0.6127,-0.1858,1.0,0,0,1,0,0,0,0,1294
2000,1327,1343,4383746,4383803,240,31,27,24476,87,127,1354,0,1,40,0.0236,0.5221,0.2813,0.0165,0.6154,0.7188,1.0,2.3802,1.3424,1.4314,0.7188,-0.1903,0.6514,0,0,0,0,0,1,0,2000
16045,1155,1163,1738096,1738114,207,31,37,24463,95,127,1356,1,0,70,0.2661,0.5605,0.7,0.0147,0.7407,0.9259,1.0,2.316,1.301,1.5682,0.3,-0.1439,0.8019,0,1,0,0,0,0,0,16045
2063,1317,1329,10409376,10409388,146,17,22,16593,84,117,1373,0,1,40,0.2537,0.25,0.6818,0.005,0.6364,1.0,1.0,2.1644,0.8451,1.3424,0.3182,-0.2857,0.3329,0,0,0,0,0,0,1,2063
1507,1155,1167,2315017,2315030,205,20,23,22532,77,126,1687,1,0,80,0.7577,0.4896,0.3785,0.0083,1.0,1.0,0.0,2.3168,1.1461,1.3617,-0.6215,-0.1703,0.6422,0,0,0,0,0,1,0,1507
13088,1122,1139,2265307,2265372,79,14,11,8166,96,132,1692,1,0,70,0.6619,0.2727,0.7273,0.0068,0.7857,1.0,0.0,1.8976,1.0414,1.0414,-0.2727,-0.1455,0.2432,0,0,0,0,0,0,1,13088
1559,39,212,2300567,2300643,6686,267,141,687345,44,124,1358,0,1,40,0.0574,0.473,0.3765,0.1276,0.5767,0.4114,0.0,3.8252,2.238,1.8129,-0.6235,-0.1858,1.0,0,0,1,0,0,0,0,1559
13433,13,24,1540860,1540855,68,18,16,6337,88,125,1652,1,0,70,0.0325,0.3167,0.5625,0.0103,0.9444,0.5625,0.0,1.8325,1.2305,0.9542,-0.4375,-0.1851,0.2195,0,0,0,0,0,1,0,13433
5577,604,621,1736811,1736821,168,18,24,22191,106,126,1358,0,1,40,0.9008,0.2762,0.8333,0.0103,0.7222,1.0,1.0,2.2253,1.1461,1.3802,0.1667,-0.0881,0.4219,0,0,0,0,0,1,0,5577
11318,508,515,214533,214550,67,14,11,8542,104,124,1658,1,0,80,0.7232,0.5072,0.7778,0.0103,0.8929,1.0,0.0,1.817,1.2305,0.8451,-0.2222,-0.1226,0.1687,0,0,0,0,0,0,1,11318
14038,1,16,7430,7458,140,20,20,13662,66,108,1373,0,1,40,0.0059,0.2667,0.8,0.0095,0.8,1.0,1.0,2.1461,1.2041,1.301,0.2,-0.2816,0.5296,0,0,1,0,0,0,0,14038
10688,1572,1713,1647143,1647194,1923,146,77,241083,102,158,1692,0,1,70,0.0,0.487,0.5263,0.0324,0.5323,0.5662,0.0,3.284,1.7243,1.7559,-0.4737,-0.0628,1.0,0,0,0,0,0,0,1,10688
12026,464,471,108596,108604,101,15,9,11431,96,132,1687,1,0,70,0.6691,0.2361,0.8889,0.0047,0.8,1.0,1.0,2.0043,0.9031,0.9542,0.1111,-0.1132,0.1773,0,0,0,0,0,1,0,12026
12058,1094,1103,1072387,1072413,67,14,11,6685,77,118,1692,1,0,143,0.7101,0.3462,0.5385,0.0077,0.9286,0.6364,0.0,1.8261,1.1139,0.8451,-0.4615,-0.1815,0.1965,0,0,0,0,0,0,1,12058
17089,41,216,1647865,1647927,6662,274,131,685255,36,124,1358,0,1,40,0.0604,0.4083,0.3785,0.1291,0.6387,0.5114,0.0,3.8236,2.243,1.8389,-0.6215,-0.1956,1.0,0,0,1,0,0,0,0,17089
5611,1323,1333,3257887,3257901,170,18,27,22478,120,143,1650,1,0,69,0.0337,0.3287,0.5172,0.0055,0.6111,1.0,1.0,2.2304,0.9542,1.4314,0.4828,0.0036,0.4025,1,0,0,0,0,0,0,5611
17689,516,528,844714,844704,140,15,20,14610,64,125,1687,1,0,80,0.8897,0.3303,0.6,0.0071,0.8,1.0,1.0,2.1461,1.0792,1.301,0.4,-0.2223,0.3977,1,0,0,0,0,0,0,17689
5335,205,235,1148345,1148364,677,43,76,62926,49,134,1692,1,0,80,0.3002,0.4145,0.3512,0.0162,0.3556,0.9737,1.0,2.8482,1.3424,1.8692,0.6489,-0.3536,0.9998,0,0,0,0,0,1,0,5335
9546,833,856,4474894,4474920,202,56,22,20438,113,132,1356,0,1,40,0.9102,0.6474,0.1806,0.0248,0.7193,0.3934,0.0,2.3054,1.6335,1.0792,-0.8194,-0.0254,0.7281,0,0,0,0,0,1,0,9546
18879,487,493,86773,86815,313,38,38,34001,120,141,1362,0,1,200,0.6775,0.4208,0.4884,0.0125,0.4474,0.9583,1.0,2.4955,1.2305,1.5798,0.5116,0.0461,0.8682,0,0,0,0,0,1,0,18879
4141,39,191,2109173,2109236,6603,251,125,723207,38,124,1358,0,1,40,0.0574,0.4083,0.3873,0.1187,0.7172,0.488,0.0,3.8197,2.1818,1.8261,-0.6127,-0.1926,1.0,0,0,1,0,0,0,0,4141
7938,321,329,1044255,1044283,57,12,6,10702,114,140,1360,0,1,50,0.4938,0.2917,0.6,0.0074,1.0,0.6667,0.0,1.7559,1.0,0.7782,-0.4,-0.0212,0.2288,0,0,0,0,0,0,1,7938
3549,1152,1179,1729556,1729557,49,19,9,6135,102,132,1364,1,0,80,0.2661,0.4615,0.1458,0.0132,1.0,0.5556,0.0,1.6902,1.2553,0.699,-0.8542,-0.0818,0.1812,0,0,0,0,0,1,0,3549
6016,1427,1438,718174,718237,192,18,31,19139,107,126,1362,0,1,40,0.1901,0.3287,0.2932,0.0088,0.3636,1.0,1.0,2.2833,1.0792,1.4914,0.7068,-0.0978,0.7966,0,0,0,0,0,1,0,6016
6906,368,380,2985008,2985026,153,21,17,17564,87,132,1356,1,0,70,0.4353,0.3148,0.8235,0.0123,0.8095,0.9412,0.0,2.1847,1.2305,1.2305,-0.1765,-0.1031,0.3945,0,0,0,0,0,0,1,6906
6720,41,214,4440514,4440576,6176,310,159,689727,38,124,1356,0,1,40,0.0605,0.4577,0.3823,0.1254,0.5833,0.4545,0.0,3.7948,2.2304,1.8261,-0.6176,-0.1851,1.0,0,0,1,0,0,0,0,6720
1235,742,754,2829623,2829653,150,25,15,17100,120,141,1364,0,1,100,0.8852,0.2267,0.3333,0.0074,0.4,1.0,0.0,2.1761,1.0,1.1761,-0.6667,0.0161,0.3601,0,0,0,1,0,0,0,1235
15890,6,17,1388292,1388304,101,15,15,10152,91,118,1352,1,0,70,0.5074,0.2153,0.6667,0.0089,0.6,1.0,1.0,2.0043,1.0792,1.1761,0.3333,-0.1903,0.266,0,0,0,0,0,0,1,15890
12593,39,196,1566243,1566309,5576,266,138,55666,121,141,1358,0,1,40,0.0574,0.4562,0.3842,0.1147,0.5676,0.5,0.0,3.7739,2.179,1.8325,-0.6158,0.0001,1.0,0,0,1,0,0,0,0,12593
10643,1357,1372,2765714,2765730,204,19,21,25531,128,140,1373,0,1,40,0.0519,0.3958,0.7857,0.0089,0.9474,1.0,1.0,2.3096,1.0792,1.3222,0.2143,0.1322,0.463,0,0,0,0,0,0,1,10643
18188,1372,1378,2886302,2886367,67,12,15,6091,81,109,1692,1,0,70,0.0047,0.4667,0.1667,0.0059,0.6667,1.0,1.0,1.8261,0.9031,1.1761,0.8333,-0.2663,0.2288,0,0,0,0,0,0,1,18188
2251,1325,1332,2265683,2265692,125,15,28,13334,108,127,1687,1,0,200,0.0293,0.4167,0.2857,0.0047,0.5333,1.0,1.0,2.0969,0.9031,1.4472,0.7143,-0.084,0.2901,0,0,0,0,0,0,1,2251
9217,1109,1118,185575,185588,192,42,48,24070,151,172,1353,0,1,100,0.3187,0.4141,0.25,0.0081,0.2619,0.9583,1.0,2.2833,1.0414,1.6812,0.75,0.2896,0.6574,1,0,0,0,0,0,0,9217
3670,196,209,779144,779308,16,36,9,20557,122,140,1360,0,1,40,0.2638,0.5385,0.1408,0.0236,0.7143,0.5,0.0,1.2041,1.5051,0.8451,-0.8571,-0.0574,0.3601,0,0,0,0,0,1,0,3670
15944,721,732,1388036,1388039,24,9,7,3330,113,140,1358,0,1,50,0.9377,0.2198,0.4615,0.0052,0.7778,0.8571,0.0,1.3802,0.8451,0.7782,-0.5385,-0.0104,0.1965,0,0,0,1,0,0,0,15944
14279,5,13,444148,444169,140,13,24,15035,99,133,1687,0,1,200,0.0353,0.4074,0.3333,0.0047,0.6154,1.0,1.0,2.1461,0.9031,1.3802,0.6667,-0.1225,0.3241,1,0,0,0,0,0,0,14279
15642,14,24,2613168,2613184,60,13,11,7193,102,143,1360,0,1,40,0.2761,0.2174,0.9091,0.0081,0.8461,1.0,1.0,1.7781,1.0414,1.0414,0.0909,-0.0146,0.2173,0,0,0,0,0,1,0,15642
8505,145,186,1599135,1599173,5877,231,134,716869,115,135,1360,0,1,175,0.208,0.5667,0.3886,0.0176,0.7374,0.5,0.0,3.7388,1.3802,1.8261,-0.6114,-0.0332,1.0,0,0,0,0,0,0,1,8505
14667,174,222,1549800,1549891,3333,123,60,46882,118,141,1666,0,1,40,0.2482,0.5598,0.1481,0.0254,0.6888,0.2125,0.0,3.5228,1.6233,1.4771,-0.8518,0.003,0.9998,0,0,0,0,0,0,1,14667
18389,49,71,103892,103932,155,18,20,16258,88,124,1353,1,0,70,0.0573,0.2392,0.4091,0.0089,0.6,1.0,1.0,2.1903,1.0792,1.301,0.5909,-0.1852,0.4729,0,0,0,0,0,1,0,18389
17128,927,936,639848,639857,55,9,9,11255,161,182,1620,1,0,100,0.6388,0.2778,0.8889,0.0049,0.8889,1.0,1.0,1.7404,0.9031,0.9542,0.1111,0.3654,0.1773,1,0,0,0,0,0,0,17128
17551,825,834,1319063,1319076,93,11,10,9571,82,117,1696,1,0,80,0.7338,0.3,1.0,0.0073,0.9091,1.0,0.5,1.9685,1.0,1.0,0.0,-0.2292,0.2061,0,0,0,0,0,1,0,17551
947,300,312,1439661,1439674,108,14,14,12367,85,125,1624,1,0,70,0.3623,0.2448,0.8461,0.0068,0.7857,0.9286,1.0,2.0334,1.0414,1.1139,0.1539,-0.1588,0.257,0,0,0,0,0,1,0,947
6985,1326,1344,2833467,2833484,110,30,15,12624,110,127,1362,0,1,40,0.0325,0.5667,0.4667,0.0111,0.6,0.8333,0.0,2.0414,1.1761,1.1761,-0.5333,-0.0651,0.3509,0,0,0,0,0,0,1,6985
12325,1137,1154,11499942,11499957,102,33,20,13866,120,150,1372,1,0,80,0.2935,0.4952,0.9412,0.0102,0.5152,0.65,0.0,2.0086,1.2305,1.2041,-0.0588,0.0359,0.4498,0,0,0,0,0,1,0,12325
2970,1588,1602,2563219,2563241,3455,23,76,363821,68,111,1692,1,0,70,0.1067,0.4583,0.1437,0.0083,0.6087,0.9342,1.0,3.5385,1.1461,1.8513,0.8562,-0.2395,1.0,0,0,0,0,0,0,1,2970
12414,39,196,29559,29611,5593,209,113,600867,47,127,1356,0,1,40,0.0574,0.3884,0.35,0.1141,0.7416,0.52,0.0,3.7476,2.1903,1.8451,-0.65,-0.1865,1.0,0,0,1,0,0,0,0,12414
13012,1145,1159,1738808,1738096,16,7,14,19457,109,127,1358,0,1,50,0.4569,0.25,0.8571,0.0044,0.7143,1.0,1.0,1.2041,0.7782,1.1461,0.1429,-0.0843,0.1449,0,0,0,1,0,0,0,13012
3885,14,23,4348250,4348321,83,14,20,8532,86,111,1688,1,0,70,0.0499,0.4167,0.6667,0.0053,0.7143,1.0,1.0,1.9191,0.9542,1.301,0.3333,-0.2251,0.266,0,0,0,0,0,0,1,3885
18860,973,989,1436808,1436820,190,19,95,18644,91,120,1658,1,0,70,0.6994,0.5644,0.2759,0.0091,0.7895,0.9559,1.0,2.2787,1.1761,1.9777,0.7241,-0.1645,0.8854,1,0,0,0,0,0,0,18860
16934,1617,1629,2688956,2688969,61,27,12,5608,77,110,1690,1,0,80,0.0107,0.5084,0.9167,0.0065,0.5294,1.0,1.0,1.7853,1.0414,1.0792,0.0833,-0.2906,0.463,0,0,0,0,0,0,1,16934
15928,1271,1302,684296,684315,2293,189,214,297086,80,132,1353,0,1,70,0.1953,0.5734,0.1566,0.02,0.3704,0.9808,1.0,3.3604,1.5441,2.1461,0.8434,-0.2372,1.0,0,0,0,0,0,0,1,15928
6697,1170,1184,838654,838663,66,10,7,6634,120,150,1687,1,0,143,0.6638,0.5294,0.5294,0.0103,0.9,0.8182,0.0,1.8195,1.2305,0.9542,-0.4706,-0.0339,0.2699,0,0,0,0,0,0,1,6697
12004,615,623,7754878,7754931,51,11,15,5778,102,124,1692,1,0,100,0.7691,0.3583,0.5333,0.0052,0.6364,1.0,1.0,1.7076,0.8451,1.1761,0.4667,-0.1155,0.2288,0,0,0,0,0,0,1,12004
16704,492,506,1087496,1087506,55,10,10,6860,103,135,1656,1,0,100,0.712,0.3778,0.8,0.0048,0.8,1.0,1.0,1.7404,0.9031,1.0,0.2,-0.1078,0.1852,0,0,0,0,0,1,0,16704
11079,408,415,5897947,5897955,61,20,9,7164,102,134,1362,1,0,80,0.6052,0.2361,0.8889,0.0072,0.8,0.8889,0.0,1.7853,1.2041,0.9031,-0.1111,-0.0839,0.1773,0,0,0,0,0,0,1,11079
7131,51,76,739072,739080,787,68,90,83716,63,101,1687,1,0,80,0.0723,0.4779,0.3427,0.0136,0.2542,0.9778,1.0,2.896,1.3617,1.9445,0.6573,-0.3628,1.0,0,0,0,0,0,0,1,7131
6058,1578,1591,2224908,2224928,578,40,16,51343,82,133,1694,0,1,70,0.0768,0.6571,0.9524,0.0148,0.5278,0.625,0.0,2.7419,1.3979,1.0,-0.0476,-0.1589,0.556,0,1,0,0,0,0,0,6058
1840,619,630,639848,639857,138,17,25,15672,99,124,1356,0,1,40,0.9383,0.3232,0.45,0.0088,0.6429,1.0,1.0,2.1399,1.0792,1.3979,0.55,-0.1751,0.5378,0,0,0,0,0,1,0,1840
1564,431,444,751592,751656,540,88,56,54324,73,124,1387,0,1,40,0.4898,0.6461,0.3617,0.0166,0.2105,0.8846,1.0,2.7324,1.3617,1.7853,0.6383,-0.3117,0.9996,0,0,0,0,0,1,0,1564
3673,476,488,825488,825488,84,15,12,9363,84,116,1626,1,0,70,0.6933,0.2349,0.9167,0.0068,0.7333,1.0,1.0,1.9243,1.0414,1.0792,0.0833,-0.2021,0.2432,0,0,0,0,0,1,0,3673
18704,1057,1084,96205,96225,192,43,23,22232,92,135,1364,1,0,80,0.4106,0.4047,0.8846,0.0191,0.6944,0.8696,0.0,2.2833,1.415,1.3617,-0.1154,-0.1313,0.6678,0,0,0,0,0,0,1,18704
4311,1120,1141,1647865,1647879,207,14,32,22988,103,132,1364,1,0,100,0.2668,0.2597,0.9231,0.0111,0.7143,1.0,0.0,2.316,1.1761,1.5051,-0.0769,-0.0881,0.463,0,0,0,0,0,1,0,4311
4698,1314,1333,70457,70478,536,56,70,60109,96,127,1354,0,1,40,0.0547,0.5526,0.1839,0.0052,0.2,0.9857,1.0,2.7292,0.8451,1.8389,0.8161,-0.1435,0.9874,0,0,0,0,1,0,0,4698
10750,138,184,2394841,2394907,527,62,73,63000,97,127,1356,0,1,70,0.2032,0.5883,0.3429,0.0243,0.55,0.9851,1.0,2.7218,1.5185,1.7853,0.6571,-0.1436,0.9999,0,0,0,0,0,0,1,10750
3320,1260,1266,1273552,1273556,51,16,20,4557,61,123,1354,1,0,70,0.1456,0.48,0.6,0.0066,0.5625,1.0,1.0,1.6721,0.9542,1.301,0.4,-0.2701,0.2384,0,0,0,0,0,0,1,3320
5192,803,825,90910,90937,82,24,12,9432,120,141,1356,0,1,40,0.895,0.303,0.3636,0.0162,0.9167,0.6667,0.0,1.9138,1.3424,0.9031,-0.6364,0.0043,0.3012,0,0,0,0,0,0,1,5192
10464,1043,1076,833989,833995,383,79,54,543449,118,141,1360,0,1,175,0.4272,0.4282,0.3514,0.0143,0.2156,0.9074,1.0,2.5832,1.301,1.6902,0.6486,-0.0085,0.9903,0,0,0,0,0,0,1,10464
4468,534,545,31984,31995,56,12,8,6241,95,132,1692,1,0,60,0.6402,0.3426,0.8889,0.0053,0.75,1.0,0.0,1.7482,0.9542,0.9031,-0.1111,-0.1229,0.1773,0,0,0,0,0,1,0,4468
4773,39,212,1359602,1359742,6596,248,156,723643,44,124,1358,0,1,40,0.0574,0.5246,0.3765,0.1257,0.548,0.4497,0.0,3.8019,2.238,1.8451,-0.6235,-0.1848,1.0,0,0,1,0,0,0,0,4773
6575,590,601,83249,83253,16,6,4,2034,111,143,1358,0,1,50,0.8304,0.2,0.8,0.0037,0.8333,1.0,0.0,1.2041,0.699,0.6021,-0.2,-0.0137,0.1322,0,0,0,0,0,0,1,6575
15210,98,132,1208774,1208843,1760,33,17,178588,114,140,1354,1,0,100,0.1426,0.5644,0.8235,0.0177,0.8276,0.7059,1.0,3.2455,1.3802,1.2305,0.1765,-0.0302,1.0,0,0,0,0,0,0,1,15210
4709,39,211,1738096,1738114,7003,260,143,674367,43,124,1358,0,1,40,0.0604,0.4233,0.3873,0.1291,0.6693,0.3775,0.0,3.8122,2.243,1.8325,-0.6127,-0.1886,1.0,0,0,1,0,0,0,0,4709
847,1325,1334,2665729,2665742,63,17,11,7143,104,127,1353,1,0,70,0.0,0.4444,0.3333,0.0044,0.3571,0.8182,0.0,1.7993,0.7782,0.9542,-0.6667,-0.1229,0.2018,0,0,0,0,0,0,1,847
11884,806,824,1002562,1002587,55,28,10,7484,118,140,1360,0,1,50,0.732,0.5556,0.2857,0.0218,0.9643,0.6,0.0,1.7404,1.4472,0.699,-0.7143,0.0047,0.2359,0,0,0,0,0,0,1,11884
838,1147,1160,2039121,2039135,102,14,12,9155,80,111,1648,1,0,80,0.5081,0.3667,0.5,0.0081,0.8571,0.9167,1.0,2.0043,1.0414,1.0414,0.5,-0.2476,0.23,0,0,0,0,0,1,0,838
8740,374,382,389963,389978,60,9,14,7387,94,133,1688,1,0,60,0.4439,0.4333,0.5714,0.0047,0.8889,1.0,1.0,1.7781,0.9031,1.1461,0.4286,-0.1101,0.2195,0,0,0,0,0,1,0,8740
11125,853,862,134103,134190,270,28,31,28320,77,103,1353,0,1,290,0.7841,0.3498,0.1936,0.0044,0.2857,1.0,1.0,2.4314,0.7782,1.4914,0.8065,-0.3288,0.7955,1,0,0,0,0,0,0,11125
7532,375,386,157035,157044,114,18,21,13987,110,134,1666,0,1,40,0.4484,0.2914,0.4286,0.0054,0.5,1.0,1.0,2.0569,0.9542,1.3222,0.5714,-0.0604,0.3197,0,0,0,0,0,1,0,7532
7759,1126,1137,125418,125467,190,23,26,16370,111,133,1360,0,1,100,0.5369,0.3385,0.6923,0.0077,0.3913,1.0,1.0,2.2787,1.1139,1.415,0.3077,-0.0626,0.4498,0,0,0,0,0,0,1,7759
4597,733,740,1292292,1292296,35,5,4,4998,109,140,1358,0,1,50,0.9808,0.25,0.8,0.0044,1.0,1.0,0.0,1.5441,0.7782,0.6021,-0.2,-0.0576,0.1322,0,0,0,1,0,0,0,4597
9609,1203,1218,5996730,5996739,130,45,12,15951,114,141,1354,1,0,100,0.212,0.4911,0.3077,0.0158,0.8667,0.5833,0.0,2.1139,1.415,0.8451,-0.6923,-0.0248,0.3479,0,0,0,0,0,0,1,9609
5785,1324,1333,699354,699365,107,13,20,10340,86,110,1362,0,1,70,0.7647,0.3278,0.16,0.0066,0.381,1.0,1.0,2.0294,0.9542,1.301,0.84,-0.2651,0.3068,0,1,0,0,0,0,0,5785
18633,13,21,1699784,1699829,192,15,30,18361,21,207,1387,0,1,40,0.0188,0.2667,0.4,0.0074,0.6667,1.0,1.0,2.2833,1.0,1.4771,0.6,0.4245,0.4963,0,0,1,0,0,0,0,18633
604,1223,1238,2662807,2673616,78,26,12,11369,102,124,1364,1,0,200,0.2485,0.4769,0.5,0.0148,1.0,0.6667,-0.0,1.8921,1.3979,0.9031,-0.5,-0.1191,0.2051,0,0,0,0,0,0,1,604
13023,860,883,949306,949493,243,60,49,27785,118,141,1358,0,1,175,0.66,0.5339,0.6842,0.0243,0.55,0.9796,0.0,2.3856,1.5185,1.6812,-0.3158,-0.0019,0.9997,0,0,0,0,0,1,0,13023
16329,559,571,6571361,6571375,143,15,13,15121,91,127,1352,0,1,40,0.8687,0.2051,1.0,0.0089,0.8,1.0,0.5,2.1553,1.1139,1.1139,0.0,-0.1403,0.2914,0,0,0,0,0,1,0,16329
7225,816,824,1738096,1738108,73,14,11,6557,90,110,1356,1,0,70,0.8277,0.3039,1.0,0.0081,0.7857,1.0,0.5,1.8633,1.0414,1.0414,0.0,-0.2625,0.2061,0,0,0,0,0,0,1,7225
2311,621,632,7754878,7754931,155,18,13,16308,68,126,1362,0,1,40,0.0972,0.3162,0.7647,0.0125,0.9444,1.0,0.0,2.1903,1.2305,1.1139,-0.2353,-0.1744,0.3678,0,0,0,0,0,1,0,2311
16956,626,635,1569522,1569536,78,17,11,8558,77,120,1626,1,0,70,0.9236,0.2733,0.9091,0.0068,0.6471,1.0,1.0,1.8921,1.0414,1.0414,0.0909,-0.1851,0.2173,0,0,0,0,0,1,0,16956
12552,823,832,4383746,4383803,80,18,18,10070,97,143,1652,1,0,69,0.4144,0.4833,0.3333,0.0047,0.6667,1.0,1.0,1.9031,0.9031,1.2553,0.6667,-0.0479,0.215,0,0,0,0,0,0,1,12552
1982,520,546,1063504,1063527,181,21,20,20323,100,127,1353,0,1,70,0.7811,0.4563,0.6,0.0096,0.6191,0.95,1.0,2.2577,1.1139,1.301,0.4,-0.1144,0.3977,0,0,0,0,0,0,1,1982
8391,1023,1033,113260,113277,109,20,20,12571,109,125,1360,0,1,175,0.4846,0.4,0.4,0.0074,0.5,1.0,1.0,2.0374,1.0,1.301,0.6,-0.0889,0.2792,0,1,0,0,0,0,0,8391
