Id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1954,7.5,0.55,0.02,2.6,0.0819999999999999,16.0,87.0,0.99765,3.36,0.92,10.9,7
1809,6.1,0.65,0.03,1.7,0.077,15.0,29.0,0.99538,3.59,0.54,10.2,5
1342,10.5,0.53,0.24,1.9,0.076,15.0,50.0,0.9978,3.18,0.61,9.3,5
758,8.7,0.6,0.26,2.2,0.084,23.0,145.0,0.99616,3.3,0.53,9.9,5
1703,5.7,0.31,0.37,2.3,0.0409999999999999,17.0,81.0,0.99386,3.57,1.06,11.2,6
2007,7.0,0.55,0.24,2.5,0.077,20.0,84.0,0.99552,3.43,0.64,10.0,7
1539,9.0,0.35,0.33,2.8,0.079,27.0,61.0,0.9976,3.3,0.58,11.5,5
1576,7.4,0.55,0.14,2.6,0.079,29.0,66.0,0.99714,3.16,0.59,10.6,6
1605,12.3,0.45,0.49,2.5,0.094,5.0,31.0,0.9994,3.05,0.76,12.4,7
90,7.3,0.6,0.23,1.9,0.077,21.0,110.0,0.9982,3.32,0.58,9.3,5
1797,12.5,0.36,0.49,2.55,0.075,5.0,12.0,0.9994,3.11,0.75,10.5,5
1956,7.3,0.68,0.01,2.6,0.092,27.0,53.0,0.99562,3.1,0.7,10.3,6
529,9.3,0.61,0.0,2.1,0.079,23.0,119.0,0.99774,3.23,0.5,9.4,5
575,7.0,0.915,0.2,2.8,0.083,11.0,50.0,0.996,3.53,0.57,9.8,6
1023,7.8,0.28,0.32,2.7,0.064,6.0,28.0,0.99334,3.23,0.7,11.9,6
1062,6.7,0.53,0.24,2.3,0.077,21.0,51.0,0.9948,3.34,0.6,12.8,7
337,5.9,0.66,0.0,1.4,0.046,21.0,59.0,0.9916,3.68,0.66,12.8,6
807,8.4,0.27,0.36,6.6,0.0819999999999999,6.0,18.0,1.00289,3.6,0.65,9.6,6
900,7.9,0.63,0.0,1.8,0.077,29.0,61.0,0.9964,3.48,0.58,9.7,6
1686,9.4,0.67,0.24,2.0,0.1009999999999999,9.0,28.0,0.9976,3.22,0.57,9.6,5
303,12.3,0.27,0.49,2.2,0.077,6.0,15.0,0.99316,3.15,0.75,12.9,7
1443,9.2,0.59,0.22,2.6,0.077,31.0,69.0,0.9986,3.31,0.54,9.3,6
988,7.2,0.58,0.3,2.2,0.076,30.0,54.0,0.99728,3.29,0.55,9.8,6
897,7.5,0.34,0.0,1.9,0.049,7.0,16.0,0.99693,3.44,0.87,10.0,5
1599,7.9,0.47,0.3,1.6,0.071,16.0,86.0,0.9964,3.46,0.67,9.2,5
89,9.1,0.43,0.55,2.0,0.077,8.0,23.0,0.9976,3.27,0.78,9.6,6
1222,9.4,0.28,0.49,2.5,0.104,5.0,14.0,0.998,3.14,0.57,10.7,6
1490,8.5,0.27,0.35,1.7,0.074,12.0,64.0,0.9978,3.41,1.06,9.2,6
357,7.6,0.51,0.14,2.1,0.077,26.0,58.0,0.9991,3.44,0.58,10.5,6
277,6.4,0.66,0.08,2.1,0.077,11.0,86.0,0.99552,3.58,0.63,9.7,5
401,8.9,0.54,0.45,6.3,0.078,3.0,10.0,0.9976,3.21,0.6,9.8,5
1660,7.4,0.57,0.23,1.5,0.1369999999999999,19.0,56.0,0.99593,3.28,0.52,9.2,5
2045,7.0,0.38,0.33,2.2,0.0819999999999999,18.0,86.0,0.99768,3.47,0.65,9.3,6
498,8.7,0.41,0.24,2.1,0.061,7.0,12.0,0.99444,3.38,0.69,12.5,7
932,8.5,0.6,0.35,3.2,0.084,34.0,45.0,0.99622,3.33,0.72,11.8,6
799,7.8,0.42,0.66,2.1,0.065,12.0,50.0,0.9969,3.43,0.57,9.4,5
1495,7.6,0.47,0.32,2.0,0.0819999999999999,32.0,69.0,0.9963,3.3,0.65,10.5,6
134,7.3,0.62,0.0,1.4,0.068,25.0,42.0,0.9956,3.44,0.58,9.7,5
1277,10.1,0.41,0.53,2.1,0.1939999999999999,10.0,21.0,0.99736,3.26,0.71,12.6,7
649,11.5,0.69,0.63,3.0,0.073,5.0,10.0,0.9988,3.19,0.49,9.4,5
1048,8.2,0.31,0.4,2.3,0.079,31.0,67.0,0.99716,3.31,0.71,9.5,6
596,7.8,0.58,0.28,2.5,0.086,25.0,99.0,0.9968,3.28,0.8,10.5,7
1243,8.8,0.31,0.37,2.2,0.079,19.0,49.0,0.99732,3.41,0.79,9.6,7
1518,8.1,0.52,0.24,2.7,0.087,16.0,110.0,0.9964,3.3,0.78,9.4,5
1326,7.2,0.82,0.03,2.6,0.073,23.0,53.0,0.99656,3.51,0.62,9.8,6
1101,7.7,0.55,0.21,1.9,0.085,15.0,65.0,0.9969,3.16,0.56,10.5,5
113,12.3,0.43,0.49,2.2,0.098,29.0,44.0,0.999,3.13,0.6,10.9,6
290,9.4,0.27,0.44,2.2,0.09,12.0,31.0,0.99925,3.18,0.67,9.3,5
1856,7.5,0.6,0.26,3.0,0.088,31.0,131.0,0.99622,3.21,0.52,9.7,5
616,11.9,0.53,0.66,2.8,0.123,5.0,19.0,0.9994,3.15,0.63,11.3,6
1840,9.4,0.62,0.24,2.8,0.078,17.0,43.0,0.9986,3.26,0.61,9.4,5
461,8.4,0.57,0.04,3.0,0.0969999999999999,6.0,12.0,0.9974,3.13,0.56,10.0,6
956,6.6,0.84,0.21,2.1,0.076,11.0,50.0,0.99494,3.39,0.6,10.9,6
1469,8.6,0.4,0.42,2.2,0.05,3.0,9.0,0.99702,3.2,0.6,11.3,6
640,7.9,0.54,0.24,1.9,0.067,15.0,27.0,0.9947,3.28,0.6,9.8,6
888,8.6,0.29,0.45,2.3,0.092,15.0,21.0,0.99572,3.19,0.6,11.5,6
279,7.1,0.3,0.33,2.4,0.063,11.0,44.0,0.9944,3.48,0.72,11.0,6
682,9.1,0.67,0.36,2.5,0.084,16.0,42.0,0.9988,3.39,0.86,13.3,7
1324,7.8,0.49,0.29,2.1,0.078,21.0,75.0,0.9978,3.26,0.59,9.4,5
298,8.6,0.68,0.11,2.5,0.098,38.0,106.0,0.9984,3.23,0.53,9.8,5
672,7.5,0.36,0.31,2.5,0.079,24.0,37.0,0.99516,3.4,0.88,11.8,7
1966,6.4,0.765,0.0,1.6,0.067,10.0,31.0,0.9971,3.59,0.56,9.4,5
542,7.9,0.58,0.2,1.4,0.054,6.0,25.0,0.99609,3.2,0.57,11.0,7
410,7.1,0.47,0.28,2.1,0.0819999999999999,23.0,145.0,0.9964,3.45,0.48,9.5,5
857,11.3,0.38,0.53,2.5,0.09,5.0,28.0,0.9996,3.15,0.51,9.1,5
1083,8.6,0.3,0.36,2.2,0.09,36.0,100.0,0.99517,3.21,0.74,11.4,7
309,7.3,0.965,0.0,1.8,0.123,5.0,14.0,0.99594,3.4,0.64,10.1,6
505,7.7,0.6,0.26,2.0,0.08,31.0,73.0,0.9987,3.37,0.52,9.3,5
706,7.8,0.35,0.32,2.4,0.081,33.0,44.0,0.99629,3.28,0.54,10.6,5
867,10.9,0.42,0.45,6.4,0.076,25.0,49.0,0.99738,3.3,0.82,12.1,7
19,5.6,0.39,0.16,3.0,0.095,12.0,49.0,0.9981,3.61,0.89,13.1,8
1798,10.5,0.38,0.66,1.4,0.081,4.0,10.0,0.99498,3.08,0.57,11.2,6
1753,6.0,0.34,0.0,1.6,0.066,31.0,68.0,0.99258,3.68,0.69,12.3,6
1608,7.7,0.48,0.21,2.1,0.074,34.0,98.0,0.9966,3.52,0.71,9.5,5
1413,8.9,0.31,0.37,2.5,0.079,8.0,19.0,0.99538,3.26,0.85,12.5,7
1247,8.9,0.935,0.25,2.1,0.077,23.0,104.0,0.99621,3.3,0.62,9.2,5
541,6.4,0.655,0.07,1.7,0.054,12.0,18.0,0.99467,3.16,0.67,12.8,6
1280,8.9,0.24,0.32,1.7,0.054,5.0,22.0,0.9961,3.34,0.44,10.7,7
1857,11.9,0.38,0.49,2.7,0.081,14.0,39.0,1.0004,3.25,0.55,9.5,5
1424,8.3,0.48,0.32,3.2,0.0819999999999999,21.0,46.0,0.99633,3.16,0.82,11.7,7
1950,11.5,0.28,0.53,2.0,0.089,6.0,15.0,0.9983,3.19,0.62,10.1,6
2032,11.2,0.35,0.48,3.1,0.086,26.0,63.0,1.0003,3.23,0.8,11.5,6
361,8.6,0.46,0.24,2.1,0.079,14.0,28.0,0.99494,3.14,0.56,10.5,5
643,7.4,0.4,0.34,2.5,0.05,18.0,34.0,0.99352,3.44,0.92,12.4,6
287,7.9,0.36,0.21,1.9,0.063,36.0,121.0,0.9958,3.35,0.54,9.9,6
534,7.4,0.43,0.32,5.1,0.063,3.0,15.0,0.9963,3.34,0.67,10.0,6
1980,10.6,0.5,0.49,2.4,0.066,15.0,47.0,0.9987,3.22,0.7,10.4,7
550,9.1,0.33,0.45,2.0,0.066,15.0,24.0,0.99586,3.17,0.84,10.5,7
824,8.3,0.37,0.31,2.4,0.0819999999999999,26.0,66.0,0.99694,3.31,0.66,12.5,7
1748,11.3,0.46,0.53,2.6,0.073,5.0,20.0,0.9972,3.2,0.72,11.8,6
931,11.9,0.57,0.73,3.65,0.104,5.0,14.0,0.9996,3.2,0.73,11.5,7
33,7.8,0.41,0.29,2.1,0.104,6.0,16.0,0.9967,3.26,0.73,11.8,7
1184,6.1,0.58,0.02,2.1,0.074,6.0,13.0,0.99538,3.58,0.66,11.2,5
521,8.3,0.56,0.22,2.2,0.073,9.0,36.0,0.99476,3.1,0.56,11.0,6
194,8.3,0.825,0.22,2.7,0.095,5.0,16.0,0.99688,3.43,0.55,10.4,5
1369,9.3,0.885,0.48,2.1,0.1,5.0,18.0,0.9982,3.26,0.54,9.8,6
1231,6.8,0.61,0.2,1.8,0.078,36.0,46.0,0.99498,3.39,0.63,10.3,7
474,7.0,0.5,0.0,1.4,0.08,16.0,33.0,0.99682,3.31,0.47,10.9,5
1535,7.1,0.78,0.05,2.8,0.074,19.0,42.0,0.9966,3.31,0.55,9.4,5
593,6.4,0.4,0.2,7.5,0.052,16.0,46.0,0.99585,3.42,0.81,9.9,6
1070,9.0,0.56,0.19,2.3,0.073,13.0,48.0,0.99451,3.39,0.82,11.2,7
765,10.5,0.57,0.59,2.5,0.088,5.0,9.0,0.99708,3.25,0.65,9.6,6
1032,6.4,0.49,0.19,2.3,0.077,22.0,54.0,0.9948,3.34,0.54,9.4,7
877,7.1,0.6,0.24,2.5,0.077,28.0,109.0,0.9973,3.43,0.6,9.4,5
1500,9.8,0.67,0.28,2.6,0.08,23.0,113.0,0.9988,3.21,0.57,9.1,5
675,12.5,0.5,0.49,2.6,0.081,5.0,13.0,1.0004,3.09,0.49,10.3,5
394,9.3,0.65,0.21,3.4,0.087,6.0,24.0,0.9976,3.09,0.66,9.7,6
438,6.8,0.6,0.08,2.1,0.08,12.0,18.0,0.99358,3.44,0.52,12.8,7
615,8.4,0.24,0.24,2.1,0.078,17.0,43.0,0.99823,3.37,0.87,10.3,6
1040,6.1,0.52,0.0,2.3,0.072,16.0,52.0,0.99354,3.54,0.86,12.1,8
1199,8.5,0.52,0.08,2.9,0.076,31.0,58.0,1.0002,3.48,0.72,10.9,6
1589,7.5,0.43,0.3,2.3,0.062,27.0,46.0,0.9973,3.35,0.65,10.0,7
377,8.3,0.59,0.23,2.9,0.087,26.0,61.0,0.9986,3.32,0.71,9.3,5
1588,11.9,0.3,0.49,2.5,0.1,16.0,25.0,0.99476,3.05,0.85,12.7,6
1402,9.4,0.78,0.26,2.2,0.0969999999999999,21.0,102.0,0.99785,3.27,0.52,9.7,5
115,7.3,0.24,0.33,4.4,0.093,11.0,18.0,0.99803,3.26,0.58,11.6,6
405,7.0,0.47,0.08,2.1,0.064,25.0,55.0,0.9962,3.34,0.48,10.4,5
1104,8.6,0.745,0.24,1.8,0.123,5.0,10.0,0.99498,3.16,0.48,9.5,5
262,6.6,0.4,0.49,2.0,0.095,19.0,58.0,0.9968,3.45,0.57,12.7,6
1038,6.9,0.715,0.1,2.1,0.089,17.0,81.0,0.99855,3.56,0.52,9.5,5
691,11.4,0.43,0.53,2.2,0.061,9.0,17.0,0.99572,3.14,0.59,11.8,7
1749,6.1,0.64,0.0,2.1,0.098,6.0,13.0,0.99738,3.52,0.63,9.5,5
753,7.3,0.58,0.2,2.3,0.07,16.0,40.0,0.99388,3.38,0.58,11.3,7
1687,9.9,0.49,0.63,2.9,0.073,16.0,112.0,0.9982,3.39,0.74,9.5,7
1766,7.3,0.54,0.23,4.1,0.063,15.0,35.0,0.99489,3.32,0.61,11.7,5
1591,8.4,0.31,0.36,1.7,0.079,21.0,59.0,0.99728,3.34,0.87,10.0,7
1585,7.1,0.62,0.12,4.65,0.072,21.0,65.0,0.99746,3.42,0.64,10.9,6
1441,6.4,0.56,0.09,2.3,0.07,10.0,16.0,0.99418,3.42,0.82,12.0,7
1427,7.1,0.64,0.17,2.8,0.083,27.0,67.0,0.99632,3.44,0.59,9.5,6
1077,8.4,0.24,0.34,2.2,0.062,6.0,12.0,0.99565,3.27,0.83,10.0,6
1974,6.6,0.58,0.0,2.0,0.064,17.0,43.0,0.99626,3.2,0.48,10.5,5
1344,5.6,0.835,0.03,1.6,0.08,26.0,61.0,0.9927,3.48,0.54,12.3,8
1543,7.1,0.59,0.3,1.8,0.073,27.0,70.0,0.99648,3.3,0.49,9.5,5
1055,8.0,0.43,0.59,2.5,0.085,7.0,11.0,0.99718,3.2,0.64,12.4,6
1336,7.8,0.47,0.32,1.9,0.077,16.0,52.0,0.99552,3.38,0.65,9.2,5
138,8.3,0.5,0.49,2.3,0.205,5.0,14.0,0.9976,3.19,0.55,9.5,5
351,7.9,0.53,0.26,2.1,0.062,15.0,74.0,0.9964,3.21,0.74,9.6,6
258,9.1,0.66,0.0,2.1,0.096,20.0,49.0,0.997,3.22,0.58,9.6,5
1709,8.8,0.61,0.19,1.8,0.109,5.0,15.0,0.9982,3.19,0.44,9.5,4
595,7.9,0.47,0.4,1.8,0.076,25.0,60.0,0.9971,3.12,0.65,9.9,6
1796,7.8,0.3,0.24,1.6,0.069,16.0,38.0,0.9956,3.33,0.64,10.3,6
1409,6.8,0.84,0.03,1.6,0.054,18.0,49.0,0.9958,3.36,0.56,10.7,8
1831,10.6,0.56,0.24,2.5,0.077,16.0,42.0,0.9991,3.14,0.52,9.4,5
2050,11.9,0.38,0.49,2.3,0.081,24.0,42.0,0.9994,3.15,0.59,11.5,6
880,7.5,1.33,0.0,1.9,0.076,6.0,31.0,0.99603,3.31,0.49,9.5,6
1668,8.2,0.5,0.21,2.6,0.0819999999999999,32.0,141.0,0.9982,3.28,0.52,9.5,5
868,7.7,0.56,0.2,1.9,0.084,23.0,144.0,0.9976,3.1,0.44,9.3,5
671,7.5,0.47,0.31,2.6,0.077,16.0,86.0,0.9978,3.31,0.61,10.0,5
92,7.1,0.69,0.0,2.1,0.0559999999999999,6.0,17.0,0.99472,3.41,0.71,12.3,6
150,7.2,0.625,0.12,2.6,0.104,14.0,25.0,0.99593,3.51,0.69,10.8,6
261,10.2,0.66,0.48,2.7,0.076,15.0,64.0,0.9973,3.04,0.6,9.3,6
1691,9.5,0.26,0.54,2.0,0.09,5.0,25.0,0.9988,3.34,0.87,10.4,6
391,11.8,0.315,0.52,2.8,0.083,8.0,38.0,0.9982,3.2,0.77,10.3,6
228,8.9,0.31,0.27,3.4,0.074,10.0,21.0,0.99572,3.31,0.81,11.7,6
1102,6.6,0.59,0.0,1.5,0.069,5.0,10.0,0.99458,3.44,0.6,10.3,6
78,7.2,0.885,0.0,1.6,0.084,7.0,20.0,0.9972,3.51,0.54,9.4,5
2047,6.6,0.63,0.27,2.0,0.0969999999999999,22.0,71.0,0.99852,3.47,0.63,9.4,5
963,13.0,0.37,0.66,2.2,0.088,6.0,24.0,0.9986,3.24,0.82,10.5,6
1597,10.0,0.49,0.29,2.7,0.077,13.0,49.0,1.0004,3.25,0.59,9.7,6
928,7.5,0.56,0.26,1.9,0.076,20.0,87.0,0.9976,3.28,0.62,9.8,5
1388,9.0,0.36,0.49,3.2,0.0819999999999999,8.0,18.0,0.99652,3.46,0.87,9.5,7
1933,8.7,0.31,0.4,2.4,0.078,38.0,46.0,0.9973,3.31,0.77,12.8,7
1297,8.7,0.785,0.16,2.3,0.084,19.0,77.0,0.9971,3.34,0.52,9.6,5
344,7.2,0.52,0.03,2.5,0.08,31.0,134.0,0.99568,3.36,0.53,9.7,6
2010,8.4,0.48,0.31,2.2,0.072,11.0,50.0,0.99364,3.31,0.56,12.3,7
1261,7.0,0.32,0.37,2.4,0.064,4.0,8.0,0.99584,3.34,0.72,11.3,7
1531,9.9,0.78,0.28,3.4,0.087,12.0,49.0,0.9991,3.2,0.54,9.4,5
1117,13.3,0.615,0.6,2.8,0.083,6.0,62.0,1.0022,3.0,0.74,10.0,5
1329,9.4,0.33,0.3,5.6,0.069,10.0,37.0,0.99786,3.3,0.57,12.0,5
1410,10.0,0.55,0.17,3.4,0.073,10.0,24.0,0.9982,3.17,0.53,9.5,5
1308,7.6,0.66,0.06,2.6,0.085,27.0,63.0,0.99739,3.37,0.56,9.9,6
332,6.4,0.66,0.0,3.7,0.086,5.0,12.0,0.99738,3.53,0.58,9.8,7
1113,7.8,0.5,0.19,3.9,0.084,10.0,35.0,0.99688,3.26,0.71,9.8,5
54,9.8,0.42,0.39,3.3,0.103,28.0,129.0,0.9976,3.26,0.71,10.6,5
1355,7.6,0.52,0.35,2.0,0.0969999999999999,21.0,49.0,0.9962,3.29,0.65,11.5,7
1701,8.7,0.29,0.49,2.6,0.0819999999999999,23.0,142.0,0.9976,3.22,0.68,10.1,5
801,8.6,0.49,0.3,2.1,0.07,48.0,90.0,0.9981,3.35,0.52,9.4,5
149,8.9,0.49,0.34,1.9,0.085,41.0,87.0,0.9978,3.3,0.61,9.0,6
1452,6.2,0.52,0.15,1.8,0.078,16.0,63.0,0.9964,3.48,0.5,9.1,6
1941,6.4,0.66,0.07,1.5,0.091,26.0,45.0,0.99574,3.46,0.63,10.9,5
1609,12.8,0.66,0.49,2.3,0.1,5.0,19.0,0.9994,3.1,0.59,11.0,5
1996,7.7,1.18,0.21,2.0,0.0819999999999999,7.0,35.0,0.9972,3.27,0.48,9.7,5
1375,6.1,0.66,0.0,1.8,0.166,5.0,16.0,0.99558,3.56,0.56,9.2,5
450,6.4,0.7,0.0,2.6,0.123,11.0,24.0,0.99642,3.53,0.53,11.6,5
320,12.8,0.56,0.49,2.6,0.0819999999999999,5.0,14.0,0.9986,3.08,0.6,9.8,6
1263,6.0,0.43,0.0,2.2,0.052,11.0,50.0,0.995,3.36,0.54,12.4,6
480,6.9,0.65,0.02,1.8,0.09,38.0,38.0,0.99498,3.32,0.55,10.1,7
1123,7.0,0.26,0.35,2.0,0.073,9.0,92.0,0.99613,3.42,0.71,10.0,7
1765,10.5,0.31,0.53,2.8,0.1169999999999999,5.0,10.0,0.99774,3.22,0.75,11.2,7
1202,11.9,0.39,0.6,3.0,0.095,16.0,39.0,1.0004,3.16,0.68,11.0,7
454,7.9,0.52,0.49,1.9,0.084,17.0,106.0,0.9959,3.2,0.59,9.8,5
1533,6.5,0.83,0.0,1.6,0.095,6.0,14.0,0.997,3.33,0.54,9.2,5
1368,8.2,0.32,0.41,2.1,0.062,18.0,34.0,0.99506,3.33,0.77,10.3,7
246,6.3,0.33,0.25,1.9,0.05,14.0,45.0,0.9952,3.38,0.53,11.2,5
1487,9.0,0.96,0.22,5.5,0.0819999999999999,3.0,9.0,0.9986,3.35,0.68,10.4,6
1635,6.5,0.64,0.02,2.1,0.08,21.0,119.0,0.99613,3.53,0.53,9.7,5
967,7.4,0.835,0.03,1.7,0.09,23.0,44.0,0.99514,3.39,0.68,11.2,6
739,8.0,0.88,0.0,2.5,0.104,15.0,33.0,0.99774,3.5,0.51,9.7,5
635,9.9,0.55,0.3,2.0,0.0819999999999999,20.0,110.0,0.9985,3.5,0.56,9.8,5
1702,9.2,0.31,0.5,2.2,0.067,16.0,24.0,0.99384,3.32,0.87,12.5,7
1871,9.9,0.66,0.17,2.0,0.083,15.0,24.0,0.99652,3.12,0.71,10.1,6
1233,9.8,0.5,0.58,2.0,0.0819999999999999,27.0,67.0,0.9988,3.03,0.56,9.4,5
1159,8.1,0.55,0.03,1.7,0.081,12.0,86.0,0.9972,3.2,0.43,9.0,5
1896,13.3,0.4,0.49,2.4,0.091,5.0,23.0,1.00012,3.07,0.97,9.7,6
91,8.0,0.84,0.26,2.1,0.074,27.0,61.0,0.9976,3.4,0.52,9.4,5
182,8.3,0.62,0.27,2.8,0.086,17.0,119.0,0.9984,3.22,0.57,9.2,5
1026,12.6,0.27,0.49,1.7,0.0409999999999999,6.0,16.0,0.99526,3.14,0.77,12.7,7
816,8.9,0.31,0.39,2.7,0.087,26.0,52.0,0.9994,3.12,0.6,9.5,5
1960,8.8,0.54,0.24,2.1,0.061,22.0,81.0,0.9974,3.22,0.54,9.2,5
1253,12.3,0.38,0.49,4.8,0.091,17.0,38.0,1.0014,3.16,0.69,11.0,7
2000,7.5,0.57,0.02,1.9,0.0559999999999999,3.0,8.0,0.99564,3.36,0.46,10.6,5
170,7.5,0.59,0.06,1.6,0.072,7.0,20.0,0.9969,3.43,0.6,9.0,5
1850,7.8,0.26,0.06,2.0,0.052,15.0,28.0,0.9965,3.37,0.8,10.9,6
883,7.1,0.6,0.03,2.5,0.0969999999999999,21.0,77.0,0.99744,3.38,0.48,9.2,5
2018,8.9,0.43,0.32,2.3,0.072,32.0,48.0,0.99408,3.38,0.72,11.2,6
856,12.3,0.37,0.51,3.3,0.083,10.0,23.0,1.00369,3.22,0.6,10.8,6
1965,9.4,0.43,0.33,1.7,0.069,19.0,66.0,0.99732,3.33,0.62,9.5,5
1325,10.6,0.31,0.43,3.4,0.088,16.0,31.0,0.9973,3.19,0.81,11.0,6
1189,7.8,0.53,0.06,2.1,0.114,6.0,15.0,0.9964,3.27,0.59,9.8,7
60,7.4,0.51,0.23,1.5,0.063,21.0,74.0,0.99578,3.3,0.6,9.8,5
1792,8.0,0.24,0.37,2.3,0.068,10.0,24.0,0.9946,3.37,0.9,12.0,6
968,6.5,0.34,0.29,1.3,0.07,34.0,85.0,0.99494,3.42,0.92,10.6,6
1181,7.5,0.56,0.03,2.6,0.077,28.0,109.0,0.9966,3.35,0.61,9.8,5
686,6.3,0.86,0.0,2.0,0.076,15.0,34.0,0.99633,3.51,0.56,9.8,6
1417,7.4,0.49,0.28,2.5,0.093,20.0,49.0,0.99538,3.34,0.81,12.5,6
1744,9.9,0.37,0.51,2.3,0.077,25.0,37.0,0.9982,3.26,0.82,10.9,7
178,7.0,0.705,0.07,2.6,0.1,8.0,15.0,0.99744,3.51,0.65,10.0,7
155,7.8,0.965,0.05,2.3,0.0819999999999999,5.0,14.0,0.9978,3.35,0.48,9.7,6
406,6.7,0.58,0.1,2.3,0.11,24.0,58.0,0.99064,3.51,0.71,11.4,6
666,7.1,0.66,0.03,4.5,0.078,17.0,105.0,0.99746,3.58,0.53,9.9,5
340,8.1,0.58,0.22,2.9,0.071,11.0,119.0,0.99659,3.22,0.52,9.3,5
1459,9.4,0.43,0.24,2.2,0.077,24.0,53.0,0.99914,3.2,0.57,9.8,6
188,6.8,0.49,0.0,6.3,0.085,28.0,52.0,0.99531,3.49,0.77,12.4,7
1398,7.9,0.76,0.24,2.2,0.226,19.0,58.0,0.99688,3.22,0.46,9.2,3
786,8.9,0.45,0.4,1.7,0.068,18.0,38.0,0.99518,3.38,0.6,11.0,7
1125,7.4,0.56,0.0,2.0,0.0919999999999999,29.0,60.0,0.99619,3.43,0.6,10.5,6
1461,11.3,0.43,0.66,3.2,0.09,7.0,24.0,1.00242,3.16,0.62,11.2,5
1901,6.7,0.55,0.15,1.7,0.0969999999999999,19.0,27.0,0.99655,3.28,0.59,10.8,6
408,7.9,0.54,0.13,5.15,0.084,27.0,61.0,0.99588,3.21,0.59,9.3,4
1447,7.1,0.835,0.0,2.3,0.065,8.0,17.0,0.99672,3.48,0.53,11.4,6
1425,8.3,0.54,0.26,2.5,0.094,23.0,144.0,0.99786,3.26,0.55,9.6,5
1013,8.8,0.7,0.26,2.1,0.083,23.0,81.0,0.99623,3.27,0.64,9.8,6
1153,8.9,0.32,0.55,2.2,0.099,6.0,14.0,0.99562,3.36,0.85,11.1,8
1163,7.3,0.935,0.0,1.9,0.068,24.0,66.0,0.99603,3.4,0.54,9.8,5
1248,6.2,0.66,0.2,2.1,0.071,10.0,24.0,0.99588,3.39,0.59,11.4,5
465,11.9,0.58,0.49,2.6,0.222,6.0,15.0,0.9991,3.16,0.61,10.5,6
120,7.5,0.59,0.02,2.1,0.071,24.0,88.0,0.99538,3.34,0.54,10.9,6
896,8.9,0.58,0.23,2.2,0.106,5.0,17.0,0.9969,3.14,0.5,9.4,5
289,11.4,0.6,0.49,2.7,0.087,23.0,143.0,0.9982,3.08,0.51,10.0,5
1586,7.8,0.53,0.14,1.9,0.106,13.0,54.0,0.99586,3.19,0.57,9.3,6
1750,11.3,0.27,0.43,2.2,0.094,8.0,22.0,0.9996,3.09,0.82,9.4,6
1177,8.9,0.4,0.45,2.2,0.044,6.0,21.0,0.99388,3.48,0.69,13.2,5
1345,7.9,0.54,0.23,1.7,0.086,28.0,139.0,0.9968,3.14,0.62,9.2,5
680,7.0,0.57,0.02,2.1,0.062,17.0,89.0,0.99514,3.39,0.68,10.7,6
644,8.8,0.41,0.39,2.2,0.107,8.0,19.0,0.9963,3.29,0.75,11.6,7
481,7.8,0.6,0.01,2.7,0.072,36.0,48.0,0.99538,3.32,0.56,10.8,7
1563,7.0,0.735,0.05,2.3,0.0819999999999999,31.0,54.0,0.99395,3.36,0.44,10.4,7
535,7.6,0.18,0.34,2.1,0.062,31.0,92.0,0.9955,3.26,0.62,10.1,4
402,6.6,0.855,0.02,2.2,0.078,12.0,49.0,0.99631,3.52,0.63,10.6,6
1108,8.2,1.18,0.25,1.8,0.081,11.0,65.0,0.99632,3.31,0.55,9.5,5
577,8.7,0.59,0.49,2.7,0.088,12.0,88.0,1.001,3.21,0.61,9.2,5
689,9.3,0.59,0.24,1.8,0.109,26.0,70.0,0.99803,3.19,0.57,9.5,5
814,10.6,0.66,0.32,2.4,0.076,14.0,37.0,0.99418,3.22,0.55,12.8,6
172,6.0,0.785,0.0,1.8,0.068,5.0,14.0,0.996,3.54,0.58,10.0,5
1081,9.1,0.64,0.22,2.5,0.0819999999999999,32.0,48.0,0.99692,3.24,0.62,10.0,6
162,8.8,0.96,0.22,2.5,0.0969999999999999,5.0,13.0,0.9994,3.22,0.49,9.4,5
1171,7.0,0.66,0.0,2.0,0.071,33.0,44.0,0.99494,3.38,0.8,10.9,6
948,10.8,0.47,0.32,2.6,0.084,26.0,62.0,0.9986,3.2,0.77,9.8,6
1370,8.2,0.31,0.36,2.4,0.079,6.0,12.0,0.99444,3.27,0.62,12.6,6
545,7.7,0.26,0.4,2.0,0.0819999999999999,19.0,66.0,0.99476,3.1,0.62,9.8,6
924,8.4,0.63,0.0,2.0,0.093,18.0,38.0,0.99636,3.31,0.65,11.1,6
1025,7.7,0.46,0.21,4.0,0.073,30.0,134.0,0.9972,3.23,0.5,9.0,5
731,7.0,0.58,0.08,2.7,0.095,19.0,64.0,0.9964,3.38,0.47,10.8,5
1969,6.7,0.82,0.07,1.8,0.074,30.0,70.0,0.99498,3.39,0.5,9.7,6
109,7.1,0.33,0.4,1.5,0.0559999999999999,6.0,16.0,0.99396,3.39,0.72,10.9,6
788,8.9,0.43,0.34,1.7,0.061,6.0,22.0,0.99732,3.34,0.82,14.0,7
227,6.8,0.735,0.0,1.8,0.052,18.0,38.0,0.99467,3.61,0.59,10.9,5
