id,Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
19795,I,0.34,0.265,0.095,0.2015,0.073,0.058,0.07,7
87103,I,0.585,0.45,0.155,0.957,0.3925,0.1835,0.29,9
39814,I,0.47,0.36,0.13,0.567,0.2875,0.115,0.15,8
20633,M,0.555,0.435,0.125,0.8145,0.3675,0.1645,0.235,10
62153,M,0.615,0.46,0.14,0.9335,0.4615,0.1725,0.2315,9
26542,I,0.485,0.37,0.1,0.5065,0.2565,0.092,0.154,8
12793,M,0.655,0.525,0.225,1.489,0.5965,0.2665,0.4,19
67330,F,0.55,0.45,0.18,0.8085,0.2625,0.1795,0.285,13
65251,F,0.56,0.43,0.155,0.792,0.313,0.1405,0.244,11
26994,I,0.28,0.215,0.065,0.1055,0.0315,0.037,0.03,6
26699,M,0.625,0.47,0.15,1.06,0.437,0.2225,0.2585,9
31678,M,0.65,0.5,0.17,1.33,0.6165,0.308,0.3385,9
32957,M,0.625,0.495,0.175,1.065,0.4865,0.202,0.365,15
55383,M,0.585,0.455,0.15,0.9175,0.4125,0.1425,0.2385,11
13705,M,0.485,0.375,0.125,0.4775,0.1815,0.091,0.17,13
33761,F,0.48,0.39,0.115,0.5805,0.2465,0.129,0.1535,9
37944,M,0.65,0.515,0.19,1.498,0.564,0.384,0.405,13
34873,M,0.63,0.5,0.17,1.3165,0.6835,0.278,0.33,11
59198,I,0.455,0.35,0.11,0.5175,0.2165,0.0835,0.1345,9
79295,I,0.51,0.395,0.145,0.681,0.3165,0.1395,0.1725,10
19999,M,0.375,0.285,0.1,0.228,0.097,0.0585,0.075,10
7692,M,0.565,0.45,0.14,0.8665,0.405,0.2145,0.2365,8
53033,M,0.605,0.475,0.15,1.114,0.506,0.2235,0.315,9
24480,M,0.53,0.415,0.13,0.7535,0.3275,0.1625,0.205,10
71001,M,0.62,0.47,0.16,1.082,0.3605,0.1955,0.36,14
4185,F,0.645,0.495,0.19,1.5075,0.6255,0.4095,0.3375,11
9037,M,0.565,0.45,0.17,0.927,0.4035,0.2325,0.275,10
38853,I,0.465,0.34,0.125,0.4325,0.1875,0.081,0.1125,10
38257,M,0.575,0.445,0.14,0.86,0.3735,0.193,0.24,12
67453,M,0.47,0.375,0.115,0.494,0.2325,0.095,0.155,9
6818,M,0.595,0.475,0.165,1.3025,0.565,0.3125,0.31,10
20802,M,0.585,0.48,0.19,1.0765,0.422,0.229,0.285,13
19906,F,0.63,0.515,0.21,1.3445,0.535,0.2205,0.515,20
84357,F,0.675,0.525,0.225,1.7095,0.708,0.3595,0.4405,9
81616,I,0.51,0.385,0.125,0.6355,0.3005,0.134,0.1525,8
13596,F,0.575,0.455,0.155,1.0835,0.447,0.2655,0.3,13
37582,M,0.59,0.45,0.155,0.9585,0.3835,0.2275,0.265,15
61180,M,0.57,0.46,0.165,0.853,0.3285,0.2705,0.263,10
43065,M,0.6,0.47,0.15,1.054,0.4655,0.2215,0.315,9
58573,M,0.55,0.45,0.145,0.9315,0.3415,0.2105,0.255,15
4540,F,0.59,0.475,0.16,0.927,0.3825,0.231,0.275,12
76028,I,0.31,0.23,0.07,0.1765,0.0575,0.0295,0.0405,7
59780,M,0.575,0.47,0.16,0.998,0.4325,0.17,0.375,12
51891,I,0.425,0.32,0.1,0.3315,0.1495,0.084,0.0945,9
61432,F,0.67,0.525,0.185,1.6645,0.7735,0.3445,0.4195,10
73204,F,0.565,0.44,0.155,0.966,0.3285,0.181,0.34,17
62608,M,0.535,0.41,0.125,0.8205,0.3695,0.1775,0.24,10
11972,M,0.575,0.445,0.145,0.876,0.3795,0.1755,0.27,9
36242,I,0.425,0.33,0.1,0.406,0.1685,0.0835,0.0965,7
23465,M,0.18,0.13,0.06,0.04,0.0165,0.008,0.01,7
71647,I,0.46,0.35,0.115,0.466,0.1845,0.099,0.11,8
5189,M,0.605,0.49,0.15,1.051,0.477,0.24,0.28,10
13235,I,0.36,0.265,0.095,0.2155,0.0865,0.0375,0.063,7
89591,M,0.535,0.435,0.16,1.1255,0.4935,0.254,0.315,9
4717,F,0.545,0.405,0.145,0.7895,0.2985,0.1375,0.205,10
31118,F,0.595,0.475,0.19,1.2405,0.477,0.2395,0.36,18
17018,I,0.45,0.34,0.1,0.32,0.1595,0.0805,0.095,8
31879,I,0.195,0.135,0.03,0.0315,0.0125,0.005,0.0105,5
50129,F,0.6,0.48,0.155,1.0105,0.48,0.2235,0.28,14
11720,F,0.47,0.365,0.12,0.38,0.167,0.093,0.12,10
71429,F,0.665,0.535,0.175,1.496,0.5775,0.337,0.465,18
24725,I,0.34,0.26,0.09,0.183,0.078,0.057,0.055,7
56762,M,0.58,0.435,0.15,0.8685,0.3615,0.156,0.255,12
83200,M,0.39,0.295,0.1,0.2665,0.1185,0.051,0.085,9
38153,M,0.58,0.465,0.155,1.0385,0.4535,0.215,0.35,18
51422,F,0.675,0.545,0.225,1.597,0.6605,0.369,0.58,19
38838,F,0.58,0.435,0.155,0.797,0.3635,0.1775,0.24,9
15042,F,0.58,0.47,0.17,1.2385,0.5265,0.22,0.39,12
84944,F,0.6,0.48,0.14,1.1325,0.5265,0.24,0.2925,9
86372,I,0.58,0.455,0.15,0.9895,0.4495,0.1805,0.236,8
68270,F,0.565,0.465,0.16,0.9415,0.3055,0.2115,0.335,13
51351,I,0.255,0.215,0.07,0.0945,0.0345,0.029,0.0225,8
3500,M,0.61,0.48,0.15,1.1345,0.4335,0.223,0.3115,9
39932,M,0.46,0.365,0.125,0.523,0.2115,0.1255,0.174,10
54623,F,0.555,0.45,0.15,0.805,0.2615,0.1725,0.245,12
22892,F,0.615,0.475,0.16,1.0735,0.3935,0.2075,0.335,16
48721,I,0.425,0.325,0.11,0.3265,0.1415,0.0725,0.085,6
32408,F,0.61,0.465,0.16,1.06,0.4185,0.2815,0.35,13
89687,F,0.505,0.41,0.125,0.6765,0.2945,0.1315,0.195,11
42398,F,0.61,0.48,0.165,1.0945,0.4405,0.2475,0.44,14
48783,F,0.575,0.45,0.145,0.9685,0.4635,0.1825,0.24,9
68054,I,0.515,0.39,0.16,0.6355,0.2415,0.13,0.17,8
42024,F,0.525,0.46,0.135,0.7395,0.321,0.163,0.2515,11
6815,I,0.47,0.345,0.105,0.4355,0.177,0.099,0.12,7
509,F,0.56,0.43,0.165,0.8605,0.312,0.167,0.21,15
53568,F,0.63,0.47,0.16,1.1605,0.4905,0.2255,0.293,9
61985,M,0.625,0.49,0.16,1.2875,0.59,0.305,0.34,9
44054,F,0.6,0.5,0.175,1.382,0.6,0.2765,0.365,11
65933,M,0.525,0.415,0.15,0.8115,0.3285,0.1525,0.245,8
79375,I,0.485,0.375,0.115,0.4885,0.2105,0.103,0.155,8
22078,I,0.515,0.415,0.15,0.8685,0.3075,0.1455,0.275,18
81808,F,0.625,0.48,0.17,1.0805,0.4475,0.2705,0.305,9
58202,I,0.535,0.42,0.125,0.77,0.3795,0.142,0.17,8
30222,M,0.585,0.475,0.15,0.9335,0.382,0.2405,0.2515,10
37530,F,0.645,0.525,0.195,1.6195,0.647,0.3595,0.435,12
58605,M,0.605,0.485,0.165,1.09,0.4845,0.2325,0.3035,8
58640,M,0.58,0.45,0.15,1.3315,0.7245,0.2855,0.3,10
79570,M,0.645,0.52,0.175,1.3695,0.7035,0.2925,0.3695,11
46595,I,0.47,0.36,0.12,0.596,0.2925,0.0835,0.1405,8
25091,I,0.455,0.355,0.105,0.4795,0.2415,0.0825,0.1315,7
4608,F,0.65,0.51,0.165,1.4005,0.624,0.2995,0.365,9
12849,I,0.38,0.3,0.1,0.2715,0.1175,0.0675,0.08,7
47624,I,0.455,0.33,0.1,0.4205,0.2095,0.0795,0.12,7
7252,M,0.575,0.44,0.15,0.852,0.3315,0.1325,0.253,10
2548,I,0.395,0.29,0.095,0.2645,0.117,0.0505,0.0715,7
65543,F,0.635,0.495,0.15,1.1955,0.6305,0.2565,0.27,10
32031,M,0.575,0.45,0.145,0.985,0.4655,0.2145,0.2815,11
13606,M,0.6,0.47,0.14,1.031,0.392,0.2035,0.29,16
49940,I,0.455,0.35,0.12,0.4965,0.2395,0.0885,0.13,8
62834,I,0.255,0.18,0.06,0.079,0.027,0.015,0.025,5
28186,M,0.565,0.44,0.155,0.879,0.3875,0.1625,0.245,11
58424,M,0.59,0.46,0.15,0.974,0.4545,0.2185,0.2475,9
47601,I,0.435,0.345,0.105,0.3625,0.1415,0.073,0.1135,7
37191,I,0.47,0.375,0.14,0.5375,0.221,0.1275,0.17,10
31073,I,0.51,0.405,0.145,0.681,0.3095,0.1405,0.1825,8
11242,I,0.255,0.18,0.065,0.096,0.0315,0.0165,0.025,6
17900,F,0.555,0.425,0.145,0.7905,0.3525,0.177,0.225,14
59877,I,0.46,0.345,0.115,0.46,0.1645,0.0875,0.1045,8
17847,F,0.61,0.47,0.185,0.9025,0.3535,0.1815,0.285,12
69019,F,0.625,0.495,0.17,1.2315,0.6025,0.2755,0.38,10
32657,M,0.495,0.375,0.12,0.5755,0.2695,0.1465,0.166,7
27415,I,0.435,0.33,0.105,0.4265,0.2385,0.114,0.1145,7
75594,I,0.45,0.335,0.11,0.4385,0.192,0.09,0.11,6
2216,I,0.555,0.435,0.135,0.699,0.288,0.1325,0.24,10
25639,M,0.61,0.47,0.175,0.906,0.3695,0.2165,0.295,15
48329,M,0.59,0.455,0.15,1.136,0.5265,0.2615,0.27,10
48726,I,0.235,0.18,0.05,0.046,0.0295,0.015,0.015,4
33914,I,0.41,0.335,0.095,0.306,0.1375,0.0595,0.11,7
89301,F,0.675,0.5,0.15,1.235,0.6025,0.274,0.3085,9
11176,I,0.435,0.325,0.1,0.3515,0.141,0.06,0.1185,7
86407,M,0.655,0.515,0.2,1.388,0.564,0.2735,0.41,13
30235,F,0.585,0.455,0.15,0.974,0.4305,0.2215,0.275,10
64474,I,0.5,0.375,0.13,0.6115,0.256,0.1465,0.19,8
16761,F,0.565,0.45,0.145,0.8745,0.4325,0.171,0.265,9
5652,I,0.19,0.13,0.03,0.0315,0.0125,0.005,0.0105,4
77584,I,0.465,0.325,0.105,0.346,0.1425,0.073,0.113,9
47442,I,0.47,0.355,0.115,0.487,0.1955,0.127,0.155,8
58944,M,0.53,0.415,0.135,0.632,0.2715,0.155,0.185,8
22955,F,0.475,0.375,0.12,0.5795,0.2,0.1175,0.195,12
81671,M,0.6,0.47,0.165,1.3445,0.6275,0.2425,0.345,11
75674,I,0.255,0.195,0.06,0.083,0.028,0.023,0.031,5
84604,I,0.39,0.3,0.1,0.252,0.1065,0.061,0.073,6
10328,I,0.295,0.23,0.075,0.152,0.065,0.0305,0.04,6
26690,M,0.56,0.435,0.17,0.879,0.3665,0.1715,0.25,10
4583,I,0.53,0.415,0.15,0.5305,0.241,0.1295,0.1825,8
52019,I,0.41,0.305,0.1,0.2975,0.123,0.0455,0.089,6
83800,I,0.35,0.265,0.09,0.196,0.09,0.05,0.077,6
10392,M,0.61,0.51,0.15,1.3,0.4775,0.284,0.365,11
48208,M,0.595,0.465,0.15,1.0535,0.422,0.2725,0.289,10
56656,I,0.5,0.37,0.13,0.5075,0.2445,0.1325,0.165,10
55447,I,0.44,0.345,0.12,0.4495,0.209,0.0835,0.134,8
72845,M,0.59,0.475,0.145,0.926,0.4235,0.2185,0.275,11
76812,I,0.435,0.34,0.105,0.3675,0.1695,0.0785,0.115,6
27650,I,0.415,0.325,0.09,0.3245,0.1455,0.0595,0.095,8
43153,M,0.575,0.45,0.15,0.9615,0.495,0.201,0.2365,10
50608,F,0.54,0.445,0.15,0.903,0.391,0.2075,0.239,9
39982,I,0.385,0.3,0.1,0.314,0.1405,0.0625,0.096,8
42357,M,0.53,0.425,0.15,0.9225,0.3795,0.2385,0.295,9
48058,M,0.645,0.51,0.175,1.539,0.6115,0.408,0.445,10
52572,F,0.62,0.495,0.18,1.1445,0.4305,0.3025,0.355,12
8803,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,11
8679,I,0.605,0.47,0.165,0.8075,0.3595,0.1795,0.29,13
83306,M,0.585,0.45,0.155,0.8795,0.3425,0.183,0.2515,10
18870,F,0.66,0.53,0.2,1.3905,0.5905,0.292,0.4,10
30809,I,0.325,0.23,0.055,0.1485,0.0575,0.0335,0.04,7
87081,M,0.565,0.465,0.155,1.0595,0.4535,0.2535,0.265,10
25682,M,0.4,0.3,0.095,0.2875,0.143,0.033,0.09,6
25892,I,0.52,0.41,0.125,0.6185,0.3055,0.1495,0.169,9
47344,F,0.5,0.38,0.145,0.66,0.2945,0.158,0.195,15
30288,F,0.625,0.495,0.205,1.402,0.6335,0.3065,0.36,13
42494,F,0.515,0.4,0.135,0.738,0.325,0.184,0.25,10
74659,M,0.595,0.47,0.15,1.073,0.4955,0.2565,0.315,10
46641,I,0.3,0.24,0.085,0.161,0.0675,0.039,0.045,6
83227,M,0.56,0.43,0.115,0.907,0.4835,0.1905,0.22,8
27314,I,0.385,0.275,0.095,0.2695,0.09,0.0535,0.09,7
41766,M,0.575,0.47,0.14,0.8265,0.3695,0.2185,0.255,9
34839,F,0.655,0.51,0.19,1.4385,0.7295,0.3255,0.3725,9
43215,I,0.445,0.34,0.09,0.3245,0.1325,0.0745,0.0945,7
33947,I,0.265,0.175,0.065,0.0995,0.0385,0.014,0.02,7
46049,F,0.475,0.35,0.115,0.5275,0.1705,0.092,0.135,10
49233,F,0.55,0.435,0.135,0.9685,0.3155,0.2185,0.29,18
90279,I,0.335,0.255,0.09,0.1985,0.097,0.038,0.054,6
18185,M,0.525,0.405,0.14,0.622,0.2535,0.144,0.225,7
33683,I,0.295,0.23,0.075,0.139,0.06,0.04,0.037,5
70997,I,0.42,0.305,0.095,0.2715,0.097,0.057,0.1,8
31475,F,0.645,0.515,0.16,1.1845,0.506,0.347,0.345,11
55365,M,0.625,0.5,0.155,1.1285,0.477,0.275,0.34,10
67529,I,0.215,0.165,0.055,0.0625,0.04,0.005,0.01,4
78230,M,0.645,0.51,0.18,1.2815,0.5055,0.3355,0.355,11
57598,M,0.475,0.365,0.14,0.6195,0.2155,0.144,0.185,14
38208,I,0.24,0.175,0.065,0.0665,0.025,0.014,0.021,8
67833,I,0.56,0.445,0.155,0.974,0.4305,0.2245,0.24,11
29827,I,0.52,0.415,0.11,0.5745,0.306,0.131,0.209,8
20366,I,0.445,0.365,0.105,0.3695,0.1625,0.0745,0.1409,8
50716,I,0.295,0.23,0.07,0.126,0.0405,0.0265,0.045,4
57036,F,0.715,0.535,0.205,1.907,0.5935,0.4455,0.5445,13
59134,I,0.425,0.305,0.09,0.336,0.1645,0.0775,0.086,7
63062,I,0.33,0.23,0.07,0.2225,0.104,0.0425,0.05,6
31872,I,0.4,0.305,0.1,0.3245,0.1485,0.0705,0.09,8
80590,I,0.325,0.2,0.075,0.1195,0.0545,0.0195,0.036,6
36144,I,0.28,0.2,0.07,0.0895,0.036,0.0185,0.035,6
34811,F,0.615,0.46,0.175,1.13,0.4285,0.24,0.335,11
77728,M,0.67,0.525,0.175,1.36,0.5615,0.3045,0.485,17
83993,I,0.165,0.1,0.015,0.014,0.0075,0.0025,0.0055,4
42203,M,0.665,0.545,0.18,1.566,0.5425,0.2635,0.475,17
67289,I,0.425,0.31,0.1,0.3545,0.15,0.085,0.095,8
54737,M,0.37,0.28,0.085,0.2145,0.0855,0.0585,0.072,7
68631,M,0.57,0.435,0.135,0.837,0.3835,0.1915,0.245,8
8047,F,0.545,0.45,0.17,0.974,0.447,0.1815,0.263,8
85027,M,0.565,0.45,0.145,0.805,0.2825,0.1715,0.25,10
26942,F,0.59,0.455,0.135,0.966,0.391,0.2455,0.31,14
5458,F,0.535,0.435,0.15,0.799,0.3165,0.2,0.2365,10
49913,I,0.415,0.325,0.09,0.3245,0.135,0.0785,0.098,6
52010,F,0.57,0.45,0.125,0.7905,0.3495,0.1775,0.259,10
84874,F,0.625,0.49,0.19,1.3315,0.5805,0.318,0.355,11
55865,I,0.435,0.335,0.105,0.3685,0.1685,0.0865,0.125,8
71342,M,0.62,0.485,0.18,1.3745,0.5965,0.3515,0.44,12
42507,M,0.515,0.42,0.13,0.7355,0.3065,0.137,0.2,9
55948,F,0.575,0.45,0.14,0.8605,0.3265,0.1625,0.27,12
74983,F,0.535,0.43,0.145,0.8295,0.2725,0.174,0.245,14
89395,M,0.355,0.27,0.075,0.215,0.1635,0.0345,0.05,6
29871,M,0.51,0.39,0.125,0.6215,0.293,0.15,0.155,9
50366,I,0.475,0.35,0.105,0.4475,0.2125,0.099,0.12,6
64556,I,0.32,0.24,0.085,0.1745,0.072,0.0355,0.05,7
34114,I,0.515,0.395,0.125,0.6855,0.281,0.137,0.175,7
50607,I,0.3,0.23,0.07,0.1495,0.0515,0.0255,0.05,6
35870,F,0.59,0.475,0.15,0.906,0.4255,0.1945,0.26,9
21997,M,0.61,0.48,0.175,1.1835,0.5115,0.2655,0.345,11
34195,F,0.575,0.45,0.135,0.836,0.3695,0.1885,0.215,9
25853,I,0.295,0.225,0.085,0.1415,0.0575,0.0295,0.04,7
66307,M,0.68,0.545,0.18,1.719,0.564,0.299,0.498,13
86454,F,0.58,0.465,0.145,0.8725,0.3895,0.1785,0.225,9
40537,I,0.475,0.365,0.11,0.4475,0.216,0.089,0.1035,8
30818,M,0.565,0.45,0.17,0.966,0.321,0.1495,0.34,16
41266,M,0.455,0.345,0.115,0.458,0.21,0.085,0.113,8
72016,I,0.44,0.335,0.12,0.3535,0.1455,0.071,0.105,7
48903,I,0.5,0.4,0.13,0.6255,0.261,0.1285,0.18,12
86047,F,0.475,0.36,0.11,0.4935,0.2045,0.115,0.1325,9
20379,M,0.655,0.51,0.175,1.6525,0.7385,0.3365,0.403,11
57376,F,0.585,0.45,0.15,0.8685,0.3355,0.1475,0.2605,10
20779,M,0.58,0.445,0.135,0.834,0.3345,0.1735,0.275,9
77759,I,0.49,0.39,0.13,0.528,0.2145,0.1325,0.1815,8
54247,I,0.37,0.28,0.095,0.2645,0.1165,0.058,0.07,6
76088,M,0.605,0.47,0.135,0.938,0.3895,0.1845,0.275,11
66303,M,0.565,0.43,0.145,0.8745,0.425,0.1905,0.24,10
11195,F,0.67,0.525,0.175,1.47,0.715,0.3325,0.37,9
38904,F,0.485,0.38,0.135,0.6175,0.2505,0.1455,0.185,10
45766,I,0.545,0.42,0.135,0.717,0.358,0.1575,0.23,8
47082,I,0.58,0.475,0.18,1.0385,0.414,0.26,0.305,12
38056,M,0.45,0.35,0.12,0.4715,0.2025,0.0945,0.135,8
40726,I,0.495,0.38,0.125,0.5945,0.2385,0.1245,0.15,7
26091,I,0.42,0.315,0.095,0.303,0.134,0.0615,0.0945,9
56201,F,0.585,0.455,0.155,0.9855,0.4565,0.2145,0.26,11
5009,F,0.525,0.41,0.165,0.873,0.23,0.16,0.265,16
69207,M,0.59,0.455,0.135,0.966,0.391,0.1715,0.285,10
24037,F,0.695,0.55,0.155,1.46,0.7385,0.32,0.42,11
37365,I,0.435,0.335,0.105,0.4485,0.181,0.0785,0.1125,6
68733,F,0.73,0.57,0.185,2.0045,0.9265,0.4565,0.725,21
28298,F,0.565,0.45,0.14,0.8355,0.3795,0.1825,0.24,12
62088,I,0.375,0.28,0.095,0.2285,0.09,0.056,0.065,7
7900,I,0.28,0.205,0.07,0.1385,0.0565,0.0185,0.03,5
79410,M,0.605,0.49,0.15,1.0265,0.4495,0.2265,0.265,11
17289,M,0.625,0.495,0.175,1.273,0.5455,0.3045,0.34,10
39323,F,0.55,0.415,0.125,0.868,0.2755,0.1825,0.29,15
10776,M,0.54,0.435,0.15,0.897,0.3275,0.174,0.305,11
81746,M,0.615,0.475,0.155,0.9685,0.4985,0.171,0.31,10
69773,I,0.55,0.425,0.135,0.8155,0.3325,0.1715,0.26,10
4445,I,0.255,0.19,0.055,0.0425,0.0295,0.011,0.02,4
6719,I,0.29,0.21,0.07,0.1145,0.045,0.0415,0.035,6
13000,F,0.595,0.44,0.135,0.906,0.438,0.187,0.22,8
14667,I,0.5,0.38,0.14,0.5605,0.2255,0.1275,0.15,10
19319,F,0.66,0.53,0.17,1.5455,0.7455,0.3365,0.401,10
40816,I,0.235,0.17,0.055,0.048,0.0155,0.0155,0.0125,5
2232,M,0.655,0.525,0.18,1.272,0.6025,0.295,0.335,10
3592,F,0.64,0.52,0.19,1.406,0.5455,0.342,0.415,17
84054,M,0.63,0.475,0.17,1.1735,0.5205,0.2695,0.308,9
73279,M,0.61,0.485,0.17,1.0145,0.518,0.212,0.2415,11
69584,M,0.695,0.56,0.185,1.8795,0.8295,0.423,0.4825,10
19902,I,0.515,0.39,0.115,0.6125,0.27,0.117,0.1595,14
64924,M,0.62,0.49,0.15,1.2695,0.6145,0.2525,0.3125,10
39564,I,0.505,0.385,0.12,0.5705,0.248,0.1085,0.135,9
63450,F,0.645,0.505,0.165,1.1605,0.5005,0.2195,0.335,12
4216,M,0.56,0.445,0.14,0.8295,0.3435,0.1875,0.22,9
65705,F,0.54,0.415,0.125,0.6865,0.313,0.14,0.165,9
48148,M,0.67,0.53,0.175,1.46,0.7405,0.2975,0.35,11
8508,I,0.52,0.395,0.145,0.663,0.3365,0.147,0.1795,8
5191,M,0.525,0.4,0.155,0.9765,0.325,0.2525,0.345,14
44809,F,0.65,0.495,0.225,1.5245,0.59,0.326,0.495,13
7279,I,0.52,0.4,0.145,0.5525,0.239,0.1245,0.1655,9
57462,F,0.72,0.58,0.155,2.103,1.0265,0.48,0.52,11
33200,F,0.53,0.425,0.13,0.6835,0.3245,0.1545,0.1775,9
76963,F,0.57,0.44,0.15,0.9475,0.3495,0.2145,0.2485,10
40760,M,0.6,0.46,0.155,1.023,0.4075,0.1835,0.32,15
19531,I,0.5,0.38,0.105,0.568,0.242,0.1285,0.1375,7
12564,M,0.655,0.59,0.175,1.5455,0.654,0.3365,0.405,13
66122,I,0.52,0.38,0.135,0.6445,0.3155,0.1175,0.167,9
76207,M,0.63,0.475,0.15,1.1275,0.5725,0.2655,0.31,9
29623,M,0.72,0.575,0.205,2.2635,1.1705,0.423,0.503,11
7150,I,0.24,0.175,0.04,0.0705,0.0305,0.0155,0.02,6
64317,I,0.185,0.135,0.04,0.027,0.0125,0.0055,0.009,4
1405,M,0.52,0.41,0.12,0.706,0.3355,0.1445,0.194,9
33046,I,0.53,0.415,0.115,0.6385,0.2945,0.1405,0.171,8
23030,F,0.62,0.475,0.16,1.0725,0.4915,0.2325,0.311,9
75971,M,0.67,0.54,0.175,1.3725,0.5805,0.3065,0.39,10
6352,F,0.535,0.44,0.17,0.868,0.3265,0.1655,0.265,19
70913,M,0.44,0.335,0.115,0.3705,0.1575,0.0735,0.135,8
38717,I,0.485,0.41,0.135,0.717,0.295,0.1535,0.1715,8
22659,F,0.605,0.49,0.165,1.1615,0.5495,0.2655,0.335,9
13838,M,0.655,0.51,0.18,1.6385,0.7355,0.3515,0.385,9
29713,M,0.575,0.435,0.135,0.9365,0.381,0.2225,0.269,10
81309,I,0.475,0.35,0.125,0.4465,0.213,0.094,0.13,8
3045,F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,9
61219,F,0.61,0.47,0.165,1.1775,0.5265,0.272,0.317,9
90082,M,0.47,0.375,0.12,0.5175,0.2875,0.1205,0.1405,7
85047,F,0.47,0.365,0.12,0.4775,0.2105,0.1055,0.15,8
18471,I,0.44,0.345,0.125,0.4895,0.2,0.1065,0.1305,7
48461,I,0.51,0.38,0.125,0.63,0.3095,0.1385,0.155,8
26712,M,0.525,0.435,0.16,0.967,0.429,0.1785,0.355,14
25824,I,0.55,0.445,0.14,0.8145,0.427,0.1715,0.245,1
86874,M,0.17,0.125,0.04,0.0105,0.0095,0.005,0.005,4
61867,F,0.575,0.445,0.155,1.066,0.4335,0.241,0.2875,11
6616,M,0.65,0.565,0.195,1.8375,0.7715,0.3575,0.5,12
1029,F,0.58,0.45,0.155,0.97,0.425,0.2245,0.28,12
72160,F,0.595,0.44,0.145,0.964,0.5005,0.196,0.2475,9
48069,M,0.54,0.405,0.14,0.6615,0.3305,0.1075,0.1535,9
61230,F,0.545,0.435,0.125,0.7665,0.3525,0.1395,0.221,9
45369,F,0.545,0.41,0.145,0.6435,0.2535,0.157,0.213,9
37668,F,0.55,0.425,0.125,0.722,0.2945,0.1625,0.205,11
6514,F,0.43,0.325,0.125,0.411,0.1605,0.081,0.11,10
25440,I,0.405,0.3,0.11,0.304,0.1445,0.0675,0.0975,8
11966,I,0.52,0.4,0.12,0.5785,0.234,0.123,0.185,8
74023,I,0.435,0.345,0.11,0.393,0.219,0.0595,0.109,7
12886,I,0.35,0.26,0.085,0.1785,0.071,0.037,0.055,7
22840,M,0.155,0.135,0.04,0.024,0.009,0.005,0.0075,4
16953,I,0.375,0.275,0.095,0.2715,0.1265,0.059,0.06,7
20815,I,0.28,0.215,0.065,0.1275,0.0535,0.0275,0.0325,6
9880,M,0.645,0.51,0.19,1.5165,0.6555,0.3385,0.39,11
13597,M,0.47,0.375,0.135,0.5895,0.25,0.12,0.18,12
26582,F,0.505,0.4,0.145,0.6615,0.2535,0.144,0.2035,13
60596,M,0.63,0.525,0.195,1.3135,0.4535,0.2505,0.41,10
47753,M,0.535,0.42,0.135,0.94,0.4675,0.1655,0.245,9
52581,I,0.405,0.305,0.09,0.3435,0.1545,0.084,0.095,7
31724,M,0.505,0.385,0.125,0.6185,0.2925,0.1405,0.1405,8
30748,F,0.545,0.44,0.16,1.145,0.4935,0.2275,0.355,14
49087,I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,8
72530,I,0.175,0.125,0.04,0.0265,0.0095,0.0045,0.008,4
73197,F,0.575,0.45,0.145,0.955,0.3785,0.2145,0.24,10
14611,I,0.5,0.385,0.125,0.5945,0.2845,0.1055,0.185,9
37362,F,0.525,0.425,0.155,0.717,0.347,0.1415,0.255,9
48890,I,0.495,0.335,0.08,0.378,0.1715,0.085,0.107,8
17054,M,0.665,0.51,0.19,1.6385,0.831,0.3575,0.391,11
21435,M,0.435,0.375,0.13,0.4085,0.1545,0.0725,0.17,13
10368,M,0.59,0.45,0.13,0.8395,0.3445,0.185,0.2405,9
1028,F,0.585,0.45,0.155,0.991,0.3935,0.2555,0.295,13
43468,I,0.21,0.15,0.045,0.0465,0.018,0.0075,0.01,4
7054,I,0.435,0.325,0.11,0.3915,0.1865,0.08,0.1175,9
50707,F,0.615,0.475,0.145,1.0265,0.4955,0.2385,0.27,8
29205,M,0.705,0.55,0.175,1.33,0.5545,0.2695,0.3425,11
84512,M,0.65,0.525,0.195,1.6785,0.6665,0.308,0.4395,10
49548,F,0.545,0.43,0.155,0.802,0.2935,0.183,0.27,17
49293,M,0.39,0.28,0.105,0.635,0.352,0.1585,0.1035,7
44919,F,0.6,0.485,0.175,1.1345,0.5105,0.256,0.305,12
61664,F,0.575,0.46,0.145,1.116,0.4025,0.2655,0.315,16
58807,I,0.45,0.345,0.115,0.4605,0.1955,0.0935,0.12,8
58200,M,0.595,0.46,0.155,0.9455,0.3905,0.1835,0.3,10
79492,I,0.415,0.31,0.115,0.4715,0.2405,0.093,0.1175,10
83102,I,0.44,0.345,0.13,0.47,0.2165,0.1055,0.1175,9
90445,I,0.16,0.11,0.045,0.013,0.0045,0.005,0.005,4
60253,I,0.405,0.315,0.09,0.2825,0.1235,0.051,0.085,6
20532,M,0.645,0.48,0.12,1.1785,0.526,0.2475,0.295,15
51258,I,0.435,0.345,0.11,0.3675,0.1385,0.0745,0.1175,7
27969,M,0.645,0.5,0.17,1.1545,0.4815,0.231,0.42,16
35229,I,0.255,0.19,0.06,0.059,0.0125,0.0165,0.0255,5
24303,M,0.44,0.355,0.12,0.459,0.1675,0.086,0.145,12
51771,F,0.72,0.585,0.205,1.8185,0.7765,0.401,0.58,18
